Schl,Subject,Group,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
7846,Algebra I,All Students,30.0,0.0,0.0,33.3,66.7
7846,Algebra I,Historically Underperforming,27.0,0.0,0.0,37.0,63.0
7846,Biology,All Students,30.0,0.0,0.0,3.3,96.7
7846,Biology,Historically Underperforming,27.0,0.0,0.0,3.7,96.3
7846,Literature,All Students,28.0,0.0,0.0,35.7,64.3
7846,Literature,Historically Underperforming,25.0,0.0,0.0,32.0,68.0
0029,Algebra I,All Students,72.0,15.3,56.9,23.6,4.2
0029,Algebra I,Historically Underperforming,26.0,3.8,53.8,30.8,11.5
0029,Biology,All Students,71.0,32.4,40.8,18.3,8.5
0029,Biology,Historically Underperforming,25.0,12.0,44.0,24.0,20.0
0029,Literature,All Students,70.0,11.4,68.6,15.7,4.3
0029,Literature,Historically Underperforming,24.0,12.5,54.2,25.0,8.3
5199,Algebra I,All Students,109.0,40.4,45.0,8.3,6.4
5199,Algebra I,Historically Underperforming,28.0,17.9,32.1,25.0,25.0
5199,Biology,All Students,116.0,45.7,41.4,9.5,3.4
5199,Biology,Historically Underperforming,28.0,14.3,32.1,39.3,14.3
5199,Literature,All Students,116.0,16.4,80.2,0.9,2.6
5199,Literature,Historically Underperforming,28.0,0.0,85.7,3.6,10.7
0050,Algebra I,All Students,314.0,13.7,69.4,13.7,3.2
0050,Algebra I,Historically Underperforming,119.0,5.9,63.9,22.7,7.6
0050,Biology,All Students,315.0,23.5,52.1,18.4,6.0
0050,Biology,Historically Underperforming,121.0,13.2,47.1,24.8,14.9
0050,Literature,All Students,313.0,8.0,77.6,11.5,2.9
0050,Literature,Historically Underperforming,120.0,3.3,70.8,19.2,6.7
0062,Algebra I,All Students,353.0,27.2,49.9,20.4,2.5
0062,Algebra I,Historically Underperforming,75.0,8.0,42.7,40.0,9.3
0062,Biology,All Students,351.0,31.3,44.7,16.2,7.7
0062,Biology,Historically Underperforming,73.0,16.4,32.9,24.7,26.0
0062,Literature,All Students,346.0,10.4,78.3,8.7,2.6
0062,Literature,Historically Underperforming,71.0,4.2,60.6,25.4,9.9
0070,Algebra I,All Students,84.0,2.4,66.7,23.8,7.1
0070,Algebra I,Historically Underperforming,39.0,2.6,48.7,35.9,12.8
0070,Biology,All Students,85.0,16.5,52.9,18.8,11.8
0070,Biology,Historically Underperforming,39.0,5.1,43.6,28.2,23.1
0070,Literature,All Students,85.0,3.5,74.1,18.8,3.5
0070,Literature,Historically Underperforming,39.0,2.6,61.5,28.2,7.7
0079,Algebra I,All Students,100.0,9.0,45.0,34.0,12.0
0079,Algebra I,Historically Underperforming,45.0,2.2,31.1,44.4,22.2
0079,Biology,All Students,101.0,29.7,42.6,21.8,5.9
0079,Biology,Historically Underperforming,45.0,17.8,44.4,26.7,11.1
0079,Literature,All Students,100.0,9.0,70.0,19.0,2.0
0079,Literature,Historically Underperforming,44.0,0.0,61.4,34.1,4.5
6706,Algebra I,All Students,265.0,20.0,59.6,17.0,3.4
6706,Algebra I,Historically Underperforming,77.0,14.3,42.9,33.8,9.1
6706,Biology,All Students,267.0,33.7,54.7,7.5,4.1
6706,Biology,Historically Underperforming,79.0,22.8,50.6,16.5,10.1
6706,Literature,All Students,269.0,12.3,69.9,14.1,3.7
6706,Literature,Historically Underperforming,81.0,2.5,63.0,25.9,8.6
7727,Algebra I,All Students,133.0,23.3,49.6,21.8,5.3
7727,Algebra I,Historically Underperforming,89.0,18.0,50.6,27.0,4.5
7727,Biology,All Students,132.0,26.5,49.2,15.2,9.1
7727,Biology,Historically Underperforming,88.0,21.6,50.0,18.2,10.2
7727,Literature,All Students,133.0,4.5,72.2,20.3,3.0
7727,Literature,Historically Underperforming,89.0,3.4,68.5,23.6,4.5
8094,Algebra I,All Students,39.0,5.1,51.3,41.0,2.6
8094,Algebra I,Historically Underperforming,29.0,0.0,41.4,55.2,3.4
8094,Biology,All Students,39.0,5.1,35.9,30.8,28.2
8094,Biology,Historically Underperforming,29.0,3.4,24.1,34.5,37.9
8094,Literature,All Students,38.0,2.6,63.2,21.1,13.2
8094,Literature,Historically Underperforming,28.0,3.6,50.0,28.6,17.9
8087,Algebra I,All Students,38.0,2.6,50.0,36.8,10.5
8087,Algebra I,Historically Underperforming,38.0,2.6,50.0,36.8,10.5
8087,Biology,All Students,38.0,5.3,47.4,36.8,10.5
8087,Biology,Historically Underperforming,38.0,5.3,47.4,36.8,10.5
8087,Literature,All Students,38.0,7.9,68.4,13.2,10.5
8087,Literature,Historically Underperforming,38.0,7.9,68.4,13.2,10.5
0513,Algebra I,All Students,139.0,14.4,39.6,41.7,4.3
0513,Algebra I,Historically Underperforming,41.0,2.4,31.7,53.7,12.2
0513,Biology,All Students,145.0,33.1,37.2,18.6,11.0
0513,Biology,Historically Underperforming,43.0,18.6,25.6,34.9,20.9
0513,Literature,All Students,146.0,7.5,79.5,11.0,2.1
0513,Literature,Historically Underperforming,43.0,2.3,67.4,23.3,7.0
8340,Algebra I,All Students,113.0,12.4,30.1,33.6,23.9
8340,Algebra I,Historically Underperforming,68.0,2.9,22.1,41.2,33.8
8340,Biology,All Students,112.0,17.0,36.6,16.1,30.4
8340,Biology,Historically Underperforming,68.0,7.4,32.4,19.1,41.2
8340,Literature,All Students,115.0,0.0,56.5,29.6,13.9
8340,Literature,Historically Underperforming,70.0,0.0,38.6,41.4,20.0
0144,Algebra I,All Students,166.0,15.7,58.4,23.5,2.4
0144,Algebra I,Historically Underperforming,63.0,11.1,46.0,36.5,6.3
0144,Biology,All Students,163.0,30.1,45.4,16.6,8.0
0144,Biology,Historically Underperforming,62.0,17.7,37.1,29.0,16.1
0144,Literature,All Students,159.0,14.5,65.4,14.5,5.7
0144,Literature,Historically Underperforming,58.0,8.6,51.7,27.6,12.1
5016,Algebra I,All Students,19.0,5.3,21.1,42.1,31.6
5016,Algebra I,Historically Underperforming,16.0,6.3,25.0,31.3,37.5
5016,Biology,All Students,18.0,5.6,16.7,33.3,44.4
5016,Biology,Historically Underperforming,15.0,6.7,13.3,33.3,46.7
5016,Literature,All Students,12.0,0.0,41.7,50.0,8.3
5016,Literature,Historically Underperforming,12.0,0.0,41.7,50.0,8.3
0156,Algebra I,All Students,319.0,36.4,56.7,6.0,0.9
0156,Algebra I,Historically Underperforming,62.0,21.0,61.3,12.9,4.8
0156,Biology,All Students,318.0,55.3,38.4,5.3,0.9
0156,Biology,Historically Underperforming,62.0,29.0,51.6,14.5,4.8
0156,Literature,All Students,317.0,24.0,72.6,2.2,1.3
0156,Literature,Historically Underperforming,62.0,8.1,77.4,8.1,6.5
0170,Algebra I,All Students,270.0,17.0,62.6,17.8,2.6
0170,Algebra I,Historically Underperforming,116.0,7.8,55.2,31.0,6.0
0170,Biology,All Students,272.0,37.1,39.3,16.2,7.4
0170,Biology,Historically Underperforming,117.0,23.1,40.2,22.2,14.5
0170,Literature,All Students,270.0,21.5,60.7,13.3,4.4
0170,Literature,Historically Underperforming,117.0,9.4,57.3,23.1,10.3
5190,Algebra I,All Students,254.0,45.3,40.9,11.8,2.0
5190,Algebra I,Historically Underperforming,29.0,24.1,24.1,37.9,13.8
5190,Biology,All Students,254.0,44.9,39.0,12.2,3.9
5190,Biology,Historically Underperforming,29.0,17.2,34.5,20.7,27.6
5190,Literature,All Students,253.0,31.6,61.3,5.9,1.2
5190,Literature,Historically Underperforming,29.0,0.0,65.5,24.1,10.3
5153,Algebra I,All Students,156.0,10.3,50.6,32.7,6.4
5153,Algebra I,Historically Underperforming,86.0,9.3,38.4,40.7,11.6
5153,Biology,All Students,158.0,17.7,34.8,29.7,17.7
5153,Biology,Historically Underperforming,87.0,13.8,28.7,32.2,25.3
5153,Literature,All Students,158.0,1.9,63.9,21.5,12.7
5153,Literature,Historically Underperforming,87.0,1.1,54.0,23.0,21.8
8308,Algebra I,All Students,52.0,0.0,1.9,57.7,40.4
8308,Algebra I,Historically Underperforming,24.0,0.0,0.0,58.3,41.7
8308,Biology,All Students,46.0,0.0,0.0,10.9,89.1
8308,Biology,Historically Underperforming,21.0,0.0,0.0,4.8,95.2
8308,Literature,All Students,49.0,0.0,14.3,65.3,20.4
8308,Literature,Historically Underperforming,21.0,0.0,4.8,66.7,28.6
5112,Algebra I,All Students,141.0,16.3,65.2,12.8,5.7
5112,Algebra I,Historically Underperforming,67.0,11.9,55.2,22.4,10.4
5112,Biology,All Students,141.0,10.6,44.7,34.8,9.9
5112,Biology,Historically Underperforming,67.0,3.0,35.8,46.3,14.9
5112,Literature,All Students,143.0,5.6,77.6,14.7,2.1
5112,Literature,Historically Underperforming,69.0,0.0,72.5,23.2,4.3
6105,Algebra I,All Students,209.0,8.6,31.6,44.5,15.3
6105,Algebra I,Historically Underperforming,141.0,8.5,29.1,45.4,17.0
6105,Biology,All Students,211.0,17.5,26.1,28.0,28.4
6105,Biology,Historically Underperforming,143.0,12.6,25.2,28.0,34.3
6105,Literature,All Students,214.0,6.1,52.3,32.2,9.3
6105,Literature,Historically Underperforming,146.0,3.4,47.9,35.6,13.0
6672,Algebra I,All Students,7.0,,,,
6672,Algebra I,Historically Underperforming,5.0,,,,
6672,Biology,All Students,7.0,,,,
6672,Biology,Historically Underperforming,6.0,,,,
6672,Literature,All Students,8.0,,,,
6672,Literature,Historically Underperforming,7.0,,,,
5017,Algebra I,All Students,244.0,20.1,64.3,12.7,2.9
5017,Algebra I,Historically Underperforming,69.0,14.5,49.3,27.5,8.7
5017,Biology,All Students,244.0,38.9,44.7,11.9,4.5
5017,Biology,Historically Underperforming,69.0,21.7,42.0,20.3,15.9
5017,Literature,All Students,244.0,11.5,75.4,9.8,3.3
5017,Literature,Historically Underperforming,69.0,2.9,63.8,21.7,11.6
4951,Algebra I,All Students,285.0,26.7,64.2,5.3,3.9
4951,Algebra I,Historically Underperforming,49.0,8.2,51.0,18.4,22.4
4951,Biology,All Students,284.0,48.2,42.3,6.7,2.8
4951,Biology,Historically Underperforming,49.0,16.3,44.9,22.4,16.3
4951,Literature,All Students,285.0,17.5,77.5,3.5,1.4
4951,Literature,Historically Underperforming,49.0,8.2,65.3,18.4,8.2
0254,Algebra I,All Students,424.0,32.8,59.2,5.9,2.1
0254,Algebra I,Historically Underperforming,87.0,16.1,51.7,21.8,10.3
0254,Biology,All Students,421.0,43.0,43.9,10.2,2.9
0254,Biology,Historically Underperforming,85.0,27.1,32.9,25.9,14.1
0254,Literature,All Students,421.0,20.4,74.1,3.6,1.9
0254,Literature,Historically Underperforming,87.0,8.0,67.8,14.9,9.2
8305,Algebra I,All Students,651.0,40.4,51.6,6.1,1.8
8305,Algebra I,Historically Underperforming,90.0,16.7,42.2,27.8,13.3
8305,Biology,All Students,648.0,53.5,33.6,9.4,3.4
8305,Biology,Historically Underperforming,89.0,15.7,32.6,31.5,20.2
8305,Literature,All Students,651.0,29.5,64.5,4.6,1.4
8305,Literature,Historically Underperforming,90.0,5.6,60.0,24.4,10.0
7101,Algebra I,All Students,376.0,38.0,44.1,13.3,4.5
7101,Algebra I,Historically Underperforming,113.0,18.6,35.4,31.0,15.0
7101,Biology,All Students,375.0,34.9,47.2,11.2,6.7
7101,Biology,Historically Underperforming,111.0,16.2,41.4,24.3,18.0
7101,Literature,All Students,372.0,17.2,70.4,8.3,4.0
7101,Literature,Historically Underperforming,108.0,6.5,60.2,21.3,12.0
0053,Algebra I,All Students,78.0,6.4,44.9,35.9,12.8
0053,Algebra I,Historically Underperforming,44.0,6.8,27.3,50.0,15.9
0053,Biology,All Students,79.0,20.3,26.6,25.3,27.8
0053,Biology,Historically Underperforming,45.0,8.9,24.4,28.9,37.8
0053,Literature,All Students,78.0,10.3,59.0,21.8,9.0
0053,Literature,Historically Underperforming,45.0,6.7,46.7,31.1,15.6
7821,Algebra I,All Students,35.0,2.9,28.6,51.4,17.1
7821,Algebra I,Historically Underperforming,13.0,0.0,7.7,69.2,23.1
7821,Biology,All Students,35.0,11.4,37.1,25.7,25.7
7821,Biology,Historically Underperforming,13.0,7.7,15.4,23.1,53.8
7821,Literature,All Students,35.0,2.9,57.1,31.4,8.6
7821,Literature,Historically Underperforming,13.0,0.0,30.8,53.8,15.4
5274,Algebra I,All Students,4.0,,,,
5274,Algebra I,Historically Underperforming,2.0,,,,
5274,Biology,All Students,4.0,,,,
5274,Biology,Historically Underperforming,2.0,,,,
5274,Literature,All Students,3.0,,,,
5274,Literature,Historically Underperforming,1.0,,,,
0309,Algebra I,All Students,303.0,7.6,33.0,40.6,18.8
0309,Algebra I,Historically Underperforming,170.0,5.3,27.1,42.4,25.3
0309,Biology,All Students,303.0,13.9,31.4,27.4,27.4
0309,Biology,Historically Underperforming,162.0,9.9,24.1,28.4,37.7
0309,Literature,All Students,309.0,3.6,53.7,31.4,11.3
0309,Literature,Historically Underperforming,170.0,1.8,45.3,37.1,15.9
0315,Algebra I,All Students,340.0,40.9,49.1,8.5,1.5
0315,Algebra I,Historically Underperforming,73.0,31.5,32.9,28.8,6.8
0315,Biology,All Students,348.0,40.5,47.1,9.8,2.6
0315,Biology,Historically Underperforming,73.0,28.8,35.6,23.3,12.3
0315,Literature,All Students,347.0,13.8,80.1,5.5,0.6
0315,Literature,Historically Underperforming,74.0,5.4,67.6,24.3,2.7
8203,Algebra I,All Students,57.0,3.5,19.3,42.1,35.1
8203,Algebra I,Historically Underperforming,44.0,4.5,18.2,38.6,38.6
8203,Biology,All Students,58.0,0.0,6.9,27.6,65.5
8203,Biology,Historically Underperforming,45.0,0.0,8.9,24.4,66.7
8203,Literature,All Students,56.0,0.0,23.2,41.1,35.7
8203,Literature,Historically Underperforming,43.0,0.0,25.6,34.9,39.5
0409,Algebra I,All Students,298.0,14.8,47.0,32.2,6.0
0409,Algebra I,Historically Underperforming,168.0,7.1,38.7,43.5,10.7
0409,Biology,All Students,294.0,23.8,27.6,32.0,16.7
0409,Biology,Historically Underperforming,166.0,7.8,21.7,44.6,25.9
0409,Literature,All Students,297.0,12.1,65.0,17.5,5.4
0409,Literature,Historically Underperforming,168.0,3.6,60.7,28.6,7.1
6915,Algebra I,All Students,288.0,3.8,31.9,43.1,21.2
6915,Algebra I,Historically Underperforming,227.0,2.6,25.1,46.3,26.0
6915,Biology,All Students,290.0,3.8,26.6,33.4,36.2
6915,Biology,Historically Underperforming,230.0,0.9,20.4,35.7,43.0
6915,Literature,All Students,288.0,1.4,47.6,37.2,13.9
6915,Literature,Historically Underperforming,226.0,0.4,41.2,40.7,17.7
0412,Algebra I,All Students,166.0,3.0,51.8,33.1,12.0
0412,Algebra I,Historically Underperforming,124.0,1.6,49.2,35.5,13.7
0412,Biology,All Students,164.0,6.1,37.8,34.1,22.0
0412,Biology,Historically Underperforming,122.0,2.5,32.0,40.2,25.4
0412,Literature,All Students,167.0,1.2,74.9,16.8,7.2
0412,Literature,Historically Underperforming,125.0,0.8,69.6,20.8,8.8
0416,Algebra I,All Students,93.0,0.0,17.2,54.8,28.0
0416,Algebra I,Historically Underperforming,84.0,0.0,14.3,54.8,31.0
0416,Biology,All Students,93.0,0.0,9.7,28.0,62.4
0416,Biology,Historically Underperforming,84.0,0.0,8.3,28.6,63.1
0416,Literature,All Students,84.0,0.0,36.9,34.5,28.6
0416,Literature,Historically Underperforming,75.0,0.0,33.3,34.7,32.0
8106,Algebra I,All Students,141.0,22.7,45.4,31.2,0.7
8106,Algebra I,Historically Underperforming,58.0,12.1,36.2,50.0,1.7
8106,Biology,All Students,141.0,32.6,34.8,22.0,10.6
8106,Biology,Historically Underperforming,58.0,13.8,36.2,31.0,19.0
8106,Literature,All Students,141.0,20.6,70.9,8.5,0.0
8106,Literature,Historically Underperforming,58.0,17.2,67.2,15.5,0.0
8110,Algebra I,All Students,95.0,0.0,22.1,55.8,22.1
8110,Algebra I,Historically Underperforming,76.0,0.0,25.0,55.3,19.7
8110,Biology,All Students,92.0,0.0,8.7,25.0,66.3
8110,Biology,Historically Underperforming,75.0,0.0,8.0,25.3,66.7
8110,Literature,All Students,93.0,0.0,32.3,41.9,25.8
8110,Literature,Historically Underperforming,74.0,0.0,29.7,44.6,25.7
8105,Algebra I,All Students,113.0,16.8,61.9,19.5,1.8
8105,Algebra I,Historically Underperforming,75.0,12.0,60.0,25.3,2.7
8105,Biology,All Students,112.0,21.4,43.8,25.0,9.8
8105,Biology,Historically Underperforming,74.0,12.2,44.6,31.1,12.2
8105,Literature,All Students,111.0,5.4,85.6,8.1,0.9
8105,Literature,Historically Underperforming,75.0,4.0,82.7,12.0,1.3
8300,Algebra I,All Students,36.0,5.6,30.6,52.8,11.1
8300,Algebra I,Historically Underperforming,24.0,0.0,25.0,58.3,16.7
8300,Biology,All Students,36.0,11.1,19.4,30.6,38.9
8300,Biology,Historically Underperforming,25.0,8.0,12.0,24.0,56.0
8300,Literature,All Students,37.0,5.4,48.6,37.8,8.1
8300,Literature,Historically Underperforming,25.0,4.0,32.0,52.0,12.0
8107,Algebra I,All Students,89.0,16.9,67.4,14.6,1.1
8107,Algebra I,Historically Underperforming,58.0,13.8,67.2,17.2,1.7
8107,Biology,All Students,89.0,21.3,60.7,16.9,1.1
8107,Biology,Historically Underperforming,58.0,19.0,56.9,22.4,1.7
8107,Literature,All Students,89.0,6.7,85.4,5.6,2.2
8107,Literature,Historically Underperforming,58.0,5.2,82.8,8.6,3.4
0435,Algebra I,All Students,308.0,10.7,71.8,14.6,2.9
0435,Algebra I,Historically Underperforming,82.0,2.4,59.8,26.8,11.0
0435,Biology,All Students,307.0,31.6,45.9,17.3,5.2
0435,Biology,Historically Underperforming,80.0,15.0,42.5,26.3,16.3
0435,Literature,All Students,308.0,13.3,73.4,11.4,1.9
0435,Literature,Historically Underperforming,82.0,6.1,59.8,28.0,6.1
8129,Algebra I,All Students,67.0,1.5,43.3,46.3,9.0
8129,Algebra I,Historically Underperforming,50.0,0.0,40.0,48.0,12.0
8129,Biology,All Students,62.0,4.8,17.7,29.0,48.4
8129,Biology,Historically Underperforming,47.0,2.1,19.1,27.7,51.1
8129,Literature,All Students,65.0,6.2,50.8,24.6,18.5
8129,Literature,Historically Underperforming,49.0,6.1,46.9,24.5,22.4
7772,Algebra I,All Students,38.0,0.0,39.5,42.1,18.4
7772,Algebra I,Historically Underperforming,31.0,0.0,38.7,38.7,22.6
7772,Biology,All Students,38.0,2.6,21.1,23.7,52.6
7772,Biology,Historically Underperforming,31.0,0.0,22.6,25.8,51.6
7772,Literature,All Students,38.0,2.6,47.4,36.8,13.2
7772,Literature,Historically Underperforming,31.0,0.0,51.6,32.3,16.1
0448,Algebra I,All Students,147.0,36.7,49.7,8.8,4.8
0448,Algebra I,Historically Underperforming,27.0,18.5,37.0,25.9,18.5
0448,Biology,All Students,146.0,61.0,23.3,9.6,6.2
0448,Biology,Historically Underperforming,27.0,25.9,11.1,37.0,25.9
0448,Literature,All Students,149.0,23.5,67.1,5.4,4.0
0448,Literature,Historically Underperforming,28.0,7.1,53.6,21.4,17.9
6928,Algebra I,All Students,76.0,19.7,40.8,31.6,7.9
6928,Algebra I,Historically Underperforming,41.0,7.3,31.7,48.8,12.2
6928,Biology,All Students,75.0,30.7,33.3,16.0,20.0
6928,Biology,Historically Underperforming,40.0,7.5,35.0,22.5,35.0
6928,Literature,All Students,75.0,6.7,66.7,20.0,6.7
6928,Literature,Historically Underperforming,40.0,0.0,57.5,30.0,12.5
0460,Algebra I,All Students,336.0,10.7,62.2,21.1,6.0
0460,Algebra I,Historically Underperforming,126.0,6.3,50.8,29.4,13.5
0460,Biology,All Students,335.0,24.5,47.8,17.0,10.7
0460,Biology,Historically Underperforming,126.0,14.3,42.9,24.6,18.3
0460,Literature,All Students,333.0,4.5,78.1,11.7,5.7
0460,Literature,Historically Underperforming,123.0,0.0,71.5,13.0,15.4
0440,Algebra I,All Students,92.0,4.3,46.7,44.6,4.3
0440,Algebra I,Historically Underperforming,46.0,4.3,37.0,50.0,8.7
0440,Biology,All Students,92.0,14.1,46.7,23.9,15.2
0440,Biology,Historically Underperforming,46.0,10.9,39.1,21.7,28.3
0440,Literature,All Students,92.0,4.3,67.4,23.9,4.3
0440,Literature,Historically Underperforming,46.0,4.3,54.3,34.8,6.5
0470,Algebra I,All Students,194.0,37.6,55.2,5.7,1.5
0470,Algebra I,Historically Underperforming,45.0,15.6,60.0,17.8,6.7
0470,Biology,All Students,194.0,39.7,44.3,13.4,2.6
0470,Biology,Historically Underperforming,45.0,17.8,37.8,33.3,11.1
0470,Literature,All Students,194.0,18.0,69.6,8.8,3.6
0470,Literature,Historically Underperforming,45.0,8.9,53.3,24.4,13.3
0467,Algebra I,All Students,143.0,23.8,55.2,16.1,4.9
0467,Algebra I,Historically Underperforming,45.0,17.8,37.8,28.9,15.6
0467,Biology,All Students,144.0,38.2,38.9,13.2,9.7
0467,Biology,Historically Underperforming,45.0,20.0,35.6,15.6,28.9
0467,Literature,All Students,144.0,8.3,76.4,10.4,4.9
0467,Literature,Historically Underperforming,45.0,6.7,57.8,20.0,15.6
7648,Algebra I,All Students,2.0,,,,
7648,Algebra I,Historically Underperforming,2.0,,,,
7648,Biology,All Students,1.0,,,,
7648,Biology,Historically Underperforming,1.0,,,,
7648,Literature,All Students,1.0,,,,
7648,Literature,Historically Underperforming,1.0,,,,
6113,Algebra I,All Students,6.0,,,,
6113,Algebra I,Historically Underperforming,6.0,,,,
6113,Biology,All Students,6.0,,,,
6113,Biology,Historically Underperforming,6.0,,,,
6113,Literature,All Students,5.0,,,,
6113,Literature,Historically Underperforming,5.0,,,,
0196,Algebra I,All Students,103.0,3.9,48.5,35.0,12.6
0196,Algebra I,Historically Underperforming,80.0,5.0,45.0,36.3,13.8
0196,Biology,All Students,104.0,4.8,41.3,23.1,30.8
0196,Biology,Historically Underperforming,81.0,3.7,40.7,23.5,32.1
0196,Literature,All Students,103.0,0.0,65.0,22.3,12.6
0196,Literature,Historically Underperforming,80.0,0.0,61.3,23.8,15.0
0477,Algebra I,All Students,64.0,0.0,23.4,48.4,28.1
0477,Algebra I,Historically Underperforming,46.0,0.0,17.4,52.2,30.4
0477,Biology,All Students,63.0,4.8,15.9,36.5,42.9
0477,Biology,Historically Underperforming,45.0,2.2,17.8,31.1,48.9
0477,Literature,All Students,63.0,1.6,33.3,44.4,20.6
0477,Literature,Historically Underperforming,45.0,2.2,26.7,44.4,26.7
0492,Algebra I,All Students,358.0,40.5,52.8,6.1,0.6
0492,Algebra I,Historically Underperforming,70.0,14.3,55.7,27.1,2.9
0492,Biology,All Students,357.0,59.9,34.5,3.6,2.0
0492,Biology,Historically Underperforming,69.0,34.8,39.1,17.4,8.7
0492,Literature,All Students,357.0,22.7,73.1,4.2,0.0
0492,Literature,Historically Underperforming,69.0,14.5,66.7,18.8,0.0
7562,Algebra I,All Students,41.0,0.0,36.6,48.8,14.6
7562,Algebra I,Historically Underperforming,30.0,0.0,33.3,50.0,16.7
7562,Biology,All Students,41.0,0.0,22.0,43.9,34.1
7562,Biology,Historically Underperforming,30.0,0.0,16.7,43.3,40.0
7562,Literature,All Students,41.0,0.0,61.0,29.3,9.8
7562,Literature,Historically Underperforming,30.0,0.0,60.0,26.7,13.3
0509,Algebra I,All Students,278.0,20.1,59.7,15.1,5.0
0509,Algebra I,Historically Underperforming,70.0,5.7,45.7,31.4,17.1
0509,Biology,All Students,278.0,28.1,52.5,15.8,3.6
0509,Biology,Historically Underperforming,69.0,10.1,46.4,33.3,10.1
0509,Literature,All Students,276.0,11.2,77.2,9.8,1.8
0509,Literature,Historically Underperforming,70.0,4.3,65.7,24.3,5.7
0523,Algebra I,All Students,221.0,15.4,67.4,14.5,2.7
0523,Algebra I,Historically Underperforming,49.0,6.1,49.0,34.7,10.2
0523,Biology,All Students,222.0,25.2,57.7,12.6,4.5
0523,Biology,Historically Underperforming,47.0,12.8,42.6,25.5,19.1
0523,Literature,All Students,223.0,22.4,69.1,6.3,2.2
0523,Literature,Historically Underperforming,48.0,12.5,56.3,20.8,10.4
0536,Algebra I,All Students,229.0,2.2,54.6,30.1,13.1
0536,Algebra I,Historically Underperforming,123.0,1.6,39.8,35.8,22.8
0536,Biology,All Students,228.0,14.0,33.8,28.9,23.2
0536,Biology,Historically Underperforming,124.0,8.1,26.6,29.8,35.5
0536,Literature,All Students,227.0,3.1,66.5,20.3,10.1
0536,Literature,Historically Underperforming,122.0,2.5,52.5,27.0,18.0
0555,Algebra I,All Students,24.0,0.0,12.5,54.2,33.3
0555,Algebra I,Historically Underperforming,20.0,0.0,15.0,45.0,40.0
0555,Biology,All Students,23.0,0.0,0.0,43.5,56.5
0555,Biology,Historically Underperforming,19.0,0.0,0.0,36.8,63.2
0555,Literature,All Students,24.0,0.0,20.8,54.2,25.0
0555,Literature,Historically Underperforming,19.0,0.0,21.1,47.4,31.6
0107,Algebra I,All Students,237.0,7.2,49.8,31.2,11.8
0107,Algebra I,Historically Underperforming,110.0,2.7,35.5,39.1,22.7
