county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,116498003,Warrior Run SD,5103,Warrior Run HS,102,64,62.75%,61,59.80%,64,62.75%,0,0.00%,3,2.94%
Perry,115503004,Greenwood SD,6341,Greenwood HS,59,45,76.27%,45,76.27%,45,76.27%,0,0.00%,0,0.00%
,115504003,Newport SD,7930,Newport HS,63,35,55.56%,35,55.56%,39,61.90%,4,6.35%,0,0.00%
,115506003,Susquenita SD,3589,Susquenita HS,135,61,45.19%,60,44.44%,61,45.19%,0,0.00%,1,0.74%
,115508003,West Perry SD,3596,West Perry SHS,191,115,60.21%,115,60.21%,119,62.30%,4,2.09%,0,0.00%
,,,9999,West Perry SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Philadelphia,100510000,First Philadelphia Preparatory Charter S,7744,First Philadelphia Preparatory Charter S,77,49,63.64%,49,63.64%,55,71.43%,6,7.79%,0,0.00%
,114514135,Sankofa Freedom Academy Charter School,8083,Sankofa Freedom Academy Charter School,42,42,100.00%,42,100.00%,42,100.00%,0,0.00%,0,0.00%
,126510002,Mastery CHS - Lenfest Campus,7678,Mastery CHS - Lenfest Campus,76,69,90.79%,69,90.79%,70,92.11%,1,1.32%,0,0.00%
,126510009,Philadelphia Electrical & Tech CHS,7737,Philadelphia Electrical & Tech CHS,128,85,66.41%,85,66.41%,93,72.66%,8,6.25%,0,0.00%
,126510014,Maritime Academy Charter School,7777,Maritime Academy CS,53,37,69.81%,37,69.81%,40,75.47%,3,5.66%,0,0.00%
,126510022,Mastery CS-Shoemaker Campus,7909,Mastery CS -Shoemaker Campus,116,101,87.07%,100,86.21%,104,89.66%,3,2.59%,1,0.86%
,126510023,Mastery CS-Thomas Campus,7910,Mastery CS - Thomas Campus,76,65,85.53%,65,85.53%,68,89.47%,3,3.95%,0,0.00%
,126511563,Esperanza Cyber CS,8216,Esperanza Cyber CS,27,24,88.89%,24,88.89%,26,96.30%,2,7.41%,0,0.00%
,126512840,Community Academy of Philadelphia CS,7510,Community Academy of Philadelphia CS,128,92,71.88%,92,71.88%,100,78.13%,8,6.25%,0,0.00%
,126512870,Youth Build Phila CS,7513,Youth Build Phila CS,131,13,9.92%,13,9.92%,15,11.45%,2,1.53%,0,0.00%
,126512960,Preparatory CS of Mathematics Science,7540,Preparatory CS of Mathematics Science,112,72,64.29%,72,64.29%,74,66.07%,2,1.79%,0,0.00%
,126512980,Imhotep Institute CHS,7542,Imhotep Institute CHS,114,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126513000,Multicultural Academy CS,7546,Multicultural Academy CS,52,47,90.38%,45,86.54%,47,90.38%,0,0.00%,2,3.85%
,126513150,MAST Community Charter School,7574,MAST Community Charter School,100,96,96.00%,96,96.00%,97,97.00%,1,1.00%,0,0.00%
,126513190,Charter High School for Architecture and,7578,Charter High School for Architecture and,110,101,91.82%,100,90.91%,103,93.64%,2,1.82%,1,0.91%
,126513230,Math Civics and Sciences CS,7582,Math Civics and Sciences CS,77,73,94.81%,73,94.81%,77,100.00%,4,5.19%,0,0.00%
,126513270,Freire CS,7586,Freire CS,99,86,86.87%,86,86.87%,92,92.93%,6,6.06%,0,0.00%
,126513280,Philadelphia Academy CS,7587,Philadelphia Academy CS,105,82,78.10%,82,78.10%,90,85.71%,8,7.62%,0,0.00%
,126513290,Mastery CS - Hardy Williams,7588,Mastery CS - Hardy Williams,79,59,74.68%,58,73.42%,68,86.08%,9,11.39%,1,1.27%
,126513400,Philadelphia Performing Arts CS,7647,Philadelphia Performing Arts CS,188,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126513420,New Foundations CS,7649,New Foundations CS,159,152,95.60%,152,95.60%,156,98.11%,4,2.52%,0,0.00%
,126513440,Esperanza Academy Charter School,7665,Esperanza Academy Charter School,174,105,60.34%,104,59.77%,115,66.09%,10,5.75%,1,0.57%
,126513450,Franklin Towne CHS,7666,Franklin Towne CHS,309,253,81.88%,249,80.58%,259,83.82%,6,1.94%,4,1.29%
,126513452,Olney Charter High School,8205,Olney Charter High School,440,280,63.64%,274,62.27%,330,75.00%,50,11.36%,6,1.36%
,126513480,Mariana Bracetti Academy CS,7672,Mariana Bracetti Academy CS,123,97,78.86%,85,69.11%,97,78.86%,0,0.00%,12,9.76%
,126513734,Mastery CS-Gratz Campus,8207,Mastery CS-Gratz Campus,222,154,69.37%,145,65.32%,170,76.58%,16,7.21%,9,4.05%
,126514368,ACT Academy Cyber CS,8217,ACT Academy Cyber CS,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126514864,KIPP DuBois Charter School,8358,KIPP DuBois Charter School,115,98,85.22%,97,84.35%,109,94.78%,11,9.57%,1,0.87%
,126515001,Philadelphia City SD,3728,Widener Memorial Sch,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3808,Masterman Julia R Sec Sch,108,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3816,Fels Samuel HS,212,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3818,Furness Horace HS,149,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3841,Dobbins AVT HS,99,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3842,Mastbaum Jules E AVTS,108,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3843,Girls HS,203,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3844,Roxborough HS,118,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3845,Lincoln HS,273,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3847,Bartram John - Main,145,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3848,Central HS,533,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3849,Edison HS/Fareira Skills,188,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3850,Frankford HS,236,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3851,Franklin Benjamin HS,72,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3855,Northeast HS,631,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3857,Overbrook HS,109,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3859,South Philadelphia HS,114,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3860,West Philadelphia HS,81,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3861,Saul W B Agricultural School,134,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6527,Washington George HS,261,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6548,Parkway Northwest,61,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6675,King Martin Luther HS,155,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6822,Franklin LC,172,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6996,Creative and Performing Arts,159,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7023,Carver HS,176,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7070,Bodine William W HS,102,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7072,Swenson Arts & Technology HS,132,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7229,Hill Freedman World Academy,43,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7245,Sayre William L MS,95,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7255,Strawberry Mansion HS,73,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7664,Gamp,48,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7780,Paul Robeson HS for Human Services,74,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7782,Parkway-Center City,146,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7808,Parkway West,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7811,Lankenau HS,57,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7813,Randolph A. Philip AVT HS,103,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7815,Motivation HS,68,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7850,Philadelphia Military Acad at Elverson,63,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7852,Kensington Creative & Performing Arts HS,113,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7855,Kensington Health Sciences,79,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7903,School of the Future,100,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7904,Academy at Palumbo,199,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7905,Constitution HS,86,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7906,Science Leadership Academy,117,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8039,Arts Academy at Benjamin Rush,137,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8293,Penn Treaty Sch,54,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8298,The SD of Philadelphia Virtual Academy,94,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8328,The Workshop School,33,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8330,The Science Leadership Academy at Beeber,117,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8385,Philadelphia Learning Academy - North,19,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8386,Philadelphia Learning Academy - South,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8388,Kensington HS,122,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Philadelphia City SD,880,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126519434,Universal Audenried Charter School,8195,Universal Audenried Charter School,137,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,151514721,Mastery CS-Pickett Campus,7961,Mastery CS-Pickett Campus,101,76,75.25%,75,74.26%,85,84.16%,9,8.91%,1,0.99%
,177518712,Eastern University Academy Charter Schoo,8127,Eastern University Academy Charter Schoo,50,50,100.00%,49,98.00%,50,100.00%,0,0.00%,1,2.00%
,181519176,ASPIRA Bilingual Cyber Charter School,8148,ASPIRA Bilingual Cyber Charter School,36,26,72.22%,26,72.22%,27,75.00%,1,2.78%,0,0.00%
,185515523,Boys Latin of Philadelphia CS,7981,Boys Latin of Philadelphia CS,81,78,96.30%,75,92.59%,78,96.30%,0,0.00%,3,3.70%
,192518422,Tacony Academy Charter School,8126,Tacony Academy Charter School,77,63,81.82%,62,80.52%,64,83.12%,1,1.30%,1,1.30%
Pike,119648303,Wallenpaupack Area SD,4310,Wallenpaupack Area HS,256,160,62.50%,158,61.72%,170,66.41%,10,3.91%,2,0.78%
,,,9999,Wallenpaupack Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120522003,Delaware Valley SD,5261,Delaware Valley HS,377,284,75.33%,283,75.07%,291,77.19%,7,1.86%,1,0.27%
Potter,109530304,Austin Area SD,6222,Austin Area JSHS,13,6,46.15%,6,46.15%,6,46.15%,0,0.00%,0,0.00%
,109531304,Coudersport Area SD,3869,Coudersport Area JSHS,77,49,63.64%,49,63.64%,49,63.64%,0,0.00%,0,0.00%
,109532804,Galeton Area SD,6223,Galeton Area Sch,15,12,80.00%,9,60.00%,12,80.00%,0,0.00%,3,20.00%
,109535504,Northern Potter SD,3875,Northern Potter JSHS,44,17,38.64%,15,34.09%,17,38.64%,0,0.00%,2,4.55%
,109537504,Oswayo Valley SD,3877,Oswayo Valley HS,30,17,56.67%,17,56.67%,19,63.33%,2,6.67%,0,0.00%
,,,9999,Oswayo Valley SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
Schuylkill,129540803,Blue Mountain SD,3891,Blue Mountain HS,189,131,69.31%,112,59.26%,136,71.96%,5,2.65%,19,10.05%
,,,9999,Blue Mountain SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129544503,Mahanoy Area SD,7012,Mahanoy Area HS,61,43,70.49%,38,62.30%,43,70.49%,0,0.00%,5,8.20%
,,,9999,Mahanoy Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129544703,Minersville Area SD,6583,Minersville Area JSHS,103,68,66.02%,57,55.34%,71,68.93%,3,2.91%,11,10.68%
,,,9999,Minersville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129544907,Gillingham Charter School,8161,Gillingham Charter School,15,4,26.67%,4,26.67%,4,26.67%,0,0.00%,0,0.00%
,129545003,North Schuylkill SD,3883,North Schuylkill JSHS,129,79,61.24%,79,61.24%,82,63.57%,3,2.33%,0,0.00%
,129546003,Pine Grove Area SD,3910,Pine Grove Area HS,111,59,53.15%,59,53.15%,63,56.76%,4,3.60%,0,0.00%
,129546103,Pottsville Area SD,3924,Pottsville Area HS,199,119,59.80%,110,55.28%,120,60.30%,1,0.50%,9,4.52%
,,,9999,Pottsville Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129546803,Saint Clair Area SD,9999,Saint Clair Area SD,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129547203,Shenandoah Valley SD,3940,Shenandoah Valley JSHS,69,37,53.62%,37,53.62%,37,53.62%,0,0.00%,0,0.00%
,129547303,Schuylkill Haven Area SD,5264,Schuylkill Haven SHS,95,62,65.26%,62,65.26%,69,72.63%,7,7.37%,0,0.00%
,,,9999,Schuylkill Haven Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129547603,Tamaqua Area SD,5070,Tamaqua Area SHS,155,124,80.00%,119,76.77%,129,83.23%,5,3.23%,5,3.23%
,129547803,Tri-Valley SD,3957,Tri-Valley JSHS,61,45,73.77%,42,68.85%,45,73.77%,0,0.00%,3,4.92%
,129548803,Williams Valley SD,3914,Williams Valley JSHS,64,44,68.75%,37,57.81%,45,70.31%,1,1.56%,7,10.94%
Snyder,116555003,Midd-West SD,3962,Midd-West HS,139,66,47.48%,66,47.48%,66,47.48%,0,0.00%,0,0.00%
,,,9999,Midd-West SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116557103,Selinsgrove Area SD,3969,Selinsgrove Area HS,181,125,69.06%,125,69.06%,125,69.06%,0,0.00%,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,6207,Berlin Brothersvalley SHS,61,37,60.66%,37,60.66%,37,60.66%,0,0.00%,0,0.00%
,108561803,Conemaugh Township Area SD,3978,Conemaugh Twp Area MS/SHS,67,48,71.64%,48,71.64%,49,73.13%,1,1.49%,0,0.00%
,108565203,Meyersdale Area SD,3994,Meyersdale Area HS,67,45,67.16%,45,67.16%,46,68.66%,1,1.49%,0,0.00%
,108565503,North Star SD,3988,North Star HS,72,40,55.56%,36,50.00%,43,59.72%,3,4.17%,4,5.56%
,108566303,Rockwood Area SD,6210,Rockwood Area JSHS,55,37,67.27%,32,58.18%,37,67.27%,0,0.00%,5,9.09%
,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,21,12,57.14%,12,57.14%,13,61.90%,1,4.76%,0,0.00%
,,,9999,Salisbury-Elk Lick SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108567204,Shade-Central City SD,4006,Shade JSHS,49,25,51.02%,25,51.02%,26,53.06%,1,2.04%,0,0.00%
,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,27,17,62.96%,17,62.96%,17,62.96%,0,0.00%,0,0.00%
,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,180,103,57.22%,99,55.00%,104,57.78%,1,0.56%,4,2.22%
,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,23,15,65.22%,11,47.83%,15,65.22%,0,0.00%,4,17.39%
,,,9999,Turkeyfoot Valley Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108569103,Windber Area SD,4026,Windber Area HS,62,45,72.58%,45,72.58%,49,79.03%,4,6.45%,0,0.00%
,,,9999,Windber Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Sullivan,117576303,Sullivan County SD,4030,Sullivan Co JSHS,49,23,46.94%,23,46.94%,27,55.10%,4,8.16%,0,0.00%
Susquehanna,119581003,Blue Ridge SD,4034,Blue Ridge HS,77,48,62.34%,48,62.34%,48,62.34%,0,0.00%,0,0.00%
,119582503,Elk Lake SD,6418,Elk Lake JSHS,75,43,57.33%,43,57.33%,48,64.00%,5,6.67%,0,0.00%
,119583003,Forest City Regional SD,6419,Forest City Regional HS,57,33,57.89%,31,54.39%,36,63.16%,3,5.26%,2,3.51%
,119584503,Montrose Area SD,4044,Montrose Area JSHS,118,60,50.85%,59,50.00%,60,50.85%,0,0.00%,1,0.85%
,119584603,Mountain View SD,4049,Mountain View JSHS,77,46,59.74%,46,59.74%,50,64.94%,4,5.19%,0,0.00%
,119586503,Susquehanna Community SD,4054,Susquehanna Community JSHS,51,35,68.63%,31,60.78%,36,70.59%,1,1.96%,4,7.84%
,,,9999,Susquehanna Community SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Tioga,117596003,Northern Tioga SD,4058,Cowanesque Valley JSHS,60,34,56.67%,33,55.00%,34,56.67%,0,0.00%,1,1.67%
,,,6373,Williamson SHS,80,51,63.75%,51,63.75%,53,66.25%,2,2.50%,0,0.00%
,117597003,Southern Tioga SD,4064,North Penn-Liberty JSHS,42,27,64.29%,27,64.29%,29,69.05%,2,4.76%,0,0.00%
,,,4068,North Penn-Mansfield JSHS,95,52,54.74%,52,54.74%,60,63.16%,8,8.42%,0,0.00%
,117598503,Wellsboro Area SD,4080,Wellsboro Area HS,94,51,54.26%,50,53.19%,51,54.26%,0,0.00%,1,1.06%
Union,116604003,Lewisburg Area SD,4085,Lewisburg HS,144,116,80.56%,116,80.56%,117,81.25%,1,0.69%,0,0.00%
,,,9999,Lewisburg Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116605003,Mifflinburg Area SD,4091,Mifflinburg Area SHS,164,88,53.66%,87,53.05%,93,56.71%,5,3.05%,1,0.61%
Venango,106611303,Cranberry Area SD,4098,Cranberry Area JSHS,82,51,62.20%,49,59.76%,58,70.73%,7,8.54%,2,2.44%
,106612203,Franklin Area SD,4106,Franklin Area HS,147,82,55.78%,82,55.78%,92,62.59%,10,6.80%,0,0.00%
,,,9999,Franklin Area SD,31,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106616203,Oil City Area SD,4931,Oil City SHS,153,92,60.13%,81,52.94%,100,65.36%,8,5.23%,11,7.19%
,,,9999,Oil City Area SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106617203,Titusville Area SD,1668,Titusville SHS,135,65,48.15%,61,45.19%,77,57.04%,12,8.89%,4,2.96%
,,,9999,Titusville Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106618603,Valley Grove SD,4126,Rocky Grove JSHS,66,35,53.03%,30,45.45%,42,63.64%,7,10.61%,5,7.58%
Warren,105620001,Tidioute Community CS,7833,Tidioute Community CS,19,13,68.42%,12,63.16%,15,78.95%,2,10.53%,1,5.26%
,105628302,Warren County SD,4135,Youngsville HS,71,29,40.85%,26,36.62%,30,42.25%,1,1.41%,3,4.23%
,,,4143,Eisenhower M/HS,77,62,80.52%,59,76.62%,62,80.52%,0,0.00%,3,3.90%
,,,4146,Sheffield M/HS,44,17,38.64%,17,38.64%,18,40.91%,1,2.27%,0,0.00%
,,,4149,Warren Area HS,162,101,62.35%,95,58.64%,108,66.67%,7,4.32%,6,3.70%
Washington,101630504,Avella Area SD,4165,Avella Area JSHS,36,27,75.00%,24,66.67%,28,77.78%,1,2.78%,3,8.33%
,,,9999,Avella Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101630903,Bentworth SD,4188,Bentworth SHS,71,49,69.01%,41,57.75%,52,73.24%,3,4.23%,8,11.27%
,,,9999,Bentworth SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631003,Bethlehem-Center SD,4181,Bethlehem-Center SHS,97,62,63.92%,48,49.48%,62,63.92%,0,0.00%,14,14.43%
,101631203,Burgettstown Area SD,4195,Burgettstown MS/HS,82,50,60.98%,50,60.98%,51,62.20%,1,1.22%,0,0.00%
,,,9999,Burgettstown Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631503,California Area SD,4203,California Area SHS,69,58,84.06%,58,84.06%,62,89.86%,4,5.80%,0,0.00%
,101631703,Canon-McMillan SD,4217,Canon-McMillan SHS,361,296,81.99%,276,76.45%,299,82.83%,3,0.83%,20,5.54%
,,,9999,Canon-McMillan SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631803,Charleroi SD,4715,Charleroi Area HS,113,79,69.91%,75,66.37%,79,69.91%,0,0.00%,4,3.54%
,,,9999,Charleroi SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,101631903,Chartiers-Houston SD,4235,Chartiers-Houston JSHS,66,51,77.27%,51,77.27%,51,77.27%,0,0.00%,0,0.00%
,101632403,Fort Cherry SD,4242,Fort Cherry JSHS,69,46,66.67%,46,66.67%,46,66.67%,0,0.00%,0,0.00%
,,,9999,Fort Cherry SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101633903,McGuffey SD,4249,McGuffey HS,146,88,60.27%,86,58.90%,88,60.27%,0,0.00%,2,1.37%
,,,9999,McGuffey SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101636503,Peters Township SD,5083,Peters Twp HS,338,320,94.67%,320,94.67%,321,94.97%,1,0.30%,0,0.00%
,,,9999,Peters Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101637002,Ringgold SD,7019,Ringgold SHS,182,101,55.49%,96,52.75%,113,62.09%,12,6.59%,5,2.75%
,,,9999,Ringgold SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101638003,Trinity Area SD,6012,Trinity SHS,253,165,65.22%,162,64.03%,172,67.98%,7,2.77%,3,1.19%
,101638803,Washington SD,4286,Washington HS,88,48,54.55%,45,51.14%,51,57.95%,3,3.41%,3,3.41%
,,,9999,Washington SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Wayne,119648703,Wayne Highlands SD,4295,Honesdale HS,195,127,65.13%,126,64.62%,131,67.18%,4,2.05%,1,0.51%
,,,9999,Wayne Highlands SD,14,8,57.14%,8,57.14%,9,64.29%,1,7.14%,0,0.00%
,119648903,Western Wayne SD,6704,Western Wayne HS,146,94,64.38%,89,60.96%,96,65.75%,2,1.37%,5,3.42%
,,,9999,Western Wayne SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Westmoreland,107650603,Belle Vernon Area SD,4930,Belle Vernon Area HS,187,143,76.47%,136,72.73%,146,78.07%,3,1.60%,7,3.74%
,107650703,Burrell SD,4340,Burrell HS,140,107,76.43%,102,72.86%,109,77.86%,2,1.43%,5,3.57%
,,,9999,Burrell SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,107651603,Derry Area SD,4352,Derry Area SHS,178,138,77.53%,130,73.03%,139,78.09%,1,0.56%,8,4.49%
,,,9999,Derry Area SD,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107652603,Franklin Regional SD,4360,Franklin Regional SHS,306,273,89.22%,271,88.56%,273,89.22%,0,0.00%,2,0.65%
,107653040,Dr Robert Ketterer CS Inc.,7550,Dr Robert Ketterer CS Inc.,49,21,42.86%,20,40.82%,23,46.94%,2,4.08%,1,2.04%
,107653102,Greater Latrobe SD,4845,Greater Latrobe SHS,336,259,77.08%,254,75.60%,266,79.17%,7,2.08%,5,1.49%
,,,9999,Greater Latrobe SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653203,Greensburg Salem SD,4373,Greensburg-Salem HS,189,154,81.48%,147,77.78%,154,81.48%,0,0.00%,7,3.70%
,,,9999,Greensburg Salem SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653802,Hempfield Area SD,4404,Hempfield Area SHS,448,364,81.25%,358,79.91%,369,82.37%,5,1.12%,6,1.34%
,,,9999,Hempfield Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107654103,Jeannette City SD,4412,Jeannette SHS,61,44,72.13%,43,70.49%,44,72.13%,0,0.00%,1,1.64%
,,,9999,Jeannette City SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107654403,Kiski Area SD,4431,Kiski Area HS,299,194,64.88%,177,59.20%,198,66.22%,4,1.34%,17,5.69%
,,,9999,Kiski Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107654903,Ligonier Valley SD,4442,Ligonier Valley HS,115,83,72.17%,79,68.70%,92,80.00%,9,7.83%,4,3.48%
,,,9999,Ligonier Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107655803,Monessen City SD,6181,Monessen SHS,53,34,64.15%,29,54.72%,35,66.04%,1,1.89%,5,9.43%
,107655903,Mount Pleasant Area SD,4458,Mount Pleasant Area HS,155,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Mount Pleasant Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107656303,New Kensington-Arnold SD,8323,Valley JSHS,118,96,81.36%,90,76.27%,98,83.05%,2,1.69%,6,5.08%
,107656502,Norwin SD,4717,Norwin SHS,412,335,81.31%,329,79.85%,340,82.52%,5,1.21%,6,1.46%
,,,9999,Norwin SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107657103,Penn-Trafford SD,6648,Penn Trafford HS,335,297,88.66%,288,85.97%,304,90.75%,7,2.09%,9,2.69%
,,,9999,Penn-Trafford SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107657503,Southmoreland SD,6191,Southmoreland SHS,141,88,62.41%,88,62.41%,98,69.50%,10,7.09%,0,0.00%
,107658903,Yough SD,4735,Yough SHS,173,134,77.46%,113,65.32%,134,77.46%,0,0.00%,21,12.14%
,,,9999,Yough SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Wyoming,118667503,Tunkhannock Area SD,5271,Tunkhannock HS,185,124,67.03%,116,62.70%,124,67.03%,0,0.00%,8,4.32%
