county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,,Otto-Eldred SD,,,51,31,60.78%,31,60.78%,32,62.75%,1,1.96%,0,0.00%
,109426303,Port Allegany SD,3111,Port Allegany JSHS,57,19,33.33%,17,29.82%,21,36.84%,2,3.51%,2,3.51%
,,Port Allegany SD,,,57,19,33.33%,17,29.82%,21,36.84%,2,3.51%,2,3.51%
,109427503,Smethport Area SD,3117,Smethport Area JSHS,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Smethport Area SD,,,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
McKean,,,,,422,204,48.34%,200,47.39%,209,49.53%,5,1.18%,4,0.95%
Mercer,104431304,Commodore Perry SD,6122,Commodore Perry JSHS,38,17,44.74%,14,36.84%,17,44.74%,0,0.00%,3,7.89%
,,Commodore Perry SD,,,38,17,44.74%,14,36.84%,17,44.74%,0,0.00%,3,7.89%
,104432503,Farrell Area SD,5248,Farrell Area HS/UMS,46,23,50.00%,20,43.48%,30,65.22%,7,15.22%,3,6.52%
,,,9999,Farrell Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Farrell Area SD,,,47,23,48.94%,20,42.55%,30,63.83%,7,14.89%,3,6.38%
,104432803,Greenville Area SD,3137,Greenville JSHS,84,62,73.81%,57,67.86%,64,76.19%,2,2.38%,5,5.95%
,,Greenville Area SD,,,84,62,73.81%,57,67.86%,64,76.19%,2,2.38%,5,5.95%
,104432830,Keystone Education Center CS,7506,Keystone Education Center CS,43,9,20.93%,9,20.93%,9,20.93%,0,0.00%,0,0.00%
,,Keystone Education Center CS,,,43,9,20.93%,9,20.93%,9,20.93%,0,0.00%,0,0.00%
,104432903,Grove City Area SD,3145,Grove City Area HS,144,83,57.64%,79,54.86%,89,61.81%,6,4.17%,4,2.78%
,,,6125,Grove City Area George Jr HS,13,5,38.46%,5,38.46%,6,46.15%,1,7.69%,0,0.00%
,,,9999,Grove City Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Grove City Area SD,,,159,88,55.35%,84,52.83%,95,59.75%,7,4.40%,4,2.52%
,104433303,Hermitage SD,3150,Hickory HS,149,113,75.84%,105,70.47%,115,77.18%,2,1.34%,8,5.37%
,,Hermitage SD,,,149,113,75.84%,105,70.47%,115,77.18%,2,1.34%,8,5.37%
,104433604,Jamestown Area SD,6126,Jamestown Area JSHS,30,19,63.33%,15,50.00%,19,63.33%,0,0.00%,4,13.33%
,,Jamestown Area SD,,,30,19,63.33%,15,50.00%,19,63.33%,0,0.00%,4,13.33%
,104433903,Lakeview SD,8481,Lakeview Middle-HS,80,42,52.50%,42,52.50%,43,53.75%,1,1.25%,0,0.00%
,,Lakeview SD,,,80,42,52.50%,42,52.50%,43,53.75%,1,1.25%,0,0.00%
,104435003,Mercer Area SD,3158,Mercer Area SHS,70,40,57.14%,40,57.14%,43,61.43%,3,4.29%,0,0.00%
,,,9999,Mercer Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mercer Area SD,,,71,40,56.34%,40,56.34%,43,60.56%,3,4.23%,0,0.00%
,104435303,Reynolds SD,3165,Reynolds JSHS,80,51,63.75%,51,63.75%,51,63.75%,0,0.00%,0,0.00%
,,Reynolds SD,,,80,51,63.75%,51,63.75%,51,63.75%,0,0.00%,0,0.00%
,104435603,Sharon City SD,8093,Sharon HS,114,61,53.51%,61,53.51%,62,54.39%,1,0.88%,0,0.00%
,,Sharon City SD,,,114,61,53.51%,61,53.51%,62,54.39%,1,0.88%,0,0.00%
,104435703,Sharpsville Area SD,3124,Sharpsville Area SHS,80,52,65.00%,52,65.00%,55,68.75%,3,3.75%,0,0.00%
,,Sharpsville Area SD,,,80,52,65.00%,52,65.00%,55,68.75%,3,3.75%,0,0.00%
,104437503,West Middlesex Area SD,6129,West Middlesex Area JSHS,68,48,70.59%,45,66.18%,48,70.59%,0,0.00%,3,4.41%
,,West Middlesex Area SD,,,68,48,70.59%,45,66.18%,48,70.59%,0,0.00%,3,4.41%
Mercer,,,,,"1,043",625,59.92%,595,57.05%,651,62.42%,26,2.49%,30,2.88%
Mifflin,111444602,Mifflin County SD,8187,Mifflin Co HS,361,161,44.60%,129,35.73%,167,46.26%,6,1.66%,32,8.86%
,,,9999,Mifflin County SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mifflin County SD,,,362,161,44.48%,129,35.64%,167,46.13%,6,1.66%,32,8.84%
Mifflin,,,,,362,161,44.48%,129,35.64%,167,46.13%,6,1.66%,32,8.84%
Monroe,120450003,Evergreen Community CS,7866,Evergreen Community CS,13,11,84.62%,11,84.62%,11,84.62%,0,0.00%,0,0.00%
,,Evergreen Community CS,,,13,11,84.62%,11,84.62%,11,84.62%,0,0.00%,0,0.00%
,120452003,East Stroudsburg Area SD,6935,East Stroudsburg SHS South,339,232,68.44%,229,67.55%,241,71.09%,9,2.65%,3,0.88%
,,,7641,East Stroudsburg SHS North,255,156,61.18%,155,60.78%,170,66.67%,14,5.49%,1,0.39%
,,,9999,East Stroudsburg Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,East Stroudsburg Area SD,,,596,388,65.10%,384,64.43%,411,68.96%,23,3.86%,4,0.67%
,120455203,Pleasant Valley SD,3210,Pleasant Valley HS,350,266,76.00%,263,75.14%,278,79.43%,12,3.43%,3,0.86%
,,,9999,Pleasant Valley SD,3,1,33.33%,1,33.33%,2,66.67%,1,33.33%,0,0.00%
,,Pleasant Valley SD,,,353,267,75.64%,264,74.79%,280,79.32%,13,3.68%,3,0.85%
,120455403,Pocono Mountain SD,3216,Pocono Mountain East HS,303,190,62.71%,188,62.05%,196,64.69%,6,1.98%,2,0.66%
,,,7738,Pocono Mountain West HS,392,168,42.86%,167,42.60%,170,43.37%,2,0.51%,1,0.26%
,,,9999,Pocono Mountain SD,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pocono Mountain SD,,,707,358,50.64%,355,50.21%,366,51.77%,8,1.13%,3,0.42%
,120456003,Stroudsburg Area SD,3224,Stroudsburg HS,398,158,39.70%,158,39.70%,158,39.70%,0,0.00%,0,0.00%
,,Stroudsburg Area SD,,,398,158,39.70%,158,39.70%,158,39.70%,0,0.00%,0,0.00%
Monroe,,,,,"2,067","1,182",57.18%,"1,172",56.70%,"1,226",59.31%,44,2.13%,10,0.48%
Montgomery,123460001,Pennsylvania Virtual CS,7687,Pennsylvania Virtual CS,158,45,28.48%,45,28.48%,56,35.44%,11,6.96%,0,0.00%
,,Pennsylvania Virtual CS,,,158,45,28.48%,45,28.48%,56,35.44%,11,6.96%,0,0.00%
,123460302,Abington SD,3241,Abington SHS,603,456,75.62%,452,74.96%,461,76.45%,5,0.83%,4,0.66%
,,,9999,Abington SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Abington SD,,,605,456,75.37%,452,74.71%,461,76.20%,5,0.83%,4,0.66%
,123461302,Cheltenham SD,3260,Cheltenham HS,327,234,71.56%,234,71.56%,242,74.01%,8,2.45%,0,0.00%
,,,9999,Cheltenham SD,5,2,40.00%,2,40.00%,2,40.00%,0,0.00%,0,0.00%
,,Cheltenham SD,,,332,236,71.08%,236,71.08%,244,73.49%,8,2.41%,0,0.00%
,123461602,Colonial SD,3333,Plymouth-Whitemarsh SHS,361,302,83.66%,302,83.66%,308,85.32%,6,1.66%,0,0.00%
,,,9999,Colonial SD,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Colonial SD,,,376,302,80.32%,302,80.32%,308,81.91%,6,1.60%,0,0.00%
,123463603,Hatboro-Horsham SD,3272,Hatboro-Horsham SHS,363,294,80.99%,294,80.99%,299,82.37%,5,1.38%,0,0.00%
,,,9999,Hatboro-Horsham SD,6,4,66.67%,4,66.67%,4,66.67%,0,0.00%,0,0.00%
,,Hatboro-Horsham SD,,,369,298,80.76%,298,80.76%,303,82.11%,5,1.36%,0,0.00%
,123463803,Jenkintown SD,8049,Jenkintown Middle/High School,66,57,86.36%,56,84.85%,57,86.36%,0,0.00%,1,1.52%
,,,9999,Jenkintown SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Jenkintown SD,,,67,57,85.07%,56,83.58%,57,85.07%,0,0.00%,1,1.49%
,123464502,Lower Merion SD,3295,Lower Merion HS,384,346,90.10%,346,90.10%,353,91.93%,7,1.82%,0,0.00%
,,,3296,Harriton SHS,280,256,91.43%,256,91.43%,258,92.14%,2,0.71%,0,0.00%
,,,9999,Lower Merion SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lower Merion SD,,,673,602,89.45%,602,89.45%,611,90.79%,9,1.34%,0,0.00%
,123464603,Lower Moreland Township SD,4960,Lower Moreland HS,194,176,90.72%,171,88.14%,177,91.24%,1,0.52%,5,2.58%
,,Lower Moreland Township SD,,,194,176,90.72%,171,88.14%,177,91.24%,1,0.52%,5,2.58%
,123465303,Methacton SD,3305,Methacton HS,354,309,87.29%,307,86.72%,312,88.14%,3,0.85%,2,0.56%
,,,9999,Methacton SD,5,2,40.00%,2,40.00%,2,40.00%,0,0.00%,0,0.00%
,,Methacton SD,,,359,311,86.63%,309,86.07%,314,87.47%,3,0.84%,2,0.56%
,123465602,Norristown Area SD,6729,Norristown Area HS,349,1,0.29%,1,0.29%,1,0.29%,0,0.00%,0,0.00%
,,,6998,Roosevelt Altern Sch,39,1,2.56%,1,2.56%,1,2.56%,0,0.00%,0,0.00%
,,,9999,Norristown Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Norristown Area SD,,,396,2,0.51%,2,0.51%,2,0.51%,0,0.00%,0,0.00%
,123465702,North Penn SD,5345,North Penn SHS,918,727,79.19%,725,78.98%,728,79.30%,1,0.11%,2,0.22%
,,,9999,North Penn SD,9,2,22.22%,2,22.22%,2,22.22%,0,0.00%,0,0.00%
,,North Penn SD,,,927,729,78.64%,727,78.43%,730,78.75%,1,0.11%,2,0.22%
,123466103,Perkiomen Valley SD,3328,Perkiomen Valley HS,425,352,82.82%,346,81.41%,359,84.47%,7,1.65%,6,1.41%
,,Perkiomen Valley SD,,,425,352,82.82%,346,81.41%,359,84.47%,7,1.65%,6,1.41%
,123466303,Pottsgrove SD,3338,Pottsgrove SHS,240,163,67.92%,163,67.92%,166,69.17%,3,1.25%,0,0.00%
,,,9999,Pottsgrove SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pottsgrove SD,,,242,163,67.36%,163,67.36%,166,68.60%,3,1.24%,0,0.00%
,123466403,Pottstown SD,3348,Pottstown SHS,157,58,36.94%,58,36.94%,70,44.59%,12,7.64%,0,0.00%
,,,9999,Pottstown SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pottstown SD,,,165,58,35.15%,58,35.15%,70,42.42%,12,7.27%,0,0.00%
,123467103,Souderton Area SD,3354,Souderton Area SHS,513,387,75.44%,387,75.44%,399,77.78%,12,2.34%,0,0.00%
,,,9999,Souderton Area SD,23,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Souderton Area SD,,,536,387,72.20%,387,72.20%,399,74.44%,12,2.24%,0,0.00%
,123467203,Springfield Township SD,3376,Springfield Twp HS,184,136,73.91%,136,73.91%,136,73.91%,0,0.00%,0,0.00%
,,Springfield Township SD,,,184,136,73.91%,136,73.91%,136,73.91%,0,0.00%,0,0.00%
,123467303,Spring-Ford Area SD,3367,Spring-Ford SHS 9-12 Ctr,638,547,85.74%,541,84.80%,549,86.05%,2,0.31%,6,0.94%
,,Spring-Ford Area SD,,,638,547,85.74%,541,84.80%,549,86.05%,2,0.31%,6,0.94%
,123468303,Upper Dublin SD,5078,Upper Dublin HS,328,303,92.38%,302,92.07%,303,92.38%,0,0.00%,1,0.30%
,,,9999,Upper Dublin SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Dublin SD,,,329,303,92.10%,302,91.79%,303,92.10%,0,0.00%,1,0.30%
,123468402,Upper Merion Area SD,3395,Upper Merion HS,259,202,77.99%,200,77.22%,203,78.38%,1,0.39%,2,0.77%
,,,9999,Upper Merion Area SD,18,3,16.67%,3,16.67%,3,16.67%,0,0.00%,0,0.00%
,,Upper Merion Area SD,,,277,205,74.01%,203,73.29%,206,74.37%,1,0.36%,2,0.72%
,123468503,Upper Moreland Township SD,3401,Upper Moreland HS,221,151,68.33%,151,68.33%,155,70.14%,4,1.81%,0,0.00%
,,,9999,Upper Moreland Township SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,,Upper Moreland Township SD,,,225,152,67.56%,152,67.56%,156,69.33%,4,1.78%,0,0.00%
,123468603,Upper Perkiomen SD,5081,Upper Perkiomen HS,240,149,62.08%,146,60.83%,150,62.50%,1,0.42%,3,1.25%
,,,9999,Upper Perkiomen SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Perkiomen SD,,,242,149,61.57%,146,60.33%,150,61.98%,1,0.41%,3,1.24%
,123469303,Wissahickon SD,3247,Wissahickon SHS,348,301,86.49%,301,86.49%,301,86.49%,0,0.00%,0,0.00%
,,,9999,Wissahickon SD,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
,,Wissahickon SD,,,355,302,85.07%,302,85.07%,302,85.07%,0,0.00%,0,0.00%
,126510020,Agora Cyber CS,7858,Agora Cyber CS,511,203,39.73%,190,37.18%,255,49.90%,52,10.18%,13,2.54%
,,,9999,Agora Cyber CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Agora Cyber CS,,,512,203,39.65%,190,37.11%,255,49.80%,52,10.16%,13,2.54%
Montgomery,,,,,"8,586","6,171",71.87%,"6,126",71.35%,"6,314",73.54%,143,1.67%,45,0.52%
Montour,116471803,Danville Area SD,3425,Danville Area SHS,176,126,71.59%,124,70.45%,130,73.86%,4,2.27%,2,1.14%
,,,9999,Danville Area SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,,Danville Area SD,,,178,127,71.35%,125,70.22%,131,73.60%,4,2.25%,2,1.12%
Montour,,,,,178,127,71.35%,125,70.22%,131,73.60%,4,2.25%,2,1.12%
Northampton,120480002,Lehigh Valley Academy Regional CS,7681,Lehigh Valley Academy Regional CS,94,79,84.04%,79,84.04%,79,84.04%,0,0.00%,0,0.00%
,,,9999,Lehigh Valley Academy Regional CS,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lehigh Valley Academy Regional CS,,,97,79,81.44%,79,81.44%,79,81.44%,0,0.00%,0,0.00%
,120480803,Bangor Area SD,3434,Bangor Area HS,191,127,66.49%,127,66.49%,130,68.06%,3,1.57%,0,0.00%
,,Bangor Area SD,,,191,127,66.49%,127,66.49%,130,68.06%,3,1.57%,0,0.00%
,120481002,Bethlehem Area SD,3465,Liberty HS,569,370,65.03%,366,64.32%,377,66.26%,7,1.23%,4,0.70%
,,,4957,Freedom HS,426,310,72.77%,303,71.13%,312,73.24%,2,0.47%,7,1.64%
,,,9999,Bethlehem Area SD,12,6,50.00%,6,50.00%,7,58.33%,1,8.33%,0,0.00%
,,Bethlehem Area SD,,,"1,007",686,68.12%,675,67.03%,696,69.12%,10,0.99%,11,1.09%
,120483170,Lehigh Valley Charter High School for th,7634,Lehigh Valley Charter High School for th,137,93,67.88%,93,67.88%,96,70.07%,3,2.19%,0,0.00%
,,Lehigh Valley Charter High School for th,,,137,93,67.88%,93,67.88%,96,70.07%,3,2.19%,0,0.00%
,120483302,Easton Area SD,3482,Easton Area HS,662,435,65.71%,435,65.71%,444,67.07%,9,1.36%,0,0.00%
,,Easton Area SD,,,662,435,65.71%,435,65.71%,444,67.07%,9,1.36%,0,0.00%
,120484803,Nazareth Area SD,3495,Nazareth Area HS,383,324,84.60%,322,84.07%,326,85.12%,2,0.52%,2,0.52%
,,Nazareth Area SD,,,383,324,84.60%,322,84.07%,326,85.12%,2,0.52%,2,0.52%
,120484903,Northampton Area SD,3505,Northampton Area HS,445,337,75.73%,329,73.93%,337,75.73%,0,0.00%,8,1.80%
,,Northampton Area SD,,,445,337,75.73%,329,73.93%,337,75.73%,0,0.00%,8,1.80%
,120485603,Pen Argyl Area SD,6439,Pen Argyl Area HS,119,87,73.11%,85,71.43%,90,75.63%,3,2.52%,2,1.68%
,,Pen Argyl Area SD,,,119,87,73.11%,85,71.43%,90,75.63%,3,2.52%,2,1.68%
,120486003,Saucon Valley SD,5352,Saucon Valley SHS,170,121,71.18%,120,70.59%,124,72.94%,3,1.76%,1,0.59%
,,Saucon Valley SD,,,170,121,71.18%,120,70.59%,124,72.94%,3,1.76%,1,0.59%
,120488603,Wilson Area SD,3522,Wilson Area HS,161,112,69.57%,110,68.32%,115,71.43%,3,1.86%,2,1.24%
,,Wilson Area SD,,,161,112,69.57%,110,68.32%,115,71.43%,3,1.86%,2,1.24%
Northampton,,,,,"3,372","2,401",71.20%,"2,375",70.43%,"2,437",72.27%,36,1.07%,26,0.77%
Northumberland,116493503,Line Mountain SD,3532,Line Mountain HS,92,48,52.17%,48,52.17%,52,56.52%,4,4.35%,0,0.00%
,,Line Mountain SD,,,92,48,52.17%,48,52.17%,52,56.52%,4,4.35%,0,0.00%
,116495003,Milton Area SD,3541,Milton HS,146,73,50.00%,70,47.95%,75,51.37%,2,1.37%,3,2.05%
,,,9999,Milton Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Milton Area SD,,,147,73,49.66%,70,47.62%,75,51.02%,2,1.36%,3,2.04%
,116495103,Mount Carmel Area SD,6936,Mount Carmel Area HS,81,40,49.38%,39,48.15%,42,51.85%,2,2.47%,1,1.23%
,,Mount Carmel Area SD,,,81,40,49.38%,39,48.15%,42,51.85%,2,2.47%,1,1.23%
,116496503,Shamokin Area SD,7893,Shamokin Area HS,150,73,48.67%,73,48.67%,74,49.33%,1,0.67%,0,0.00%
,,Shamokin Area SD,,,150,73,48.67%,73,48.67%,74,49.33%,1,0.67%,0,0.00%
,116496603,Shikellamy SD,3569,Shikellamy HS,176,85,48.30%,81,46.02%,86,48.86%,1,0.57%,4,2.27%
,,Shikellamy SD,,,176,85,48.30%,81,46.02%,86,48.86%,1,0.57%,4,2.27%
,116498003,Warrior Run SD,5103,Warrior Run HS,127,61,48.03%,61,48.03%,62,48.82%,1,0.79%,0,0.00%
,,Warrior Run SD,,,127,61,48.03%,61,48.03%,62,48.82%,1,0.79%,0,0.00%
Northumberland,,,,,773,380,49.16%,372,48.12%,391,50.58%,11,1.42%,8,1.03%
Perry,115503004,Greenwood SD,6341,Greenwood HS,54,38,70.37%,38,70.37%,38,70.37%,0,0.00%,0,0.00%
,,Greenwood SD,,,54,38,70.37%,38,70.37%,38,70.37%,0,0.00%,0,0.00%
,115504003,Newport SD,7930,Newport HS,71,44,61.97%,38,53.52%,45,63.38%,1,1.41%,6,8.45%
,,Newport SD,,,71,44,61.97%,38,53.52%,45,63.38%,1,1.41%,6,8.45%
,115506003,Susquenita SD,3589,Susquenita HS,100,45,45.00%,45,45.00%,45,45.00%,0,0.00%,0,0.00%
,,,9999,Susquenita SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Susquenita SD,,,102,45,44.12%,45,44.12%,45,44.12%,0,0.00%,0,0.00%
,115508003,West Perry SD,3596,West Perry SHS,145,74,51.03%,73,50.34%,77,53.10%,3,2.07%,1,0.69%
,,,9999,West Perry SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,West Perry SD,,,147,74,50.34%,73,49.66%,77,52.38%,3,2.04%,1,0.68%
Perry,,,,,374,201,53.74%,194,51.87%,205,54.81%,4,1.07%,7,1.87%
Philadelphia,100510000,First Philadelphia Preparatory CS,7744,First Philadelphia Preparatory CS,96,57,59.38%,57,59.38%,65,67.71%,8,8.33%,0,0.00%
,,,9999,First Philadelphia Preparatory CS,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,First Philadelphia Preparatory CS,,,100,57,57.00%,57,57.00%,65,65.00%,8,8.00%,0,0.00%
,114514135,Sankofa Freedom Academy CS,8083,Sankofa Freedom Academy CS,40,35,87.50%,35,87.50%,38,95.00%,3,7.50%,0,0.00%
,,Sankofa Freedom Academy CS,,,40,35,87.50%,35,87.50%,38,95.00%,3,7.50%,0,0.00%
,126510002,Mastery CHS-Lenfest Campus,7678,Mastery CHS-Lenfest Campus,80,60,75.00%,55,68.75%,64,80.00%,4,5.00%,5,6.25%
,,Mastery CHS-Lenfest Campus,,,80,60,75.00%,55,68.75%,64,80.00%,4,5.00%,5,6.25%
,126510004,People for People CS,7685,People for People CS,25,20,80.00%,20,80.00%,22,88.00%,2,8.00%,0,0.00%
,,People for People CS,,,25,20,80.00%,20,80.00%,22,88.00%,2,8.00%,0,0.00%
,126510009,Philadelphia Electrical & Tech CHS,7737,Philadelphia Electrical & Tech CHS,120,67,55.83%,67,55.83%,81,67.50%,14,11.67%,0,0.00%
,,Philadelphia Electrical & Tech CHS,,,120,67,55.83%,67,55.83%,81,67.50%,14,11.67%,0,0.00%
,126510010,Belmont CS,7750,Belmont CS,70,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Belmont CS,,,70,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126510014,Maritime Academy CS,7777,Maritime Academy CS,56,32,57.14%,32,57.14%,32,57.14%,0,0.00%,0,0.00%
,,Maritime Academy CS,,,56,32,57.14%,32,57.14%,32,57.14%,0,0.00%,0,0.00%
,126510022,Mastery CS-Shoemaker Campus,7909,Mastery CS -Shoemaker Campus,117,86,73.50%,84,71.79%,99,84.62%,13,11.11%,2,1.71%
,,Mastery CS-Shoemaker Campus,,,117,86,73.50%,84,71.79%,99,84.62%,13,11.11%,2,1.71%
,126510023,Mastery CS-Thomas Campus,7910,Mastery CS - Thomas Campus,106,58,54.72%,58,54.72%,71,66.98%,13,12.26%,0,0.00%
,,Mastery CS-Thomas Campus,,,106,58,54.72%,58,54.72%,71,66.98%,13,12.26%,0,0.00%
,126511530,TECH Freire CS,8359,TECH Freire CS,99,63,63.64%,62,62.63%,72,72.73%,9,9.09%,1,1.01%
,,TECH Freire CS,,,99,63,63.64%,62,62.63%,72,72.73%,9,9.09%,1,1.01%
,126511563,Esperanza Cyber CS,8216,Esperanza Cyber CS,44,18,40.91%,18,40.91%,20,45.45%,2,4.55%,0,0.00%
,,Esperanza Cyber CS,,,44,18,40.91%,18,40.91%,20,45.45%,2,4.55%,0,0.00%
,126512840,Community Academy of Philadelphia CS,7510,Community Academy of Philadelphia CS,136,82,60.29%,82,60.29%,83,61.03%,1,0.74%,0,0.00%
,,Community Academy of Philadelphia CS,,,136,82,60.29%,82,60.29%,83,61.03%,1,0.74%,0,0.00%
,126512870,Youth Build Phila CS,7513,Youth Build Phila CS,144,20,13.89%,20,13.89%,23,15.97%,3,2.08%,0,0.00%
,,Youth Build Phila CS,,,144,20,13.89%,20,13.89%,23,15.97%,3,2.08%,0,0.00%
,126512960,Preparatory CS of Mathematics Science Te,7540,Preparatory CS of Mathematics Science Te,121,61,50.41%,61,50.41%,66,54.55%,5,4.13%,0,0.00%
,,Preparatory CS of Mathematics Science Te,,,121,61,50.41%,61,50.41%,66,54.55%,5,4.13%,0,0.00%
,126512980,Imhotep Institute CHS,7542,Imhotep Institute CHS,123,94,76.42%,93,75.61%,99,80.49%,5,4.07%,1,0.81%
,,Imhotep Institute CHS,,,123,94,76.42%,93,75.61%,99,80.49%,5,4.07%,1,0.81%
,126513000,Multicultural Academy CS,7546,Multicultural Academy CS,49,39,79.59%,39,79.59%,42,85.71%,3,6.12%,0,0.00%
,,Multicultural Academy CS,,,49,39,79.59%,39,79.59%,42,85.71%,3,6.12%,0,0.00%
,126513150,MAST Community CS,7574,MAST Community CS,104,89,85.58%,87,83.65%,93,89.42%,4,3.85%,2,1.92%
,,,9999,MAST Community CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,MAST Community CS,,,105,89,84.76%,87,82.86%,93,88.57%,4,3.81%,2,1.90%
,126513230,Math Civics and Sciences CS,7582,Math Civics and Sciences CS,78,66,84.62%,66,84.62%,76,97.44%,10,12.82%,0,0.00%
,,Math Civics and Sciences CS,,,78,66,84.62%,66,84.62%,76,97.44%,10,12.82%,0,0.00%
,126513270,Freire CS,7586,Freire CS,101,71,70.30%,71,70.30%,79,78.22%,8,7.92%,0,0.00%
,,Freire CS,,,101,71,70.30%,71,70.30%,79,78.22%,8,7.92%,0,0.00%
,126513280,Philadelphia Academy CS,7587,Philadelphia Academy CS,90,56,62.22%,56,62.22%,56,62.22%,0,0.00%,0,0.00%
,,Philadelphia Academy CS,,,90,56,62.22%,56,62.22%,56,62.22%,0,0.00%,0,0.00%
,126513290,Mastery CS-Hardy Williams,7588,Mastery CS-Hardy Williams,105,65,61.90%,64,60.95%,67,63.81%,2,1.90%,1,0.95%
,,Mastery CS-Hardy Williams,,,105,65,61.90%,64,60.95%,67,63.81%,2,1.90%,1,0.95%
,126513400,Philadelphia Performing Arts CS,7647,Philadelphia Performing Arts CS,151,131,86.75%,131,86.75%,131,86.75%,0,0.00%,0,0.00%
,,,9999,Philadelphia Performing Arts CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Philadelphia Performing Arts CS,,,152,131,86.18%,131,86.18%,131,86.18%,0,0.00%,0,0.00%
,126513420,New Foundations CS,7649,New Foundations CS,181,121,66.85%,118,65.19%,127,70.17%,6,3.31%,3,1.66%
,,New Foundations CS,,,181,121,66.85%,118,65.19%,127,70.17%,6,3.31%,3,1.66%
,126513440,Esperanza Academy CS,7665,Esperanza Academy CS,179,109,60.89%,109,60.89%,127,70.95%,18,10.06%,0,0.00%
,,Esperanza Academy CS,,,179,109,60.89%,109,60.89%,127,70.95%,18,10.06%,0,0.00%
,126513450,Franklin Towne CHS,7666,Franklin Towne CHS,267,193,72.28%,191,71.54%,200,74.91%,7,2.62%,2,0.75%
,,Franklin Towne CHS,,,267,193,72.28%,191,71.54%,200,74.91%,7,2.62%,2,0.75%
,126513452,Olney Charter High School,8205,Olney Charter High School,412,156,37.86%,156,37.86%,179,43.45%,23,5.58%,0,0.00%
,,Olney Charter High School,,,412,156,37.86%,156,37.86%,179,43.45%,23,5.58%,0,0.00%
,126513480,Mariana Bracetti Academy CS,7672,Mariana Bracetti Academy CS,95,56,58.95%,56,58.95%,64,67.37%,8,8.42%,0,0.00%
,,Mariana Bracetti Academy CS,,,95,56,58.95%,56,58.95%,64,67.37%,8,8.42%,0,0.00%
,126513734,Mastery CS-Gratz Campus,8207,Mastery CS-Gratz Campus,222,111,50.00%,109,49.10%,142,63.96%,31,13.96%,2,0.90%
,,Mastery CS-Gratz Campus,,,222,111,50.00%,109,49.10%,142,63.96%,31,13.96%,2,0.90%
