Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2015 - 2016,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
101630903,Bentworth SD,SD,4188,Bentworth SHS,357,145,40.6%
114000000,Berks County IU 14,IU,0000,Berks County IU 14,177,102,57.6%
114060557,Berks CTC,CTC,6304,Berks CTC-East Campus,914,323,35.3%
114060557,Berks CTC,CTC,7068,Berks CTC-West Campus,831,324,39.0%
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,279,119,42.7%
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,226,108,47.8%
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,258,107,41.5%
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,741,313,42.2%
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,647,245,37.9%
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,608,217,35.7%
116191103,Berwick Area SD,SD,1605,Berwick Area HS,765,371,48.5%
116191103,Berwick Area SD,SD,6808,Berwick Area MS,716,411,57.4%
116191103,Berwick Area SD,SD,1602,Fourteenth Street El Sch,229,133,58.1%
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,230,112,48.7%
116191103,Berwick Area SD,SD,1604,Orange Street El Sch,467,370,79.2%
116191103,Berwick Area SD,SD,1597,Salem El Sch,470,294,62.6%
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,305,50,16.4%
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,319,58,18.2%
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,319,45,14.1%
103021252,Bethel Park SD,SD,0062,Bethel Park HS,"1,536",168,10.9%
103021252,Bethel Park SD,SD,4902,George Washington El Sch,272,20,7.4%
103021252,Bethel Park SD,SD,0061,Independence MS,672,94,14.0%
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,642,96,15.0%
103021252,Bethel Park SD,SD,0060,William Penn El Sch,190,20,10.5%
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,343,77,22.4%
120481002,Bethlehem Area SD,SD,3464,Broughal MS,552,504,91.3%
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,221,131,59.3%
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,343,219,63.8%
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,437,431,98.6%
120481002,Bethlehem Area SD,SD,4956,East Hills MS,"1,071",445,41.6%
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,434,113,26.0%
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,558,476,85.3%
120481002,Bethlehem Area SD,SD,4957,Freedom HS,"1,914",865,45.2%
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,368,322,87.5%
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,407,213,52.3%
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,236,43,18.2%
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,274,143,52.2%
120481002,Bethlehem Area SD,SD,3465,Liberty HS,"2,757","1,551",56.3%
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,332,267,80.4%
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,335,314,93.7%
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,417,119,28.5%
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,773,322,41.7%
120481002,Bethlehem Area SD,SD,3462,Northeast MS,779,583,74.8%
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,522,209,40.0%
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,228,169,74.1%
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,238,183,76.9%
120481107,Bethlehem AVTS,CTC,5286,Bethlehem AVTS,"1,387",702,50.6%
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,524,286,54.6%
101631003,Bethlehem-Center SD,SD,5267,Bethlehem-Center MS,307,138,45.0%
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center SHS,397,159,40.1%
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,488,340,69.7%
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,353,274,77.6%
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,335,234,69.9%
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,528,429,81.3%
115210503,Big Spring SD,SD,1677,Big Spring HS,885,239,27.0%
115210503,Big Spring SD,SD,6326,Big Spring MS,581,194,33.4%
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,371,134,36.1%
115210503,Big Spring SD,SD,1676,Newville El Sch,333,146,43.8%
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,418,163,39.0%
126519476,Birney Preparatory Academy,CS,8206,Birney Preparatory Academy,690,690,100.0%
127041603,Blackhawk SD,SD,6707,Blackhawk HS,774,183,23.6%
127041603,Blackhawk SD,SD,7127,Blackhawk Intermediate Sch,555,150,27.0%
127041603,Blackhawk SD,SD,6558,Highland MS,566,157,27.7%
127041603,Blackhawk SD,SD,6559,Northwestern Primary Sch,312,110,35.3%
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,206,36,17.5%
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,385,208,54.0%
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,276,131,47.5%
128321103,Blairsville-Saltsburg SD,SD,7418,Blairsville El Sch,458,258,56.3%
128321103,Blairsville-Saltsburg SD,SD,2317,Blairsville MS,222,117,52.7%
128321103,Blairsville-Saltsburg SD,SD,4706,Blairsville SHS,309,143,46.3%
128321103,Blairsville-Saltsburg SD,SD,2352,Saltsburg El Sch,272,130,47.8%
128321103,Blairsville-Saltsburg SD,SD,2353,Saltsburg MS/HS,327,143,43.7%
117000000,BLaST IU 17,IU,0000,BLaST IU 17,311,51,16.4%
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,108,50,46.3%
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,424,138,32.5%
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,411,188,45.7%
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,438,260,59.4%
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,219,94,42.9%
129540803,Blue Mountain SD,SD,7419,Blue Mountain El Cressona Sch,182,55,30.2%
129540803,Blue Mountain SD,SD,4659,Blue Mountain El East Sch,657,201,30.6%
103028203,Riverview SD,SD,0295,Tenth Street El Sch,307,91,29.6%
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,810,226,27.9%
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,653,172,26.3%
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,523,238,45.5%
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,292,143,49.0%
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,224,107,47.8%
114060753,Boyertown Area SD,SD,6804,Boyertown Area JHS-East,838,145,17.3%
114060753,Boyertown Area SD,SD,6305,Boyertown Area JHS-West,813,247,30.4%
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,"1,650",345,20.9%
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,633,211,33.3%
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,326,127,39.0%
114060753,Boyertown Area SD,SD,0763,Earl El Sch,292,84,28.8%
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,800,147,18.4%
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,782,95,12.1%
114060753,Boyertown Area SD,SD,0761,Pine Forge El Sch,284,100,35.2%
114060753,Boyertown Area SD,SD,0766,Washington El Sch,536,148,27.6%
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,851,851,100.0%
109420803,Bradford Area SD,SD,4691,Bradford Area HS,793,380,47.9%
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,554,322,58.1%
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,673,485,72.1%
109420803,Bradford Area SD,SD,7281,School Street El Sch,565,363,64.2%
114060853,Brandywine Heights Area SD,SD,0768,Brandywine Heights El Sch,390,132,33.8%
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,530,127,24.0%
114060853,Brandywine Heights Area SD,SD,6309,Brandywine Heights MS,323,107,33.1%
114060853,Brandywine Heights Area SD,SD,8191,Brandywine Intrmd Sch,219,63,28.8%
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,281,125,44.5%
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,368,145,39.4%
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,319,150,47.0%
103021453,Brentwood Borough SD,SD,0068,Moore Sch,234,86,36.8%
122091303,Bristol Borough SD,SD,1014,Bristol HS,331,239,72.2%
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Birotti El Sch,636,482,75.8%
122091303,Bristol Borough SD,SD,7743,Warren Snyder-John Girotti MS,291,219,75.3%
122091352,Bristol Township SD,SD,5305,Armstrong MS,436,261,59.9%
122091352,Bristol Township SD,SD,1021,Barton El Sch,508,306,60.2%
122091352,Bristol Township SD,SD,1015,Buchanan El Sch,507,299,59.0%
122091352,Bristol Township SD,SD,1017,Devine El Sch,480,285,59.4%
122091352,Bristol Township SD,SD,1020,Emerson El Sch,395,234,59.2%
122091352,Bristol Township SD,SD,1018,Fitch El Sch,350,208,59.4%
122091352,Bristol Township SD,SD,1023,Lafayette El Sch,391,282,72.1%
122091352,Bristol Township SD,SD,1024,Lincoln El Sch,376,261,69.4%
122091352,Bristol Township SD,SD,1022,Maple Shade El Sch,376,234,62.2%
122091352,Bristol Township SD,SD,1027,Roosevelt MS,524,335,63.9%
122091352,Bristol Township SD,SD,1029,Truman SHS,"1,578",933,59.1%
122091352,Bristol Township SD,SD,1025,Washington El Sch,393,212,53.9%
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,549,255,46.4%
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,459,201,43.8%
106330803,Brookville Area SD,SD,6162,Brookville JSHS,678,311,45.9%
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,489,253,51.7%
106330803,Brookville Area SD,SD,6163,Northside El Sch,118,46,39.0%
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,225,130,57.8%
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,480,287,59.8%
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,394,268,68.0%
101260803,Brownsville Area SD,SD,8221,Central El Sch,341,250,73.3%
101260803,Brownsville Area SD,SD,5145,Cox-Donahey El Sch,384,270,70.3%
122000000,Bucks County IU 22,IU,0000,Bucks County IU 22,679,85,12.5%
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,194,0,0.0%
122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,"1,497",611,40.8%
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,503,237,47.1%
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,652,257,39.4%
107650703,Burrell SD,SD,4333,Bon Air El Sch,509,172,33.8%
107650703,Burrell SD,SD,4340,Burrell HS,563,154,27.4%
107650703,Burrell SD,SD,4339,Charles A Huston MS,425,133,31.3%
107650703,Burrell SD,SD,4336,Stewart El Sch,274,92,33.6%
104101252,Butler Area SD,SD,6690,Butler Area IHS,"1,586",562,35.4%
104101252,Butler Area SD,SD,8344,Butler Area SHS,"1,691",484,28.6%
104101252,Butler Area SD,SD,8343,Butler MS,"1,015",400,39.4%
104101252,Butler Area SD,SD,1148,Center Twp Sch,769,289,37.6%
104101252,Butler Area SD,SD,1150,Connoquenessing El Sch,259,51,19.7%
104101252,Butler Area SD,SD,1134,Emily Brittain El Sch,315,181,57.5%
104101252,Butler Area SD,SD,1138,Mcquistion El Sch,507,248,48.9%
104101252,Butler Area SD,SD,1142,Northwest El Sch,368,121,32.9%
104101252,Butler Area SD,SD,1184,Summit El Sch,259,96,37.1%
104101307,Butler County AVTS,CTC,6999,Butler County AVTS,933,334,35.8%
101631503,California Area SD,SD,7221,California Area El Sch,314,144,45.9%
101631503,California Area SD,SD,8051,California Area Intermediate MS,153,71,46.4%
101631503,California Area SD,SD,6939,California Area MS,133,62,46.6%
101631503,California Area SD,SD,4203,California Area SHS,270,92,34.1%
108111203,Cambria Heights SD,SD,7347,Cambria Heights El Sch,612,278,45.4%
108111203,Cambria Heights SD,SD,1199,Cambria Heights MS,319,122,38.2%
108111203,Cambria Heights SD,SD,5212,Cambria Heights SHS,472,150,31.8%
109122703,Cameron County SD,SD,1299,Cameron County JSHS,288,143,49.7%
109122703,Cameron County SD,SD,1298,Woodland El Sch,285,173,60.7%
115211003,Camp Hill SD,SD,7509,Camp Hill MS,334,53,15.9%
115211003,Camp Hill SD,SD,1682,Camp Hill SHS,393,57,14.5%
115211003,Camp Hill SD,SD,1678,Eisenhower El Sch,322,55,17.1%
115211003,Camp Hill SD,SD,1680,Hoover El Sch,276,38,13.8%
101631703,Canon-McMillan SD,SD,4211,Borland Manor El Sch,313,41,13.1%
101631703,Canon-McMillan SD,SD,4217,Canon-McMillan SHS,"1,553",339,21.8%
101631703,Canon-McMillan SD,SD,7217,Canonsburg MS,824,198,24.0%
101631703,Canon-McMillan SD,SD,4205,Cecil El Sch,219,42,19.2%
104107803,South Butler County SD,SD,7717,South Butler Primary Sch,597,176,29.5%
101631703,Canon-McMillan SD,SD,4207,First Street El Sch,293,102,34.8%
