Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year:  2010 - 2011,,,,,,,
,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
128030852,Armstrong SD,SD,6575,Ford City JSHS,700,252,36.0%
128030852,Armstrong SD,SD,6572,Kittanning JHS,353,155,43.9%
128030852,Armstrong SD,SD,0596,Kittanning SHS,653,227,34.8%
128030852,Armstrong SD,SD,0580,Kittanning Twp El Sch,171,77,45.0%
128030852,Armstrong SD,SD,5002,Lenape El Sch,717,338,47.1%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,361,155,42.9%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,525,219,41.7%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,642,278,43.3%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,584,245,42.0%
117080503,Athens Area SD,SD,0958,Athens Area HS,511,158,30.9%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,601,285,47.4%
117080503,Athens Area SD,SD,0972,Gladys Burnham El Sch,144,81,56.3%
117080503,Athens Area SD,SD,6732,Harlan Rowe JHS,349,135,38.7%
117080503,Athens Area SD,SD,6362,Harriet Child El Sch,104,38,36.5%
117080503,Athens Area SD,SD,7211,S R U MS,376,155,41.2%
117080503,Athens Area SD,SD,0952,Sheshequin-Ulster El Sch,186,102,54.8%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,88,43,48.9%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,110,41,37.3%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,311,129,41.5%
101630504,Avella Area SD,SD,7098,Avella El Center,317,138,43.5%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,463",157,10.7%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,837",314,17.1%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,640",346,21.1%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,902,163,18.1%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,"1,012",238,23.5%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,705,76,10.8%
103020753,Avonworth SD,SD,5199,Avonworth HS,425,49,11.5%
103020753,Avonworth SD,SD,7669,Avonworth MS,311,29,9.3%
117000000,BLaST IU 17,IU,9999,BLaST IU 17,342,21,6.1%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,893,339,38.0%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,105,30,28.6%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,211,91,43.1%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,178,58,32.6%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,474,188,39.7%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"1,496",386,25.8%
103021102,Baldwin-Whitehall SD,SD,6787,Harrison MS,909,313,34.4%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,371,107,28.8%
103021102,Baldwin-Whitehall SD,SD,5194,Paynter El Sch,716,293,40.9%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,735,231,31.4%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,"1,120",388,34.6%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,535,203,37.9%
120480803,Bangor Area SD,SD,7301,DeFranco El Sch,488,200,41.0%
120480803,Bangor Area SD,SD,5099,Five Points El Sch,585,206,35.2%
120480803,Bangor Area SD,SD,3430,Washington El Sch,592,278,47.0%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,420,156,37.1%
127040001,Beaver Area Academic CS,CS,7847,Beaver Area Academic CS,80,35,43.8%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,293,64,21.8%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,668,80,12.0%
127041203,Beaver Area SD,SD,8065,College Square El Sch,425,61,14.4%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,598,117,19.6%
127041307,Beaver County CTC,CTC,6985,Beaver County CTC,621,273,44.0%
127000000,Beaver Valley IU 27,IU,9999,Beaver Valley IU 27,175,73,41.7%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,792,340,42.9%
108051003,Bedford Area SD,SD,7021,Bedford MS,444,174,39.2%
108051003,Bedford Area SD,SD,0726,Bedford SHS,598,212,35.5%
108051003,Bedford Area SD,SD,0742,Hyndman MSHS,228,120,52.6%
108051003,Bedford Area SD,SD,0741,Hyndman/Londonderry El Sch,178,103,57.9%
108051307,Bedford County Technical Center,CTC,7096,Bedford County Technical Center,853,308,36.1%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,865,210,24.3%
107650603,Belle Vernon Area SD,SD,4329,Bellmar MS,339,126,37.2%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,575,239,41.6%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,582,156,26.8%
107650603,Belle Vernon Area SD,SD,4330,Rostraver MS,316,80,25.3%
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,953,222,23.3%
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,623,175,28.1%
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,437,177,40.5%
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,261,52,19.9%
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,383,104,27.2%
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,252,100,39.7%
108071003,Bellwood-Antis SD,SD,7144,Bellwood Antis MS,397,144,36.3%
108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,403,126,31.3%
108071003,Bellwood-Antis SD,SD,0914,Lewis M Myers El Sch,458,161,35.2%
126513070,Belmont Academy Charter School,CS,7557,Belmont Academy Charter School,106,105,99.1%
126510010,Belmont Charter School,CS,7750,Belmont Charter School,445,438,98.4%
122091002,Bensalem Township SD,SD,5211,Belmont Hills El Sch,533,182,34.1%
122091002,Bensalem Township SD,SD,4675,Benjamin Rush El Sch,370,243,65.7%
122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,"1,921",699,36.4%
122091002,Bensalem Township SD,SD,6451,Cecelia Snyder MS,437,159,36.4%
122091002,Bensalem Township SD,SD,1006,Cornwells El Sch,591,242,40.9%
122091002,Bensalem Township SD,SD,7030,Robert K Shafer MS,574,233,40.6%
122091002,Bensalem Township SD,SD,6896,Russell C Struble El Sch,518,140,27.0%
122091002,Bensalem Township SD,SD,1008,Samuel K Faust El Sch,514,309,60.1%
122091002,Bensalem Township SD,SD,6788,Valley El Sch,662,182,27.5%
116191004,Benton Area SD,SD,1594,Appleman El Sch,368,142,38.6%
116191004,Benton Area SD,SD,1595,Benton Area MSHS,341,117,34.3%
101630903,Bentworth SD,SD,7987,Bentworth El Ctr,466,207,44.4%
101630903,Bentworth SD,SD,7988,Bentworth MS,379,153,40.4%
101630903,Bentworth SD,SD,4188,Bentworth SHS,373,103,27.6%
114060557,Berks CTC,CTC,6304,Berks CTC-East Campus,952,205,21.5%
114060557,Berks CTC,CTC,7068,Berks CTC-West Campus,813,197,24.2%
114000000,Berks County IU 14,IU,9999,Berks County IU 14,233,122,52.4%
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,287,139,48.4%
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,314,123,39.2%
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,288,96,33.3%
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,788,240,30.5%
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,646,134,20.7%
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,649,188,29.0%
116191103,Berwick Area SD,SD,1605,Berwick Area HS,915,301,32.9%
116191103,Berwick Area SD,SD,6808,Berwick Area MS,758,322,42.5%
116191103,Berwick Area SD,SD,1602,Fourteenth Street El Sch,219,110,50.2%
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,283,96,33.9%
116191103,Berwick Area SD,SD,1604,Orange Street El Sch,384,240,62.5%
116191103,Berwick Area SD,SD,1597,Salem El Sch,455,218,47.9%
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,327,36,11.0%
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,405,49,12.1%
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,324,40,12.3%
103021252,Bethel Park SD,SD,0062,Bethel Park HS,"1,711",120,7.0%
103021252,Bethel Park SD,SD,4902,George Washington El Sch,302,22,7.3%
103021252,Bethel Park SD,SD,0061,Independence MS,729,91,12.5%
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,732,94,12.8%
103021252,Bethel Park SD,SD,0060,William Penn El Sch,166,12,7.2%
120481107,Bethlehem AVTS,CTC,5286,Bethlehem AVTS,"1,157",455,39.3%
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,403,43,10.7%
120481002,Bethlehem Area SD,SD,3464,Broughal MS,618,522,84.5%
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,301,136,45.2%
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,366,174,47.5%
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,390,339,86.9%
120481002,Bethlehem Area SD,SD,4956,East Hills MS,"1,105",292,26.4%
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,542,42,7.7%
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,623,508,81.5%
120481002,Bethlehem Area SD,SD,4957,Freedom HS,"1,994",660,33.1%
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,432,315,72.9%
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,442,156,35.3%
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,260,16,6.2%
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,265,135,50.9%
120481002,Bethlehem Area SD,SD,3465,Liberty HS,"2,893","1,295",44.8%
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,407,263,64.6%
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,348,310,89.1%
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,489,86,17.6%
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,904,262,29.0%
120481002,Bethlehem Area SD,SD,3462,Northeast MS,859,576,67.1%
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,525,137,26.1%
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,273,162,59.3%
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,234,155,66.2%
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,614,272,44.3%
101631003,Bethlehem-Center SD,SD,5267,Bethlehem-Center MS,325,130,40.0%
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center SHS,401,134,33.4%
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,558,369,66.1%
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,334,229,68.6%
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,347,231,66.6%
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,482,373,77.4%
115210503,Big Spring SD,SD,1677,Big Spring HS,979,233,23.8%
115210503,Big Spring SD,SD,6326,Big Spring MS,694,198,28.5%
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,269,84,31.2%
115210503,Big Spring SD,SD,1676,Newville El Sch,329,120,36.5%
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,390,129,33.1%
115210503,Big Spring SD,SD,1675,Plainfield El Sch,184,48,26.1%
127041603,Blackhawk SD,SD,6707,Blackhawk HS,"1,017",227,22.3%
127041603,Blackhawk SD,SD,7127,Blackhawk Intermediate Sch,563,161,28.6%
127041603,Blackhawk SD,SD,6558,Highland MS,408,94,23.0%
127041603,Blackhawk SD,SD,6559,Northwestern Primary Sch,336,87,25.9%
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,191,7,3.7%
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,398,209,52.5%
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,291,130,44.7%
128321103,Blairsville-Saltsburg SD,SD,7418,Blairsville El Sch,445,240,53.9%
128321103,Blairsville-Saltsburg SD,SD,2317,Blairsville MS,255,118,46.3%
128321103,Blairsville-Saltsburg SD,SD,4706,Blairsville SHS,388,156,40.2%
128321103,Blairsville-Saltsburg SD,SD,2352,Saltsburg El Sch,343,171,49.9%
128321103,Blairsville-Saltsburg SD,SD,2353,Saltsburg MS/HS,370,165,44.6%
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,133,51,38.3%
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,358,115,32.1%
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,360,132,36.7%
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,495,305,61.6%
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,299,103,34.4%
129540803,Blue Mountain SD,SD,4659,Blue Mountain East El Sch,720,145,20.1%
129540803,Blue Mountain SD,SD,7419,Blue Mountain El Cressona Sch,234,61,26.1%
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,978,164,16.8%
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,630,123,19.5%
129540803,Blue Mountain SD,SD,3887,Blue Mountain West El Sch,309,70,22.7%
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,529,276,52.2%
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,357,149,41.7%
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,256,143,55.9%
114060753,Boyertown Area SD,SD,6804,Boyertown Area JHS-East,852,102,12.0%
114060753,Boyertown Area SD,SD,6305,Boyertown Area JHS-West,798,161,20.2%
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,"1,699",240,14.1%
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,672,109,16.2%
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,354,94,26.6%
114060753,Boyertown Area SD,SD,0763,Earl El Sch,300,45,15.0%
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,738,79,10.7%
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,722,48,6.6%
114060753,Boyertown Area SD,SD,0761,Pine Forge El Sch,299,67,22.4%
114060753,Boyertown Area SD,SD,0766,Washington El Sch,665,91,13.7%
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,463,226,48.8%
109420803,Bradford Area SD,SD,4691,Bradford Area HS,883,271,30.7%
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,567,279,49.2%
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,653,353,54.1%
109420803,Bradford Area SD,SD,7281,School Street El Sch,551,263,47.7%
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,623,96,15.4%
114060853,Brandywine Heights Area SD,SD,6309,Brandywine Heights MS,554,108,19.5%
114060853,Brandywine Heights Area SD,SD,0768,District-Topton El Sch,375,77,20.5%
114060853,Brandywine Heights Area SD,SD,8111,Longswamp El Sch,207,55,26.6%
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,278,119,42.8%
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,415,144,34.7%
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,327,154,47.1%
103021453,Brentwood Borough SD,SD,0068,Moore Sch,235,66,28.1%
122091303,Bristol Borough SD,SD,1014,Bristol HS,359,213,59.3%
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Birotti El Sch,642,379,59.0%
122091303,Bristol Borough SD,SD,7743,Warren Snyder-John Girotti MS,317,202,63.7%
122091352,Bristol Township SD,SD,5305,Armstrong MS,493,242,49.1%
122091352,Bristol Township SD,SD,1021,Barton El Sch,520,250,48.1%
122091352,Bristol Township SD,SD,1015,Buchanan El Sch,476,232,48.7%
122091352,Bristol Township SD,SD,1017,Devine El Sch,442,192,43.4%
122091352,Bristol Township SD,SD,1020,Emerson El Sch,362,168,46.4%
122091352,Bristol Township SD,SD,1018,Fitch El Sch,319,124,38.9%
122091352,Bristol Township SD,SD,1023,Lafayette El Sch,393,246,62.6%
122091352,Bristol Township SD,SD,1024,Lincoln El Sch,348,188,54.0%
122091352,Bristol Township SD,SD,1022,Maple Shade El Sch,345,156,45.2%
122091352,Bristol Township SD,SD,1027,Roosevelt MS,545,286,52.5%
122091352,Bristol Township SD,SD,1029,Truman SHS,"1,620",752,46.4%
122091352,Bristol Township SD,SD,1025,Washington El Sch,365,139,38.1%
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,549,266,48.5%
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,484,191,39.5%
106330803,Brookville Area SD,SD,6162,Brookville JSHS,747,293,39.2%
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,489,243,49.7%
106330803,Brookville Area SD,SD,6163,Northside El Sch,128,52,40.6%
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,246,132,53.7%
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,572,332,58.0%
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,456,299,65.6%
101260803,Brownsville Area SD,SD,2153,Cardale El Sch,273,195,71.4%
101260803,Brownsville Area SD,SD,4725,Central El Sch,216,128,59.3%
101260803,Brownsville Area SD,SD,5145,Cox-Donahey El Sch,368,274,74.5%
122000000,Bucks County IU 22,IU,9999,Bucks County IU 22,967,192,19.9%
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,183,0,0.0%
122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,"1,355",387,28.6%
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,579,233,40.2%
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,791,283,35.8%
107650703,Burrell SD,SD,4333,Bon Air El Sch,440,135,30.7%
107650703,Burrell SD,SD,4340,Burrell HS,614,129,21.0%
107650703,Burrell SD,SD,4339,Charles A Huston MS,462,122,26.4%
107650703,Burrell SD,SD,4336,Stewart El Sch,377,104,27.6%
104101252,Butler Area SD,SD,1135,Broad St Sch,238,190,79.8%
104101252,Butler Area SD,SD,6690,Butler Area IHS,"1,309",337,25.7%
104101252,Butler Area SD,SD,6119,Butler Area JHS,"1,153",372,32.3%
104101252,Butler Area SD,SD,1147,Butler Area SHS,"1,251",240,19.2%
104101252,Butler Area SD,SD,1137,Center Avenue Sch,212,153,72.2%
104101252,Butler Area SD,SD,1148,Center Twp Sch,699,142,20.3%
104101252,Butler Area SD,SD,1149,Clearfield El Sch,210,62,29.5%
104101252,Butler Area SD,SD,1150,Connoquenessing El Sch,271,63,23.2%
104101252,Butler Area SD,SD,1134,Emily Brittain El Sch,433,207,47.8%
104101252,Butler Area SD,SD,1138,Mcquistion El Sch,460,107,23.3%
104101252,Butler Area SD,SD,1143,Meridian Sch,424,91,21.5%
104101252,Butler Area SD,SD,1142,Northwest Sch,418,126,30.1%
104101252,Butler Area SD,SD,1165,Oakland Twp Sch,296,89,30.1%
104101252,Butler Area SD,SD,1184,Summit El Sch,242,69,28.5%
104101307,Butler County AVTS,CTC,6999,Butler County AVTS,904,255,28.2%
119354207,CTC of Lackawanna County,CTC,7290,CTC of Lackawanna County,607,255,42.0%
101631503,California Area SD,SD,7221,California Area El Sch,319,133,41.7%
101631503,California Area SD,SD,8051,California Area Intermediate MS,177,61,34.5%
101631503,California Area SD,SD,6939,California Area MS,144,65,45.1%
101631503,California Area SD,SD,4203,California Area SHS,294,115,39.1%
108111203,Cambria Heights SD,SD,7347,Cambria Heights El Sch,624,204,32.7%
