Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2012 - 2013,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
106160303,Allegheny-Clarion Valley SD,SD,4664,Allegheny-Clarion Valley HS,368,131,35.6%
121390302,Allentown City SD,SD,9999,Allentown City SD,253,222,87.7%
121390302,Allentown City SD,SD,2790,Central El Sch,617,585,94.8%
121390302,Allentown City SD,SD,7102,Cleveland El Sch,279,260,93.2%
121390302,Allentown City SD,SD,2792,Francis D Raub MS,846,796,94.1%
121390302,Allentown City SD,SD,2791,Harrison-Morton MS,873,803,92.0%
121390302,Allentown City SD,SD,2768,Hiram W Dodd El Sch,685,557,81.3%
121390302,Allentown City SD,SD,2774,Jefferson El Sch,700,632,90.3%
121390302,Allentown City SD,SD,2775,Lehigh Park El Sch,282,198,70.2%
121390302,Allentown City SD,SD,7131,Lincoln Early Chld Ctr,358,331,92.5%
121390302,Allentown City SD,SD,2795,Louis E Dieruff HS,"1,741","1,510",86.7%
121390302,Allentown City SD,SD,8140,Luis A. Ramos El Sch,865,796,92.0%
121390302,Allentown City SD,SD,2777,McKinley El Sch,316,289,91.5%
121390302,Allentown City SD,SD,2779,Mosser El Sch,860,778,90.5%
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,480,335,69.8%
121390302,Allentown City SD,SD,2781,Ritter El Sch,510,405,79.4%
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,755,691,91.5%
121390302,Allentown City SD,SD,6448,Sheridan El Sch,653,620,94.9%
121390302,Allentown City SD,SD,2793,South Mountain MS,"1,099",971,88.4%
121390302,Allentown City SD,SD,4929,Trexler MS,913,824,90.3%
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,751,640,85.2%
121390302,Allentown City SD,SD,2786,Washington El Sch,535,514,96.1%
121390302,Allentown City SD,SD,2794,William Allen HS,"2,595","2,184",84.2%
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,395,290,73.4%
108070502,Altoona Area SD,SD,0913,Altoona Area HS,"1,646",807,49.0%
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,"1,865","1,104",59.2%
108070502,Altoona Area SD,SD,0891,Baker El Sch,329,144,43.8%
108070502,Altoona Area SD,SD,0908,Irving El Sch,317,91,28.7%
108070502,Altoona Area SD,SD,0895,Juniata El Sch,408,266,65.2%
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,610,374,61.3%
108070502,Altoona Area SD,SD,7425,Kimmel Alternative School,43,40,93.0%
108070502,Altoona Area SD,SD,0933,Logan El Sch,600,345,57.5%
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,475,290,61.1%
108070502,Altoona Area SD,SD,0909,Penn-Lincoln El Sch,366,335,91.5%
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,596,335,56.2%
108070502,Altoona Area SD,SD,6708,Washington-Jefferson El Sch,242,200,82.6%
108070502,Altoona Area SD,SD,5302,Wright El Sch,319,270,84.6%
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,770,330,42.9%
127040703,Ambridge Area SD,SD,0633,Ambridge Area JHS,389,186,47.8%
127040703,Ambridge Area SD,SD,0629,Economy El Sch,639,193,30.2%
127040703,Ambridge Area SD,SD,0661,Highland El Sch,508,366,72.0%
127040703,Ambridge Area SD,SD,0632,State Street El Sch,333,172,51.7%
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,520,98,18.8%
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,422,130,30.8%
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,249,56,22.5%
113380303,Annville-Cleona SD,SD,9999,Annville-Cleona SD,22,3,13.6%
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,304,96,31.6%
114060503,Antietam SD,SD,0820,Antietam MS/HS,476,183,38.4%
114060503,Antietam SD,SD,9999,Antietam SD,22,5,22.7%
114060503,Antietam SD,SD,5205,Mt Penn El Sch,387,172,44.4%
114060503,Antietam SD,SD,7838,Mt Penn Primary Ctr,180,88,48.9%
104510394,Antonia Pantoja Community Charter School,CS,8031,Antonia Pantoja Community Charter School,730,674,92.3%
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,568,294,51.8%
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,402,183,45.5%
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,324,166,51.2%
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,362,113,31.2%
128030852,Armstrong SD,SD,9999,Armstrong SD,20,9,45.0%
128030852,Armstrong SD,SD,0569,Dayton El Sch,262,95,36.3%
128030852,Armstrong SD,SD,6574,Elderton El Sch,286,106,37.1%
128030852,Armstrong SD,SD,6575,Ford City JSHS,746,294,39.4%
128030852,Armstrong SD,SD,6572,Kittanning JHS,379,159,42.0%
128030852,Armstrong SD,SD,0596,Kittanning SHS,604,232,38.4%
128030852,Armstrong SD,SD,5002,Lenape El Sch,825,432,52.4%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,348,159,45.7%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,515,236,45.8%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,698,319,45.7%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,722,284,39.3%
121395927,Arts Academy CS,CS,8214,Arts Academy CS,369,121,32.8%
117080503,Athens Area SD,SD,0958,Athens Area HS,673,252,37.4%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,608,310,51.0%
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,523,268,51.2%
117080503,Athens Area SD,SD,8219,SRU El Sch,405,209,51.6%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,122,52,42.6%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,95,37,38.9%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,285,120,42.1%
101630504,Avella Area SD,SD,9999,Avella Area SD,4,2,50.0%
101630504,Avella Area SD,SD,7098,Avella El Center,299,129,43.1%
124150003,Avon Grove CS,CS,9999,Avon Grove CS,8,1,12.5%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,581",252,15.9%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,790",359,20.1%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,527",379,24.8%
124150503,Avon Grove SD,SD,9999,Avon Grove SD,4,0,0.0%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,884,173,19.6%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,965,248,25.7%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,762,118,15.5%
103020753,Avonworth SD,SD,5199,Avonworth HS,396,51,12.9%
103020753,Avonworth SD,SD,7669,Avonworth MS,367,32,8.7%
117000000,BLaST IU 17,IU,0000,BLaST IU 17,290,23,7.9%
127046517,Baden Academy CS,CS,8211,Baden Academy CS,210,52,24.8%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,"1,035",334,32.3%
110141003,Bald Eagle Area SD,SD,9999,Bald Eagle Area SD,2,0,0.0%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,78,20,25.6%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,164,55,33.5%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,148,44,29.7%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,399,158,39.6%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"1,475",409,27.7%
103021102,Baldwin-Whitehall SD,SD,6787,Harrison MS,874,298,34.1%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,322,92,28.6%
103021102,Baldwin-Whitehall SD,SD,5194,Paynter El Sch,719,279,38.8%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,745,216,29.0%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,"1,040",392,37.7%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,482,181,37.6%
120480803,Bangor Area SD,SD,7301,DeFranco El Sch,489,209,42.7%
120480803,Bangor Area SD,SD,5099,Five Points El Sch,574,212,36.9%
120480803,Bangor Area SD,SD,3430,Washington El Sch,533,255,47.8%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,421,155,36.8%
127040001,Beaver Area Academic CS,CS,7847,Beaver Area Academic CS,92,37,40.2%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,320,57,17.8%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,662,119,18.0%
127041203,Beaver Area SD,SD,8065,College Square El Sch,430,75,17.4%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,598,118,19.7%
127041307,Beaver County CTC,CTC,6985,Beaver County CTC,609,150,24.6%
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,159,61,38.4%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,790,343,43.4%
108051003,Bedford Area SD,SD,7021,Bedford MS,447,173,38.7%
108051003,Bedford Area SD,SD,0726,Bedford SHS,635,205,32.3%
108051307,Bedford County Technical Center,CTC,7096,Bedford County Technical Center,477,143,30.0%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,880,243,27.6%
107650603,Belle Vernon Area SD,SD,4329,Bellmar MS,309,134,43.4%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,558,268,48.0%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,580,190,32.8%
107650603,Belle Vernon Area SD,SD,4330,Rostraver MS,287,80,27.9%
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,853,224,26.3%
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,643,201,31.3%
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,428,197,46.0%
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,263,61,23.2%
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,373,102,27.3%
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,251,93,37.1%
108071003,Bellwood-Antis SD,SD,7144,Bellwood Antis MS,397,144,36.3%
108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,393,114,29.0%
108071003,Bellwood-Antis SD,SD,0914,Lewis M Myers El Sch,458,172,37.6%
126513070,Belmont Academy Charter School,CS,7557,Belmont Academy Charter School,116,113,97.4%
126510010,Belmont Charter School,CS,7750,Belmont Charter School,487,485,99.6%
122091002,Bensalem Township SD,SD,5211,Belmont Hills El Sch,541,225,41.6%
122091002,Bensalem Township SD,SD,4675,Benjamin Rush El Sch,417,286,68.6%
122091002,Bensalem Township SD,SD,9999,Bensalem Township SD,40,11,27.5%
122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,"1,961",792,40.4%
122091002,Bensalem Township SD,SD,6451,Cecelia Snyder MS,412,198,48.1%
122091002,Bensalem Township SD,SD,1006,Cornwells El Sch,588,274,46.6%
122091002,Bensalem Township SD,SD,7030,Robert K Shafer MS,532,281,52.8%
122091002,Bensalem Township SD,SD,6896,Russell C Struble El Sch,548,195,35.6%
122091002,Bensalem Township SD,SD,1008,Samuel K Faust El Sch,608,420,69.1%
122091002,Bensalem Township SD,SD,6788,Valley El Sch,701,237,33.8%
116191004,Benton Area SD,SD,1594,Appleman El Sch,394,136,34.5%
116191004,Benton Area SD,SD,1595,Benton Area MSHS,313,83,26.5%
101630903,Bentworth SD,SD,7987,Bentworth El Ctr,441,203,46.0%
101630903,Bentworth SD,SD,7988,Bentworth MS,354,141,39.8%
101630903,Bentworth SD,SD,9999,Bentworth SD,5,2,40.0%
101630903,Bentworth SD,SD,4188,Bentworth SHS,391,120,30.7%
114060557,Berks CTC,CTC,6304,Berks CTC-East Campus,845,215,25.4%
114060557,Berks CTC,CTC,7068,Berks CTC-West Campus,821,210,25.6%
114000000,Berks County IU 14,IU,0000,Berks County IU 14,226,104,46.0%
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,267,115,43.1%
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,256,119,46.5%
108561003,Berlin Brothersvalley SD,SD,9999,Berlin Brothersvalley SD,3,2,66.7%
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,307,104,33.9%
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,751,256,34.1%
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,642,136,21.2%
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,631,236,37.4%
116191103,Berwick Area SD,SD,1605,Berwick Area HS,879,348,39.6%
116191103,Berwick Area SD,SD,6808,Berwick Area MS,708,353,49.9%
116191103,Berwick Area SD,SD,9999,Berwick Area SD,4,1,25.0%
116191103,Berwick Area SD,SD,1602,Fourteenth Street El Sch,248,122,49.2%
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,286,111,38.8%
116191103,Berwick Area SD,SD,1604,Orange Street El Sch,456,324,71.1%
116191103,Berwick Area SD,SD,1597,Salem El Sch,468,251,53.6%
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,329,71,21.6%
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,339,66,19.5%
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,366,73,19.9%
103021252,Bethel Park SD,SD,0062,Bethel Park HS,"1,624",205,12.6%
103021252,Bethel Park SD,SD,4902,George Washington El Sch,293,29,9.9%
103021252,Bethel Park SD,SD,0061,Independence MS,737,119,16.1%
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,643,111,17.3%
103021252,Bethel Park SD,SD,0060,William Penn El Sch,226,51,22.6%
120481107,Bethlehem AVTS,CTC,5286,Bethlehem AVTS,"1,315",666,50.6%
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,397,59,14.9%
120481002,Bethlehem Area SD,SD,9999,Bethlehem Area SD,76,12,15.8%
120481002,Bethlehem Area SD,SD,3464,Broughal MS,554,473,85.4%
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,248,114,46.0%
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,398,225,56.5%
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,386,316,81.9%
120481002,Bethlehem Area SD,SD,4956,East Hills MS,"1,133",362,32.0%
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,525,97,18.5%
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,552,446,80.8%
120481002,Bethlehem Area SD,SD,4957,Freedom HS,"1,875",658,35.1%
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,414,328,79.2%
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,438,195,44.5%
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,240,24,10.0%
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,267,143,53.6%
120481002,Bethlehem Area SD,SD,3465,Liberty HS,"2,786","1,298",46.6%
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,421,292,69.4%
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,346,311,89.9%
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,445,103,23.1%
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,899,320,35.6%
120481002,Bethlehem Area SD,SD,3462,Northeast MS,828,558,67.4%
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,557,200,35.9%
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,272,166,61.0%
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,243,173,71.2%
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,562,273,48.6%
101631003,Bethlehem-Center SD,SD,5267,Bethlehem-Center MS,289,115,39.8%
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center SHS,395,159,40.3%
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,465,321,69.0%
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,365,263,72.1%
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,359,266,74.1%
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,491,405,82.5%
115210503,Big Spring SD,SD,1677,Big Spring HS,895,209,23.4%
115210503,Big Spring SD,SD,6326,Big Spring MS,684,197,28.8%
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,352,101,28.7%
115210503,Big Spring SD,SD,1676,Newville El Sch,351,144,41.0%
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,426,137,32.2%
126519476,Birney Preparatory Academy,CS,8206,Birney Preparatory Academy,658,658,100.0%
127041603,Blackhawk SD,SD,6707,Blackhawk HS,"1,023",292,28.5%
127041603,Blackhawk SD,SD,7127,Blackhawk Intermediate Sch,573,178,31.1%
127041603,Blackhawk SD,SD,9999,Blackhawk SD,10,2,20.0%
127041603,Blackhawk SD,SD,6558,Highland MS,382,119,31.2%
127041603,Blackhawk SD,SD,6559,Northwestern Primary Sch,308,44,14.3%
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,196,22,11.2%
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,370,202,54.6%
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,294,148,50.3%
128321103,Blairsville-Saltsburg SD,SD,7418,Blairsville El Sch,459,223,48.6%
128321103,Blairsville-Saltsburg SD,SD,2317,Blairsville MS,244,111,45.5%
128321103,Blairsville-Saltsburg SD,SD,4706,Blairsville SHS,345,122,35.4%
128321103,Blairsville-Saltsburg SD,SD,2352,Saltsburg El Sch,277,104,37.5%
128321103,Blairsville-Saltsburg SD,SD,2353,Saltsburg MS/HS,416,148,35.6%
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,101,39,38.6%
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,440,128,29.1%
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,397,165,41.6%
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,443,284,64.1%
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,248,91,36.7%
129540803,Blue Mountain SD,SD,7419,Blue Mountain El Cressona Sch,170,47,27.6%
129540803,Blue Mountain SD,SD,4659,Blue Mountain El East Sch,686,177,25.8%
129540803,Blue Mountain SD,SD,3887,Blue Mountain El West Sch,372,114,30.6%
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,913,206,22.6%
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,668,184,27.5%
129540803,Blue Mountain SD,SD,9999,Blue Mountain SD,25,7,28.0%
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,519,236,45.5%
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,336,134,39.9%
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,234,108,46.2%
114060753,Boyertown Area SD,SD,6804,Boyertown Area JHS-East,884,112,12.7%
114060753,Boyertown Area SD,SD,6305,Boyertown Area JHS-West,828,213,25.7%
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,"1,682",284,16.9%
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,654,159,24.3%
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,350,112,32.0%
114060753,Boyertown Area SD,SD,0763,Earl El Sch,329,61,18.5%
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,779,109,14.0%
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,757,72,9.5%
114060753,Boyertown Area SD,SD,0761,Pine Forge El Sch,286,82,28.7%
114060753,Boyertown Area SD,SD,0766,Washington El Sch,581,120,20.7%
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,482,367,76.1%
109420803,Bradford Area SD,SD,4691,Bradford Area HS,754,301,39.9%
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,575,285,49.6%
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,669,411,61.4%
109420803,Bradford Area SD,SD,7281,School Street El Sch,521,310,59.5%
114060853,Brandywine Heights Area SD,SD,0768,Brandywine Heights El Sch,461,105,22.8%
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,580,99,17.1%
114060853,Brandywine Heights Area SD,SD,6309,Brandywine Heights MS,365,73,20.0%
114060853,Brandywine Heights Area SD,SD,8191,Brandywine Intrmd Sch,210,47,22.4%
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,264,127,48.1%
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,394,183,46.4%
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,333,186,55.9%
103021453,Brentwood Borough SD,SD,0068,Moore Sch,227,92,40.5%
122091303,Bristol Borough SD,SD,1014,Bristol HS,323,223,69.0%
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Birotti El Sch,582,357,61.3%
122091303,Bristol Borough SD,SD,7743,Warren Snyder-John Girotti MS,297,211,71.0%
122091352,Bristol Township SD,SD,5305,Armstrong MS,479,260,54.3%
122091352,Bristol Township SD,SD,1021,Barton El Sch,502,292,58.2%
122091352,Bristol Township SD,SD,1015,Buchanan El Sch,482,276,57.3%
122091352,Bristol Township SD,SD,1017,Devine El Sch,471,245,52.0%
122091352,Bristol Township SD,SD,1020,Emerson El Sch,390,219,56.2%
122091352,Bristol Township SD,SD,1018,Fitch El Sch,310,162,52.3%
122091352,Bristol Township SD,SD,1023,Lafayette El Sch,397,249,62.7%
122091352,Bristol Township SD,SD,1024,Lincoln El Sch,350,209,59.7%
122091352,Bristol Township SD,SD,1022,Maple Shade El Sch,359,193,53.8%
122091352,Bristol Township SD,SD,1027,Roosevelt MS,519,323,62.2%
122091352,Bristol Township SD,SD,1029,Truman SHS,"1,525",839,55.0%
122091352,Bristol Township SD,SD,1025,Washington El Sch,358,170,47.5%
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,563,261,46.4%
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,436,166,38.1%
106330803,Brookville Area SD,SD,9999,Brookville Area SD,5,2,40.0%
106330803,Brookville Area SD,SD,6162,Brookville JSHS,700,291,41.6%
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,519,248,47.8%
106330803,Brookville Area SD,SD,6163,Northside El Sch,121,52,43.0%
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,247,117,47.4%
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,573,322,56.2%
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,398,245,61.6%
101260803,Brownsville Area SD,SD,9999,Brownsville Area SD,8,8,100.0%
101260803,Brownsville Area SD,SD,2153,Cardale El Sch,4,3,75.0%
101260803,Brownsville Area SD,SD,4725,Central El Sch,1,1,100.0%
101260803,Brownsville Area SD,SD,8221,Central El Sch,404,278,68.8%
101260803,Brownsville Area SD,SD,5145,Cox-Donahey El Sch,372,269,72.3%
122000000,Bucks County IU 22,IU,0000,Bucks County IU 22,876,170,19.4%
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,199,0,0.0%
122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,"1,468",457,31.1%
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,562,204,36.3%
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,745,254,34.1%
107650703,Burrell SD,SD,4333,Bon Air El Sch,535,173,32.3%
107650703,Burrell SD,SD,4340,Burrell HS,589,141,23.9%
107650703,Burrell SD,SD,4339,Charles A Huston MS,431,119,27.6%
107650703,Burrell SD,SD,4336,Stewart El Sch,268,76,28.4%
104101252,Butler Area SD,SD,1135,Broad St Sch,244,197,80.7%
104101252,Butler Area SD,SD,6690,Butler Area IHS,"1,199",356,29.7%
104101252,Butler Area SD,SD,6119,Butler Area JHS,"1,223",415,33.9%
104101252,Butler Area SD,SD,1147,Butler Area SHS,"1,273",297,23.3%
