Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2013 - 2014,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
121390302,Allentown City SD,SD,8140,Luis A. Ramos El Sch,894,799,89.4%
121390302,Allentown City SD,SD,2777,McKinley El Sch,291,278,95.5%
121390302,Allentown City SD,SD,2779,Mosser El Sch,713,663,93.0%
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,488,369,75.6%
121390302,Allentown City SD,SD,2781,Ritter El Sch,543,455,83.8%
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,762,677,88.8%
121390302,Allentown City SD,SD,6448,Sheridan El Sch,719,682,94.9%
121390302,Allentown City SD,SD,2793,South Mountain MS,"1,073",983,91.6%
121390302,Allentown City SD,SD,4929,Trexler MS,928,832,89.7%
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,756,632,83.6%
121390302,Allentown City SD,SD,2786,Washington El Sch,506,476,94.1%
121390302,Allentown City SD,SD,2794,William Allen HS,"2,556","2,189",85.6%
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,432,335,77.5%
126512990,Alliance for Progress CS,CS,9999,Alliance for Progress CS,1,1,100.0%
108070502,Altoona Area SD,SD,0913,Altoona Area HS,"1,658",892,53.8%
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,"1,873","1,151",61.5%
108070502,Altoona Area SD,SD,0891,Baker El Sch,367,163,44.4%
108070502,Altoona Area SD,SD,0908,Irving El Sch,315,100,31.7%
108070502,Altoona Area SD,SD,0895,Juniata El Sch,585,469,80.2%
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,633,380,60.0%
108070502,Altoona Area SD,SD,7425,Kimmel Alternative School,42,34,81.0%
108070502,Altoona Area SD,SD,0933,Logan El Sch,640,409,63.9%
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,556,389,70.0%
108070502,Altoona Area SD,SD,8280,Penn-Lincoln El Sch,622,561,90.2%
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,529,332,62.8%
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,785,362,46.1%
127040703,Ambridge Area SD,SD,0633,Ambridge Area JHS,396,205,51.8%
127040703,Ambridge Area SD,SD,0629,Economy El Sch,596,178,29.9%
127040703,Ambridge Area SD,SD,0661,Highland El Sch,519,397,76.5%
127040703,Ambridge Area SD,SD,0632,State Street El Sch,328,190,57.9%
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,520,106,20.4%
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,436,140,32.1%
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,229,66,28.8%
113380303,Annville-Cleona SD,SD,9999,Annville-Cleona SD,27,2,7.4%
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,289,81,28.0%
114060503,Antietam SD,SD,0820,Antietam MS/HS,464,202,43.5%
114060503,Antietam SD,SD,5205,Mt Penn El Sch,387,183,47.3%
114060503,Antietam SD,SD,7838,Mt Penn Primary Ctr,179,85,47.5%
104510394,Antonia Pantoja Community Charter School,CS,8031,Antonia Pantoja Community Charter School,721,662,91.8%
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,565,286,50.6%
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,406,180,44.3%
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,312,154,49.4%
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,273,120,44.0%
128030852,Armstrong SD,SD,9999,Armstrong SD,10,6,60.0%
128030852,Armstrong SD,SD,0569,Dayton El Sch,267,124,46.4%
128030852,Armstrong SD,SD,6574,Elderton El Sch,276,93,33.7%
128030852,Armstrong SD,SD,6575,Ford City JSHS,710,280,39.4%
128030852,Armstrong SD,SD,6572,Kittanning JHS,384,168,43.8%
128030852,Armstrong SD,SD,0596,Kittanning SHS,586,221,37.7%
128030852,Armstrong SD,SD,5002,Lenape El Sch,846,443,52.4%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,343,166,48.4%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,506,230,45.5%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,728,354,48.6%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,715,274,38.3%
121395927,Arts Academy CS,CS,8214,Arts Academy CS,382,130,34.0%
117080503,Athens Area SD,SD,0958,Athens Area HS,679,247,36.4%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,607,292,48.1%
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,493,228,46.2%
117080503,Athens Area SD,SD,8219,SRU El Sch,392,221,56.4%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,122,57,46.7%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,92,39,42.4%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,272,137,50.4%
101630504,Avella Area SD,SD,9999,Avella Area SD,8,5,62.5%
101630504,Avella Area SD,SD,7098,Avella El Center,301,130,43.2%
124150003,Avon Grove CS,CS,9999,Avon Grove CS,7,0,0.0%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,618",280,17.3%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,811",399,22.0%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,516",405,26.7%
124150503,Avon Grove SD,SD,9999,Avon Grove SD,3,0,0.0%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,852,198,23.2%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,917,294,32.1%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,779,106,13.6%
103020753,Avonworth SD,SD,5199,Avonworth HS,417,67,16.1%
103020753,Avonworth SD,SD,7669,Avonworth MS,345,37,10.7%
117000000,BLaST IU 17,IU,0000,BLaST IU 17,261,25,9.6%
127046517,Baden Academy CS,CS,8211,Baden Academy CS,334,129,38.6%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,994,347,34.9%
110141003,Bald Eagle Area SD,SD,9999,Bald Eagle Area SD,10,7,70.0%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,85,30,35.3%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,153,54,35.3%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,137,47,34.3%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,395,190,48.1%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"1,470",472,32.1%
103021102,Baldwin-Whitehall SD,SD,6787,Harrison MS,877,306,34.9%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,323,91,28.2%
103021102,Baldwin-Whitehall SD,SD,5194,Paynter El Sch,749,331,44.2%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,698,219,31.4%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,998,364,36.5%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,492,181,36.8%
120480803,Bangor Area SD,SD,7301,DeFranco El Sch,454,201,44.3%
120480803,Bangor Area SD,SD,5099,Five Points El Sch,567,205,36.2%
120480803,Bangor Area SD,SD,3430,Washington El Sch,520,262,50.4%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,437,179,41.0%
127040001,Beaver Area Academic CS,CS,7847,Beaver Area Academic CS,93,37,39.8%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,313,47,15.0%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,639,119,18.6%
127041203,Beaver Area SD,SD,8065,College Square El Sch,428,86,20.1%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,606,129,21.3%
127041307,Beaver County CTC,CTC,6985,Beaver County CTC,588,300,51.0%
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,162,64,39.5%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,783,368,47.0%
108051003,Bedford Area SD,SD,7021,Bedford MS,488,224,45.9%
108051003,Bedford Area SD,SD,0726,Bedford SHS,632,230,36.4%
108051307,Bedford County Technical Center,CTC,7096,Bedford County Technical Center,522,228,43.7%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,861,225,26.1%
107650603,Belle Vernon Area SD,SD,8269,Belle Vernon Area MS,399,145,36.3%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,666,324,48.6%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,661,191,28.9%
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,793,232,29.3%
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,639,202,31.6%
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,422,202,47.9%
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,276,78,28.3%
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,355,98,27.6%
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,234,94,40.2%
108071003,Bellwood-Antis SD,SD,7144,Bellwood Antis MS,386,0,0.0%
108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,393,110,28.0%
108071003,Bellwood-Antis SD,SD,0914,Lewis M Myers El Sch,480,0,0.0%
126513070,Belmont Academy Charter School,CS,7557,Belmont Academy Charter School,117,116,99.1%
126510010,Belmont Charter School,CS,7750,Belmont Charter School,533,532,99.8%
122091002,Bensalem Township SD,SD,5211,Belmont Hills El Sch,548,217,39.6%
122091002,Bensalem Township SD,SD,4675,Benjamin Rush El Sch,422,307,72.7%
122091002,Bensalem Township SD,SD,9999,Bensalem Township SD,39,0,0.0%
122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,"1,889",810,42.9%
122091002,Bensalem Township SD,SD,6451,Cecelia Snyder MS,442,210,47.5%
122091002,Bensalem Township SD,SD,1006,Cornwells El Sch,539,266,49.4%
122091002,Bensalem Township SD,SD,7030,Robert K Shafer MS,576,299,51.9%
122091002,Bensalem Township SD,SD,6896,Russell C Struble El Sch,503,184,36.6%
122091002,Bensalem Township SD,SD,1008,Samuel K Faust El Sch,632,448,70.9%
122091002,Bensalem Township SD,SD,6788,Valley El Sch,740,282,38.1%
116191004,Benton Area SD,SD,1594,Appleman El Sch,395,153,38.7%
116191004,Benton Area SD,SD,1595,Benton Area MSHS,295,105,35.6%
101630903,Bentworth SD,SD,7987,Bentworth El Ctr,441,223,50.6%
101630903,Bentworth SD,SD,7988,Bentworth MS,367,154,42.0%
101630903,Bentworth SD,SD,9999,Bentworth SD,7,5,71.4%
101630903,Bentworth SD,SD,4188,Bentworth SHS,372,135,36.3%
114060557,Berks CTC,CTC,6304,Berks CTC-East Campus,851,263,30.9%
114060557,Berks CTC,CTC,7068,Berks CTC-West Campus,787,237,30.1%
114000000,Berks County IU 14,IU,0000,Berks County IU 14,168,69,41.1%
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,241,84,34.9%
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,253,105,41.5%
108561003,Berlin Brothersvalley SD,SD,9999,Berlin Brothersvalley SD,1,0,0.0%
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,294,94,32.0%
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,748,281,37.6%
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,645,192,29.8%
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,617,218,35.3%
116191103,Berwick Area SD,SD,1605,Berwick Area HS,813,303,37.3%
116191103,Berwick Area SD,SD,6808,Berwick Area MS,663,339,51.1%
116191103,Berwick Area SD,SD,9999,Berwick Area SD,3,3,100.0%
116191103,Berwick Area SD,SD,1602,Fourteenth Street El Sch,249,131,52.6%
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,283,112,39.6%
116191103,Berwick Area SD,SD,1604,Orange Street El Sch,493,346,70.2%
116191103,Berwick Area SD,SD,1597,Salem El Sch,468,259,55.3%
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,328,55,16.8%
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,338,60,17.8%
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,341,47,13.8%
103021252,Bethel Park SD,SD,0062,Bethel Park HS,"1,561",170,10.9%
103021252,Bethel Park SD,SD,4902,George Washington El Sch,301,20,6.6%
103021252,Bethel Park SD,SD,0061,Independence MS,715,75,10.5%
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,658,94,14.3%
103021252,Bethel Park SD,SD,0060,William Penn El Sch,210,28,13.3%
120481107,Bethlehem AVTS,CTC,5286,Bethlehem AVTS,"1,316",710,54.0%
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,343,47,13.7%
120481002,Bethlehem Area SD,SD,3464,Broughal MS,539,479,88.9%
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,239,109,45.6%
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,406,242,59.6%
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,480,399,83.1%
120481002,Bethlehem Area SD,SD,4956,East Hills MS,"1,090",377,34.6%
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,502,107,21.3%
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,575,486,84.5%
120481002,Bethlehem Area SD,SD,4957,Freedom HS,"1,845",737,39.9%
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,403,346,85.9%
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,424,196,46.2%
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,232,34,14.7%
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,266,143,53.8%
120481002,Bethlehem Area SD,SD,3465,Liberty HS,"2,784","1,507",54.1%
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,378,278,73.5%
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,334,310,92.8%
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,431,111,25.8%
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,824,302,36.7%
120481002,Bethlehem Area SD,SD,3462,Northeast MS,778,563,72.4%
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,539,208,38.6%
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,245,158,64.5%
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,243,184,75.7%
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,541,291,53.8%
101631003,Bethlehem-Center SD,SD,5267,Bethlehem-Center MS,312,139,44.6%
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center SHS,409,164,40.1%
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,459,325,70.8%
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,359,271,75.5%
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,351,268,76.4%
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,529,443,83.7%
115210503,Big Spring SD,SD,1677,Big Spring HS,897,242,27.0%
115210503,Big Spring SD,SD,6326,Big Spring MS,648,232,35.8%
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,342,123,36.0%
115210503,Big Spring SD,SD,1676,Newville El Sch,348,149,42.8%
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,416,148,35.6%
126519476,Birney Preparatory Academy,CS,8206,Birney Preparatory Academy,728,728,100.0%
127041603,Blackhawk SD,SD,6707,Blackhawk HS,806,192,23.8%
127041603,Blackhawk SD,SD,7127,Blackhawk Intermediate Sch,579,170,29.4%
127041603,Blackhawk SD,SD,9999,Blackhawk SD,33,4,12.1%
127041603,Blackhawk SD,SD,6558,Highland MS,575,154,26.8%
127041603,Blackhawk SD,SD,6559,Northwestern Primary Sch,309,112,36.2%
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,226,47,20.8%
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,406,224,55.2%
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,282,145,51.4%
128321103,Blairsville-Saltsburg SD,SD,7418,Blairsville El Sch,470,227,48.3%
128321103,Blairsville-Saltsburg SD,SD,2317,Blairsville MS,228,112,49.1%
128321103,Blairsville-Saltsburg SD,SD,4706,Blairsville SHS,330,118,35.8%
128321103,Blairsville-Saltsburg SD,SD,2352,Saltsburg El Sch,282,120,42.6%
128321103,Blairsville-Saltsburg SD,SD,2353,Saltsburg MS/HS,374,130,34.8%
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,94,36,38.3%
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,422,115,27.3%
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,391,176,45.0%
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,454,255,56.2%
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,243,86,35.4%
129540803,Blue Mountain SD,SD,7419,Blue Mountain El Cressona Sch,182,43,23.6%
129540803,Blue Mountain SD,SD,4659,Blue Mountain El East Sch,691,170,24.6%
129540803,Blue Mountain SD,SD,3887,Blue Mountain El West Sch,351,104,29.6%
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,864,173,20.0%
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,667,172,25.8%
129540803,Blue Mountain SD,SD,9999,Blue Mountain SD,21,7,33.3%
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,510,217,42.5%
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,315,127,40.3%
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,199,84,42.2%
119581003,Blue Ridge SD,SD,9999,Blue Ridge SD,1,1,100.0%
114060753,Boyertown Area SD,SD,6804,Boyertown Area JHS-East,885,134,15.1%
114060753,Boyertown Area SD,SD,6305,Boyertown Area JHS-West,855,202,23.6%
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,"1,639",302,18.4%
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,645,185,28.7%
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,339,110,32.4%
114060753,Boyertown Area SD,SD,0763,Earl El Sch,318,68,21.4%
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,782,116,14.8%
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,783,78,10.0%
114060753,Boyertown Area SD,SD,0761,Pine Forge El Sch,298,104,34.9%
114060753,Boyertown Area SD,SD,0766,Washington El Sch,588,129,21.9%
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,664,437,65.8%
109420803,Bradford Area SD,SD,4691,Bradford Area HS,779,275,35.3%
109420803,Bradford Area SD,SD,9999,Bradford Area SD,13,13,100.0%
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,591,291,49.2%
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,677,440,65.0%
109420803,Bradford Area SD,SD,7281,School Street El Sch,544,299,55.0%
114060853,Brandywine Heights Area SD,SD,9999,Brandywine Heights Area SD,1,0,0.0%
114060853,Brandywine Heights Area SD,SD,0768,Brandywine Heights El Sch,425,115,27.1%
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,562,111,19.8%
114060853,Brandywine Heights Area SD,SD,6309,Brandywine Heights MS,364,83,22.8%
114060853,Brandywine Heights Area SD,SD,8191,Brandywine Intrmd Sch,210,51,24.3%
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,281,153,54.4%
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,358,174,48.6%
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,324,197,60.8%
103021453,Brentwood Borough SD,SD,0068,Moore Sch,218,100,45.9%
122091303,Bristol Borough SD,SD,1014,Bristol HS,328,214,65.2%
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Birotti El Sch,619,418,67.5%
122091303,Bristol Borough SD,SD,7743,Warren Snyder-John Girotti MS,270,173,64.1%
122091352,Bristol Township SD,SD,5305,Armstrong MS,473,261,55.2%
122091352,Bristol Township SD,SD,1021,Barton El Sch,523,298,57.0%
122091352,Bristol Township SD,SD,1015,Buchanan El Sch,456,246,53.9%
122091352,Bristol Township SD,SD,1017,Devine El Sch,482,267,55.4%
122091352,Bristol Township SD,SD,1020,Emerson El Sch,394,208,52.8%
122091352,Bristol Township SD,SD,1018,Fitch El Sch,335,196,58.5%
122091352,Bristol Township SD,SD,1023,Lafayette El Sch,390,268,68.7%
122091352,Bristol Township SD,SD,1024,Lincoln El Sch,368,213,57.9%
122091352,Bristol Township SD,SD,1022,Maple Shade El Sch,383,224,58.5%
122091352,Bristol Township SD,SD,1027,Roosevelt MS,545,330,60.6%
122091352,Bristol Township SD,SD,1029,Truman SHS,"1,506",879,58.4%
122091352,Bristol Township SD,SD,1025,Washington El Sch,360,166,46.1%
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,585,295,50.4%
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,431,176,40.8%
106330703,Brockway Area SD,SD,9999,Brockway Area SD,2,1,50.0%
106330803,Brookville Area SD,SD,6162,Brookville JSHS,717,313,43.7%
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,502,251,50.0%
106330803,Brookville Area SD,SD,6163,Northside El Sch,131,69,52.7%
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,227,114,50.2%
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,519,303,58.4%
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,378,251,66.4%
101260803,Brownsville Area SD,SD,9999,Brownsville Area SD,10,9,90.0%
101260803,Brownsville Area SD,SD,8221,Central El Sch,375,256,68.3%
101260803,Brownsville Area SD,SD,5145,Cox-Donahey El Sch,375,266,70.9%
122000000,Bucks County IU 22,IU,0000,Bucks County IU 22,878,116,13.2%
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,200,0,0.0%
122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,"1,533",533,34.8%
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,516,199,38.6%
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,713,229,32.1%
107650703,Burrell SD,SD,4333,Bon Air El Sch,517,167,32.3%
107650703,Burrell SD,SD,4340,Burrell HS,591,138,23.4%
107650703,Burrell SD,SD,4339,Charles A Huston MS,424,112,26.4%
107650703,Burrell SD,SD,4336,Stewart El Sch,270,81,30.0%
104101252,Butler Area SD,SD,1135,Broad St Sch,249,195,78.3%
104101252,Butler Area SD,SD,6690,Butler Area IHS,"1,196",371,31.0%
104101252,Butler Area SD,SD,6119,Butler Area JHS,"1,188",404,34.0%
104101252,Butler Area SD,SD,1147,Butler Area SHS,"1,165",284,24.4%
104101252,Butler Area SD,SD,1137,Center Avenue Sch,175,124,70.9%
104101252,Butler Area SD,SD,1148,Center Twp Sch,623,129,20.7%
104101252,Butler Area SD,SD,1149,Clearfield El Sch,223,94,42.2%
