Percent Of Enrollments from Low-Income Families,,,,,,,,,
,,,,,,,,,
School Level,,,,,,,,,
Year: 2023-2024,,,,,,,,,
SUBMITTING AUN,LEA NAME,LEA TYPE,SCHOOL NUMBER,SCHOOL NAME,TOTAL ENROLLMENT,LOW INCOME ENROLLMENT,PERCENT OF ENROLLMENT FROM LOW INCOME FAMILIES,,
128030852,Armstrong SD,SD,8342,Armstrong JSHS,1508,826,54.77%,,
128030852,Armstrong SD,SD,0569,Dayton El Sch,194,116,59.79%,,
128030852,Armstrong SD,SD,6574,Elderton El Sch,207,90,43.47%,,
128030852,Armstrong SD,SD,5002,Lenape El Sch,696,418,60.05%,,
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,336,194,57.73%,,
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,436,253,58.02%,,
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,537,307,57.16%,,
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,558,290,51.97%,,
121395927,Arts Academy CS,CS,8214,Arts Academy CS,276,224,81.15%,,
121399898,Arts Academy Elementary CS,CS,8336,Arts Academy Elementary CS,445,364,81.79%,,
181519176,ASPIRA Bilingual Cyber CS,Cyber CS,8148,ASPIRA Bilingual Cyber CS,958,792,82.67%,,
117080503,Athens Area SD,SD,0958,Athens Area HS,647,272,42.04%,,
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,554,249,44.94%,,
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,464,212,45.68%,,
117080503,Athens Area SD,SD,8219,SRU El Sch,378,181,47.88%,,
109530304,Austin Area SD,SD,6221,Austin Area El Sch,77,42,54.54%,,
109530304,Austin Area SD,SD,6222,Austin Area JSHS,85,38,44.70%,,
101630504,Avella Area SD,SD,4165,Avella Area JSHS,229,119,51.96%,,
101630504,Avella Area SD,SD,7098,Avella El Center,242,152,62.80%,,
124150003,Avon Grove CS,CS,7721,Avon Grove CS,1890,775,41.00%,,
124150503,Avon Grove SD,SD,1367,Avon Grove HS,1770,591,33.38%,,
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,1484,497,33.49%,,
124150503,Avon Grove SD,SD,5216,Avon Grove MS,1143,353,30.88%,,
124150503,Avon Grove SD,SD,7323,Penn London El Sch,574,201,35.01%,,
103020753,Avonworth SD,SD,0034,Avonworth El Sch,622,71,11.41%,,
103020753,Avonworth SD,SD,5199,Avonworth HS,583,123,21.09%,,
103020753,Avonworth SD,SD,7669,Avonworth MS,298,49,16.44%,,
103020753,Avonworth SD,SD,8320,Avonworth Primary Center,471,71,15.07%,,
127046517,Baden Academy CS,CS,8211,Baden Academy CS,603,391,64.84%,,
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,852,363,42.60%,,
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,101,41,40.59%,,
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,103,46,44.66%,,
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,99,39,39.39%,,
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,361,194,53.73%,,
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,2019,1000,49.52%,,
103021102,Baldwin-Whitehall SD,SD,6787,J.E. Harrison Education Ctr,1409,760,53.93%,,
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,314,169,53.82%,,
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,721,410,56.86%,,
120480803,Bangor Area SD,SD,3434,Bangor Area HS,906,447,49.33%,,
120480803,Bangor Area SD,SD,5257,Bangor Area MS,426,208,48.82%,,
120480803,Bangor Area SD,SD,8450,DeFranco El Sch,438,231,52.73%,,
120480803,Bangor Area SD,SD,8449,Five Points El Sch,588,314,53.40%,,
120480803,Bangor Area SD,SD,3430,Washington El Sch,402,215,53.48%,,
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,581,320,55.07%,,
127041203,Beaver Area SD,SD,7386,Beaver Area MS,309,81,26.21%,,
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,626,176,28.11%,,
127041203,Beaver Area SD,SD,8065,College Square El Sch,433,114,26.32%,,
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,619,125,20.19%,,
127041307,Beaver County CTC,OCCCTC,6985,Beaver County CTC,753,381,50.59%,,
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,231,139,60.17%,,
108051003,Bedford Area SD,SD,7545,Bedford El Sch,752,395,52.52%,,
108051003,Bedford Area SD,SD,7021,Bedford MS,404,182,45.04%,,
108051003,Bedford Area SD,SD,0726,Bedford SHS,530,245,46.22%,,
108051307,Bedford County Technical Center,OCCCTC,7096,Bedford County Technical Center,363,199,54.82%,,
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,749,316,42.18%,,
107650603,Belle Vernon Area SD,SD,8269,Belle Vernon Area MS,347,164,47.26%,,
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,662,417,62.99%,,
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,654,281,42.96%,,
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,844,257,30.45%,,
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,617,213,34.52%,,
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,311,165,53.05%,,
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,241,59,24.48%,,
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,373,95,25.46%,,
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,199,64,32.16%,,
108071003,Bellwood-Antis SD,SD,7144,Bellwood Antis MS,359,158,44.01%,,
108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,374,150,40.10%,,
108071003,Bellwood-Antis SD,SD,0914,Lewis M Myers El Sch,400,188,47.00%,,
126510010,Belmont CS,CS,7750,Belmont CS,952,860,90.33%,,
122091002,Bensalem Township SD,SD,5211,Belmont Hills El Sch,547,325,59.41%,,
122091002,Bensalem Township SD,SD,4675,Benjamin Rush El Sch,410,301,73.41%,,
122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,2116,1145,54.11%,,
122091002,Bensalem Township SD,SD,6451,Cecelia Snyder MS,458,258,56.33%,,
122091002,Bensalem Township SD,SD,1006,Cornwells El Sch,552,355,64.31%,,
122091002,Bensalem Township SD,SD,7030,Robert K Shafer MS,562,347,61.74%,,
122091002,Bensalem Township SD,SD,6896,Russell C Struble El Sch,510,223,43.72%,,
122091002,Bensalem Township SD,SD,1008,Samuel K Faust El Sch,542,418,77.12%,,
122091002,Bensalem Township SD,SD,6788,Valley El Sch,599,316,52.75%,,
116191004,Benton Area SD,SD,1594,Appleman El Sch,307,153,49.83%,,
116191004,Benton Area SD,SD,8434,Benton Area HS,202,84,41.58%,,
116191004,Benton Area SD,SD,8433,Benton Area MS,113,60,53.09%,,
101630903,Bentworth SD,SD,7987,Bentworth El Ctr,394,229,58.12%,,
101630903,Bentworth SD,SD,7988,Bentworth MS,315,188,59.68%,,
101630903,Bentworth SD,SD,4188,Bentworth SHS,354,178,50.28%,,
114000000,Berks County IU 14,IU,0000,Berks County IU 14,145,61,42.06%,,
114060557,Berks CTC,OCCCTC,6304,Berks CTC-East Campus,982,368,37.47%,,
114060557,Berks CTC,OCCCTC,7068,Berks CTC-West Campus,861,328,38.09%,,
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,302,131,43.37%,,
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,232,86,37.06%,,
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,236,99,41.94%,,
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,599,269,44.90%,,
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,604,203,33.60%,,
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,579,237,40.93%,,
116191103,Berwick Area SD,SD,1605,Berwick Area HS,721,412,57.14%,,
116191103,Berwick Area SD,SD,6808,Berwick Area MS,879,537,61.09%,,
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,151,59,39.07%,,
116191103,Berwick Area SD,SD,1597,Salem El Sch,384,171,44.53%,,
116191103,Berwick Area SD,SD,8378,West Berwick El Sch,490,282,57.55%,,
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,353,75,21.24%,,
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,338,66,19.52%,,
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,367,75,20.43%,,
103021252,Bethel Park SD,SD,0062,Bethel Park HS,1292,267,20.66%,,
103021252,Bethel Park SD,SD,4902,George Washington El Sch,280,29,10.35%,,
103021252,Bethel Park SD,SD,0061,Independence MS,558,115,20.60%,,
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,603,131,21.72%,,
103021252,Bethel Park SD,SD,0060,William Penn El Sch,206,33,16.01%,,
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,328,106,32.31%,,
120481002,Bethlehem Area SD,SD,3464,Broughal MS,496,444,89.51%,,
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,206,122,59.22%,,
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,387,275,71.05%,,
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,461,432,93.70%,,
120481002,Bethlehem Area SD,SD,4956,East Hills MS,1017,509,50.04%,,
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,351,122,34.75%,,
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,507,439,86.58%,,
120481002,Bethlehem Area SD,SD,4957,Freedom HS,1813,954,52.61%,,
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,360,299,83.05%,,
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,458,271,59.17%,,
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,224,50,22.32%,,
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,262,170,64.88%,,
120481002,Bethlehem Area SD,SD,3465,Liberty HS,2587,1635,63.20%,,
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,313,236,75.39%,,
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,287,271,94.42%,,
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,331,141,42.59%,,
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,735,357,48.57%,,
120481002,Bethlehem Area SD,SD,3462,Northeast MS,707,519,73.40%,,
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,510,254,49.80%,,
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,246,205,83.33%,,
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,239,191,79.91%,,
120481107,Bethlehem AVTS,OCCCTC,5286,Bethlehem AVTS,1323,684,51.70%,,
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,488,319,65.36%,,
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center JSHS,455,263,57.80%,,
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,480,359,74.79%,,
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,345,260,75.36%,,
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,314,222,70.70%,,
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,456,378,82.89%,,
115210503,Big Spring SD,SD,1677,Big Spring HS,752,298,39.62%,,
115210503,Big Spring SD,SD,6326,Big Spring MS,543,231,42.54%,,
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,315,130,41.26%,,
115210503,Big Spring SD,SD,1676,Newville El Sch,354,201,56.77%,,
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,379,180,47.49%,,
127041603,Blackhawk SD,SD,6707,Blackhawk HS,766,256,33.42%,,
127041603,Blackhawk SD,SD,8476,Blackhawk Intermediate Sch,729,286,39.23%,,
127041603,Blackhawk SD,SD,6558,Highland MS,699,252,36.05%,,
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,144,50,34.72%,,
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,329,217,65.95%,,
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,272,121,44.48%,,
117000000,BLaST IU 17,IU,0000,BLaST IU 17,262,187,71.37%,,
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,91,36,39.56%,,
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,389,163,41.90%,,
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,368,188,51.08%,,
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,414,268,64.73%,,
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,254,82,32.28%,,
129540803,Blue Mountain SD,SD,4659,Blue Mountain El East Sch,623,207,33.22%,,
129540803,Blue Mountain SD,SD,8505,Blue Mountain El West Sch,467,173,37.04%,,
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,815,286,35.09%,,
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,571,216,37.82%,,
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,497,169,34.00%,,
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,314,140,44.58%,,
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,228,127,55.70%,,
114060753,Boyertown Area SD,SD,6804,Boyertown Area MS-East,840,251,29.88%,,
114060753,Boyertown Area SD,SD,6305,Boyertown Area MS-West,699,293,41.91%,,
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,2162,714,33.02%,,
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,629,235,37.36%,,
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,253,131,51.77%,,
114060753,Boyertown Area SD,SD,0763,Earl El Sch,265,89,33.58%,,
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,536,163,30.41%,,
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,590,111,18.81%,,
114060753,Boyertown Area SD,SD,0766,Washington El Sch,511,197,38.55%,,
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,773,616,79.68%,,
109420803,Bradford Area SD,SD,4691,Bradford Area HS,737,457,62.00%,,
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,543,388,71.45%,,
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,519,360,69.36%,,
109420803,Bradford Area SD,SD,7281,School Street El Sch,502,363,72.31%,,
114060853,Brandywine Heights Area SD,SD,0768,Brandywine Heights El Sch,361,120,33.24%,,
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,419,129,30.78%,,
114060853,Brandywine Heights Area SD,SD,8383,Brandywine Heights Intrmd/MS,480,161,33.54%,,
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,245,152,62.04%,,
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,345,200,57.97%,,
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,317,233,73.50%,,
103021453,Brentwood Borough SD,SD,0068,Moore Sch,216,140,64.81%,,
122091303,Bristol Borough SD,SD,1014,Bristol HS,326,243,74.53%,,
122091303,Bristol Borough SD,SD,7743,Bristol MS,181,134,74.03%,,
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Girotti El Sch,610,466,76.39%,,
122091352,Bristol Township SD,SD,1027,Benjamin Franklin MS,754,504,66.84%,,
122091352,Bristol Township SD,SD,8368,Brookwood El Sch,938,609,64.92%,,
122091352,Bristol Township SD,SD,8369,Keystone El Sch,977,695,71.13%,,
122091352,Bristol Township SD,SD,8367,Mill Creek El Sch,1016,658,64.76%,,
122091352,Bristol Township SD,SD,8407,Neil A Armstrong MS,663,406,61.23%,,
122091352,Bristol Township SD,SD,1029,Truman SHS,1698,1070,63.01%,,
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,451,225,49.88%,,
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,408,178,43.62%,,
106330803,Brookville Area SD,SD,6162,Brookville JSHS,577,253,43.84%,,
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,429,218,50.81%,,
106330803,Brookville Area SD,SD,6163,Northside El Sch,89,45,50.56%,,
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,218,108,49.54%,,
101260803,Brownsville Area SD,SD,8384,Brownsville Area El Sch,649,469,72.26%,,
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,425,268,63.05%,,
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,349,249,71.34%,,
122000000,Bucks County IU 22,IU,0000,Bucks County IU 22,628,0,0.00%,,
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,184,0,0.00%,,
122091457,Bucks County Technical High School,COMCTC,1030,Bucks County Technical High School,1427,692,48.49%,,
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,445,223,50.11%,,
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,518,204,39.38%,,
107650703,Burrell SD,SD,4333,Bon Air El Sch,487,227,46.61%,,
107650703,Burrell SD,SD,4340,Burrell HS,570,217,38.07%,,
107650703,Burrell SD,SD,4339,Charles A Huston MS,403,170,42.18%,,
107650703,Burrell SD,SD,4336,Stewart El Sch,262,114,43.51%,,
104101252,Butler Area SD,SD,8494,Broad Street El Sch,226,204,90.26%,,
104101252,Butler Area SD,SD,6690,Butler Area IHS,1268,584,46.05%,,
104101252,Butler Area SD,SD,8344,Butler Area SHS,1968,812,41.26%,,
104101252,Butler Area SD,SD,1148,Center Twp Sch,608,247,40.62%,,
104101252,Butler Area SD,SD,1150,Connoquenessing El Sch,296,85,28.71%,,
104101252,Butler Area SD,SD,1134,Emily Brittain El Sch,249,173,69.47%,,
104101252,Butler Area SD,SD,1138,Mcquistion El Sch,522,306,58.62%,,
104101252,Butler Area SD,SD,1142,Northwest El Sch,425,193,45.41%,,
104101252,Butler Area SD,SD,1184,Summit El Sch,246,128,52.03%,,
104101307,Butler County AVTS,OCCCTC,6999,Butler County AVTS,1059,427,40.32%,,
101636920,California Academy of Learning CS,CS,8497,California Academy of Learning CS,95,68,71.57%,,
101631503,California Area SD,SD,7221,California Area El Sch,483,285,59.00%,,
101631503,California Area SD,SD,6939,California Area MS,147,76,51.70%,,
101631503,California Area SD,SD,4203,California Area SHS,292,155,53.08%,,
108111203,Cambria Heights SD,SD,7347,Cambria Heights El Sch,529,281,53.11%,,
108111203,Cambria Heights SD,SD,1199,Cambria Heights MS,285,152,53.33%,,
108111203,Cambria Heights SD,SD,5212,Cambria Heights SHS,435,217,49.88%,,
109122703,Cameron County SD,SD,1299,Cameron County JSHS,243,143,58.84%,,
109122703,Cameron County SD,SD,1298,Woodland El Sch,308,171,55.51%,,
115211003,Camp Hill SD,SD,7509,Camp Hill MS,296,70,23.64%,,
115211003,Camp Hill SD,SD,1682,Camp Hill SHS,418,73,17.46%,,
115211003,Camp Hill SD,SD,1678,Eisenhower El Sch,261,50,19.15%,,
115211003,Camp Hill SD,SD,1680,Hoover El Sch,250,40,16.00%,,
101631703,Canon-McMillan SD,SD,4211,Borland Manor El Sch,264,60,22.72%,,
101631703,Canon-McMillan SD,SD,7217,Canon-McMillan MS,800,216,27.00%,,
101631703,Canon-McMillan SD,SD,4217,Canon-McMillan SHS,1683,504,29.94%,,
101631703,Canon-McMillan SD,SD,7216,Cecil Intrmd Sch,423,121,28.60%,,
101631703,Canon-McMillan SD,SD,4938,Hills-Hendersonville El Sch,253,66,26.08%,,
101631703,Canon-McMillan SD,SD,8397,Muse El Sch,760,240,31.57%,,
101631703,Canon-McMillan SD,SD,7764,North Strabane Intrmd Sch,415,134,32.28%,,
101631703,Canon-McMillan SD,SD,4937,South Central El,438,216,49.31%,,
101631703,Canon-McMillan SD,SD,4214,Wylandville El Sch,320,62,19.37%,,
117081003,Canton Area SD,SD,5303,Canton Area El Sch,433,284,65.58%,,
117081003,Canton Area SD,SD,0988,Canton JSHS,373,196,52.54%,,
