Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2016 - 2017,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
103020603,Allegheny Valley SD,SD,5296,Acmetonia Primary Sch,284,148,52.1%
103020603,Allegheny Valley SD,SD,0024,Colfax Upper El Sch,209,113,54.1%
103020603,Allegheny Valley SD,SD,0029,Springdale JSHS,450,214,47.6%
106160303,Allegheny-Clarion Valley SD,SD,7467,Allegheny-Clarion Valley Elem,367,190,51.8%
106160303,Allegheny-Clarion Valley SD,SD,4664,Allegheny-Clarion Valley HS,330,143,43.3%
121390302,Allentown City SD,SD,8341,Building 21 Allentown,278,245,88.1%
121390302,Allentown City SD,SD,2790,Central El Sch,784,647,82.5%
121390302,Allentown City SD,SD,7102,Cleveland El Sch,284,258,90.8%
121390302,Allentown City SD,SD,2792,Francis D Raub MS,890,788,88.5%
121390302,Allentown City SD,SD,2791,Harrison-Morton MS,788,716,90.9%
121390302,Allentown City SD,SD,2768,Hiram W Dodd El Sch,633,518,81.8%
121390302,Allentown City SD,SD,2774,Jefferson El Sch,554,478,86.3%
121390302,Allentown City SD,SD,2775,Lehigh Parkway El Sch,321,258,80.4%
121390302,Allentown City SD,SD,7131,Lincoln Early Chld Ctr,173,135,78.0%
121390302,Allentown City SD,SD,2795,Louis E Dieruff HS,"1,894","1,373",72.5%
121390302,Allentown City SD,SD,8140,Luis A. Ramos El Sch,793,773,97.5%
121390302,Allentown City SD,SD,2777,McKinley El Sch,273,266,97.4%
121390302,Allentown City SD,SD,2779,Mosser El Sch,575,508,88.3%
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,457,388,84.9%
121390302,Allentown City SD,SD,2781,Ritter El Sch,588,499,84.9%
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,721,647,89.7%
121390302,Allentown City SD,SD,6448,Sheridan El Sch,682,665,97.5%
121390302,Allentown City SD,SD,2793,South Mountain MS,"1,006",833,82.8%
121390302,Allentown City SD,SD,4929,Trexler MS,735,664,90.3%
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,700,616,88.0%
121390302,Allentown City SD,SD,2786,Washington El Sch,438,424,96.8%
121390302,Allentown City SD,SD,2794,William Allen HS,"2,918","2,368",81.2%
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,446,343,76.9%
108070502,Altoona Area SD,SD,0913,Altoona Area HS,"1,774","1,013",57.1%
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,"1,805","1,109",61.4%
108070502,Altoona Area SD,SD,0891,Baker El Sch,330,164,49.7%
108070502,Altoona Area SD,SD,0908,Irving El Sch,358,131,36.6%
108070502,Altoona Area SD,SD,0895,Juniata El Sch,608,489,80.4%
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,689,419,60.8%
108070502,Altoona Area SD,SD,7425,Kimmel Alternative School,23,23,100.0%
108070502,Altoona Area SD,SD,0933,Logan El Sch,564,363,64.4%
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,575,419,72.9%
108070502,Altoona Area SD,SD,8280,Penn-Lincoln El Sch,469,429,91.5%
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,569,418,73.5%
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,779,251,32.2%
127040703,Ambridge Area SD,SD,0633,Ambridge Area JHS,392,157,40.1%
127040703,Ambridge Area SD,SD,0629,Economy El Sch,498,112,22.5%
127040703,Ambridge Area SD,SD,0661,Highland El Sch,433,328,75.8%
127040703,Ambridge Area SD,SD,0632,State Street El Sch,316,120,38.0%
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,485,143,29.5%
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,450,152,33.8%
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,223,72,32.3%
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,274,97,35.4%
114060503,Antietam SD,SD,0820,Antietam MS/HS,436,194,44.5%
114060503,Antietam SD,SD,5205,Mt Penn El Sch,449,233,51.9%
114060503,Antietam SD,SD,7838,Mt Penn Primary Ctr,169,86,50.9%
104510394,Antonia Pantoja Community Charter School,CS,8031,Antonia Pantoja Community Charter School,713,517,72.5%
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,539,328,60.9%
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,356,168,47.2%
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,294,172,58.5%
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,194,82,42.3%
128030852,Armstrong SD,SD,8342,Armstrong JSHS,"1,641",791,48.2%
128030852,Armstrong SD,SD,0569,Dayton El Sch,233,123,52.8%
128030852,Armstrong SD,SD,6574,Elderton El Sch,221,68,30.8%
128030852,Armstrong SD,SD,5002,Lenape El Sch,845,471,55.7%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,357,186,52.1%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,540,281,52.0%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,662,352,53.2%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,616,276,44.8%
121395927,Arts Academy CS,CS,8214,Arts Academy CS,383,138,36.0%
121399898,Arts Academy Elementary Charter School,CS,8336,Arts Academy Elementary Charter School,409,409,100.0%
117080503,Athens Area SD,SD,0958,Athens Area HS,628,254,40.4%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,554,278,50.2%
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,483,221,45.8%
117080503,Athens Area SD,SD,8219,SRU El Sch,352,200,56.8%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,106,70,66.0%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,93,59,63.4%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,261,96,36.8%
101630504,Avella Area SD,SD,7098,Avella El Center,293,129,44.0%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,685",382,22.7%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,795",399,22.2%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,497",422,28.2%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,811,218,26.9%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,844,183,21.7%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,408,72,17.6%
103020753,Avonworth SD,SD,5199,Avonworth HS,472,114,24.2%
103020753,Avonworth SD,SD,7669,Avonworth MS,379,86,22.7%
103020753,Avonworth SD,SD,8320,Avonworth Primary Center,417,68,16.3%
117000000,BLaST IU 17,IU,0000,BLaST IU 17,305,46,15.1%
127046517,Baden Academy CS,CS,8211,Baden Academy CS,539,210,39.0%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,942,347,36.8%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,91,37,40.7%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,134,43,32.1%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,125,41,32.8%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,351,153,43.6%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"1,406",544,38.7%
103021102,Baldwin-Whitehall SD,SD,6787,Harrison MS,974,397,40.8%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,378,139,36.8%
103021102,Baldwin-Whitehall SD,SD,5194,Paynter El Sch,770,414,53.8%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,709,297,41.9%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,"1,042",375,36.0%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,537,208,38.7%
120480803,Bangor Area SD,SD,7301,DeFranco El Sch,442,187,42.3%
120480803,Bangor Area SD,SD,5099,Five Points El Sch,518,144,27.8%
120480803,Bangor Area SD,SD,3430,Washington El Sch,556,229,41.2%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,466,201,43.1%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,334,79,23.7%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,692,136,19.7%
127041203,Beaver Area SD,SD,8065,College Square El Sch,424,86,20.3%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,608,138,22.7%
127041307,Beaver County CTC,CTC,6985,Beaver County CTC,586,291,49.7%
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,152,77,50.7%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,762,354,46.5%
108051003,Bedford Area SD,SD,7021,Bedford MS,409,185,45.2%
108051003,Bedford Area SD,SD,0726,Bedford SHS,624,240,38.5%
108051307,Bedford County Technical Center,CTC,7096,Bedford County Technical Center,389,203,52.2%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,770,271,35.2%
107650603,Belle Vernon Area SD,SD,8269,Belle Vernon Area MS,426,150,35.2%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,634,321,50.6%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,598,178,29.8%
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,838,290,34.6%
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,661,239,36.2%
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,371,212,57.1%
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,248,68,27.4%
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,339,74,21.8%
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,207,80,38.6%
108071003,Bellwood-Antis SD,SD,7144,Bellwood Antis MS,390,174,44.6%
108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,390,151,38.7%
108071003,Bellwood-Antis SD,SD,0914,Lewis M Myers El Sch,498,222,44.6%
126510010,Belmont Charter School,CS,7750,Belmont Charter School,677,615,90.8%
122091002,Bensalem Township SD,SD,5211,Belmont Hills El Sch,611,276,45.2%
122091002,Bensalem Township SD,SD,4675,Benjamin Rush El Sch,453,340,75.1%
122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,"1,792",885,49.4%
122091002,Bensalem Township SD,SD,6451,Cecelia Snyder MS,419,190,45.3%
122091002,Bensalem Township SD,SD,1006,Cornwells El Sch,536,276,51.5%
122091002,Bensalem Township SD,SD,7030,Robert K Shafer MS,547,304,55.6%
122091002,Bensalem Township SD,SD,6896,Russell C Struble El Sch,474,176,37.1%
122091002,Bensalem Township SD,SD,1008,Samuel K Faust El Sch,633,508,80.3%
122091002,Bensalem Township SD,SD,6788,Valley El Sch,729,268,36.8%
116191004,Benton Area SD,SD,1594,Appleman El Sch,366,154,42.1%
116191004,Benton Area SD,SD,1595,Benton Area MSHS,293,116,39.6%
101630903,Bentworth SD,SD,7987,Bentworth El Ctr,418,205,49.0%
101630903,Bentworth SD,SD,7988,Bentworth MS,350,151,43.1%
101630903,Bentworth SD,SD,4188,Bentworth SHS,348,126,36.2%
114060557,Berks CTC,CTC,6304,Berks CTC-East Campus,915,328,35.8%
114060557,Berks CTC,CTC,7068,Berks CTC-West Campus,811,319,39.3%
114000000,Berks County IU 14,IU,0000,Berks County IU 14,159,76,47.8%
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,256,106,41.4%
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,215,97,45.1%
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,233,102,43.8%
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,717,292,40.7%
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,636,245,38.5%
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,638,251,39.3%
116191103,Berwick Area SD,SD,1605,Berwick Area HS,738,355,48.1%
116191103,Berwick Area SD,SD,6808,Berwick Area MS,975,570,58.5%
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,204,81,39.7%
116191103,Berwick Area SD,SD,1597,Salem El Sch,397,252,63.5%
116191103,Berwick Area SD,SD,8378,West Berwick El Sch,561,416,74.2%
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,287,62,21.6%
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,322,62,19.3%
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,314,50,15.9%
103021252,Bethel Park SD,SD,0062,Bethel Park HS,"1,510",180,11.9%
103021252,Bethel Park SD,SD,4902,George Washington El Sch,272,23,8.5%
103021252,Bethel Park SD,SD,0061,Independence MS,662,102,15.4%
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,684,103,15.1%
103021252,Bethel Park SD,SD,0060,William Penn El Sch,188,30,16.0%
120481107,Bethlehem AVTS,CTC,5286,Bethlehem AVTS,"1,389",685,49.3%
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,348,91,26.1%
120481002,Bethlehem Area SD,SD,3464,Broughal MS,580,534,92.1%
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,238,152,63.9%
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,358,234,65.4%
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,524,490,93.5%
120481002,Bethlehem Area SD,SD,4956,East Hills MS,"1,059",431,40.7%
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,415,102,24.6%
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,567,503,88.7%
120481002,Bethlehem Area SD,SD,4957,Freedom HS,"1,913",901,47.1%
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,331,286,86.4%
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,423,248,58.6%
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,237,37,15.6%
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,269,144,53.5%
120481002,Bethlehem Area SD,SD,3465,Liberty HS,"2,787","1,653",59.3%
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,328,259,79.0%
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,336,308,91.7%
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,425,115,27.1%
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,789,345,43.7%
120481002,Bethlehem Area SD,SD,3462,Northeast MS,787,591,75.1%
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,535,219,40.9%
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,228,175,76.8%
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,240,184,76.7%
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,510,270,52.9%
101631003,Bethlehem-Center SD,SD,5267,Bethlehem-Center MS,273,124,45.4%
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center SHS,413,157,38.0%
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,477,351,73.6%
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,374,282,75.4%
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,316,223,70.6%
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,577,480,83.2%
115210503,Big Spring SD,SD,1677,Big Spring HS,869,209,24.1%
115210503,Big Spring SD,SD,6326,Big Spring MS,579,180,31.1%
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,377,129,34.2%
115210503,Big Spring SD,SD,1676,Newville El Sch,335,146,43.6%
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,411,138,33.6%
126519476,Birney Preparatory Academy,CS,8206,Birney Preparatory Academy,734,425,57.9%
127041603,Blackhawk SD,SD,6707,Blackhawk HS,769,192,25.0%
127041603,Blackhawk SD,SD,7127,Blackhawk Intermediate Sch,399,112,28.1%
127041603,Blackhawk SD,SD,6558,Highland MS,725,195,26.9%
127041603,Blackhawk SD,SD,6559,Northwestern Primary Sch,280,102,36.4%
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,225,61,27.1%
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,391,230,58.8%
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,281,155,55.2%
128321103,Blairsville-Saltsburg SD,SD,7418,Blairsville El Sch,460,257,55.9%
128321103,Blairsville-Saltsburg SD,SD,2317,Blairsville MS,204,102,50.0%
128321103,Blairsville-Saltsburg SD,SD,4706,Blairsville SHS,297,132,44.4%
128321103,Blairsville-Saltsburg SD,SD,2352,Saltsburg El Sch,262,131,50.0%
128321103,Blairsville-Saltsburg SD,SD,2353,Saltsburg MS/HS,298,130,43.6%
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,102,43,42.2%
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,411,131,31.9%
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,418,178,42.6%
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,424,245,57.8%
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,202,79,39.1%
129540803,Blue Mountain SD,SD,7419,Blue Mountain El Cressona Sch,181,58,32.0%
129540803,Blue Mountain SD,SD,4659,Blue Mountain El East Sch,648,193,29.8%
129540803,Blue Mountain SD,SD,3887,Blue Mountain El West Sch,299,95,31.8%
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,854,259,30.3%
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,671,180,26.8%
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,508,275,54.1%
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,286,127,44.4%
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,224,113,50.4%
114060753,Boyertown Area SD,SD,6804,Boyertown Area JHS-East,867,170,19.6%
114060753,Boyertown Area SD,SD,6305,Boyertown Area JHS-West,785,245,31.2%
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,"1,646",354,21.5%
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,585,200,34.2%
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,324,142,43.8%
114060753,Boyertown Area SD,SD,0763,Earl El Sch,297,91,30.6%
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,815,137,16.8%
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,788,92,11.7%
114060753,Boyertown Area SD,SD,0761,Pine Forge El Sch,294,109,37.1%
114060753,Boyertown Area SD,SD,0766,Washington El Sch,522,144,27.6%
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,815,532,65.3%
109420803,Bradford Area SD,SD,4691,Bradford Area HS,777,390,50.2%
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,555,331,59.6%
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,658,482,73.3%
109420803,Bradford Area SD,SD,7281,School Street El Sch,585,390,66.7%
114060853,Brandywine Heights Area SD,SD,0768,Brandywine Heights El Sch,391,148,37.9%
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,492,142,28.9%
114060853,Brandywine Heights Area SD,SD,8383,Brandywine Heights Intrmd/MS,553,177,32.0%
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,293,127,43.3%
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,371,136,36.7%
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,310,160,51.6%
103021453,Brentwood Borough SD,SD,0068,Moore Sch,241,88,36.5%
122091303,Bristol Borough SD,SD,1014,Bristol HS,405,306,75.6%
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Birotti El Sch,635,479,75.4%
122091303,Bristol Borough SD,SD,7743,Warren Snyder-John Girotti MS,225,155,68.9%
122091352,Bristol Township SD,SD,5305,Armstrong MS,503,297,59.0%
122091352,Bristol Township SD,SD,8368,Brookwood El Sch,"1,227",731,59.6%
122091352,Bristol Township SD,SD,8369,Keystone El Sch,"1,238",846,68.3%
122091352,Bristol Township SD,SD,8367,Mill Creek El Sch,"1,330",843,63.4%
122091352,Bristol Township SD,SD,1027,Roosevelt MS,487,326,66.9%
122091352,Bristol Township SD,SD,1029,Truman SHS,"1,579",955,60.5%
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,526,236,44.9%
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,436,195,44.7%
106330803,Brookville Area SD,SD,6162,Brookville JSHS,670,298,44.5%
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,487,258,53.0%
106330803,Brookville Area SD,SD,6163,Northside El Sch,116,55,47.4%
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,209,115,55.0%
101260803,Brownsville Area SD,SD,8384,Brownsville Area El Sch,703,423,60.2%
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,464,275,59.3%
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,391,276,70.6%
122000000,Bucks County IU 22,IU,0000,Bucks County IU 22,711,152,21.4%
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,192,0,0.0%
122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,"1,445",594,41.1%
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,503,224,44.5%
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,639,277,43.3%
107650703,Burrell SD,SD,4333,Bon Air El Sch,516,171,33.1%
107650703,Burrell SD,SD,4340,Burrell HS,570,168,29.5%
107650703,Burrell SD,SD,4339,Charles A Huston MS,424,136,32.1%
107650703,Burrell SD,SD,4336,Stewart El Sch,280,120,42.9%
104101252,Butler Area SD,SD,6690,Butler Area IHS,"1,506",597,39.6%
104101252,Butler Area SD,SD,8344,Butler Area SHS,"1,669",543,32.5%
104101252,Butler Area SD,SD,8343,Butler MS,966,448,46.4%
104101252,Butler Area SD,SD,1148,Center Twp Sch,744,304,40.9%
104101252,Butler Area SD,SD,1150,Connoquenessing El Sch,242,39,16.1%
104101252,Butler Area SD,SD,1134,Emily Brittain El Sch,296,186,62.8%
104101252,Butler Area SD,SD,1138,Mcquistion El Sch,451,233,51.7%
104101252,Butler Area SD,SD,1142,Northwest El Sch,351,137,39.0%
104101252,Butler Area SD,SD,1184,Summit El Sch,261,106,40.6%
104101307,Butler County AVTS,CTC,6999,Butler County AVTS,915,397,43.4%
119354207,CTC of Lackawanna County,CTC,7290,CTC of Lackawanna County,656,326,49.7%
101631503,California Area SD,SD,7221,California Area El Sch,321,142,44.2%
101631503,California Area SD,SD,8051,California Area Intermediate MS,137,66,48.2%
101631503,California Area SD,SD,6939,California Area MS,134,65,48.5%
101631503,California Area SD,SD,4203,California Area SHS,303,131,43.2%
108111203,Cambria Heights SD,SD,7347,Cambria Heights El Sch,608,275,45.2%
108111203,Cambria Heights SD,SD,1199,Cambria Heights MS,310,134,43.2%
108111203,Cambria Heights SD,SD,5212,Cambria Heights SHS,472,165,35.0%
109122703,Cameron County SD,SD,1299,Cameron County JSHS,290,168,57.9%
109122703,Cameron County SD,SD,1298,Woodland El Sch,280,165,58.9%
115211003,Camp Hill SD,SD,7509,Camp Hill MS,335,55,16.4%
115211003,Camp Hill SD,SD,1682,Camp Hill SHS,392,64,16.3%
115211003,Camp Hill SD,SD,1678,Eisenhower El Sch,327,51,15.6%
115211003,Camp Hill SD,SD,1680,Hoover El Sch,263,25,9.5%
101631703,Canon-McMillan SD,SD,4211,Borland Manor El Sch,312,41,13.1%
101631703,Canon-McMillan SD,SD,4217,Canon-McMillan SHS,"1,571",345,22.0%
101631703,Canon-McMillan SD,SD,7217,Canonsburg MS,859,202,23.5%
101631703,Canon-McMillan SD,SD,4205,Cecil El Sch,232,42,18.1%
101631703,Canon-McMillan SD,SD,7216,Cecil Intrmd Sch,414,119,28.7%
101631703,Canon-McMillan SD,SD,4207,First Street El Sch,289,102,35.3%
101631703,Canon-McMillan SD,SD,4938,Hills-Hendersonville El Sch,228,41,18.0%
101631703,Canon-McMillan SD,SD,4210,Muse El Sch,223,30,13.5%
101631703,Canon-McMillan SD,SD,7764,North Strabane Intrmd Sch,391,85,21.7%
101631703,Canon-McMillan SD,SD,4937,South Central El,441,182,41.3%
101631703,Canon-McMillan SD,SD,4214,Wylandville El Sch,242,34,14.0%
117081003,Canton Area SD,SD,5303,Canton Area El Sch,500,215,43.0%
117081003,Canton Area SD,SD,0988,Canton JSHS,411,152,37.0%
115000000,Capital Area IU 15,IU,0000,Capital Area IU 15,215,94,43.7%
