AUN,LEA Name,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,"mvpi",,,
116496603,Shikellamy SD,Northumberland,"$892,153,553","$408,387,570","3,494.072","$255,333",0.6937,"$116,880",0.6529,0.6773,,,
116498003,Warrior Run SD,Northumberland,"$667,165,282","$260,686,868","1,857.988","$359,079",0.5692,"$140,306",0.5834,0.5748,,,
115503004,Greenwood SD,Perry,"$334,481,249","$120,126,907",915.837,"$365,219",0.5619,"$131,166",0.6105,0.5813,,,
115504003,Newport SD,Perry,"$400,319,308","$146,211,482","1,295.707","$308,958",0.6294,"$112,843",0.6649,0.6435,,,
115506003,Susquenita SD,Perry,"$761,137,707","$300,122,344","2,103.505","$361,842",0.5659,"$142,677",0.5763,0.5700,,,
115508003,West Perry SD,Perry,"$1,089,903,863","$377,393,351","3,066.514","$355,421",0.5736,"$123,069",0.6346,0.5979,,,
126515001,Philadelphia City SD,Philadelphia,"$42,299,103,900","$24,767,254,279","234,774.326","$180,169",0.7839,"$105,493",0.6868,0.7450,,,
120522003,Delaware Valley SD,Pike,"$2,506,495,351","$455,509,083","5,614.905","$446,400",0.4644,"$81,124",0.7591,0.5822,,,
119648303,Wallenpaupack Area SD,Pike,"$4,078,076,275","$381,344,880","3,633.714","$1,122,288",0.1000,"$104,946",0.6884,0.3353,,,
109530304,Austin Area SD,Potter,"$100,577,976","$21,277,247",194.710,"$516,552",0.3803,"$109,276",0.6755,0.4983,,,
109531304,Coudersport Area SD,Potter,"$330,662,252","$108,674,409",951.054,"$347,679",0.5829,"$114,267",0.6607,0.6139,,,
109532804,Galeton Area SD,Potter,"$271,389,758","$42,163,536",399.180,"$679,868",0.1843,"$105,625",0.6864,0.3850,,,
109535504,Northern Potter SD,Potter,"$264,211,868","$55,338,052",654.763,"$403,522",0.5159,"$84,516",0.7491,0.6091,,,
109537504,Oswayo Valley SD,Potter,"$148,137,823","$51,770,574",508.953,"$291,063",0.6508,"$101,719",0.6980,0.6696,,,
129540803,Blue Mountain SD,Schuylkill,"$1,209,914,659","$540,518,963","3,251.711","$372,085",0.5536,"$166,226",0.5064,0.5346,,,
129544503,Mahanoy Area SD,Schuylkill,"$200,036,610","$114,032,278","1,287.816","$155,330",0.8137,"$88,547",0.7371,0.7830,,,
129544703,Minersville Area SD,Schuylkill,"$346,938,505","$146,952,481","1,496.106","$231,894",0.7218,"$98,223",0.7083,0.7163,,,
129545003,North Schuylkill SD,Schuylkill,"$483,088,570","$272,282,832","2,225.309","$217,088",0.7396,"$122,357",0.6367,0.6983,,,
129546003,Pine Grove Area SD,Schuylkill,"$598,025,605","$223,524,305","1,928.793","$310,051",0.6280,"$115,888",0.6559,0.6391,,,
129546103,Pottsville Area SD,Schuylkill,"$671,416,477","$420,727,196","3,225.874","$208,134",0.7503,"$130,422",0.6127,0.6951,,,
129546803,Saint Clair Area SD,Schuylkill,"$256,897,717","$105,296,990",918.892,"$279,573",0.6646,"$114,591",0.6597,0.6625,,,
129547303,Schuylkill Haven Area SD,Schuylkill,"$375,898,041","$177,726,645","1,526.330","$246,275",0.7046,"$116,440",0.6542,0.6843,,,
129547203,Shenandoah Valley SD,Schuylkill,"$150,558,903","$92,960,881","1,309.099","$115,009",0.8621,"$71,011",0.7892,0.8328,,,
129547603,Tamaqua Area SD,Schuylkill,"$823,891,281","$310,083,073","2,466.473","$334,036",0.5993,"$125,719",0.6267,0.6101,,,
129547803,Tri-Valley SD,Schuylkill,"$362,056,586","$139,994,745","1,029.194","$351,786",0.5780,"$136,023",0.5961,0.5852,,,
129548803,Williams Valley SD,Schuylkill,"$240,654,461","$127,902,848","1,242.350","$193,709",0.7676,"$102,952",0.6943,0.7382,,,
116555003,Midd-West SD,Snyder,"$922,948,891","$294,912,154","2,618.788","$352,433",0.5772,"$112,613",0.6656,0.6125,,,
116557103,Selinsgrove Area SD,Snyder,"$1,316,720,980","$448,557,641","3,265.145","$403,265",0.5162,"$137,377",0.5921,0.5465,,,
108561003,Berlin Brothersvalley SD,Somerset,"$304,721,112","$112,852,516",953.812,"$319,477",0.6167,"$118,317",0.6487,0.6294,,,
108561803,Conemaugh Township Area SD,Somerset,"$301,440,666","$150,181,881","1,173.443","$256,885",0.6918,"$127,983",0.6200,0.6630,,,
108565203,Meyersdale Area SD,Somerset,"$276,522,919","$114,155,359","1,048.120","$263,827",0.6835,"$108,914",0.6766,0.6807,,,
108565503,North Star SD,Somerset,"$379,045,219","$152,495,465","1,355.127","$279,711",0.6644,"$112,532",0.6659,0.6649,,,
108566303,Rockwood Area SD,Somerset,"$681,624,918","$112,459,993",889.579,"$766,233",0.1000,"$126,419",0.6246,0.3098,,,
108567004,Salisbury-Elk Lick SD,Somerset,"$120,132,945","$44,910,945",340.406,"$352,910",0.5766,"$131,933",0.6082,0.5891,,,
108567204,Shade-Central City SD,Somerset,"$148,882,879","$55,994,593",582.372,"$255,649",0.6933,"$96,149",0.7145,0.7017,,,
108567404,Shanksville-Stonycreek SD,Somerset,"$354,635,384","$78,011,993",396.068,"$895,390",0.1000,"$196,966",0.4151,0.2260,,,
108567703,Somerset Area SD,Somerset,"$1,223,585,195","$377,736,007","2,716.175","$450,480",0.4596,"$139,069",0.5870,0.5105,,,
108568404,Turkeyfoot Valley Area SD,Somerset,"$178,377,517","$38,266,808",449.205,"$397,096",0.5236,"$85,187",0.7471,0.6129,,,
108569103,Windber Area SD,Somerset,"$310,875,083","$153,313,009","1,399.187","$222,182",0.7335,"$109,572",0.6746,0.7099,,,
117576303,Sullivan County SD,Sullivan,"$846,458,394","$130,364,374",764.942,"$1,106,565",0.1000,"$170,423",0.4939,0.2575,,,
119581003,Blue Ridge SD,Susquehanna,"$428,110,940","$117,039,922","1,214.876","$352,390",0.5772,"$96,338",0.7139,0.6318,,,
119582503,Elk Lake SD,Susquehanna,"$472,310,288","$247,556,831","1,376.835","$343,040",0.5885,"$179,801",0.4661,0.5395,,,
119583003,Forest City Regional SD,Susquehanna,"$456,650,087","$101,345,328",911.461,"$501,008",0.3989,"$111,189",0.6698,0.5072,,,
119584503,Montrose Area SD,Susquehanna,"$776,691,528","$235,463,550","1,784.515","$435,239",0.4778,"$131,948",0.6082,0.5298,,,
119584603,Mountain View SD,Susquehanna,"$581,468,022","$256,048,631","1,255.235","$463,234",0.4443,"$203,984",0.3943,0.4242,,,
119586503,Susquehanna Community SD,Susquehanna,"$262,150,401","$72,375,672",977.473,"$268,191",0.6783,"$74,043",0.7802,0.7189,,,
117596003,Northern Tioga SD,Tioga,"$668,595,904","$193,725,631","2,405.858","$277,903",0.6666,"$80,522",0.7609,0.7042,,,
117597003,Southern Tioga SD,Tioga,"$920,104,145","$285,870,990","2,190.376","$420,066",0.4960,"$130,512",0.6125,0.5426,,,
117598503,Wellsboro Area SD,Tioga,"$810,564,452","$231,618,932","1,786.795","$453,641",0.4558,"$129,628",0.6151,0.5194,,,
116604003,Lewisburg Area SD,Union,"$1,108,852,869","$461,082,625","2,296.331","$482,880",0.4207,"$200,791",0.4037,0.4138,,,
116605003,Mifflinburg Area SD,Union,"$986,770,035","$310,102,727","2,477.159","$398,347",0.5221,"$125,184",0.6283,0.5645,,,
106611303,Cranberry Area SD,Venango,"$493,774,648","$172,299,559","1,411.910","$349,721",0.5804,"$122,032",0.6376,0.6032,,,
106612203,Franklin Area SD,Venango,"$615,852,828","$283,434,103","2,329.372","$264,385",0.6828,"$121,678",0.6387,0.6650,,,
106616203,Oil City Area SD,Venango,"$361,088,190","$242,932,466","2,514.160","$143,621",0.8277,"$96,625",0.7131,0.7818,,,
106617203,Titusville Area SD,Venango,"$440,354,252","$200,400,072","2,343.038","$187,941",0.7746,"$85,530",0.7460,0.7631,,,
106618603,Valley Grove SD,Venango,"$243,984,987","$117,339,564","1,106.556","$220,490",0.7355,"$106,040",0.6851,0.7153,,,
105628302,Warren County SD,Warren,"$1,342,262,403","$677,648,256","5,698.963","$235,527",0.7175,"$118,907",0.6469,0.6892,,,
101630504,Avella Area SD,Washington,"$225,710,797","$149,401,687",672.097,"$335,830",0.5971,"$222,291",0.3399,0.4941,,,
101630903,Bentworth SD,Washington,"$370,119,308","$200,687,817","1,363.843","$271,379",0.6744,"$147,148",0.5631,0.6298,,,
101631003,Bethlehem-Center SD,Washington,"$294,191,834","$186,080,158","1,521.063","$193,411",0.7680,"$122,335",0.6367,0.7154,,,
101631203,Burgettstown Area SD,Washington,"$449,548,782","$219,581,600","1,499.111","$299,876",0.6403,"$146,474",0.5651,0.6101,,,
101631503,California Area SD,Washington,"$308,623,041","$150,439,612","1,136.197","$271,628",0.6741,"$132,406",0.6068,0.6471,,,
101631703,Canon-McMillan SD,Washington,"$2,738,166,629","$1,222,356,272","5,937.733","$461,146",0.4468,"$205,862",0.3887,0.4234,,,
101631803,Charleroi SD,Washington,"$373,890,353","$215,908,800","1,896.887","$197,107",0.7636,"$113,822",0.6620,0.7229,,,
101631903,Chartiers-Houston SD,Washington,"$519,052,596","$238,227,278","1,391.347","$373,057",0.5524,"$171,220",0.4916,0.5280,,,
101632403,Fort Cherry SD,Washington,"$414,264,637","$221,987,468","1,291.290","$320,814",0.6151,"$171,911",0.4895,0.5648,,,
101633903,McGuffey SD,Washington,"$792,658,279","$396,035,429","2,098.615","$377,705",0.5469,"$188,712",0.4396,0.5039,,,
101636503,Peters Township SD,Washington,"$2,269,148,667","$1,374,088,701","4,919.371","$461,268",0.4466,"$279,322",0.1705,0.3361,,,
101637002,Ringgold SD,Washington,"$1,085,547,788","$563,513,557","3,636.577","$298,508",0.6419,"$154,957",0.5399,0.6010,,,
101638003,Trinity Area SD,Washington,"$1,609,568,923","$777,369,187","3,916.506","$410,970",0.5070,"$198,485",0.4106,0.4684,,,
101638803,Washington SD,Washington,"$457,636,293","$275,150,377","1,818.175","$251,700",0.6981,"$151,333",0.5506,0.6390,,,
119648703,Wayne Highlands SD,Wayne,"$2,402,331,511","$360,643,995","3,266.498","$735,445",0.1176,"$110,406",0.6722,0.3393,,,
119648903,Western Wayne SD,Wayne,"$1,783,025,349","$270,970,677","2,391.140","$745,680",0.1054,"$113,322",0.6635,0.3286,,,
107650603,Belle Vernon Area SD,Westmoreland,"$960,859,634","$419,027,630","3,049.738","$315,063",0.6220,"$137,397",0.5920,0.6100,,,
107650703,Burrell SD,Westmoreland,"$779,378,035","$378,093,649","2,151.964","$362,170",0.5655,"$175,697",0.4783,0.5306,,,
107651603,Derry Area SD,Westmoreland,"$707,394,068","$319,835,377","2,554.398","$276,931",0.6678,"$125,209",0.6282,0.6518,,,
107652603,Franklin Regional SD,Westmoreland,"$1,812,452,827","$1,024,003,313","4,241.013","$427,363",0.4873,"$241,452",0.2830,0.4055,,,
107653102,Greater Latrobe SD,Westmoreland,"$1,786,259,178","$870,975,666","4,802.108","$371,973",0.5537,"$181,373",0.4614,0.5167,,,
107653203,Greensburg Salem SD,Westmoreland,"$1,183,295,843","$516,924,074","3,429.626","$345,021",0.5861,"$150,723",0.5524,0.5725,,,
107653802,Hempfield Area SD,Westmoreland,"$3,065,103,301","$1,288,379,836","7,112.278","$430,959",0.4830,"$181,148",0.4621,0.4746,,,
107654103,Jeannette City SD,Westmoreland,"$281,010,442","$139,998,690","1,325.280","$212,038",0.7456,"$105,637",0.6863,0.7218,,,
107654403,Kiski Area SD,Westmoreland,"$1,252,648,144","$636,735,574","4,609.838","$271,733",0.6740,"$138,125",0.5898,0.6403,,,
107654903,Ligonier Valley SD,Westmoreland,"$1,096,782,296","$411,574,607","1,982.072","$553,351",0.3361,"$207,648",0.3834,0.3549,,,
107655803,Monessen City SD,Westmoreland,"$178,000,069","$106,140,890",959.147,"$185,581",0.7774,"$110,661",0.6714,0.7349,,,
107655903,Mount Pleasant Area SD,Westmoreland,"$796,672,811","$369,919,091","2,536.622","$314,068",0.6232,"$145,831",0.5670,0.6007,,,
107656303,New Kensington-Arnold SD,Westmoreland,"$454,848,070","$276,505,495","2,540.315","$179,051",0.7852,"$108,846",0.6768,0.7418,,,
107656502,Norwin SD,Westmoreland,"$2,103,110,200","$1,037,079,675","6,112.670","$344,057",0.5872,"$169,660",0.4962,0.5507,,,
107657103,Penn-Trafford SD,Westmoreland,"$1,561,524,090","$799,146,129","4,714.200","$331,238",0.6026,"$169,518",0.4966,0.5601,,,
107657503,Southmoreland SD,Westmoreland,"$660,657,611","$269,184,673","2,249.329","$293,713",0.6476,"$119,673",0.6446,0.6463,,,
107658903,Yough SD,Westmoreland,"$719,948,747","$335,340,474","2,607.400","$276,117",0.6688,"$128,611",0.6181,0.6484,,,
119665003,Lackawanna Trail SD,Wyoming,"$473,585,689","$203,214,992","1,278.789","$370,339",0.5557,"$158,912",0.5281,0.5446,,,
118667503,Tunkhannock Area SD,Wyoming,"$1,468,696,584","$456,536,700","3,074.294","$477,734",0.4269,"$148,501",0.5590,0.4797,,,
112671303,Central York SD,York,"$3,006,907,521","$1,072,911,629","7,059.350","$425,946",0.4890,"$151,984",0.5487,0.5128,,,
112671603,Dallastown Area SD,York,"$3,016,325,563","$1,232,308,408","7,478.248","$403,346",0.5161,"$164,785",0.5107,0.5138,,,
112671803,Dover Area SD,York,"$1,452,103,706","$576,006,069","4,430.855","$327,725",0.6068,"$129,998",0.6140,0.6096,,,
112672203,Eastern York SD,York,"$1,186,622,044","$453,580,155","3,069.802","$386,546",0.5363,"$147,755",0.5612,0.5461,,,
112672803,Hanover Public SD,York,"$963,492,773","$305,544,661","2,164.055","$445,225",0.4659,"$141,190",0.5807,0.5117,,,
112674403,Northeastern York SD,York,"$1,633,188,881","$564,004,372","4,614.352","$353,936",0.5754,"$122,228",0.6371,0.6000,,,
115674603,Northern York County SD,York,"$1,549,792,553","$621,351,341","3,661.048","$423,319",0.4921,"$169,719",0.4960,0.4936,,,
112675503,Red Lion Area SD,York,"$2,275,203,497","$879,893,070","6,491.959","$350,464",0.5796,"$135,535",0.5975,0.5867,,,
112676203,South Eastern SD,York,"$1,446,343,768","$488,508,160","3,365.424","$429,765",0.4844,"$145,155",0.5690,0.5182,,,
112676403,South Western SD,York,"$2,222,903,484","$701,360,884","4,839.228","$459,350",0.4489,"$144,932",0.5696,0.4971,,,
112676503,Southern York County SD,York,"$1,722,472,175","$598,572,289","3,682.426","$467,754",0.4388,"$162,548",0.5173,0.4701,,,
112676703,Spring Grove Area SD,York,"$1,900,779,933","$701,966,206","4,590.331","$414,083",0.5032,"$152,922",0.5459,0.5202,,,
115219002,West Shore SD,York,"$4,507,682,703","$1,852,460,599","9,167.060","$491,726",0.4101,"$202,077",0.3999,0.4059,,,
112678503,West York Area SD,York,"$1,567,720,504","$520,474,464","3,789.064","$413,748",0.5036,"$137,362",0.5921,0.5389,,,
112679002,York City SD,York,"$996,417,033","$506,152,424","8,896.298","$112,003",0.8657,"$56,894",0.8311,0.8518,,,
112679403,York Suburban SD,York,"$1,756,097,879","$725,623,498","3,470.643","$505,986",0.3930,"$209,074",0.3791,0.3874,,,
