AUN,LEA Name,County,"MarketValue","Personal Income","WADM","MV per WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
112011103,Bermudian Springs SD,Adams,"$731,338,521","$313,361,924","2,475.680","$295,409",0.6290,"$126,576",0.6033,0.6187
112011603,Conewago Valley SD,Adams,"$1,622,317,545","$600,882,376","4,687.298","$346,109",0.5653,"$128,193",0.5983,0.5784
112013054,Fairfield Area SD,Adams,"$631,052,670","$199,552,780","1,378.243","$457,867",0.4249,"$144,787",0.5463,0.4734
112013753,Gettysburg Area SD,Adams,"$2,151,122,387","$589,312,361","3,611.212","$595,678",0.2518,"$163,189",0.4886,0.3464
112015203,Littlestown Area SD,Adams,"$943,159,180","$345,293,575","2,477.436","$380,699",0.5218,"$139,375",0.5632,0.5382
112018523,Upper Adams SD,Adams,"$619,000,823","$237,985,370","2,013.532","$307,420",0.6139,"$118,192",0.6296,0.6201
103020603,Allegheny Valley SD,Allegheny,"$569,941,186","$251,366,238","1,174.659","$485,197",0.3906,"$213,990",0.3294,0.3660
103020753,Avonworth SD,Allegheny,"$750,354,430","$527,447,984","1,833.123","$409,331",0.4859,"$287,731",0.1000,0.3315
103021102,Baldwin-Whitehall SD,Allegheny,"$1,348,677,148","$867,491,574","5,004.849","$269,474",0.6616,"$173,330",0.4568,0.5796
103021252,Bethel Park SD,Allegheny,"$1,954,383,526","$1,012,952,429","5,258.724","$371,645",0.5332,"$192,623",0.3963,0.4784
103021453,Brentwood Borough SD,Allegheny,"$278,660,752","$194,592,148","1,537.703","$181,218",0.7724,"$126,547",0.6034,0.7047
103021603,Carlynton SD,Allegheny,"$529,498,845","$337,090,405","1,737.332","$304,777",0.6172,"$194,027",0.3919,0.5270
103021752,Chartiers Valley SD,Allegheny,"$1,662,654,307","$1,105,753,145","4,044.530","$411,087",0.4837,"$273,394",0.1432,0.3474
103021903,Clairton City SD,Allegheny,"$95,303,749","$84,004,519","1,056.425","$90,213",0.8867,"$79,517",0.7508,0.8323
103022103,Cornell SD,Allegheny,"$274,226,913","$118,402,639",798.199,"$343,557",0.5685,"$148,337",0.5351,0.5551
103022253,Deer Lakes SD,Allegheny,"$891,852,282","$355,103,297","2,344.238","$380,444",0.5222,"$151,479",0.5253,0.5234
103022503,Duquesne City SD,Allegheny,"$78,227,424","$47,376,115",934.918,"$83,673",0.8949,"$50,674",0.8412,0.8733
103022803,East Allegheny SD,Allegheny,"$439,717,489","$231,662,091","2,132.958","$206,153",0.7411,"$108,610",0.6596,0.7084
103023153,Elizabeth Forward SD,Allegheny,"$630,469,162","$406,591,184","2,837.104","$222,222",0.7209,"$143,312",0.5509,0.6528
103023912,Fox Chapel Area SD,Allegheny,"$2,776,248,601","$1,937,971,212","5,063.298","$548,308",0.3113,"$382,748",0.1000,0.2267
103024102,Gateway SD,Allegheny,"$1,999,909,881","$762,429,635","4,466.027","$447,805",0.4376,"$170,717",0.4650,0.4485
103024603,Hampton Township SD,Allegheny,"$1,303,997,120","$844,824,371","3,572.664","$364,992",0.5416,"$236,469",0.2589,0.4284
103024753,Highlands SD,Allegheny,"$581,721,523","$382,040,237","3,004.847","$193,594",0.7569,"$127,141",0.6016,0.6947
103025002,Keystone Oaks SD,Allegheny,"$1,012,375,274","$539,964,018","2,352.352","$430,367",0.4595,"$229,542",0.2806,0.3879
103026002,McKeesport Area SD,Allegheny,"$658,410,808","$414,695,448","4,590.819","$143,419",0.8199,"$90,331",0.7169,0.7786
103026303,Montour SD,Allegheny,"$2,139,420,283","$826,709,970","3,452.261","$619,715",0.2216,"$239,469",0.2495,0.2327
103026343,Moon Area SD,Allegheny,"$1,836,917,093","$968,364,546","4,503.964","$407,844",0.4878,"$215,002",0.3262,0.4230
103026402,Mt Lebanon SD,Allegheny,"$2,227,695,480","$1,609,637,460","6,007.755","$370,803",0.5343,"$267,926",0.1603,0.3846
103026852,North Allegheny SD,Allegheny,"$4,154,332,081","$2,607,540,607","9,617.046","$431,975",0.4574,"$271,137",0.1503,0.3345
103026902,North Hills SD,Allegheny,"$2,193,626,751","$1,132,618,002","5,109.210","$429,347",0.4607,"$221,681",0.3053,0.3985
103026873,Northgate SD,Allegheny,"$352,551,371","$252,429,396","1,454.732","$242,347",0.6956,"$173,522",0.4562,0.5997
103027352,Penn Hills SD,Allegheny,"$1,259,153,807","$756,099,874","5,602.945","$224,730",0.7178,"$134,946",0.5771,0.6614
103021003,Pine-Richland SD,Allegheny,"$1,925,623,850","$1,296,520,400","5,394.173","$356,982",0.5516,"$240,355",0.2467,0.4295
102027451,Pittsburgh SD,Allegheny,"$14,275,030,565","$6,666,230,170","31,958.851","$446,669",0.4390,"$208,587",0.3463,0.4019
103027503,Plum Borough SD,Allegheny,"$1,143,884,663","$720,457,090","4,835.170","$236,575",0.7029,"$149,003",0.5330,0.6349
103027753,Quaker Valley SD,Allegheny,"$1,515,440,438","$999,866,013","2,258.541","$670,982",0.1572,"$442,704",0.1000,0.1500
103028203,Riverview SD,Allegheny,"$471,696,083","$264,919,040","1,242.463","$379,645",0.5232,"$213,220",0.3318,0.4466
103028302,Shaler Area SD,Allegheny,"$1,545,486,855","$964,838,391","5,619.855","$275,004",0.6546,"$171,683",0.4620,0.5775
103028653,South Allegheny SD,Allegheny,"$245,247,635","$185,487,882","1,903.414","$128,846",0.8382,"$97,450",0.6946,0.7807
103028703,South Fayette Township SD,Allegheny,"$860,834,056","$574,353,471","3,167.308","$271,787",0.6587,"$181,338",0.4317,0.5678
103028753,South Park SD,Allegheny,"$539,550,840","$387,187,447","2,288.691","$235,746",0.7039,"$169,174",0.4698,0.6102
103028833,Steel Valley SD,Allegheny,"$638,531,977","$270,324,948","2,211.214","$288,769",0.6373,"$122,251",0.6169,0.6290
103028853,Sto-Rox SD,Allegheny,"$274,650,595","$137,180,839","2,037.085","$134,825",0.8307,"$67,341",0.7890,0.8140
103029203,Upper Saint Clair SD,Allegheny,"$1,628,996,417","$1,255,085,062","4,824.679","$337,638",0.5759,"$260,138",0.1847,0.4193
103029403,West Allegheny SD,Allegheny,"$1,514,816,399","$642,188,109","3,803.579","$398,260",0.4998,"$168,837",0.4709,0.4881
103029553,West Jefferson Hills SD,Allegheny,"$1,071,714,497","$601,098,984","3,286.085","$326,137",0.5904,"$182,922",0.4267,0.5248
103029603,West Mifflin Area SD,Allegheny,"$919,362,759","$391,456,480","3,299.822","$278,609",0.6501,"$118,629",0.6282,0.6412
103029803,Wilkinsburg Borough SD,Allegheny,"$330,403,019","$238,409,978","1,452.023","$227,546",0.7142,"$164,191",0.4854,0.6226
103029902,Woodland Hills SD,Allegheny,"$1,564,902,165","$986,978,110","5,917.951","$264,433",0.6679,"$166,776",0.4773,0.5916
128030603,Apollo-Ridge SD,Armstrong,"$315,119,554","$161,750,278","1,622.195","$194,255",0.7560,"$99,710",0.6875,0.7286
128030852,Armstrong SD,Armstrong,"$1,613,698,095","$799,328,758","6,687.633","$241,295",0.6970,"$119,523",0.6254,0.6683
128033053,Freeport Area SD,Armstrong,"$711,473,065","$325,955,836","2,275.267","$312,698",0.6073,"$143,260",0.5510,0.5847
128034503,Leechburg Area SD,Armstrong,"$214,878,769","$107,080,964",963.757,"$222,959",0.7200,"$111,107",0.6518,0.6927
127040503,Aliquippa SD,Beaver,"$223,804,870","$116,762,825","1,500.953","$149,108",0.8128,"$77,792",0.7562,0.7900
127040703,Ambridge Area SD,Beaver,"$923,436,899","$509,005,073","3,378.913","$273,294",0.6568,"$150,641",0.5279,0.6051
127041203,Beaver Area SD,Beaver,"$782,503,538","$401,999,180","2,393.843","$326,881",0.5895,"$167,930",0.4737,0.5431
127041503,Big Beaver Falls Area SD,Beaver,"$332,612,072","$175,087,099","2,030.151","$163,836",0.7943,"$86,243",0.7297,0.7683
127041603,Blackhawk SD,Beaver,"$959,440,254","$446,092,767","3,027.015","$316,959",0.6019,"$147,370",0.5382,0.5763
127042003,Central Valley SD,Beaver,"$1,093,247,754","$440,278,091","2,819.951","$387,683",0.5131,"$156,129",0.5107,0.5120
127042853,Freedom Area SD,Beaver,"$503,712,203","$245,095,341","1,839.051","$273,897",0.6560,"$133,272",0.5824,0.6265
127044103,Hopewell Area SD,Beaver,"$836,677,101","$430,677,431","2,781.503","$300,800",0.6222,"$154,836",0.5148,0.5792
127045303,Midland Borough SD,Beaver,"$59,420,152","$34,660,449",503.163,"$118,093",0.8517,"$68,885",0.7842,0.8246
127045653,New Brighton Area SD,Beaver,"$294,347,132","$175,185,309","1,838.938","$160,063",0.7990,"$95,264",0.7015,0.7600
127045853,Riverside Beaver County SD,Beaver,"$502,367,056","$243,753,587","1,841.994","$272,730",0.6575,"$132,331",0.5853,0.6286
127046903,Rochester Area SD,Beaver,"$203,464,421","$111,471,902",998.639,"$203,741",0.7441,"$111,623",0.6502,0.7064
127047404,South Side Area SD,Beaver,"$465,455,072","$168,364,075","1,389.280","$335,033",0.5792,"$121,188",0.6202,0.5955
127049303,Western Beaver County SD,Beaver,"$229,380,390","$108,555,969",890.853,"$257,483",0.6766,"$121,856",0.6181,0.6531
108051003,Bedford Area SD,Bedford,"$1,021,551,295","$294,868,058","2,625.713","$389,056",0.5114,"$112,300",0.6481,0.5660
108051503,Chestnut Ridge SD,Bedford,"$555,652,145","$178,242,648","1,882.847","$295,112",0.6294,"$94,666",0.7033,0.6589
108053003,Everett Area SD,Bedford,"$526,721,165","$151,536,245","1,562.091","$337,189",0.5765,"$97,008",0.6960,0.6243
108056004,Northern Bedford County SD,Bedford,"$312,450,249","$121,566,510","1,169.618","$267,138",0.6645,"$103,936",0.6743,0.6684
108058003,Tussey Mountain SD,Bedford,"$333,565,408","$96,582,714","1,257.602","$265,239",0.6669,"$76,799",0.7593,0.7038
114060503,Antietam SD,Berks,"$332,911,642","$140,242,569","1,224.960","$271,773",0.6587,"$114,487",0.6412,0.6516
114060753,Boyertown Area SD,Berks,"$3,526,603,711","$1,330,263,641","8,299.898","$424,897",0.4663,"$160,274",0.4977,0.4787
114060853,Brandywine Heights Area SD,Berks,"$854,631,639","$319,793,588","1,898.454","$450,172",0.4346,"$168,449",0.4721,0.4495
114061103,Conrad Weiser Area SD,Berks,"$1,263,795,516","$463,102,051","3,291.742","$383,929",0.5178,"$140,686",0.5591,0.5342
114061503,Daniel Boone Area SD,Berks,"$1,344,777,241","$605,068,383","4,252.456","$316,235",0.6028,"$142,286",0.5541,0.5832
114062003,Exeter Township SD,Berks,"$1,729,900,120","$706,992,044","4,990.167","$346,661",0.5646,"$141,677",0.5560,0.5611
114062503,Fleetwood Area SD,Berks,"$1,083,700,262","$432,433,618","3,129.359","$346,301",0.5651,"$138,186",0.5669,0.5657
114063003,Governor Mifflin SD,Berks,"$2,013,285,619","$866,029,252","4,820.823","$417,622",0.4755,"$179,643",0.4370,0.4601
114063503,Hamburg Area SD,Berks,"$1,059,297,691","$393,641,776","2,734.810","$387,338",0.5135,"$143,937",0.5489,0.5276
114064003,Kutztown Area SD,Berks,"$959,926,879","$325,573,170","1,713.880","$560,089",0.2965,"$189,962",0.4047,0.3397
114065503,Muhlenberg SD,Berks,"$1,554,047,140","$459,403,800","4,204.661","$369,601",0.5358,"$109,260",0.6576,0.5844
114066503,Oley Valley SD,Berks,"$971,123,886","$442,841,636","2,092.401","$464,119",0.4171,"$211,642",0.3367,0.3848
114067002,Reading SD,Berks,"$1,548,310,162","$905,864,272","20,920.538","$74,009",0.9071,"$43,300",0.8643,0.8899
114067503,Schuylkill Valley SD,Berks,"$1,092,081,006","$376,452,910","2,351.765","$464,366",0.4168,"$160,072",0.4984,0.4493
114068003,Tulpehocken Area SD,Berks,"$828,961,180","$292,947,407","1,702.994","$486,766",0.3886,"$172,019",0.4609,0.4174
114068103,Twin Valley SD,Berks,"$1,975,556,149","$653,970,741","4,071.033","$485,271",0.3905,"$160,639",0.4966,0.4329
114069103,Wilson  SD,Berks,"$3,098,578,267","$1,240,902,536","7,001.717","$442,545",0.4442,"$177,228",0.4446,0.4443
114069353,Wyomissing Area SD,Berks,"$959,673,726","$556,437,085","2,277.604","$421,352",0.4708,"$244,308",0.2343,0.3761
108070502,Altoona Area SD,Blair,"$2,091,633,928","$909,772,382","9,278.442","$225,429",0.7169,"$98,052",0.6927,0.7071
108071003,Bellwood-Antis SD,Blair,"$381,128,756","$168,971,498","1,486.815","$256,339",0.6781,"$113,646",0.6439,0.6643
108071504,Claysburg-Kimmel SD,Blair,"$208,177,550","$82,929,000","1,043.224","$199,552",0.7494,"$79,492",0.7509,0.7499
108073503,Hollidaysburg Area SD,Blair,"$1,559,761,899","$740,419,381","4,073.146","$382,937",0.5190,"$181,780",0.4303,0.4835
108077503,Spring Cove SD,Blair,"$726,473,720","$250,920,191","2,189.325","$331,825",0.5832,"$114,610",0.6408,0.6062
108078003,Tyrone Area SD,Blair,"$599,949,956","$231,559,971","2,106.884","$284,756",0.6424,"$109,906",0.6556,0.6476
108079004,Williamsburg Community SD,Blair,"$133,568,410","$56,862,261",604.845,"$220,830",0.7227,"$94,011",0.7054,0.7157
117080503,Athens Area SD,Bradford,"$663,927,525","$263,643,665","2,542.178","$261,164",0.6720,"$103,707",0.6750,0.6732
117081003,Canton Area SD,Bradford,"$271,627,090","$114,062,296","1,174.619","$231,246",0.7096,"$97,105",0.6957,0.7039
117083004,Northeast Bradford SD,Bradford,"$276,585,756","$98,239,509","1,016.397","$272,123",0.6582,"$96,654",0.6971,0.6737
117086003,Sayre Area SD,Bradford,"$319,044,067","$123,951,249","1,297.247","$245,939",0.6911,"$95,549",0.7006,0.6948
117086503,Towanda Area SD,Bradford,"$581,737,873","$225,726,385","1,827.686","$318,292",0.6002,"$123,503",0.6130,0.6053
117086653,Troy Area SD,Bradford,"$538,949,860","$198,944,840","1,788.375","$301,362",0.6215,"$111,243",0.6514,0.6334
117089003,Wyalusing Area SD,Bradford,"$501,455,892","$237,896,698","1,635.465","$306,613",0.6149,"$145,461",0.5441,0.5865
122091002,Bensalem Township SD,Bucks,"$5,354,650,868","$1,502,738,691","8,672.209","$617,449",0.2245,"$173,282",0.4570,0.3175
122091303,Bristol Borough SD,Bucks,"$586,317,700","$170,599,833","1,524.032","$384,714",0.5168,"$111,939",0.6492,0.5696
122091352,Bristol Township SD,Bucks,"$3,386,820,183","$1,039,480,341","8,353.216","$405,451",0.4908,"$124,440",0.6100,0.5384
122092002,Centennial SD,Bucks,"$4,919,677,622","$1,285,059,416","6,509.167","$755,807",0.1000,"$197,423",0.3813,0.2125
122092102,Central Bucks SD,Bucks,"$14,845,052,275","$5,269,251,506","22,872.391","$649,038",0.1848,"$230,376",0.2780,0.2220
122092353,Council Rock SD,Bucks,"$10,516,815,169","$4,319,629,925","13,165.890","$798,792",0.1000,"$328,092",0.1000,0.1500
122097203,Morrisville Borough SD,Bucks,"$514,449,576","$187,053,677","1,097.044","$468,941",0.4110,"$170,506",0.4657,0.4328
122097502,Neshaminy SD,Bucks,"$6,719,232,160","$2,087,532,028","10,365.684","$648,218",0.1858,"$201,388",0.3689,0.2589
122097604,New Hope-Solebury SD,Bucks,"$2,543,182,522","$1,095,895,195","1,821.141","$1,396,477",0.1000,"$601,762",0.1000,0.1500
122098003,Palisades SD,Bucks,"$2,342,619,940","$610,068,572","2,101.236","$1,114,877",0.1000,"$290,337",0.1000,0.1500
122098103,Pennridge SD,Bucks,"$5,102,077,654","$1,538,611,280","8,668.574","$588,571",0.2607,"$177,493",0.4438,0.3339
122098202,Pennsbury SD,Bucks,"$7,610,509,268","$2,663,423,088","12,505.726","$608,561",0.2356,"$212,976",0.3325,0.2743
122098403,Quakertown Community SD,Bucks,"$3,377,456,222","$972,637,356","6,265.313","$539,072",0.3229,"$155,241",0.5135,0.3991
