Fiscal Year,AUN,LEA Name,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20192020,115222752,Harrisburg City SD,Dauphin,"$2,062,025,534","$652,556,616","8,831.164","$233,494",0.7307,"$73,892",0.7974,0.7573
20192020,115224003,Lower Dauphin SD,Dauphin,"$2,119,561,479","$843,788,507","4,545.651","$466,283",0.4621,"$185,625",0.4910,0.4736
20192020,115226003,Middletown Area SD,Dauphin,"$1,239,752,378","$399,883,560","2,885.854","$429,596",0.5044,"$138,566",0.6201,0.5506
20192020,115226103,Millersburg Area SD,Dauphin,"$323,660,748","$144,862,990",962.366,"$336,317",0.6120,"$150,527",0.5873,0.6021
20192020,115228003,Steelton-Highspire SD,Dauphin,"$254,853,613","$119,064,832","1,785.369","$142,745",0.8354,"$66,689",0.8172,0.8280
20192020,115228303,Susquehanna Township SD,Dauphin,"$2,118,507,400","$717,698,989","3,641.085","$581,834",0.3288,"$197,111",0.4595,0.3810
20192020,115229003,Upper Dauphin Area SD,Dauphin,"$489,930,701","$184,349,145","1,416.642","$345,839",0.6010,"$130,131",0.6432,0.6178
20192020,125231232,Chester-Upland SD,Delaware,"$1,169,070,909","$370,041,906","7,884.550","$148,273",0.8290,"$46,932",0.8713,0.8459
20192020,125231303,Chichester SD,Delaware,"$1,447,371,721","$495,300,273","3,905.457","$370,602",0.5725,"$126,822",0.6523,0.6044
20192020,125234103,Garnet Valley SD,Delaware,"$3,739,396,805","$1,265,466,630","5,613.929","$666,092",0.2316,"$225,415",0.3819,0.2916
20192020,125234502,Haverford Township SD,Delaware,"$4,708,797,376","$2,344,798,727","7,064.871","$666,508",0.2311,"$331,895",0.1000,0.1786
20192020,125235103,Interboro SD,Delaware,"$1,595,808,779","$511,530,405","3,989.853","$399,966",0.5386,"$128,207",0.6485,0.5825
20192020,125235502,Marple Newtown SD,Delaware,"$5,161,844,133","$2,185,412,464","3,844.975","$1,342,490",0.1000,"$568,381",0.1000,0.1500
20192020,125236903,Penn-Delco SD,Delaware,"$1,900,324,861","$737,308,815","3,996.196","$475,533",0.4514,"$184,502",0.4941,0.4684
20192020,125237603,Radnor Township SD,Delaware,"$5,188,529,135","$2,589,567,632","4,359.485","$1,190,170",0.1000,"$594,007",0.1000,0.1500
20192020,125237702,Ridley SD,Delaware,"$2,529,976,123","$1,009,337,502","6,406.308","$394,919",0.5444,"$157,553",0.5680,0.5538
20192020,125237903,Rose Tree Media SD,Delaware,"$4,139,037,984","$1,774,034,178","4,468.332","$926,304",0.1000,"$397,023",0.1000,0.1500
20192020,125238402,Southeast Delco SD,Delaware,"$1,234,565,913","$397,030,895","5,441.912","$226,862",0.7383,"$72,957",0.8000,0.7629
20192020,125238502,Springfield SD,Delaware,"$2,608,677,589","$980,446,759","4,670.848","$558,501",0.3557,"$209,907",0.4244,0.3831
20192020,125239452,Upper Darby SD,Delaware,"$3,740,778,444","$1,820,609,655","14,983.583","$249,658",0.7120,"$121,506",0.6668,0.6939
20192020,125239603,Wallingford-Swarthmore SD,Delaware,"$2,100,064,803","$1,051,455,714","4,235.958","$495,770",0.4281,"$248,221",0.3193,0.3845
20192020,125239652,William Penn SD,Delaware,"$1,374,564,406","$794,752,199","6,642.592","$206,931",0.7613,"$119,644",0.6719,0.7254
20192020,109243503,Johnsonburg Area SD,Elk,"$147,931,014","$90,554,453",674.510,"$219,316",0.7470,"$134,252",0.6319,0.7009
20192020,109246003,Ridgway Area SD,Elk,"$233,379,760","$139,200,863",944.454,"$247,105",0.7150,"$147,387",0.5959,0.6673
20192020,109248003,Saint Marys Area SD,Elk,"$891,083,273","$475,645,279","2,441.456","$364,980",0.5790,"$194,820",0.4658,0.5337
20192020,105251453,Corry Area SD,Erie,"$502,852,305","$220,558,044","2,385.874","$210,762",0.7569,"$92,443",0.7465,0.7527
20192020,105252602,Erie City SD,Erie,"$2,768,171,018","$1,342,784,999","14,956.714","$185,078",0.7865,"$89,778",0.7538,0.7734
20192020,105253303,Fairview SD,Erie,"$831,926,407","$428,490,563","2,004.417","$415,046",0.5212,"$213,773",0.4138,0.4782
20192020,105253553,Fort LeBoeuf SD,Erie,"$1,344,642,761","$339,776,652","2,574.063","$522,381",0.3974,"$132,000",0.6381,0.4936
20192020,105253903,General McLane SD,Erie,"$913,518,428","$355,043,199","2,580.981","$353,942",0.5917,"$137,561",0.6228,0.6041
20192020,105254053,Girard SD,Erie,"$474,308,018","$206,182,944","1,968.561","$240,941",0.7221,"$104,737",0.7128,0.7183
20192020,105254353,Harbor Creek SD,Erie,"$932,713,112","$356,251,944","2,572.660","$362,548",0.5818,"$138,476",0.6203,0.5971
20192020,105256553,Iroquois SD,Erie,"$227,822,014","$117,336,437","1,470.675","$154,909",0.8213,"$79,784",0.7813,0.8052
20192020,105257602,Millcreek Township SD,Erie,"$3,656,701,658","$1,633,983,868","7,828.120","$467,123",0.4611,"$208,732",0.4276,0.4476
20192020,105258303,North East SD,Erie,"$542,515,700","$239,670,611","1,973.780","$274,861",0.6829,"$121,427",0.6671,0.6765
20192020,105258503,Northwestern  SD,Erie,"$412,611,784","$168,570,167","1,636.441","$252,139",0.7091,"$103,010",0.7176,0.7124
20192020,105259103,Union City Area SD,Erie,"$253,819,804","$101,638,685","1,294.250","$196,113",0.7738,"$78,530",0.7847,0.7780
20192020,105259703,Wattsburg Area SD,Erie,"$550,142,197","$227,667,554","1,620.316","$339,527",0.6083,"$140,508",0.6147,0.6107
20192020,101260303,Albert Gallatin Area SD,Fayette,"$935,513,522","$396,545,771","3,947.005","$237,018",0.7266,"$100,467",0.7245,0.7257
20192020,101260803,Brownsville Area SD,Fayette,"$382,007,691","$203,516,586","2,018.294","$189,272",0.7817,"$100,835",0.7235,0.7584
20192020,101261302,Connellsville Area SD,Fayette,"$1,406,084,557","$620,391,697","5,247.970","$267,929",0.6909,"$118,215",0.6759,0.6848
20192020,101262903,Frazier SD,Fayette,"$388,522,110","$176,168,128","1,402.024","$277,115",0.6803,"$125,652",0.6555,0.6703
20192020,101264003,Laurel Highlands SD,Fayette,"$1,332,136,974","$483,858,111","3,584.982","$371,588",0.5713,"$134,968",0.6299,0.5946
20192020,101268003,Uniontown Area SD,Fayette,"$1,253,468,060","$436,766,448","3,331.024","$376,301",0.5659,"$131,120",0.6405,0.5957
20192020,106272003,Forest Area SD,Forest,"$430,120,586","$72,812,115",546.533,"$786,998",0.1000,"$133,225",0.6347,0.3138
20192020,112281302,Chambersburg Area SD,Franklin,"$4,850,927,201","$1,548,801,135","11,247.557","$431,287",0.5025,"$137,701",0.6224,0.5504
20192020,112282004,Fannett-Metal SD,Franklin,"$287,498,857","$83,052,308",568.203,"$505,979",0.4163,"$146,166",0.5992,0.4893
20192020,112283003,Greencastle-Antrim SD,Franklin,"$1,470,440,805","$534,729,073","3,553.086","$413,848",0.5226,"$150,497",0.5873,0.5484
20192020,112286003,Tuscarora SD,Franklin,"$1,224,071,664","$377,012,302","2,827.215","$432,960",0.5005,"$133,351",0.6344,0.5540
20192020,112289003,Waynesboro Area SD,Franklin,"$1,791,787,530","$685,061,379","4,949.201","$362,035",0.5824,"$138,418",0.6205,0.5976
20192020,111291304,Central Fulton SD,Fulton,"$405,074,750","$127,744,100","1,221.377","$331,654",0.6174,"$104,590",0.7132,0.6556
20192020,111292304,Forbes Road SD,Fulton,"$154,882,638","$53,869,030",446.396,"$346,962",0.5997,"$120,675",0.6691,0.6274
20192020,111297504,Southern Fulton SD,Fulton,"$333,662,852","$112,640,509",855.935,"$389,822",0.5503,"$131,599",0.6392,0.5857
20192020,101301303,Carmichaels Area SD,Greene,"$241,889,708","$134,278,871","1,289.221","$187,624",0.7836,"$104,155",0.7144,0.7558
20192020,101301403,Central Greene SD,Greene,"$811,213,361","$358,272,507","2,103.631","$385,625",0.5551,"$170,311",0.5330,0.5462
20192020,101303503,Jefferson-Morgan SD,Greene,"$217,125,707","$124,492,012",913.382,"$237,716",0.7258,"$136,297",0.6263,0.6859
20192020,101306503,Southeastern Greene SD,Greene,"$155,625,915","$93,058,837",719.988,"$216,150",0.7507,"$129,250",0.6456,0.7086
20192020,101308503,West Greene SD,Greene,"$933,097,172","$167,875,268",831.943,"$1,121,587",0.1000,"$201,786",0.4467,0.2386
20192020,111312503,Huntingdon Area SD,Huntingdon,"$949,742,103","$320,720,307","2,328.117","$407,944",0.5294,"$137,759",0.6223,0.5665
20192020,111312804,Juniata Valley SD,Huntingdon,"$276,255,014","$102,756,876",878.752,"$314,371",0.6374,"$116,935",0.6794,0.6541
20192020,111316003,Mount Union Area SD,Huntingdon,"$398,556,228","$149,600,744","1,711.921","$232,812",0.7314,"$87,387",0.7604,0.7429
20192020,111317503,Southern Huntingdon County SD,Huntingdon,"$476,979,721","$147,720,314","1,387.101","$343,868",0.6033,"$106,495",0.7080,0.6451
20192020,128321103,Blairsville-Saltsburg SD,Indiana,"$513,701,116","$266,004,979","1,836.066","$279,783",0.6773,"$144,877",0.6027,0.6473
20192020,128323303,Homer-Center SD,Indiana,"$258,126,955","$119,868,127","1,049.619","$245,924",0.7163,"$114,201",0.6869,0.7044
20192020,128323703,Indiana Area SD,Indiana,"$1,468,824,008","$584,144,279","3,355.734","$437,705",0.4951,"$174,073",0.5227,0.5060
20192020,128325203,Marion Center Area SD,Indiana,"$463,935,397","$220,457,907","1,546.224","$300,044",0.6539,"$142,578",0.6091,0.6359
20192020,128326303,Penns Manor Area SD,Indiana,"$213,451,537","$107,510,791",994.240,"$214,688",0.7524,"$108,133",0.7035,0.7328
20192020,128327303,Purchase Line SD,Indiana,"$238,708,732","$107,872,554","1,034.490","$230,750",0.7338,"$104,276",0.7141,0.7258
20192020,128328003,United SD,Indiana,"$333,440,575","$138,372,400","1,252.833","$266,149",0.6930,"$110,447",0.6972,0.6946
20192020,106330703,Brockway Area SD,Jefferson,"$306,776,451","$157,184,398","1,197.542","$256,171",0.7045,"$131,255",0.6401,0.6787
20192020,106330803,Brookville Area SD,Jefferson,"$612,983,343","$224,176,217","1,831.008","$334,779",0.6138,"$122,433",0.6643,0.6339
20192020,106338003,Punxsutawney Area SD,Jefferson,"$813,288,540","$371,429,444","2,643.077","$307,705",0.6450,"$140,529",0.6147,0.6328
20192020,111343603,Juniata County SD,Juniata,"$1,448,410,834","$461,059,889","3,422.757","$423,170",0.5118,"$134,704",0.6306,0.5592
20192020,119350303,Abington Heights SD,Lackawanna,"$1,879,127,646","$936,290,802","3,969.145","$473,433",0.4538,"$235,892",0.3532,0.4134
20192020,119351303,Carbondale Area SD,Lackawanna,"$325,393,696","$172,666,725","1,977.177","$164,574",0.8102,"$87,329",0.7606,0.7903
20192020,119352203,Dunmore SD,Lackawanna,"$668,233,637","$322,170,202","1,839.384","$363,292",0.5809,"$175,151",0.5197,0.5563
20192020,119354603,Lakeland SD,Lackawanna,"$672,922,677","$299,934,474","1,807.763","$372,240",0.5706,"$165,914",0.5451,0.5603
20192020,119355503,Mid Valley SD,Lackawanna,"$940,113,833","$328,565,895","2,168.107","$433,610",0.4998,"$151,545",0.5845,0.5336
20192020,119356503,North Pocono SD,Lackawanna,"$1,620,048,058","$559,068,066","3,595.165","$450,618",0.4802,"$155,505",0.5736,0.5175
20192020,119356603,Old Forge SD,Lackawanna,"$389,076,530","$188,947,608","1,180.999","$329,446",0.6200,"$159,989",0.5613,0.5965
20192020,119357003,Riverside SD,Lackawanna,"$762,711,314","$285,006,133","1,839.708","$414,582",0.5217,"$154,919",0.5752,0.5430
20192020,119357402,Scranton SD,Lackawanna,"$2,286,978,457","$1,086,513,368","11,882.804","$192,461",0.7780,"$91,435",0.7493,0.7665
20192020,119358403,Valley View SD,Lackawanna,"$1,026,566,549","$427,447,293","2,848.516","$360,386",0.5843,"$150,059",0.5885,0.5859
20192020,113361303,Cocalico SD,Lancaster,"$1,693,836,737","$671,630,462","3,570.214","$474,435",0.4527,"$188,120",0.4842,0.4652
20192020,113361503,Columbia Borough SD,Lancaster,"$353,691,561","$186,279,579","1,747.521","$202,396",0.7665,"$106,596",0.7077,0.7429
20192020,113361703,Conestoga Valley SD,Lancaster,"$3,088,259,918","$951,935,133","5,097.698","$605,814",0.3011,"$186,738",0.4880,0.3758
20192020,113362203,Donegal SD,Lancaster,"$1,390,054,945","$609,382,494","3,572.325","$389,117",0.5511,"$170,584",0.5323,0.5435
20192020,113362303,Eastern Lancaster County SD,Lancaster,"$2,586,344,484","$863,513,834","3,554.029","$727,721",0.1605,"$242,967",0.3338,0.2298
20192020,113362403,Elizabethtown Area SD,Lancaster,"$1,827,840,117","$839,621,526","4,476.033","$408,361",0.5289,"$187,581",0.4856,0.5115
20192020,113362603,Ephrata Area SD,Lancaster,"$2,182,210,002","$898,957,031","4,789.469","$455,626",0.4744,"$187,694",0.4853,0.4787
20192020,113363103,Hempfield  SD,Lancaster,"$4,267,900,455","$1,634,637,229","7,966.481","$535,732",0.3820,"$205,189",0.4374,0.4041
20192020,113363603,Lampeter-Strasburg SD,Lancaster,"$1,868,566,266","$736,869,056","3,582.119","$521,637",0.3982,"$205,707",0.4359,0.4132
20192020,113364002,Lancaster SD,Lancaster,"$3,220,921,447","$1,571,580,115","13,149.887","$244,939",0.7175,"$119,512",0.6723,0.6994
20192020,113364403,Manheim Central SD,Lancaster,"$2,137,504,515","$742,899,565","3,662.350","$583,642",0.3267,"$202,847",0.4438,0.3735
20192020,113364503,Manheim Township SD,Lancaster,"$3,677,037,251","$1,688,292,938","6,842.550","$537,378",0.3801,"$246,734",0.3234,0.3573
20192020,113365203,Penn Manor SD,Lancaster,"$2,745,040,329","$1,105,489,006","6,106.220","$449,548",0.4814,"$181,043",0.5036,0.4902
20192020,113365303,Pequea Valley SD,Lancaster,"$1,581,915,734","$512,123,709","1,808.572","$874,676",0.1000,"$283,164",0.2235,0.1500
20192020,113367003,Solanco SD,Lancaster,"$2,284,025,924","$683,506,208","4,078.546","$560,009",0.3540,"$167,585",0.5405,0.4286
20192020,113369003,Warwick SD,Lancaster,"$2,427,398,940","$996,561,772","4,898.798","$495,509",0.4284,"$203,429",0.4422,0.4338
20192020,104372003,Ellwood City Area SD,Lawrence,"$540,146,154","$299,784,531","2,120.441","$254,732",0.7062,"$141,378",0.6123,0.6686
20192020,104374003,Laurel SD,Lawrence,"$424,194,825","$180,402,440","1,335.880","$317,539",0.6337,"$135,043",0.6297,0.6320
20192020,104375003,Mohawk Area SD,Lawrence,"$506,442,396","$232,798,576","1,762.452","$287,351",0.6685,"$132,087",0.6378,0.6562
20192020,104375203,Neshannock Township SD,Lawrence,"$701,890,912","$292,244,383","1,526.496","$459,805",0.4696,"$191,447",0.4750,0.4717
20192020,104375302,New Castle Area SD,Lawrence,"$538,394,828","$289,087,981","3,971.261","$135,572",0.8436,"$72,795",0.8004,0.8262
20192020,104376203,Shenango Area SD,Lawrence,"$404,649,769","$175,471,517","1,386.655","$291,817",0.6634,"$126,543",0.6530,0.6592
20192020,104377003,Union Area SD,Lawrence,"$238,955,389","$93,700,047",878.783,"$271,916",0.6863,"$106,624",0.7077,0.6947
20192020,104378003,Wilmington Area SD,Lawrence,"$557,830,843","$230,707,983","1,397.861","$399,060",0.5396,"$165,043",0.5474,0.5426
20192020,113380303,Annville-Cleona SD,Lebanon,"$778,622,249","$301,191,863","1,706.179","$456,354",0.4735,"$176,530",0.5159,0.4904
20192020,113381303,Cornwall-Lebanon SD,Lebanon,"$2,642,567,575","$964,307,835","5,742.657","$460,164",0.4691,"$167,920",0.5396,0.4972
20192020,113382303,Eastern Lebanon County SD,Lebanon,"$1,468,808,887","$523,254,774","2,808.810","$522,929",0.3967,"$186,290",0.4892,0.4336
20192020,113384603,Lebanon SD,Lebanon,"$756,881,121","$358,234,858","6,060.792","$124,881",0.8560,"$59,106",0.8380,0.8488
20192020,113385003,Northern Lebanon SD,Lebanon,"$1,254,491,223","$472,690,771","2,778.930","$451,429",0.4792,"$170,098",0.5336,0.5009
20192020,113385303,Palmyra Area SD,Lebanon,"$1,766,703,130","$717,643,009","4,195.432","$421,101",0.5142,"$171,053",0.5310,0.5209
20192020,121390302,Allentown City SD,Lehigh,"$4,564,251,308","$1,723,164,379","23,675.433","$192,784",0.7776,"$72,782",0.8005,0.7867
20192020,121391303,Catasauqua Area SD,Lehigh,"$889,251,650","$224,040,568","1,862.425","$477,469",0.4492,"$120,295",0.6702,0.5375
20192020,121392303,East Penn SD,Lehigh,"$5,059,847,061","$2,069,348,893","9,897.786","$511,209",0.4103,"$209,071",0.4267,0.4167
20192020,121394503,Northern Lehigh SD,Lehigh,"$678,266,002","$284,499,549","1,891.633","$358,561",0.5864,"$150,398",0.5876,0.5868
20192020,121394603,Northwestern Lehigh SD,Lehigh,"$1,533,260,717","$557,573,445","2,579.214","$594,468",0.3142,"$216,179",0.4072,0.3513
20192020,121395103,Parkland SD,Lehigh,"$7,428,335,722","$2,454,157,965","11,503.639","$645,737",0.2550,"$213,337",0.4150,0.3190
20192020,121395603,Salisbury Township SD,Lehigh,"$1,184,618,873","$516,779,880","1,986.209","$596,422",0.3119,"$260,184",0.2865,0.3017
20192020,121395703,Southern Lehigh SD,Lehigh,"$2,542,956,237","$1,153,476,696","3,840.502","$662,141",0.2361,"$300,345",0.1764,0.2121
20192020,121397803,Whitehall-Coplay SD,Lehigh,"$2,149,156,314","$724,753,399","5,263.885","$408,283",0.5290,"$137,684",0.6225,0.5664
20192020,118401403,Crestwood SD,Luzerne,"$1,462,823,363","$659,548,635","3,381.899","$432,544",0.5010,"$195,023",0.4652,0.4866
20192020,118401603,Dallas SD,Luzerne,"$1,350,067,346","$711,842,455","3,032.395","$445,214",0.4864,"$234,745",0.3563,0.4343
20192020,118402603,Greater Nanticoke Area SD,Luzerne,"$528,391,061","$288,532,726","2,872.631","$183,939",0.7878,"$100,441",0.7246,0.7624
20192020,118403003,Hanover Area SD,Luzerne,"$705,018,061","$280,771,498","2,520.139","$279,753",0.6773,"$111,411",0.6945,0.6841
20192020,118403302,Hazleton Area SD,Luzerne,"$4,002,868,830","$1,398,437,902","13,563.942","$295,111",0.6596,"$103,099",0.7173,0.6826
20192020,118403903,Lake-Lehman SD,Luzerne,"$1,057,287,832","$403,973,837","2,197.396","$481,154",0.4449,"$183,842",0.4959,0.4652
20192020,118406003,Northwest Area SD,Luzerne,"$482,345,249","$180,365,493","1,280.397","$376,715",0.5654,"$140,866",0.6137,0.5846
20192020,118406602,Pittston Area SD,Luzerne,"$1,403,224,250","$600,214,720","3,951.085","$355,149",0.5903,"$151,911",0.5835,0.5875
20192020,118408852,Wilkes-Barre Area SD,Luzerne,"$2,864,398,975","$987,536,786","9,105.763","$314,569",0.6371,"$108,451",0.7026,0.6632
20192020,118409203,Wyoming Area SD,Luzerne,"$898,500,423","$439,411,914","2,679.584","$335,313",0.6132,"$163,985",0.5503,0.5880
20192020,118409302,Wyoming Valley West SD,Luzerne,"$1,583,020,906","$842,830,500","5,965.477","$265,363",0.6939,"$141,284",0.6126,0.6613
20192020,117412003,East Lycoming SD,Lycoming,"$643,990,641","$237,444,215","1,949.309","$330,368",0.6189,"$121,809",0.6660,0.6377
20192020,117414003,Jersey Shore Area SD,Lycoming,"$994,012,824","$354,903,425","2,960.390","$335,770",0.6127,"$119,884",0.6713,0.6361
20192020,117414203,Loyalsock Township SD,Lycoming,"$871,803,900","$324,216,514","1,827.768","$476,977",0.4497,"$177,383",0.5136,0.4752
20192020,117415004,Montgomery Area SD,Lycoming,"$357,243,263","$124,685,013","1,030.768","$346,579",0.6002,"$120,963",0.6683,0.6274
20192020,117415103,Montoursville Area SD,Lycoming,"$953,447,123","$359,153,450","2,357.452","$404,439",0.5334,"$152,348",0.5823,0.5529
20192020,117415303,Muncy SD,Lycoming,"$576,350,867","$157,798,051","1,272.837","$452,808",0.4776,"$123,973",0.6601,0.5505
20192020,117416103,South Williamsport Area SD,Lycoming,"$450,332,563","$194,329,177","1,522.087","$295,865",0.6587,"$127,672",0.6499,0.6551
20192020,117417202,Williamsport Area SD,Lycoming,"$1,767,572,596","$666,591,927","5,907.947","$299,185",0.6549,"$112,829",0.6906,0.6691
20192020,109420803,Bradford Area SD,McKean,"$532,905,259","$342,548,555","2,933.233","$181,678",0.7904,"$116,781",0.6798,0.7461
20192020,109422303,Kane Area SD,McKean,"$212,661,173","$139,788,581","1,352.700","$157,212",0.8187,"$103,340",0.7167,0.7778
20192020,109426003,Otto-Eldred SD,McKean,"$96,524,238","$56,257,463",733.252,"$131,638",0.8482,"$76,723",0.7896,0.8247
20192020,109426303,Port Allegany SD,McKean,"$197,620,451","$94,159,645","1,043.746","$189,337",0.7816,"$90,213",0.7527,0.7699
20192020,109427503,Smethport Area SD,McKean,"$205,242,957","$95,734,855",932.822,"$220,023",0.7462,"$102,629",0.7186,0.7351
20192020,104431304,Commodore Perry SD,Mercer,"$172,679,817","$75,363,905",542.780,"$318,139",0.6330,"$138,847",0.6193,0.6275
20192020,104432503,Farrell Area SD,Mercer,"$111,835,681","$54,246,379",837.624,"$133,515",0.8460,"$64,762",0.8225,0.8366
20192020,104432803,Greenville Area SD,Mercer,"$351,211,897","$179,091,196","1,555.669","$225,762",0.7396,"$115,121",0.6843,0.7174
20192020,104432903,Grove City Area SD,Mercer,"$866,718,950","$344,227,207","2,292.040","$378,143",0.5638,"$150,183",0.5882,0.5734
20192020,104433303,Hermitage SD,Mercer,"$1,037,280,563","$424,232,991","2,475.384","$419,038",0.5166,"$171,380",0.5301,0.5219
20192020,104433604,Jamestown Area SD,Mercer,"$213,566,470","$77,502,455",546.549,"$390,754",0.5492,"$141,803",0.6112,0.5739
20192020,104433903,Lakeview SD,Mercer,"$418,318,723","$171,073,274","1,244.932","$336,017",0.6124,"$137,415",0.6232,0.6166
20192020,104435003,Mercer Area SD,Mercer,"$449,739,161","$193,916,196","1,311.867","$342,823",0.6045,"$147,816",0.5947,0.6005
20192020,104435303,Reynolds SD,Mercer,"$343,456,273","$153,596,730","1,303.581","$263,471",0.6961,"$117,826",0.6769,0.6883
20192020,104435603,Sharon City SD,Mercer,"$300,484,025","$175,358,560","2,429.663","$123,673",0.8574,"$72,174",0.8021,0.8352
20192020,104435703,Sharpsville Area SD,Mercer,"$279,214,055","$165,547,094","1,421.944","$196,360",0.7735,"$116,423",0.6808,0.7364
20192020,104437503,West Middlesex Area SD,Mercer,"$309,377,163","$154,248,379","1,014.411","$304,982",0.6482,"$152,057",0.5831,0.6221
20192020,111444602,Mifflin County SD,Mifflin,"$1,811,071,055","$786,925,771","6,010.012","$301,342",0.6524,"$130,935",0.6410,0.6478
20192020,120452003,East Stroudsburg Area SD,Monroe,"$2,950,980,286","$715,976,741","8,373.324","$352,426",0.5934,"$85,506",0.7656,0.6622
20192020,120455203,Pleasant Valley SD,Monroe,"$1,970,594,595","$650,323,705","5,546.942","$355,257",0.5902,"$117,240",0.6785,0.6255
20192020,120455403,Pocono Mountain SD,Monroe,"$5,586,721,060","$1,104,229,533","11,263.800","$495,989",0.4278,"$98,033",0.7312,0.5490
20192020,120456003,Stroudsburg Area SD,Monroe,"$2,371,186,663","$702,106,394","6,146.673","$385,767",0.5550,"$114,225",0.6868,0.6077
20192020,123460302,Abington SD,Montgomery,"$5,453,645,760","$2,363,000,512","9,560.478","$570,436",0.3419,"$247,163",0.3222,0.3339
20192020,123460504,Bryn Athyn SD,Montgomery,"$169,323,055","$127,892,543",5.879,"$28,801,336",0.1000,"$21,754,132",0.1000,0.1500
20192020,123461302,Cheltenham SD,Montgomery,"$2,729,426,331","$1,213,231,530","5,364.317","$508,811",0.4130,"$226,167",0.3798,0.3997
20192020,123461602,Colonial SD,Montgomery,"$6,728,102,894","$2,513,229,719","5,825.664","$1,154,907",0.1000,"$431,406",0.1000,0.1500
20192020,123463603,Hatboro-Horsham SD,Montgomery,"$4,219,992,136","$1,491,251,095","5,677.692","$743,258",0.1425,"$262,650",0.2798,0.1974
20192020,123463803,Jenkintown SD,Montgomery,"$425,614,187","$246,641,811",815.695,"$521,781",0.3981,"$302,370",0.1708,0.3071
20192020,123464502,Lower Merion SD,Montgomery,"$13,000,176,341","$7,532,192,819","9,912.123","$1,311,543",0.1000,"$759,897",0.1000,0.1500
20192020,123464603,Lower Moreland Township SD,Montgomery,"$1,697,300,786","$741,503,691","2,709.573","$626,408",0.2773,"$273,660",0.2496,0.2661
20192020,123465303,Methacton SD,Montgomery,"$3,854,624,702","$1,762,223,656","5,586.969","$689,931",0.2041,"$315,416",0.1351,0.1764
20192020,123465602,Norristown Area SD,Montgomery,"$4,119,773,266","$1,521,319,045","9,156.350","$449,936",0.4809,"$166,149",0.5444,0.5062
20192020,123465702,North Penn SD,Montgomery,"$11,131,459,035","$3,829,235,871","14,703.547","$757,059",0.1266,"$260,429",0.2859,0.1902
20192020,123466103,Perkiomen Valley SD,Montgomery,"$3,246,498,915","$1,496,289,432","6,465.248","$502,146",0.4207,"$231,435",0.3654,0.3985
20192020,123466303,Pottsgrove SD,Montgomery,"$1,467,805,325","$665,553,303","3,853.456","$380,906",0.5606,"$172,715",0.5264,0.5468
20192020,123466403,Pottstown SD,Montgomery,"$976,698,058","$409,089,588","3,892.958","$250,888",0.7106,"$105,084",0.7119,0.7110
20192020,123467103,Souderton Area SD,Montgomery,"$4,277,858,800","$1,824,925,839","7,820.402","$547,012",0.3689,"$233,354",0.3601,0.3653
20192020,123467203,Springfield Township SD,Montgomery,"$2,227,799,800","$908,221,622","2,900.439","$768,090",0.1139,"$313,132",0.1413,0.1500
20192020,123467303,Spring-Ford Area SD,Montgomery,"$6,262,874,276","$2,207,486,691","9,437.722","$663,600",0.2344,"$233,900",0.3586,0.2840
20192020,123468303,Upper Dublin SD,Montgomery,"$3,444,673,554","$1,525,917,812","4,867.261","$707,723",0.1835,"$313,506",0.1403,0.1662
20192020,123468402,Upper Merion Area SD,Montgomery,"$6,279,062,927","$1,562,772,284","4,578.285","$1,371,487",0.1000,"$341,344",0.1000,0.1500
20192020,123468503,Upper Moreland Township SD,Montgomery,"$2,282,904,345","$772,170,759","3,692.643","$618,230",0.2868,"$209,110",0.4266,0.3426
20192020,123468603,Upper Perkiomen SD,Montgomery,"$1,815,778,668","$711,007,716","3,944.532","$460,328",0.4690,"$180,251",0.5057,0.4836
20192020,123469303,Wissahickon SD,Montgomery,"$5,601,009,123","$2,641,239,347","5,416.294","$1,034,103",0.1000,"$487,646",0.1000,0.1500
20192020,116471803,Danville Area SD,Montour,"$1,444,788,965","$621,717,328","2,864.878","$504,310",0.4182,"$217,013",0.4049,0.4128
20192020,120480803,Bangor Area SD,Northampton,"$1,505,750,623","$541,494,970","3,622.860","$415,624",0.5205,"$149,466",0.5902,0.5483
20192020,120481002,Bethlehem Area SD,Northampton,"$8,887,921,077","$3,005,345,611","18,618.761","$477,363",0.4493,"$161,414",0.5574,0.4924
20192020,120483302,Easton Area SD,Northampton,"$4,197,825,156","$1,664,306,463","10,963.312","$382,897",0.5583,"$151,806",0.5837,0.5683
20192020,120484803,Nazareth Area SD,Northampton,"$3,036,890,125","$1,042,201,522","5,782.345","$525,200",0.3941,"$180,238",0.5058,0.4387
20192020,120484903,Northampton Area SD,Northampton,"$3,064,522,045","$1,208,670,467","6,864.641","$446,421",0.4850,"$176,071",0.5172,0.4978
20192020,120485603,Pen Argyl Area SD,Northampton,"$846,751,073","$295,058,420","2,009.865","$421,297",0.5140,"$146,805",0.5975,0.5474
20192020,120486003,Saucon Valley SD,Northampton,"$1,627,212,582","$751,910,959","2,716.418","$599,028",0.3089,"$276,802",0.2410,0.2817
20192020,120488603,Wilson Area SD,Northampton,"$1,118,725,155","$411,055,215","2,805.287","$398,791",0.5400,"$146,528",0.5982,0.5632
