Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi,H,"Market Value
Aid Ratio
July 2020",Percent Difference,"Market Value / Personal Income
Aid Ratio
July 2020",Percent Difference
20202021,113365303,Pequea Valley SD,Lancaster,"$1,643,780,244","$563,305,103","1,759.442","$934,262",0.1000,"$320,161",0.2007,0.1500,,0.1000,0.00%,0.1536,-2.34%
20202021,113367003,Solanco SD,Lancaster,"$2,351,209,126","$711,727,159","4,006.615","$586,831",0.3480,"$177,638",0.5565,0.4314,,0.3483,-0.09%,0.4292,0.51%
20202021,113369003,Warwick SD,Lancaster,"$2,517,576,658","$1,112,309,461","4,811.918","$523,196",0.4187,"$231,157",0.4229,0.4203,,0.4189,-0.05%,0.4264,-1.43%
20202021,104372003,Ellwood City Area SD,Lawrence,"$577,421,906","$339,552,363","2,090.595","$276,199",0.6932,"$162,419",0.5945,0.6537,,0.6933,-0.01%,0.6571,-0.52%
20202021,104374003,Laurel SD,Lawrence,"$454,807,786","$200,368,738","1,276.726","$356,229",0.6043,"$156,939",0.6082,0.6057,,0.6044,-0.02%,0.6040,0.28%
20202021,104375003,Mohawk Area SD,Lawrence,"$536,467,226","$246,413,912","1,763.571","$304,193",0.6621,"$139,724",0.6512,0.6576,,0.6622,-0.02%,0.6586,-0.15%
20202021,104375203,Neshannock Township SD,Lawrence,"$727,095,091","$329,307,592","1,488.870","$488,353",0.4575,"$221,179",0.4478,0.4536,,0.4576,-0.02%,0.4532,0.09%
20202021,104375302,New Castle Area SD,Lawrence,"$547,496,181","$299,854,995","3,863.699","$141,702",0.8426,"$77,608",0.8063,0.8280,,0.8427,-0.01%,0.8245,0.42%
20202021,104376203,Shenango Area SD,Lawrence,"$420,428,078","$196,569,889","1,371.869","$306,463",0.6595,"$143,286",0.6423,0.6526,,0.6597,-0.03%,0.6492,0.52%
20202021,104377003,Union Area SD,Lawrence,"$255,140,253","$96,716,855",888.385,"$287,195",0.6810,"$108,868",0.7282,0.6998,,0.6811,-0.01%,0.7001,-0.04%
20202021,104378003,Wilmington Area SD,Lawrence,"$576,120,921","$249,189,577","1,358.992","$423,932",0.5290,"$183,363",0.5422,0.5342,,0.5292,-0.04%,0.5324,0.34%
20202021,113380303,Annville-Cleona SD,Lebanon,"$795,166,138","$308,609,625","1,699.723","$467,821",0.4803,"$181,564",0.5467,0.5067,,0.4804,-0.02%,0.4999,1.36%
20202021,113381303,Cornwall-Lebanon SD,Lebanon,"$2,690,526,853","$998,125,069","5,786.078","$465,000",0.4834,"$172,504",0.5693,0.5177,,0.4836,-0.04%,0.5154,0.45%
20202021,113382303,Eastern Lebanon County SD,Lebanon,"$1,474,910,933","$563,612,795","2,801.171","$526,533",0.4150,"$201,206",0.4977,0.4480,,0.4152,-0.05%,0.4451,0.65%
20202021,113384603,Lebanon SD,Lebanon,"$777,998,207","$453,103,225","6,181.757","$125,853",0.8602,"$73,296",0.8170,0.8429,,0.8603,-0.01%,0.8444,-0.18%
20202021,113385003,Northern Lebanon SD,Lebanon,"$1,289,085,225","$474,461,045","2,733.169","$471,644",0.4760,"$173,593",0.5666,0.5122,,0.4762,-0.04%,0.5151,-0.56%
20202021,113385303,Palmyra Area SD,Lebanon,"$1,832,716,617","$759,436,049","4,247.718","$431,459",0.5207,"$178,786",0.5536,0.5338,,0.5208,-0.02%,0.5300,0.72%
20202021,121390302,Allentown City SD,Lehigh,"$4,693,180,752","$1,878,133,887","24,627.902","$190,563",0.7883,"$76,260",0.8096,0.7967,,0.7883,0.00%,0.7849,1.50%
20202021,121391303,Catasauqua Area SD,Lehigh,"$964,485,780","$235,130,356","1,893.594","$509,341",0.4341,"$124,171",0.6900,0.5364,,0.4343,-0.05%,0.5349,0.28%
20202021,121392303,East Penn SD,Lehigh,"$5,297,829,074","$2,194,067,535","10,194.108","$519,695",0.4226,"$215,228",0.4627,0.4385,,0.4228,-0.05%,0.4429,-0.99%
20202021,121394503,Northern Lehigh SD,Lehigh,"$691,131,182","$303,615,581","1,888.155","$366,035",0.5934,"$160,800",0.5986,0.5954,,0.5935,-0.02%,0.5780,3.01%
20202021,121394603,Northwestern Lehigh SD,Lehigh,"$1,615,904,199","$588,762,674","2,640.428","$611,985",0.3201,"$222,980",0.4433,0.3693,,0.3203,-0.06%,0.3728,-0.94%
20202021,121395103,Parkland SD,Lehigh,"$7,775,307,705","$2,676,135,114","11,529.194","$674,401",0.2507,"$232,118",0.4205,0.3186,,0.2510,-0.12%,0.3277,-2.78%
20202021,121395603,Salisbury Township SD,Lehigh,"$1,188,599,941","$570,568,589","2,011.551","$590,887",0.3435,"$283,646",0.2918,0.3228,,0.3438,-0.09%,0.3524,-8.40%
20202021,121395703,Southern Lehigh SD,Lehigh,"$2,675,731,891","$1,209,432,354","3,817.979","$700,824",0.2214,"$316,772",0.2091,0.2164,,0.2217,-0.14%,0.2401,-9.87%
20202021,121397803,Whitehall-Coplay SD,Lehigh,"$2,200,303,214","$753,109,011","5,309.525","$414,406",0.5396,"$141,841",0.6459,0.5820,,0.5398,-0.04%,0.5782,0.66%
20202021,118401403,Crestwood SD,Luzerne,"$1,531,464,908","$772,817,169","3,357.698","$456,105",0.4933,"$230,162",0.4254,0.4660,,0.4935,-0.04%,0.4705,-0.96%
20202021,118401603,Dallas SD,Luzerne,"$1,394,687,506","$803,144,504","2,969.060","$469,740",0.4781,"$270,504",0.3246,0.4166,,0.4783,-0.04%,0.4221,-1.30%
20202021,118402603,Greater Nanticoke Area SD,Luzerne,"$558,946,263","$299,977,886","2,817.687","$198,370",0.7796,"$106,462",0.7342,0.7613,,0.7797,-0.01%,0.7586,0.36%
20202021,118403003,Hanover Area SD,Luzerne,"$720,336,094","$295,006,624","2,514.955","$286,421",0.6818,"$117,300",0.7072,0.6918,,0.6819,-0.01%,0.6904,0.20%
20202021,118403302,Hazleton Area SD,Luzerne,"$4,202,879,500","$1,471,080,382","13,756.655","$305,516",0.6606,"$106,935",0.7330,0.6895,,0.6607,-0.02%,0.6869,0.38%
20202021,118403903,Lake-Lehman SD,Luzerne,"$1,117,587,492","$437,216,957","2,193.951","$509,394",0.4341,"$199,282",0.5025,0.4614,,0.4343,-0.05%,0.4673,-1.26%
20202021,118406003,Northwest Area SD,Luzerne,"$505,291,613","$190,819,521","1,251.238","$403,833",0.5514,"$152,504",0.6193,0.5785,,0.5515,-0.02%,0.5751,0.59%
20202021,118406602,Pittston Area SD,Luzerne,"$1,637,559,685","$665,443,368","3,860.616","$424,170",0.5288,"$172,367",0.5697,0.5450,,0.5289,-0.02%,0.5423,0.50%
20202021,118408852,Wilkes-Barre Area SD,Luzerne,"$2,890,435,674","$1,053,439,709","9,223.733","$313,369",0.6519,"$114,209",0.7149,0.6770,,0.6520,-0.02%,0.6713,0.85%
20202021,118409203,Wyoming Area SD,Luzerne,"$906,058,192","$463,237,162","2,694.645","$336,243",0.6265,"$171,910",0.5708,0.6042,,0.6266,-0.02%,0.6030,0.20%
20202021,118409302,Wyoming Valley West SD,Luzerne,"$1,617,432,450","$877,253,702","6,031.542","$268,162",0.7021,"$145,444",0.6369,0.6759,,0.7022,-0.01%,0.6751,0.12%
20202021,117412003,East Lycoming SD,Lycoming,"$683,231,072","$253,017,873","1,940.254","$352,134",0.6088,"$130,404",0.6745,0.6350,,0.6089,-0.02%,0.6276,1.18%
20202021,117414003,Jersey Shore Area SD,Lycoming,"$1,040,174,792","$379,988,004","2,877.932","$361,431",0.5985,"$132,035",0.6704,0.6272,,0.5986,-0.02%,0.6240,0.51%
20202021,117414203,Loyalsock Township SD,Lycoming,"$901,767,008","$368,380,916","1,871.088","$481,947",0.4646,"$196,880",0.5085,0.4821,,0.4648,-0.04%,0.4978,-3.15%
20202021,117415004,Montgomery Area SD,Lycoming,"$390,456,185","$156,556,363","1,026.110","$380,520",0.5773,"$152,572",0.6191,0.5939,,0.5774,-0.02%,0.5604,5.98%
20202021,117415103,Montoursville Area SD,Lycoming,"$1,010,944,699","$398,942,927","2,321.915","$435,392",0.5163,"$171,816",0.5711,0.5381,,0.5165,-0.04%,0.5426,-0.83%
20202021,117415303,Muncy SD,Lycoming,"$653,452,824","$166,034,242","1,244.113","$525,235",0.4165,"$133,455",0.6668,0.5166,,0.4167,-0.05%,0.5128,0.74%
20202021,117416103,South Williamsport Area SD,Lycoming,"$471,523,131","$210,433,359","1,544.257","$305,339",0.6608,"$136,268",0.6598,0.6603,,0.6609,-0.02%,0.6593,0.15%
20202021,117417202,Williamsport Area SD,Lycoming,"$1,816,817,090","$712,693,022","5,812.547","$312,568",0.6528,"$122,612",0.6939,0.6691,,0.6529,-0.02%,0.6630,0.92%
20202021,109420803,Bradford Area SD,McKean,"$548,404,549","$357,571,369","2,988.928","$183,478",0.7962,"$119,631",0.7013,0.7582,,0.7963,-0.01%,0.7622,-0.52%
20202021,109422303,Kane Area SD,McKean,"$216,025,524","$147,024,274","1,312.477","$164,593",0.8172,"$112,020",0.7204,0.7784,,0.8172,0.00%,0.7752,0.41%
20202021,109426003,Otto-Eldred SD,McKean,"$97,503,534","$59,636,513",723.853,"$134,700",0.8504,"$82,387",0.7943,0.8279,,0.8504,0.00%,0.8258,0.25%
20202021,109426303,Port Allegany SD,McKean,"$200,796,157","$97,598,068","1,040.908","$192,904",0.7857,"$93,762",0.7659,0.7777,,0.7858,-0.01%,0.7761,0.21%
20202021,109427503,Smethport Area SD,McKean,"$206,465,782","$105,789,384",911.778,"$226,443",0.7485,"$116,025",0.7104,0.7332,,0.7485,0.00%,0.7323,0.12%
20202021,104431304,Commodore Perry SD,Mercer,"$176,505,524","$80,992,463",539.660,"$327,068",0.6367,"$150,080",0.6253,0.6321,,0.6368,-0.02%,0.6409,-1.37%
20202021,104432503,Farrell Area SD,Mercer,"$120,095,854","$59,595,087",819.647,"$146,521",0.8373,"$72,708",0.8185,0.8297,,0.8373,0.00%,0.8297,0.00%
20202021,104432803,Greenville Area SD,Mercer,"$369,298,225","$191,500,972","1,525.547","$242,075",0.7311,"$125,529",0.6866,0.7132,,0.7312,-0.01%,0.7083,0.69%
20202021,104432903,Grove City Area SD,Mercer,"$904,957,689","$386,298,517","2,240.571","$403,896",0.5513,"$172,410",0.5696,0.5585,,0.5514,-0.02%,0.5580,0.09%
20202021,104433303,Hermitage SD,Mercer,"$1,077,313,410","$451,161,882","2,478.211","$434,714",0.5170,"$182,051",0.5455,0.5284,,0.5172,-0.04%,0.5267,0.32%
20202021,104433604,Jamestown Area SD,Mercer,"$220,462,265","$69,979,661",537.804,"$409,930",0.5446,"$130,121",0.6752,0.5967,,0.5447,-0.02%,0.5873,1.60%
20202021,104433903,Lakeview SD,Mercer,"$443,017,508","$184,623,995","1,174.778","$377,107",0.5811,"$157,156",0.6077,0.5916,,0.5812,-0.02%,0.5952,-0.60%
20202021,104435003,Mercer Area SD,Mercer,"$479,437,934","$211,025,095","1,268.103","$378,074",0.5800,"$166,410",0.5845,0.5818,,0.5801,-0.02%,0.5679,2.45%
20202021,104435303,Reynolds SD,Mercer,"$354,871,142","$162,001,769","1,256.284","$282,476",0.6862,"$128,953",0.6781,0.6829,,0.6863,-0.01%,0.6869,-0.58%
20202021,104435603,Sharon City SD,Mercer,"$337,352,020","$180,651,626","2,377.035","$141,921",0.8424,"$75,998",0.8103,0.8295,,0.8424,0.00%,0.8259,0.44%
20202021,104435703,Sharpsville Area SD,Mercer,"$294,763,384","$175,804,711","1,383.729","$213,021",0.7634,"$127,051",0.6828,0.7311,,0.7635,-0.01%,0.7293,0.25%
20202021,104437503,West Middlesex Area SD,Mercer,"$315,866,209","$167,127,886",989.467,"$319,228",0.6454,"$168,906",0.5783,0.6185,,0.6455,-0.02%,0.6274,-1.42%
20202021,111444602,Mifflin County SD,Mifflin,"$1,883,490,013","$828,892,857","5,932.070","$317,509",0.6473,"$139,730",0.6512,0.6487,,0.6474,-0.02%,0.6450,0.57%
20202021,120452003,East Stroudsburg Area SD,Monroe,"$2,886,769,932","$774,807,233","8,293.353","$348,082",0.6133,"$93,425",0.7668,0.6746,,0.6134,-0.02%,0.6646,1.50%
20202021,120455203,Pleasant Valley SD,Monroe,"$1,949,311,957","$705,859,637","5,439.130","$358,386",0.6019,"$129,774",0.6760,0.6315,,0.6020,-0.02%,0.6318,-0.05%
20202021,120455403,Pocono Mountain SD,Monroe,"$5,507,830,782","$1,138,112,629","11,124.736","$495,097",0.4500,"$102,304",0.7446,0.5678,,0.4502,-0.04%,0.5718,-0.70%
20202021,120456003,Stroudsburg Area SD,Monroe,"$2,347,683,569","$758,331,976","6,250.841","$375,578",0.5828,"$121,316",0.6971,0.6284,,0.5829,-0.02%,0.6321,-0.59%
20202021,123460302,Abington SD,Montgomery,"$5,725,379,415","$2,488,265,371","9,851.587","$581,163",0.3543,"$252,575",0.3694,0.3602,,0.3546,-0.08%,0.3680,-2.12%
20202021,123460504,Bryn Athyn SD,Montgomery,"$175,103,542","$98,163,033",2.533,"$69,128,915",0.1000,"$38,753,664",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,123461302,Cheltenham SD,Montgomery,"$2,865,683,357","$1,368,251,053","5,325.890","$538,066",0.4022,"$256,905",0.3586,0.3847,,0.4024,-0.05%,0.3989,-3.56%
20202021,123461602,Colonial SD,Montgomery,"$7,137,172,466","$2,766,274,097","6,036.704","$1,182,296",0.1000,"$458,242",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,123463603,Hatboro-Horsham SD,Montgomery,"$4,377,646,711","$1,598,431,138","5,613.532","$779,838",0.1336,"$284,746",0.2891,0.1957,,0.1339,-0.22%,0.1809,8.18%
20202021,123463803,Jenkintown SD,Montgomery,"$449,613,994","$339,080,737",842.884,"$533,423",0.4074,"$402,286",0.1000,0.2844,,0.4076,-0.05%,0.2845,-0.04%
20202021,123464502,Lower Merion SD,Montgomery,"$13,609,740,739","$9,139,167,422","10,026.510","$1,357,375",0.1000,"$911,500",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,123464603,Lower Moreland Township SD,Montgomery,"$1,736,087,133","$851,191,944","2,745.611","$632,313",0.2975,"$310,019",0.2260,0.2689,,0.2977,-0.07%,0.2626,2.40%
20202021,123465303,Methacton SD,Montgomery,"$3,964,580,736","$1,926,090,712","5,584.438","$709,933",0.2113,"$344,903",0.1389,0.1822,,0.2115,-0.09%,0.2197,-17.07%
20202021,123465602,Norristown Area SD,Montgomery,"$4,202,948,630","$1,630,643,537","9,294.926","$452,176",0.4976,"$175,433",0.5620,0.5233,,0.4978,-0.04%,0.5058,3.46%
20202021,123465702,North Penn SD,Montgomery,"$11,713,545,895","$4,076,974,733","14,687.102","$797,539",0.1139,"$277,588",0.3070,0.1911,,0.1142,-0.26%,0.1852,3.19%
20202021,123466103,Perkiomen Valley SD,Montgomery,"$3,362,249,635","$1,669,405,054","6,383.338","$526,722",0.4148,"$261,525",0.3471,0.3876,,0.4150,-0.05%,0.3900,-0.62%
20202021,123466303,Pottsgrove SD,Montgomery,"$1,492,596,144","$649,508,597","3,875.537","$385,132",0.5721,"$167,591",0.5816,0.5758,,0.5723,-0.03%,0.5865,-1.82%
20202021,123466403,Pottstown SD,Montgomery,"$967,172,807","$439,106,331","3,963.561","$244,016",0.7289,"$110,785",0.7234,0.7266,,0.7290,-0.01%,0.7030,3.36%
20202021,123467103,Souderton Area SD,Montgomery,"$4,439,530,846","$1,963,697,483","7,795.213","$569,520",0.3673,"$251,910",0.3711,0.3687,,0.3675,-0.05%,0.3679,0.22%
20202021,123467203,Springfield Township SD,Montgomery,"$2,344,915,340","$1,082,339,808","3,000.406","$781,532",0.1317,"$360,731",0.1000,0.1500,,0.1321,-0.30%,0.1500,0.00%
20202021,123467303,Spring-Ford Area SD,Montgomery,"$6,464,955,666","$2,435,969,579","9,401.265","$687,668",0.2360,"$259,110",0.3531,0.2828,,0.2363,-0.13%,0.2871,-1.50%
20202021,123468303,Upper Dublin SD,Montgomery,"$3,572,119,965","$1,720,652,210","4,792.803","$745,309",0.1720,"$359,007",0.1037,0.1500,,0.1722,-0.12%,0.1500,0.00%
20202021,123468402,Upper Merion Area SD,Montgomery,"$6,857,876,262","$1,948,207,784","4,857.469","$1,411,820",0.1000,"$401,074",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,123468503,Upper Moreland Township SD,Montgomery,"$2,388,139,484","$835,661,551","3,736.565","$639,126",0.2899,"$223,644",0.4416,0.3505,,0.2902,-0.10%,0.3566,-1.71%
20202021,123468603,Upper Perkiomen SD,Montgomery,"$1,871,719,787","$747,143,853","3,929.833","$476,284",0.4709,"$190,121",0.5253,0.4926,,0.4711,-0.04%,0.4868,1.19%
20202021,123469303,Wissahickon SD,Montgomery,"$5,838,898,365","$2,892,168,030","5,529.015","$1,056,046",0.1000,"$523,089",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,116471803,Danville Area SD,Montour,"$1,512,855,067","$647,713,067","2,874.607","$526,282",0.4153,"$225,322",0.4375,0.4241,,0.4155,-0.05%,0.4200,0.98%
20202021,120480803,Bangor Area SD,Northampton,"$1,530,502,438","$614,360,438","3,620.198","$422,767",0.5303,"$169,703",0.5763,0.5486,,0.5305,-0.04%,0.5457,0.53%
20202021,120481002,Bethlehem Area SD,Northampton,"$9,385,162,164","$3,310,114,345","18,483.363","$507,762",0.4359,"$179,086",0.5529,0.4826,,0.4361,-0.05%,0.4799,0.56%
20202021,120483302,Easton Area SD,Northampton,"$4,446,223,138","$1,763,028,526","10,907.811","$407,618",0.5472,"$161,629",0.5965,0.5669,,0.5473,-0.02%,0.5564,1.89%
20202021,120484803,Nazareth Area SD,Northampton,"$3,181,137,183","$1,109,159,237","5,834.295","$545,247",0.3942,"$190,110",0.5254,0.4466,,0.3945,-0.08%,0.4469,-0.07%
20202021,120484903,Northampton Area SD,Northampton,"$3,134,313,652","$1,283,959,854","6,867.088","$456,425",0.4929,"$186,972",0.5332,0.5089,,0.4931,-0.04%,0.4977,2.25%
20202021,120485603,Pen Argyl Area SD,Northampton,"$848,966,327","$317,975,411","1,944.592","$436,578",0.5150,"$163,517",0.5918,0.5457,,0.5151,-0.02%,0.5492,-0.64%
20202021,120486003,Saucon Valley SD,Northampton,"$1,686,049,206","$847,327,927","2,713.887","$621,267",0.3098,"$312,219",0.2205,0.2740,,0.3100,-0.06%,0.2900,-5.52%
20202021,120488603,Wilson Area SD,Northampton,"$1,148,048,427","$459,987,240","2,791.083","$411,327",0.5430,"$164,806",0.5886,0.5612,,0.5432,-0.04%,0.5929,-5.35%
20202021,116493503,Line Mountain SD,Northumberland,"$428,355,429","$195,796,651","1,348.003","$317,770",0.6470,"$145,249",0.6374,0.6431,,0.6471,-0.02%,0.6451,-0.31%
20202021,116495003,Milton Area SD,Northumberland,"$872,431,910","$335,124,956","2,410.708","$361,898",0.5980,"$139,015",0.6529,0.6199,,0.5981,-0.02%,0.6176,0.37%
20202021,116495103,Mount Carmel Area SD,Northumberland,"$255,227,304","$188,714,952","1,753.882","$145,521",0.8384,"$107,598",0.7314,0.7955,,0.8384,0.00%,0.7935,0.25%
20202021,116496503,Shamokin Area SD,Northumberland,"$440,290,021","$286,440,208","2,781.851","$158,272",0.8242,"$102,967",0.7430,0.7917,,0.8243,-0.01%,0.7871,0.58%
20202021,116496603,Shikellamy SD,Northumberland,"$947,835,940","$469,254,491","3,519.244","$269,329",0.7008,"$133,339",0.6671,0.6872,,0.7009,-0.01%,0.6848,0.35%
20202021,116498003,Warrior Run SD,Northumberland,"$719,031,649","$281,751,830","1,803.650","$398,653",0.5571,"$156,212",0.6100,0.5782,,0.5573,-0.04%,0.5714,1.19%
20202021,115503004,Greenwood SD,Perry,"$362,169,403","$132,942,299",927.519,"$390,471",0.5662,"$143,331",0.6422,0.5965,,0.5664,-0.04%,0.5932,0.56%
20202021,115504003,Newport SD,Perry,"$420,842,447","$156,758,816","1,287.896","$326,767",0.6370,"$121,716",0.6961,0.6606,,0.6371,-0.02%,0.6554,0.79%
20202021,115506003,Susquenita SD,Perry,"$802,475,838","$348,956,733","2,114.521","$379,507",0.5784,"$165,028",0.5880,0.5822,,0.5785,-0.02%,0.5787,0.60%
20202021,115508003,West Perry SD,Perry,"$1,155,125,491","$431,770,352","2,899.253","$398,421",0.5574,"$148,924",0.6282,0.5856,,0.5575,-0.02%,0.5828,0.48%
20202021,126515001,Philadelphia City SD,Philadelphia,"$50,843,320,971","$31,880,251,517","235,862.520","$215,563",0.7605,"$135,164",0.6626,0.7213,,0.7598,0.09%,0.7146,0.94%
20202021,120522003,Delaware Valley SD,Pike,"$2,421,091,514","$518,975,024","5,333.022","$453,981",0.4956,"$97,313",0.7571,0.6001,,0.4958,-0.04%,0.5949,0.87%
20202021,119648303,Wallenpaupack Area SD,Pike,"$4,015,498,538","$477,525,690","3,528.894","$1,137,891",0.1000,"$135,318",0.6622,0.3248,,0.1000,0.00%,0.3225,0.71%
20202021,109530304,Austin Area SD,Potter,"$101,976,686","$24,328,277",188.243,"$541,728",0.3981,"$129,238",0.6774,0.5097,,0.3984,-0.08%,0.5113,-0.31%
20202021,109531304,Coudersport Area SD,Potter,"$333,076,067","$120,607,773",900.854,"$369,733",0.5892,"$133,881",0.6658,0.6198,,0.5894,-0.03%,0.6173,0.40%
20202021,109532804,Galeton Area SD,Potter,"$278,239,975","$46,646,654",419.652,"$663,025",0.2634,"$111,155",0.7225,0.4470,,0.2636,-0.08%,0.4491,-0.47%
20202021,109535504,Northern Potter SD,Potter,"$272,889,123","$61,542,409",602.694,"$452,782",0.4970,"$102,112",0.7451,0.5962,,0.4972,-0.04%,0.5970,-0.13%
20202021,109537504,Oswayo Valley SD,Potter,"$145,254,103","$50,650,996",478.166,"$303,773",0.6625,"$105,927",0.7356,0.6917,,0.6627,-0.03%,0.6897,0.29%
20202021,129540803,Blue Mountain SD,Schuylkill,"$1,297,019,894","$603,246,738","3,134.981","$413,724",0.5404,"$192,424",0.5196,0.5320,,0.5405,-0.02%,0.5298,0.42%
20202021,129544503,Mahanoy Area SD,Schuylkill,"$216,075,609","$118,955,161","1,224.698","$176,431",0.8040,"$97,130",0.7575,0.7854,,0.8041,-0.01%,0.7836,0.23%
20202021,129544703,Minersville Area SD,Schuylkill,"$372,468,878","$164,784,172","1,398.791","$266,279",0.7042,"$117,804",0.7059,0.7048,,0.7046,-0.06%,0.7029,0.27%
20202021,129545003,North Schuylkill SD,Schuylkill,"$518,385,264","$298,128,785","2,395.548","$216,395",0.7596,"$124,451",0.6893,0.7314,,0.7597,-0.01%,0.7296,0.25%
20202021,129546003,Pine Grove Area SD,Schuylkill,"$613,122,280","$258,465,536","1,932.668","$317,241",0.6476,"$133,735",0.6661,0.6549,,0.6477,-0.02%,0.6526,0.35%
20202021,129546103,Pottsville Area SD,Schuylkill,"$685,928,943","$459,610,339","2,975.350","$230,537",0.7439,"$154,472",0.6144,0.6920,,0.7439,0.00%,0.6933,-0.19%
20202021,129546803,Saint Clair Area SD,Schuylkill,"$250,071,713","$116,282,964",907.648,"$275,516",0.6939,"$128,114",0.6802,0.6883,,0.6940,-0.01%,0.6890,-0.10%
20202021,129547303,Schuylkill Haven Area SD,Schuylkill,"$383,443,562","$213,549,913","1,406.342","$272,653",0.6971,"$151,847",0.6209,0.6665,,0.6972,-0.01%,0.6641,0.36%
20202021,129547203,Shenandoah Valley SD,Schuylkill,"$154,427,983","$103,369,182","1,373.421","$112,440",0.8751,"$75,264",0.8121,0.8498,,0.8752,-0.01%,0.8498,0.00%
20202021,129547603,Tamaqua Area SD,Schuylkill,"$812,881,288","$344,194,205","2,527.835","$321,572",0.6428,"$136,161",0.6601,0.6496,,0.6429,-0.02%,0.6477,0.29%
20202021,129547803,Tri-Valley SD,Schuylkill,"$390,274,642","$161,357,953","1,066.514","$365,934",0.5935,"$151,294",0.6223,0.6050,,0.5936,-0.02%,0.6053,-0.05%
20202021,129548803,Williams Valley SD,Schuylkill,"$242,835,851","$135,018,074","1,252.025","$193,954",0.7846,"$107,839",0.7308,0.7630,,0.7846,0.00%,0.7597,0.43%
20202021,116555003,Midd-West SD,Snyder,"$1,023,128,028","$347,975,960","2,593.524","$394,493",0.5617,"$134,171",0.6650,0.6030,,0.5619,-0.04%,0.6043,-0.22%
20202021,116557103,Selinsgrove Area SD,Snyder,"$1,446,847,529","$491,478,831","3,170.835","$456,298",0.4931,"$154,999",0.6130,0.5410,,0.4932,-0.02%,0.5387,0.43%
20202021,108561003,Berlin Brothersvalley SD,Somerset,"$312,385,421","$122,018,424",846.482,"$369,039",0.5900,"$144,147",0.6401,0.6100,,0.5902,-0.03%,0.6097,0.05%
20202021,108561803,Conemaugh Township Area SD,Somerset,"$310,932,212","$177,290,607","1,101.925","$282,171",0.6865,"$160,891",0.5983,0.6512,,0.6866,-0.01%,0.6561,-0.75%
20202021,108565203,Meyersdale Area SD,Somerset,"$291,084,527","$131,703,399",991.012,"$293,724",0.6737,"$132,897",0.6682,0.6714,,0.6738,-0.01%,0.6655,0.89%
20202021,108565503,North Star SD,Somerset,"$375,281,097","$167,373,318","1,297.416","$289,252",0.6787,"$129,005",0.6779,0.6783,,0.6788,-0.01%,0.6762,0.31%
20202021,108566303,Rockwood Area SD,Somerset,"$703,390,857","$137,360,110",838.700,"$838,668",0.1000,"$163,777",0.5911,0.2964,,0.1000,0.00%,0.3018,-1.79%
20202021,108567004,Salisbury-Elk Lick SD,Somerset,"$125,763,326","$49,476,979",308.934,"$407,088",0.5477,"$160,153",0.6002,0.5686,,0.5479,-0.04%,0.5702,-0.28%
20202021,108567204,Shade-Central City SD,Somerset,"$137,777,704","$64,127,675",482.799,"$285,372",0.6830,"$132,824",0.6684,0.6771,,0.6831,-0.01%,0.6726,0.67%
20202021,108567404,Shanksville-Stonycreek SD,Somerset,"$358,260,602","$67,030,972",364.293,"$983,440",0.1000,"$184,002",0.5406,0.2762,,0.1000,0.00%,0.2763,-0.04%
20202021,108567703,Somerset Area SD,Somerset,"$1,210,788,622","$415,414,581","2,434.463","$497,353",0.4475,"$170,639",0.5740,0.4981,,0.4476,-0.02%,0.4933,0.97%
20202021,108568404,Turkeyfoot Valley Area SD,Somerset,"$188,733,460","$46,692,075",392.667,"$480,645",0.4660,"$118,910",0.7031,0.5608,,0.4662,-0.04%,0.5601,0.12%
20202021,108569103,Windber Area SD,Somerset,"$319,297,161","$170,859,691","1,426.308","$223,862",0.7513,"$119,791",0.7009,0.7310,,0.7514,-0.01%,0.7230,1.11%
20202021,117576303,Sullivan County SD,Sullivan,"$883,918,764","$133,306,488",771.889,"$1,145,137",0.1000,"$172,701",0.5688,0.2875,,0.1000,0.00%,0.2828,1.66%
20202021,119581003,Blue Ridge SD,Susquehanna,"$443,716,697","$134,319,501","1,129.115","$392,977",0.5634,"$118,959",0.7030,0.6192,,0.5636,-0.04%,0.6132,0.98%
20202021,119582503,Elk Lake SD,Susquehanna,"$529,090,962","$222,127,829","1,358.809","$389,378",0.5674,"$163,472",0.5919,0.5771,,0.5676,-0.04%,0.5759,0.21%
20202021,119583003,Forest City Regional SD,Susquehanna,"$448,215,591","$119,324,754",919.557,"$487,425",0.4585,"$129,763",0.6761,0.5455,,0.4587,-0.04%,0.5418,0.68%
20202021,119584503,Montrose Area SD,Susquehanna,"$817,493,527","$243,094,583","1,564.423","$522,552",0.4195,"$155,389",0.6121,0.4965,,0.4195,0.00%,0.4978,-0.26%
20202021,119584603,Mountain View SD,Susquehanna,"$626,303,007","$266,884,560","1,114.432","$561,993",0.3756,"$239,480",0.4021,0.3861,,0.3759,-0.08%,0.3850,0.29%
