Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20222023,103025002,Keystone Oaks SD,Allegheny,"$1,294,535,339","$679,959,375","2,322.194","$557,462",0.4202,"$292,809",0.2706,0.3603
20222023,103026002,McKeesport Area SD,Allegheny,"$801,764,508","$461,285,597","4,474.906","$179,169",0.8137,"$103,082",0.7433,0.7855
20222023,103026303,Montour SD,Allegheny,"$2,699,993,903","$1,183,865,379","3,593.729","$751,307",0.2186,"$329,425",0.1794,0.2028
20222023,103026343,Moon Area SD,Allegheny,"$2,447,228,790","$1,109,757,254","4,751.668","$515,025",0.4644,"$233,551",0.4182,0.4458
20222023,103026402,Mt Lebanon SD,Allegheny,"$2,812,190,035","$1,866,103,227","6,209.092","$452,914",0.5290,"$300,543",0.2513,0.4179
20222023,103026852,North Allegheny SD,Allegheny,"$6,040,117,600","$3,095,297,883","9,912.115","$609,367",0.3662,"$312,274",0.2221,0.3085
20222023,103026902,North Hills SD,Allegheny,"$2,867,442,702","$1,396,045,862","5,451.608","$525,981",0.4530,"$256,079",0.3621,0.4166
20222023,103026873,Northgate SD,Allegheny,"$466,140,876","$321,859,027","1,304.727","$357,270",0.6284,"$246,686",0.3855,0.5312
20222023,103027352,Penn Hills SD,Allegheny,"$1,504,571,120","$823,515,690","4,852.929","$310,033",0.6776,"$169,694",0.5773,0.6374
20222023,103021003,Pine-Richland SD,Allegheny,"$3,053,424,414","$1,819,960,281","5,235.636","$583,200",0.3934,"$347,610",0.1341,0.2896
20222023,102027451,Pittsburgh SD,Allegheny,"$20,573,850,574","$8,689,448,212","29,081.452","$707,456",0.2642,"$298,796",0.2557,0.2607
20222023,103027503,Plum Borough SD,Allegheny,"$1,528,549,313","$840,874,109","4,214.195","$362,714",0.6228,"$199,533",0.5030,0.5748
20222023,103027753,Quaker Valley SD,Allegheny,"$1,909,615,331","$1,182,117,677","2,248.913","$849,128",0.1168,"$525,639",0.1000,0.1500
20222023,103028203,Riverview SD,Allegheny,"$666,839,508","$337,581,788","1,147.627","$581,059",0.3957,"$294,156",0.2672,0.3442
20222023,103028302,Shaler Area SD,Allegheny,"$2,166,016,599","$1,131,077,153","4,746.268","$456,362",0.5254,"$238,308",0.4064,0.4777
20222023,103028653,South Allegheny SD,Allegheny,"$323,659,738","$197,009,185","1,844.943","$175,430",0.8176,"$106,783",0.7340,0.7841
20222023,103028703,South Fayette Township SD,Allegheny,"$1,459,443,417","$820,726,387","3,929.337","$371,422",0.6137,"$208,871",0.4797,0.5600
20222023,103028753,South Park SD,Allegheny,"$759,380,404","$429,706,272","2,105.154","$360,724",0.6248,"$204,121",0.4915,0.5714
20222023,103028833,Steel Valley SD,Allegheny,"$676,568,784","$310,631,865","1,888.852","$358,190",0.6275,"$164,455",0.5904,0.6126
20222023,103028853,Sto-Rox SD,Allegheny,"$317,616,207","$159,310,310","2,006.292","$158,310",0.8354,"$79,405",0.8022,0.8220
20222023,103029203,Upper Saint Clair SD,Allegheny,"$2,226,813,536","$1,406,489,978","4,694.169","$474,378",0.5066,"$299,624",0.2536,0.4053
20222023,103029403,West Allegheny SD,Allegheny,"$2,415,135,243","$833,820,739","3,915.348","$616,837",0.3585,"$212,962",0.4695,0.4029
20222023,103029553,West Jefferson Hills SD,Allegheny,"$1,491,521,001","$729,415,432","3,815.628","$390,897",0.5935,"$191,165",0.5238,0.5656
20222023,103029603,West Mifflin Area SD,Allegheny,"$935,163,292","$440,241,518","2,881.354","$324,556",0.6625,"$152,789",0.6194,0.6452
20222023,103029803,Wilkinsburg Borough SD,Allegheny,"$419,234,168","$288,452,338","1,343.266","$312,100",0.6754,"$214,739",0.4651,0.5912
20222023,103029902,Woodland Hills SD,Allegheny,"$1,879,565,036","$1,102,487,910","5,231.795","$359,258",0.6264,"$210,728",0.4751,0.5658
20222023,128030603,Apollo-Ridge SD,Armstrong,"$309,341,980","$175,770,311","1,436.172","$215,393",0.7760,"$122,388",0.6952,0.7436
20222023,128030852,Armstrong SD,Armstrong,"$1,731,788,637","$876,383,427","6,267.090","$276,330",0.7126,"$139,838",0.6517,0.6881
20222023,128033053,Freeport Area SD,Armstrong,"$891,418,917","$412,335,189","2,284.817","$390,148",0.5942,"$180,467",0.5505,0.5767
20222023,128034503,Leechburg Area SD,Armstrong,"$220,111,814","$122,977,981",801.947,"$274,471",0.7146,"$153,349",0.6180,0.6759
20222023,127040503,Aliquippa SD,Beaver,"$280,691,641","$136,490,925","1,443.817","$194,409",0.7978,"$94,534",0.7645,0.7844
20222023,127040703,Ambridge Area SD,Beaver,"$1,137,685,134","$576,019,698","3,209.306","$354,495",0.6313,"$179,484",0.5529,0.5998
20222023,127041203,Beaver Area SD,Beaver,"$1,017,722,504","$470,904,516","2,440.598","$416,997",0.5663,"$192,946",0.5194,0.5474
20222023,127041503,Big Beaver Falls Area SD,Beaver,"$377,347,326","$208,505,930","2,096.063","$180,026",0.8128,"$99,475",0.7522,0.7884
20222023,127041603,Blackhawk SD,Beaver,"$1,117,947,577","$742,117,178","2,828.268","$395,276",0.5889,"$262,392",0.3464,0.4918
20222023,127042003,Central Valley SD,Beaver,"$1,337,834,462","$525,445,663","2,741.445","$488,003",0.4925,"$191,667",0.5226,0.5045
20222023,127042853,Freedom Area SD,Beaver,"$625,487,112","$249,215,654","1,583.335","$395,044",0.5892,"$157,399",0.6079,0.5966
20222023,127044103,Hopewell Area SD,Beaver,"$992,982,117","$503,897,973","2,568.455","$386,606",0.5979,"$196,187",0.5113,0.5632
20222023,127045303,Midland Borough SD,Beaver,"$71,052,530","$40,543,429",425.375,"$167,035",0.8263,"$95,312",0.7626,0.8007
20222023,127045653,New Brighton Area SD,Beaver,"$355,132,190","$187,701,827","1,647.823","$215,515",0.7759,"$113,908",0.7163,0.7520
20222023,127045853,Riverside Beaver County SD,Beaver,"$624,318,949","$277,249,520","1,676.761","$372,336",0.6128,"$165,348",0.5881,0.6028
20222023,127046903,Rochester Area SD,Beaver,"$223,963,710","$129,717,368",900.948,"$248,586",0.7415,"$143,978",0.6414,0.7014
20222023,127047404,South Side Area SD,Beaver,"$571,699,130","$187,508,859","1,213.989","$470,926",0.5102,"$154,456",0.6153,0.5522
20222023,127049303,Western Beaver County SD,Beaver,"$272,226,251","$125,862,799",858.376,"$317,141",0.6702,"$146,628",0.6348,0.6560
20222023,108051003,Bedford Area SD,Bedford,"$1,204,085,121","$356,605,597","2,234.639","$538,827",0.4396,"$159,580",0.6025,0.5047
20222023,108051503,Chestnut Ridge SD,Bedford,"$655,054,475","$202,260,728","1,533.638","$427,124",0.5558,"$131,882",0.6715,0.6020
20222023,108053003,Everett Area SD,Bedford,"$610,598,046","$178,715,073","1,445.789","$422,328",0.5608,"$123,610",0.6921,0.6132
20222023,108056004,Northern Bedford County SD,Bedford,"$396,600,854","$142,157,477","1,011.523","$392,082",0.5922,"$140,538",0.6499,0.6152
20222023,108058003,Tussey Mountain SD,Bedford,"$385,024,771","$114,744,036","1,091.178","$352,852",0.6330,"$105,156",0.7381,0.6750
20222023,114060503,Antietam SD,Berks,"$341,945,568","$164,773,602","1,306.968","$261,632",0.7279,"$126,073",0.6860,0.7111
20222023,114060753,Boyertown Area SD,Berks,"$4,023,907,229","$1,786,725,815","7,986.277","$503,852",0.4760,"$223,724",0.4427,0.4626
20222023,114060853,Brandywine Heights Area SD,Berks,"$897,856,123","$358,172,397","1,637.463","$548,321",0.4297,"$218,736",0.4551,0.4398
20222023,114061103,Conrad Weiser Area SD,Berks,"$1,408,688,635","$546,482,458","2,950.625","$477,420",0.5035,"$185,209",0.5387,0.5175
20222023,114061503,Daniel Boone Area SD,Berks,"$1,523,207,262","$732,669,441","3,768.518","$404,192",0.5796,"$194,418",0.5157,0.5539
20222023,114062003,Exeter Township SD,Berks,"$1,865,915,871","$874,465,227","4,645.011","$401,703",0.5822,"$188,259",0.5311,0.5617
20222023,114062503,Fleetwood Area SD,Berks,"$1,212,850,068","$549,588,044","2,809.064","$431,763",0.5510,"$195,648",0.5126,0.5356
20222023,114063003,Governor Mifflin SD,Berks,"$2,143,768,102","$1,082,487,334","5,046.803","$424,777",0.5582,"$214,489",0.4657,0.5211
20222023,114063503,Hamburg Area SD,Berks,"$1,357,868,141","$477,161,666","2,524.649","$537,844",0.4406,"$189,001",0.5292,0.4759
20222023,114064003,Kutztown Area SD,Berks,"$1,100,284,466","$396,261,293","1,650.212","$666,753",0.3065,"$240,127",0.4018,0.3446
20222023,114065503,Muhlenberg SD,Berks,"$1,697,058,160","$600,387,781","4,887.222","$347,243",0.6389,"$122,848",0.6940,0.6609
20222023,114066503,Oley Valley SD,Berks,"$1,072,892,782","$432,248,256","1,850.911","$579,656",0.3971,"$233,532",0.4183,0.4055
20222023,114067002,Reading SD,Berks,"$1,741,851,743","$1,073,037,060","21,563.115","$80,779",0.9160,"$49,762",0.8761,0.9000
20222023,114067503,Schuylkill Valley SD,Berks,"$1,347,799,792","$463,838,682","2,520.191","$534,800",0.4438,"$184,049",0.5415,0.4828
20222023,114068003,Tulpehocken Area SD,Berks,"$1,256,465,895","$354,250,968","1,609.615","$780,600",0.1881,"$220,084",0.4518,0.2935
20222023,114068103,Twin Valley SD,Berks,"$2,147,399,234","$804,439,411","3,702.872","$579,928",0.3968,"$217,247",0.4588,0.4215
20222023,114069103,Wilson SD,Berks,"$3,766,654,215","$1,466,956,976","7,285.968","$516,973",0.4623,"$201,340",0.4985,0.4767
20222023,114069353,Wyomissing Area SD,Berks,"$1,172,534,411","$669,724,980","2,206.993","$531,281",0.4474,"$303,455",0.2441,0.3660
20222023,108070502,Altoona Area SD,Blair,"$2,561,760,817","$1,092,590,743","8,839.457","$289,809",0.6986,"$123,603",0.6921,0.6959
20222023,108071003,Bellwood-Antis SD,Blair,"$486,538,568","$222,536,401","1,433.978","$339,292",0.6471,"$155,188",0.6134,0.6335
20222023,108071504,Claysburg-Kimmel SD,Blair,"$269,796,610","$117,271,491",985.132,"$273,868",0.7152,"$119,041",0.7035,0.7105
20222023,108073503,Hollidaysburg Area SD,Blair,"$1,900,520,333","$889,968,313","3,883.766","$489,349",0.4911,"$229,150",0.4292,0.4662
20222023,108077503,Spring Cove SD,Blair,"$825,602,687","$294,668,423","2,038.640","$404,977",0.5788,"$144,541",0.6400,0.6032
20222023,108078003,Tyrone Area SD,Blair,"$738,839,317","$279,727,368","2,122.343","$348,124",0.6380,"$131,801",0.6717,0.6514
20222023,108079004,Williamsburg Community SD,Blair,"$154,878,400","$67,603,485",616.362,"$251,278",0.7387,"$109,681",0.7268,0.7339
20222023,117080503,Athens Area SD,Bradford,"$766,073,080","$278,165,714","2,388.618","$320,718",0.6665,"$116,454",0.7099,0.6838
20222023,117081003,Canton Area SD,Bradford,"$310,705,027","$109,546,000","1,010.291","$307,540",0.6802,"$108,430",0.7299,0.7000
20222023,117083004,Northeast Bradford SD,Bradford,"$321,334,383","$100,607,591",827.824,"$388,167",0.5963,"$121,532",0.6973,0.6366
20222023,117086003,Sayre Area SD,Bradford,"$377,492,715","$136,835,816","1,213.273","$311,135",0.6764,"$112,782",0.7191,0.6934
20222023,117086503,Towanda Area SD,Bradford,"$684,961,980","$210,965,631","1,781.206","$384,549",0.6001,"$118,439",0.7050,0.6420
20222023,117086653,Troy Area SD,Bradford,"$617,064,426","$179,683,992","1,695.232","$363,999",0.6214,"$105,993",0.7360,0.6672
20222023,117089003,Wyalusing Area SD,Bradford,"$562,698,609","$215,830,619","1,547.054","$363,722",0.6217,"$139,510",0.6525,0.6340
20222023,122091002,Bensalem Township SD,Bucks,"$5,706,042,495","$1,813,256,635","9,101.392","$626,941",0.3479,"$199,228",0.5037,0.4101
20222023,122091303,Bristol Borough SD,Bucks,"$599,035,036","$203,600,922","1,587.575","$377,327",0.6076,"$128,246",0.6806,0.6367
20222023,122091352,Bristol Township SD,Bucks,"$3,614,915,467","$1,233,249,510","8,258.476","$437,721",0.5448,"$149,331",0.6280,0.5780
20222023,122092002,Centennial SD,Bucks,"$4,869,893,345","$1,711,218,978","6,429.944","$757,377",0.2123,"$266,132",0.3371,0.2621
20222023,122092102,Central Bucks SD,Bucks,"$16,925,415,263","$6,709,300,946","20,786.710","$814,242",0.1531,"$322,768",0.1960,0.1702
20222023,122092353,Council Rock SD,Bucks,"$11,642,173,285","$5,124,435,109","12,334.106","$943,900",0.1000,"$415,468",0.1000,0.1500
20222023,122097203,Morrisville Borough SD,Bucks,"$520,935,834","$297,455,913","1,143.877","$455,412",0.5264,"$260,041",0.3522,0.4566
20222023,122097502,Neshaminy SD,Bucks,"$7,237,670,696","$2,508,686,269","11,286.836","$641,248",0.3331,"$222,266",0.4463,0.3783
20222023,122097604,New Hope-Solebury SD,Bucks,"$2,869,050,325","$1,411,084,486","1,595.661","$1,798,032",0.1000,"$884,325",0.1000,0.1500
20222023,122098003,Palisades SD,Bucks,"$2,488,549,853","$731,300,678","1,822.254","$1,365,643",0.1000,"$401,316",0.1000,0.1500
20222023,122098103,Pennridge SD,Bucks,"$5,606,093,397","$2,072,256,989","8,137.328","$688,935",0.2835,"$254,660",0.3656,0.3163
20222023,122098202,Pennsbury SD,Bucks,"$8,451,734,672","$3,495,552,004","12,091.857","$698,960",0.2730,"$289,083",0.2799,0.2757
20222023,122098403,Quakertown Community SD,Bucks,"$3,787,266,698","$1,199,215,732","5,969.513","$634,434",0.3402,"$200,890",0.4996,0.4039
20222023,104101252,Butler Area SD,Butler,"$3,572,593,235","$1,324,191,424","7,658.490","$466,487",0.5148,"$172,905",0.5693,0.5365
20222023,104103603,Karns City Area SD,Butler,"$511,802,721","$201,972,274","1,629.512","$314,083",0.6734,"$123,946",0.6913,0.6805
20222023,104107803,Knoch SD,Butler,"$1,515,800,664","$576,599,456","2,522.126","$601,001",0.3749,"$228,616",0.4305,0.3971
20222023,104105003,Mars Area SD,Butler,"$2,906,348,605","$1,260,047,425","3,971.250","$731,847",0.2388,"$317,292",0.2096,0.2270
20222023,104105353,Moniteau SD,Butler,"$559,350,702","$189,979,511","1,471.165","$380,209",0.6046,"$129,135",0.6783,0.6340
20222023,104107903,Seneca Valley SD,Butler,"$6,102,902,479","$2,373,027,886","8,542.267","$714,435",0.2569,"$277,798",0.3080,0.2773
20222023,104107503,Slippery Rock Area SD,Butler,"$1,246,568,597","$398,995,674","2,348.185","$530,864",0.4479,"$169,916",0.5768,0.4994
20222023,108110603,Blacklick Valley SD,Cambria,"$146,842,236","$82,881,011",754.122,"$194,719",0.7975,"$109,903",0.7263,0.7690
20222023,108111203,Cambria Heights SD,Cambria,"$389,695,402","$207,296,567","1,562.848","$249,349",0.7407,"$132,640",0.6696,0.7122
20222023,108111303,Central Cambria SD,Cambria,"$781,756,772","$309,964,153","1,905.844","$410,189",0.5734,"$162,638",0.5949,0.5819
20222023,108111403,Conemaugh Valley SD,Cambria,"$192,271,421","$118,294,097",846.388,"$227,166",0.7638,"$139,763",0.6519,0.7189
20222023,108112003,Ferndale Area SD,Cambria,"$95,085,992","$72,626,673",742.546,"$128,054",0.8669,"$97,807",0.7564,0.8226
20222023,108112203,Forest Hills SD,Cambria,"$552,521,976","$286,822,772","2,084.437","$265,070",0.7243,"$137,602",0.6573,0.6974
20222023,108112502,Greater Johnstown SD,Cambria,"$675,961,445","$295,507,036","3,563.285","$189,701",0.8027,"$82,931",0.7935,0.7990
20222023,108114503,Northern Cambria SD,Cambria,"$237,077,588","$154,219,952","1,147.675","$206,572",0.7852,"$134,375",0.6653,0.7372
20222023,108116003,Penn Cambria SD,Cambria,"$566,907,629","$274,872,161","1,905.677","$297,483",0.6906,"$144,238",0.6407,0.6705
20222023,108116303,Portage Area SD,Cambria,"$205,335,380","$111,973,339",985.702,"$208,313",0.7834,"$113,597",0.7171,0.7568
20222023,108116503,Richland SD,Cambria,"$1,029,483,427","$342,559,139","1,773.210","$580,576",0.3962,"$193,185",0.5188,0.4452
20222023,108118503,Westmont Hilltop SD,Cambria,"$559,411,563","$351,059,313","1,837.365","$304,464",0.6834,"$191,066",0.5241,0.6196
20222023,109122703,Cameron County SD,Cameron,"$206,415,981","$73,430,685",643.964,"$320,539",0.6666,"$114,029",0.7160,0.6863
20222023,121135003,Jim Thorpe Area SD,Carbon,"$1,559,367,635","$355,726,608","2,557.856","$609,638",0.3659,"$139,072",0.6536,0.4809
20222023,121135503,Lehighton Area SD,Carbon,"$995,272,710","$388,960,604","2,832.747","$351,345",0.6346,"$137,308",0.6580,0.6439
20222023,121136503,Palmerton Area SD,Carbon,"$820,672,387","$345,851,348","2,135.965","$384,216",0.6004,"$161,918",0.5967,0.5988
20222023,121136603,Panther Valley SD,Carbon,"$331,243,445","$200,145,373","2,332.873","$141,989",0.8524,"$85,793",0.7863,0.8259
20222023,121139004,Weatherly Area SD,Carbon,"$328,784,573","$104,117,629",761.401,"$431,815",0.5509,"$136,744",0.6594,0.5942
20222023,110141003,Bald Eagle Area SD,Centre,"$711,739,249","$287,233,219","1,840.821","$386,642",0.5979,"$156,035",0.6113,0.6032
20222023,110141103,Bellefonte Area SD,Centre,"$1,650,275,674","$645,248,811","3,323.407","$496,561",0.4836,"$194,152",0.5164,0.4966
20222023,110147003,Penns Valley Area SD,Centre,"$904,379,398","$296,355,262","1,743.101","$518,833",0.4604,"$170,016",0.5765,0.5068
20222023,110148002,State College Area SD,Centre,"$7,854,994,234","$2,369,132,610","8,246.230","$952,555",0.1000,"$287,298",0.2843,0.1737
20222023,124150503,Avon Grove SD,Chester,"$2,935,102,270","$1,077,871,156","6,652.904","$441,176",0.5412,"$162,015",0.5964,0.5632
20222023,124151902,Coatesville Area SD,Chester,"$4,643,015,631","$1,783,710,194","10,009.408","$463,865",0.5176,"$178,203",0.5561,0.5329
20222023,124152003,Downingtown Area SD,Chester,"$9,246,479,790","$4,230,982,727","15,667.511","$590,169",0.3862,"$270,048",0.3273,0.3626
20222023,124153503,Great Valley SD,Chester,"$7,029,446,141","$2,650,005,676","5,406.091","$1,300,282",0.1000,"$490,188",0.1000,0.1500
20222023,124154003,Kennett Consolidated SD,Chester,"$3,270,577,207","$980,308,094","4,934.065","$662,856",0.3106,"$198,681",0.5051,0.3883
20222023,124156503,Octorara Area SD,Chester,"$1,403,110,907","$605,813,894","2,818.393","$497,840",0.4822,"$214,950",0.4646,0.4751
20222023,124156603,Owen J Roberts SD,Chester,"$3,762,616,842","$2,034,676,345","6,462.046","$582,264",0.3944,"$314,865",0.2157,0.3228
20222023,124156703,Oxford Area SD,Chester,"$1,837,561,105","$610,919,739","4,736.805","$387,932",0.5965,"$128,972",0.6788,0.6294
20222023,124157203,Phoenixville Area SD,Chester,"$3,604,755,939","$1,752,161,263","5,117.870","$704,346",0.2674,"$342,361",0.1472,0.2192
20222023,124157802,Tredyffrin-Easttown SD,Chester,"$9,355,505,105","$4,250,427,193","8,228.807","$1,136,921",0.1000,"$516,530",0.1000,0.1500
20222023,124158503,Unionville-Chadds Ford SD,Chester,"$4,007,346,553","$1,768,828,691","4,652.246","$861,378",0.1041,"$380,209",0.1000,0.1500
20222023,124159002,West Chester Area SD,Chester,"$15,025,213,325","$5,524,523,899","14,798.938","$1,015,289",0.1000,"$373,305",0.1000,0.1500
20222023,106160303,Allegheny-Clarion Valley SD,Clarion,"$305,908,908","$108,102,125",732.285,"$417,745",0.5655,"$147,623",0.6323,0.5922
20222023,106161203,Clarion Area SD,Clarion,"$348,687,010","$152,284,190",921.107,"$378,552",0.6063,"$165,327",0.5882,0.5989
20222023,106161703,Clarion-Limestone Area SD,Clarion,"$297,270,217","$141,269,962",976.682,"$304,367",0.6835,"$144,642",0.6397,0.6659
20222023,106166503,Keystone SD,Clarion,"$279,134,754","$158,854,301","1,099.376","$253,902",0.7360,"$144,494",0.6401,0.6976
20222023,106167504,North Clarion County SD,Clarion,"$256,576,239","$97,779,457",714.484,"$359,107",0.6265,"$136,853",0.6591,0.6395
20222023,106168003,Redbank Valley SD,Clarion,"$308,010,975","$150,974,391","1,317.970","$233,701",0.7570,"$114,550",0.7147,0.7400
20222023,106169003,Union SD,Clarion,"$111,450,412","$66,410,329",692.197,"$161,009",0.8326,"$95,941",0.7610,0.8039
20222023,110171003,Clearfield Area SD,Clearfield,"$927,412,793","$344,446,859","2,571.932","$360,589",0.6250,"$133,925",0.6664,0.6415
20222023,110171803,Curwensville Area SD,Clearfield,"$295,262,303","$140,633,502","1,224.878","$241,054",0.7493,"$114,814",0.7140,0.7351
20222023,106172003,DuBois Area SD,Clearfield,"$1,634,072,582","$703,695,728","4,293.110","$380,626",0.6041,"$163,912",0.5917,0.5990
20222023,110173003,Glendale SD,Clearfield,"$187,645,579","$92,955,091",879.612,"$213,327",0.7782,"$105,677",0.7368,0.7616
20222023,110173504,Harmony Area SD,Clearfield,"$96,368,007","$39,939,921",300.686,"$320,493",0.6667,"$132,829",0.6691,0.6676
20222023,110175003,Moshannon Valley SD,Clearfield,"$250,941,828","$124,979,442",972.685,"$257,988",0.7317,"$128,489",0.6800,0.7110
20222023,110177003,Philipsburg-Osceola Area SD,Clearfield,"$574,692,868","$275,680,014","1,993.506","$288,282",0.7002,"$138,289",0.6555,0.6823
20222023,110179003,West Branch Area SD,Clearfield,"$309,729,842","$150,363,265","1,134.053","$273,117",0.7160,"$132,589",0.6697,0.6974
20222023,110183602,Keystone Central SD,Clinton,"$2,073,607,004","$725,330,397","4,974.742","$416,827",0.5665,"$145,802",0.6368,0.5946
20222023,116191004,Benton Area SD,Columbia,"$378,056,288","$118,205,598",815.821,"$463,405",0.5180,"$144,891",0.6391,0.5664
20222023,116191103,Berwick Area SD,Columbia,"$1,327,839,503","$434,550,621","3,457.082","$384,092",0.6005,"$125,698",0.6869,0.6350
20222023,116191203,Bloomsburg Area SD,Columbia,"$1,028,353,296","$330,064,186","1,998.396","$514,589",0.4648,"$165,164",0.5886,0.5142
20222023,116191503,Central Columbia SD,Columbia,"$1,165,023,378","$419,790,590","2,293.925","$507,873",0.4718,"$183,001",0.5442,0.5006
20222023,116195004,Millville Area SD,Columbia,"$367,431,104","$115,607,815",758.689,"$484,297",0.4963,"$152,378",0.6204,0.5458
20222023,116197503,Southern Columbia Area SD,Columbia,"$729,404,579","$296,827,456","1,577.015","$462,522",0.5190,"$188,221",0.5312,0.5238
20222023,105201033,Conneaut SD,Crawford,"$986,795,896","$337,750,367","2,287.467","$431,392",0.5513,"$147,652",0.6322,0.5835
20222023,105201352,Crawford Central SD,Crawford,"$1,274,804,161","$578,536,833","4,068.927","$313,302",0.6742,"$142,184",0.6458,0.6628
20222023,105204703,Penncrest SD,Crawford,"$1,010,568,903","$458,252,478","3,173.544","$318,435",0.6688,"$144,397",0.6403,0.6573
20222023,115210503,Big Spring SD,Cumberland,"$1,618,998,103","$513,133,770","2,976.485","$543,929",0.4343,"$172,395",0.5706,0.4887
20222023,115211003,Camp Hill SD,Cumberland,"$745,564,717","$427,562,911","1,486.706","$501,487",0.4784,"$287,590",0.2836,0.4004
20222023,115211103,Carlisle Area SD,Cumberland,"$2,963,231,104","$941,214,744","6,000.644","$493,818",0.4864,"$156,852",0.6093,0.5355
20222023,115211603,Cumberland Valley SD,Cumberland,"$7,465,380,391","$2,640,875,144","11,194.930","$666,853",0.3064,"$235,899",0.4124,0.3487
20222023,115212503,East Pennsboro Area SD,Cumberland,"$1,668,792,496","$573,383,937","3,157.558","$528,507",0.4503,"$181,590",0.5477,0.4891
20222023,115216503,Mechanicsburg Area SD,Cumberland,"$2,638,861,406","$1,337,881,462","5,252.382","$502,412",0.4775,"$254,718",0.3655,0.4327
20222023,115218003,Shippensburg Area SD,Cumberland,"$1,872,934,939","$610,925,260","4,113.834","$455,277",0.5265,"$148,505",0.6301,0.5679
20222023,115218303,South Middleton SD,Cumberland,"$1,734,719,082","$511,537,563","2,557.737","$678,224",0.2946,"$199,996",0.5018,0.3774
20222023,115221402,Central Dauphin SD,Dauphin,"$8,025,315,230","$3,025,356,751","15,274.360","$525,410",0.4536,"$198,067",0.5066,0.4747
20222023,115221753,Derry Township SD,Dauphin,"$2,954,195,206","$1,183,426,699","4,220.549","$699,955",0.2720,"$280,396",0.3015,0.2838
20222023,115222504,Halifax Area SD,Dauphin,"$477,542,772","$199,807,565","1,185.271","$402,897",0.5810,"$168,575",0.5801,0.5806
