Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20232024,112011103,Bermudian Springs SD,Adams,"$841,942,472","$450,869,549","2,268.017","$371,224",0.6181,"$198,794",0.5755,0.6010
20232024,112011603,Conewago Valley SD,Adams,"$1,813,008,246","$854,891,109","4,699.005","$385,828",0.6031,"$181,930",0.6116,0.6064
20232024,112013054,Fairfield Area SD,Adams,"$675,657,323","$281,043,098","1,206.093","$560,203",0.4236,"$233,019",0.5025,0.4551
20232024,112013753,Gettysburg Area SD,Adams,"$2,265,894,089","$866,026,347","3,700.536","$612,315",0.3700,"$234,027",0.5003,0.4221
20232024,112015203,Littlestown Area SD,Adams,"$1,038,511,448","$458,293,174","2,446.996","$424,402",0.5634,"$187,288",0.6001,0.5780
20232024,112018523,Upper Adams SD,Adams,"$666,599,066","$325,364,466","2,052.447","$324,782",0.6659,"$158,525",0.6615,0.6641
20232024,103020603,Allegheny Valley SD,Allegheny,"$706,289,339","$354,178,339","1,069.764","$660,229",0.3207,"$331,080",0.2931,0.3096
20232024,103020753,Avonworth SD,Allegheny,"$1,205,183,957","$709,802,013","2,168.295","$555,821",0.4282,"$327,354",0.3010,0.3773
20232024,103021102,Baldwin-Whitehall SD,Allegheny,"$1,917,006,724","$1,130,280,327","5,354.743","$358,001",0.6317,"$211,080",0.5493,0.5987
20232024,103021252,Bethel Park SD,Allegheny,"$2,489,055,344","$1,301,912,475","4,638.892","$536,562",0.4480,"$280,651",0.4007,0.4290
20232024,103021453,Brentwood Borough SD,Allegheny,"$374,229,152","$267,377,212","1,400.071","$267,292",0.7250,"$190,974",0.5922,0.6718
20232024,103021603,Carlynton SD,Allegheny,"$701,101,181","$436,944,681","1,609.436","$435,619",0.5518,"$271,489",0.4203,0.4991
20232024,103021752,Chartiers Valley SD,Allegheny,"$2,251,387,499","$1,386,645,424","3,932.061","$572,571",0.4109,"$352,651",0.2470,0.3453
20232024,103021903,Clairton City SD,Allegheny,"$133,799,086","$86,678,184","1,129.444","$118,464",0.8782,"$76,744",0.8362,0.8613
20232024,103022103,Cornell SD,Allegheny,"$365,236,295","$156,604,622",669.580,"$545,470",0.4388,"$233,884",0.5006,0.4634
20232024,103022253,Deer Lakes SD,Allegheny,"$961,101,612","$460,039,057","2,192.796","$438,299",0.5491,"$209,795",0.5521,0.5502
20232024,103022503,Duquesne City SD,Allegheny,"$92,150,058","$56,601,996","1,076.472","$85,603",0.9120,"$52,581",0.8878,0.9023
20232024,103022803,East Allegheny SD,Allegheny,"$505,708,493","$294,022,579","1,963.857","$257,507",0.7351,"$149,716",0.6803,0.7131
20232024,103023153,Elizabeth Forward SD,Allegheny,"$824,134,696","$558,680,519","2,789.427","$295,449",0.6961,"$200,285",0.5724,0.6465
20232024,103023912,Fox Chapel Area SD,Allegheny,"$3,451,853,360","$2,590,605,293","4,922.119","$701,294",0.2785,"$526,319",0.1000,0.2071
20232024,103024102,Gateway SD,Allegheny,"$2,238,022,985","$894,866,458","4,275.784","$523,418",0.4615,"$209,287",0.5531,0.4981
20232024,103024603,Hampton Township SD,Allegheny,"$1,760,082,000","$1,169,818,742","3,163.781","$556,322",0.4276,"$369,753",0.2105,0.3407
20232024,103024753,Highlands SD,Allegheny,"$762,465,156","$434,095,356","2,696.412","$282,770",0.7091,"$160,989",0.6563,0.6879
20232024,103025002,Keystone Oaks SD,Allegheny,"$1,324,283,858","$714,888,168","2,248.943","$588,847",0.3942,"$317,877",0.3213,0.3650
20232024,103026002,McKeesport Area SD,Allegheny,"$796,443,737","$474,637,915","4,445.712","$179,148",0.8157,"$106,763",0.7721,0.7982
20232024,103026303,Montour SD,Allegheny,"$2,770,874,553","$1,208,378,792","3,647.673","$759,628",0.2184,"$331,273",0.2927,0.2480
20232024,103026343,Moon Area SD,Allegheny,"$2,465,516,433","$1,258,587,579","4,747.208","$519,361",0.4657,"$265,121",0.4339,0.4529
20232024,103026402,Mt Lebanon SD,Allegheny,"$2,827,473,143","$2,191,228,103","6,236.120","$453,402",0.5335,"$351,376",0.2497,0.4199
20232024,103026852,North Allegheny SD,Allegheny,"$6,184,560,877","$3,710,298,659","9,854.133","$627,610",0.3543,"$376,522",0.1960,0.2909
20232024,103026902,North Hills SD,Allegheny,"$2,877,228,333","$1,559,711,944","5,426.091","$530,258",0.4545,"$287,446",0.3862,0.4271
20232024,103026873,Northgate SD,Allegheny,"$472,044,499","$360,491,703","1,289.736","$366,000",0.6235,"$279,508",0.4032,0.5353
20232024,103027352,Penn Hills SD,Allegheny,"$1,524,247,674","$886,295,525","4,730.006","$322,250",0.6685,"$187,377",0.5999,0.6410
20232024,103021003,Pine-Richland SD,Allegheny,"$3,163,567,019","$2,182,966,506","5,246.380","$602,999",0.3796,"$416,090",0.1115,0.2723
20232024,102027451,Pittsburgh SD,Allegheny,"$20,782,732,268","$9,757,478,956","28,111.190","$739,304",0.2394,"$347,103",0.2588,0.2471
20232024,103027503,Plum Borough SD,Allegheny,"$1,547,257,668","$920,495,470","4,214.913","$367,091",0.6223,"$218,390",0.5337,0.5867
20232024,103027753,Quaker Valley SD,Allegheny,"$1,954,857,846","$2,155,585,348","2,208.218","$885,264",0.1000,"$976,165",0.1000,0.1500
20232024,103028203,Riverview SD,Allegheny,"$688,665,325","$374,201,868","1,129.662","$609,620",0.3728,"$331,251",0.2927,0.3406
20232024,103028302,Shaler Area SD,Allegheny,"$2,193,882,497","$1,274,408,654","4,812.149","$455,904",0.5310,"$264,831",0.4345,0.4924
20232024,103028653,South Allegheny SD,Allegheny,"$323,321,862","$219,561,227","1,846.342","$175,114",0.8199,"$118,916",0.7461,0.7903
20232024,103028703,South Fayette Township SD,Allegheny,"$1,486,954,968","$929,928,124","3,994.209","$372,277",0.6170,"$232,819",0.5029,0.5713
20232024,103028753,South Park SD,Allegheny,"$790,207,694","$474,729,162","2,165.475","$364,911",0.6246,"$219,226",0.5319,0.5874
20232024,103028833,Steel Valley SD,Allegheny,"$679,730,007","$328,852,654","1,920.620","$353,911",0.6359,"$171,222",0.6344,0.6352
20232024,103028853,Sto-Rox SD,Allegheny,"$317,841,734","$174,868,254","2,100.710","$151,302",0.8444,"$83,242",0.8223,0.8355
20232024,103029203,Upper Saint Clair SD,Allegheny,"$2,256,172,509","$1,647,653,305","4,532.961","$497,725",0.4879,"$363,482",0.2239,0.3822
20232024,103029403,West Allegheny SD,Allegheny,"$2,560,187,278","$987,856,153","3,956.754","$647,042",0.3343,"$249,663",0.4669,0.3872
20232024,103029553,West Jefferson Hills SD,Allegheny,"$1,520,054,517","$854,174,660","3,921.568","$387,613",0.6012,"$217,814",0.5349,0.5746
20232024,103029603,West Mifflin Area SD,Allegheny,"$939,870,271","$463,989,505","2,827.207","$332,437",0.6580,"$164,115",0.6496,0.6546
20232024,103029803,Wilkinsburg Borough SD,Allegheny,"$428,703,631","$315,384,365","1,310.416","$327,150",0.6634,"$240,674",0.4861,0.5924
20232024,103029902,Woodland Hills SD,Allegheny,"$1,905,313,496","$1,257,319,826","5,194.207","$366,815",0.6226,"$242,061",0.4832,0.5667
20232024,128030603,Apollo-Ridge SD,Armstrong,"$317,139,698","$193,494,663","1,412.941","$224,453",0.7691,"$136,944",0.7076,0.7444
20232024,128030852,Armstrong SD,Armstrong,"$1,736,731,598","$997,748,804","6,149.166","$282,433",0.7094,"$162,257",0.6536,0.6870
20232024,128033053,Freeport Area SD,Armstrong,"$902,195,776","$444,274,227","2,263.198","$398,637",0.5899,"$196,303",0.5809,0.5862
20232024,128034503,Leechburg Area SD,Armstrong,"$215,869,287","$131,444,919",836.083,"$258,191",0.7344,"$157,215",0.6643,0.7063
20232024,127040503,Aliquippa SD,Beaver,"$268,583,309","$142,882,261","1,460.645","$183,879",0.8109,"$97,821",0.7912,0.8029
20232024,127040703,Ambridge Area SD,Beaver,"$1,133,236,794","$618,214,759","3,106.506","$364,794",0.6247,"$199,006",0.5751,0.6048
20232024,127041203,Beaver Area SD,Beaver,"$1,023,408,057","$559,862,914","2,452.156","$417,350",0.5706,"$228,314",0.5125,0.5473
20232024,127041503,Big Beaver Falls Area SD,Beaver,"$373,890,039","$217,238,224","2,099.262","$178,105",0.8168,"$103,483",0.7791,0.8016
20232024,127041603,Blackhawk SD,Beaver,"$1,115,692,456","$575,699,044","2,861.850","$389,850",0.5989,"$201,163",0.5705,0.5875
20232024,127042003,Central Valley SD,Beaver,"$1,346,176,331","$573,810,991","2,751.021","$489,336",0.4966,"$208,581",0.5546,0.5197
20232024,127042853,Freedom Area SD,Beaver,"$626,212,098","$294,750,536","1,563.110","$400,619",0.5878,"$188,566",0.5974,0.5915
20232024,127044103,Hopewell Area SD,Beaver,"$1,010,109,657","$559,691,347","2,529.463","$399,337",0.5892,"$221,268",0.5276,0.5645
20232024,127045303,Midland Borough SD,Beaver,"$69,986,027","$41,873,720",410.751,"$170,385",0.8247,"$101,944",0.7824,0.8077
20232024,127045653,New Brighton Area SD,Beaver,"$356,590,408","$205,756,940","1,637.091","$217,819",0.7759,"$125,684",0.7317,0.7581
20232024,127045853,Riverside Beaver County SD,Beaver,"$624,368,588","$308,018,714","1,684.812","$370,586",0.6187,"$182,820",0.6097,0.6150
20232024,127046903,Rochester Area SD,Beaver,"$223,802,366","$136,191,688",942.398,"$237,481",0.7557,"$144,516",0.6915,0.7300
20232024,127047404,South Side Area SD,Beaver,"$571,979,318","$205,171,917","1,217.326","$469,865",0.5166,"$168,543",0.6401,0.5659
20232024,127049303,Western Beaver County SD,Beaver,"$272,647,495","$138,768,425",846.893,"$321,938",0.6688,"$163,855",0.6502,0.6612
20232024,108051003,Bedford Area SD,Bedford,"$1,206,541,033","$412,737,129","2,230.095","$541,026",0.4434,"$185,076",0.6048,0.5079
20232024,108051503,Chestnut Ridge SD,Bedford,"$655,420,164","$229,359,834","1,513.996","$432,907",0.5546,"$151,493",0.6766,0.6033
20232024,108053003,Everett Area SD,Bedford,"$612,872,527","$203,397,312","1,422.749","$430,766",0.5568,"$142,960",0.6948,0.6119
20232024,108056004,Northern Bedford County SD,Bedford,"$400,364,605","$154,505,499","1,018.391","$393,134",0.5955,"$151,715",0.6761,0.6277
20232024,108058003,Tussey Mountain SD,Bedford,"$396,797,560","$134,522,258","1,123.580","$353,154",0.6367,"$119,726",0.7444,0.6797
20232024,114060503,Antietam SD,Berks,"$342,131,879","$214,414,908","1,370.466","$249,646",0.7432,"$156,454",0.6660,0.7123
20232024,114060753,Boyertown Area SD,Berks,"$4,081,117,991","$2,069,495,402","8,031.311","$508,150",0.4772,"$257,678",0.4498,0.4662
20232024,114060853,Brandywine Heights Area SD,Berks,"$901,223,549","$422,557,385","1,598.174","$563,908",0.4198,"$264,400",0.4355,0.4260
20232024,114061103,Conrad Weiser Area SD,Berks,"$1,414,324,513","$622,739,577","2,948.114","$479,738",0.5064,"$211,233",0.5490,0.5234
20232024,114061503,Daniel Boone Area SD,Berks,"$1,563,048,205","$806,379,286","3,790.386","$412,371",0.5758,"$212,743",0.5458,0.5637
20232024,114062003,Exeter Township SD,Berks,"$1,865,262,141","$939,561,476","4,700.391","$396,831",0.5917,"$199,890",0.5732,0.5842
20232024,114062503,Fleetwood Area SD,Berks,"$1,209,771,463","$618,853,333","2,791.339","$433,401",0.5541,"$221,704",0.5266,0.5430
20232024,114063003,Governor Mifflin SD,Berks,"$2,142,987,307","$1,204,053,059","5,043.691","$424,884",0.5629,"$238,724",0.4903,0.5338
20232024,114063503,Hamburg Area SD,Berks,"$1,612,319,049","$531,962,814","2,543.718","$633,843",0.3479,"$209,128",0.5535,0.4301
20232024,114064003,Kutztown Area SD,Berks,"$1,103,344,439","$445,582,882","1,696.296","$650,443",0.3308,"$262,679",0.4391,0.3740
20232024,114065503,Muhlenberg SD,Berks,"$1,705,615,370","$684,206,183","4,993.975","$341,534",0.6486,"$137,006",0.7075,0.6721
20232024,114066503,Oley Valley SD,Berks,"$1,080,492,952","$484,967,859","1,783.682","$605,765",0.3768,"$271,891",0.4195,0.3938
20232024,114067002,Reading SD,Berks,"$1,759,835,931","$1,149,291,223","21,543.874","$81,686",0.9160,"$53,346",0.8861,0.9040
20232024,114067503,Schuylkill Valley SD,Berks,"$1,392,631,114","$638,998,976","2,448.835","$568,691",0.4149,"$260,939",0.4428,0.4260
20232024,114068003,Tulpehocken Area SD,Berks,"$1,361,387,039","$422,878,079","1,626.884","$836,806",0.1390,"$259,931",0.4450,0.2614
20232024,114068103,Twin Valley SD,Berks,"$2,155,602,725","$937,685,614","3,834.832","$562,111",0.4217,"$244,518",0.4779,0.4441
20232024,114069103,Wilson SD,Berks,"$3,842,174,452","$1,653,994,665","7,564.492","$507,922",0.4774,"$218,652",0.5331,0.4996
20232024,114069353,Wyomissing Area SD,Berks,"$1,184,663,604","$844,899,994","2,152.087","$550,471",0.4337,"$392,595",0.1617,0.3248
20232024,108070502,Altoona Area SD,Blair,"$2,561,011,674","$1,196,525,971","8,791.647","$291,300",0.7003,"$136,098",0.7094,0.7038
20232024,108071003,Bellwood-Antis SD,Blair,"$488,332,000","$234,835,743","1,424.605","$342,784",0.6474,"$164,842",0.6480,0.6476
20232024,108071504,Claysburg-Kimmel SD,Blair,"$270,512,969","$120,594,473",934.804,"$289,379",0.7023,"$129,005",0.7246,0.7111
20232024,108073503,Hollidaysburg Area SD,Blair,"$1,907,376,576","$1,052,782,699","3,855.267","$494,745",0.4910,"$273,076",0.4169,0.4613
20232024,108077503,Spring Cove SD,Blair,"$830,063,468","$322,618,208","2,049.077","$405,091",0.5832,"$157,445",0.6638,0.6154
20232024,108078003,Tyrone Area SD,Blair,"$744,708,470","$302,244,409","2,094.776","$355,507",0.6343,"$144,284",0.6919,0.6572
20232024,108079004,Williamsburg Community SD,Blair,"$154,956,515","$71,970,041",620.905,"$249,565",0.7433,"$115,911",0.7525,0.7469
20232024,117080503,Athens Area SD,Bradford,"$768,998,080","$308,234,160","2,461.509","$312,409",0.6786,"$125,221",0.7327,0.7001
20232024,117081003,Canton Area SD,Bradford,"$312,859,092","$122,948,544","1,008.111","$310,341",0.6807,"$121,959",0.7396,0.7042
20232024,117083004,Northeast Bradford SD,Bradford,"$320,672,573","$117,661,082",842.055,"$380,821",0.6082,"$139,730",0.7017,0.6455
20232024,117086003,Sayre Area SD,Bradford,"$378,155,003","$147,129,427","1,162.186","$325,382",0.6653,"$126,597",0.7297,0.6909
20232024,117086503,Towanda Area SD,Bradford,"$688,604,182","$229,378,831","1,799.557","$382,652",0.6063,"$127,464",0.7279,0.6548
20232024,117086653,Troy Area SD,Bradford,"$620,601,038","$212,054,286","1,706.920","$363,579",0.6260,"$124,232",0.7348,0.6695
20232024,117089003,Wyalusing Area SD,Bradford,"$565,555,292","$302,898,942","1,531.612","$369,254",0.6201,"$197,764",0.5777,0.6030
20232024,122091002,Bensalem Township SD,Bucks,"$5,645,526,342","$1,977,479,651","9,199.194","$613,697",0.3686,"$214,962",0.5410,0.4375
20232024,122091303,Bristol Borough SD,Bucks,"$609,245,152","$232,349,838","1,575.619","$386,670",0.6022,"$147,465",0.6852,0.6353
20232024,122091352,Bristol Township SD,Bucks,"$3,628,608,657","$1,373,042,875","8,291.046","$437,653",0.5497,"$165,605",0.6464,0.5883
20232024,122092002,Centennial SD,Bucks,"$4,870,738,438","$1,887,455,420","6,398.418","$761,241",0.2168,"$294,987",0.3701,0.2780
20232024,122092102,Central Bucks SD,Bucks,"$16,997,383,053","$7,847,921,811","20,707.951","$820,814",0.1555,"$378,981",0.1908,0.1696
20232024,122092353,Council Rock SD,Bucks,"$11,661,497,297","$6,940,706,195","12,307.694","$947,496",0.1000,"$563,932",0.1000,0.1500
20232024,122097203,Morrisville Borough SD,Bucks,"$519,609,075","$348,601,165","1,123.752","$462,387",0.5243,"$310,211",0.3376,0.4495
20232024,122097502,Neshaminy SD,Bucks,"$7,263,677,331","$2,799,514,172","11,512.601","$630,932",0.3509,"$243,169",0.4808,0.4028
20232024,122097604,New Hope-Solebury SD,Bucks,"$2,872,102,319","$1,531,635,691","1,577.508","$1,820,657",0.1000,"$970,921",0.1000,0.1500
20232024,122098003,Palisades SD,Bucks,"$2,494,849,004","$789,605,026","1,737.618","$1,435,786",0.1000,"$454,418",0.1000,0.1500
20232024,122098103,Pennridge SD,Bucks,"$5,644,493,305","$2,423,889,817","7,990.164","$706,430",0.2732,"$303,359",0.3523,0.3048
20232024,122098202,Pennsbury SD,Bucks,"$8,469,028,092","$3,701,983,379","12,158.309","$696,562",0.2833,"$304,481",0.3499,0.3098
20232024,122098403,Quakertown Community SD,Bucks,"$3,823,444,381","$1,346,218,778","5,908.242","$647,137",0.3342,"$227,854",0.5135,0.4059
20232024,104101252,Butler Area SD,Butler,"$3,583,535,624","$1,437,202,935","7,491.234","$478,363",0.5078,"$191,851",0.5904,0.5407
20232024,104103603,Karns City Area SD,Butler,"$515,816,513","$223,792,918","1,607.252","$320,930",0.6698,"$139,239",0.7027,0.6828
20232024,104107803,Knoch SD,Butler,"$1,539,956,796","$663,644,935","2,460.466","$625,880",0.3561,"$269,723",0.4241,0.3832
20232024,104105003,Mars Area SD,Butler,"$3,004,748,530","$1,631,635,644","4,034.019","$744,852",0.2337,"$404,469",0.1363,0.1947
20232024,104105353,Moniteau SD,Butler,"$560,529,312","$211,667,591","1,441.184","$388,936",0.5999,"$146,870",0.6864,0.6344
20232024,104107903,Seneca Valley SD,Butler,"$6,357,778,584","$2,806,825,384","8,555.877","$743,089",0.2355,"$328,058",0.2995,0.2611
20232024,104107503,Slippery Rock Area SD,Butler,"$1,261,754,250","$494,003,351","2,343.263","$538,460",0.4460,"$210,818",0.5499,0.4875
20232024,108110603,Blacklick Valley SD,Cambria,"$147,497,748","$85,994,976",754.416,"$195,512",0.7989,"$113,988",0.7566,0.7819
20232024,108111203,Cambria Heights SD,Cambria,"$391,341,536","$223,689,345","1,561.155","$250,674",0.7421,"$143,284",0.6941,0.7228
20232024,108111303,Central Cambria SD,Cambria,"$873,667,809","$362,487,316","1,911.928","$456,956",0.5299,"$189,592",0.5952,0.5559
20232024,108111403,Conemaugh Valley SD,Cambria,"$195,712,282","$127,019,714",846.148,"$231,297",0.7621,"$150,115",0.6795,0.7290
20232024,108112003,Ferndale Area SD,Cambria,"$94,901,770","$71,763,521",759.270,"$124,990",0.8714,"$94,516",0.7982,0.8420
20232024,108112203,Forest Hills SD,Cambria,"$553,025,560","$309,792,495","2,069.620","$267,211",0.7251,"$149,685",0.6804,0.7071
20232024,108112502,Greater Johnstown SD,Cambria,"$672,079,204","$305,303,417","3,542.775","$189,704",0.8049,"$86,176",0.8160,0.8093
20232024,108114503,Northern Cambria SD,Cambria,"$238,621,929","$160,088,635","1,118.420","$213,356",0.7805,"$143,138",0.6944,0.7460
20232024,108116003,Penn Cambria SD,Cambria,"$569,624,480","$311,938,882","1,890.450","$301,316",0.6900,"$165,007",0.6477,0.6730
20232024,108116303,Portage Area SD,Cambria,"$205,730,343","$122,170,142",999.493,"$205,834",0.7883,"$122,232",0.7390,0.7685
20232024,108116503,Richland SD,Cambria,"$1,026,337,110","$416,681,527","1,813.252","$566,020",0.4177,"$229,797",0.5093,0.4543
20232024,108118503,Westmont Hilltop SD,Cambria,"$558,819,852","$417,924,916","1,828.619","$305,596",0.6856,"$228,546",0.5120,0.6161
20232024,109122703,Cameron County SD,Cameron,"$206,694,055","$84,837,204",653.711,"$316,185",0.6747,"$129,777",0.7229,0.6939
20232024,121135003,Jim Thorpe Area SD,Carbon,"$1,568,340,773","$384,429,090","2,510.116","$624,808",0.3572,"$153,151",0.6730,0.4835
20232024,121135503,Lehighton Area SD,Carbon,"$992,949,606","$440,734,583","2,813.709","$352,897",0.6369,"$156,638",0.6656,0.6483
20232024,121136503,Palmerton Area SD,Carbon,"$823,272,241","$399,966,832","2,197.477","$374,644",0.6146,"$182,011",0.6114,0.6132
20232024,121136603,Panther Valley SD,Carbon,"$331,066,290","$217,780,519","2,417.179","$136,963",0.8591,"$90,096",0.8077,0.8384
20232024,121139004,Weatherly Area SD,Carbon,"$328,895,642","$114,531,561",770.672,"$426,764",0.5609,"$148,612",0.6827,0.6095
20232024,110141003,Bald Eagle Area SD,Centre,"$714,957,422","$299,349,413","1,833.765","$389,884",0.5989,"$163,243",0.6515,0.6199
20232024,110141103,Bellefonte Area SD,Centre,"$1,682,521,180","$693,269,661","3,288.346","$511,661",0.4736,"$210,826",0.5499,0.5040
20232024,110147003,Penns Valley Area SD,Centre,"$910,505,279","$348,007,519","1,731.780","$525,762",0.4591,"$200,953",0.5709,0.5037
20232024,110148002,State College Area SD,Centre,"$7,954,834,249","$2,673,591,497","8,340.999","$953,702",0.1000,"$320,536",0.3156,0.1862
20232024,124150503,Avon Grove SD,Chester,"$2,945,825,791","$1,148,809,639","6,972.247","$422,507",0.5653,"$164,768",0.6482,0.5983
20232024,124151902,Coatesville Area SD,Chester,"$4,668,312,823","$1,994,571,611","10,183.276","$458,429",0.5284,"$195,867",0.5818,0.5497
20232024,124152003,Downingtown Area SD,Chester,"$9,384,850,776","$5,757,024,986","15,773.454","$594,977",0.3879,"$364,981",0.2207,0.3209
20232024,124153503,Great Valley SD,Chester,"$7,183,331,854","$3,587,269,529","5,617.714","$1,278,693",0.1000,"$638,563",0.1000,0.1500
20232024,124154003,Kennett Consolidated SD,Chester,"$3,288,525,493","$1,270,541,241","4,882.483","$673,535",0.3070,"$260,224",0.4444,0.3619
20232024,124156503,Octorara Area SD,Chester,"$1,412,995,444","$732,564,306","2,716.955","$520,065",0.4649,"$269,626",0.4243,0.4486
20232024,124156603,Owen J Roberts SD,Chester,"$3,773,208,356","$2,373,499,581","6,525.113","$578,259",0.4051,"$363,748",0.2233,0.3323
20232024,124156703,Oxford Area SD,Chester,"$1,841,309,043","$680,533,118","4,665.937","$394,627",0.5940,"$145,851",0.6886,0.6318
20232024,124157203,Phoenixville Area SD,Chester,"$3,655,966,551","$2,254,522,489","5,142.307","$710,958",0.2685,"$438,426",0.1000,0.2011
20232024,124157802,Tredyffrin-Easttown SD,Chester,"$9,438,726,196","$4,927,512,722","8,174.638","$1,154,635",0.1000,"$602,780",0.1000,0.1500
20232024,124158503,Unionville-Chadds Ford SD,Chester,"$4,010,471,504","$2,373,223,048","4,698.178","$853,622",0.1217,"$505,136",0.1000,0.1500
20232024,124159002,West Chester Area SD,Chester,"$15,125,128,109","$6,739,683,429","14,856.759","$1,018,063",0.1000,"$453,644",0.1000,0.1500
20232024,106160303,Allegheny-Clarion Valley SD,Clarion,"$307,517,107","$126,048,065",740.894,"$415,062",0.5730,"$170,129",0.6368,0.5985
20232024,106161203,Clarion Area SD,Clarion,"$352,155,659","$197,953,302",907.404,"$388,091",0.6007,"$218,153",0.5342,0.5740
20232024,106161703,Clarion-Limestone Area SD,Clarion,"$297,192,208","$148,700,024",952.906,"$311,879",0.6791,"$156,048",0.6668,0.6741
20232024,106166503,Keystone SD,Clarion,"$281,741,435","$164,035,397","1,074.957","$262,095",0.7304,"$152,597",0.6742,0.7078
20232024,106167504,North Clarion County SD,Clarion,"$258,675,634","$118,218,738",689.732,"$375,037",0.6142,"$171,398",0.6340,0.6221
20232024,106168003,Redbank Valley SD,Clarion,"$308,655,467","$173,532,659","1,258.668","$245,223",0.7477,"$137,870",0.7056,0.7308
20232024,106169003,Union SD,Clarion,"$112,345,909","$74,645,854",687.189,"$163,486",0.8318,"$108,624",0.7681,0.8062
20232024,110171003,Clearfield Area SD,Clearfield,"$919,851,473","$384,745,212","2,543.865","$361,596",0.6280,"$151,244",0.6771,0.6476
20232024,110171803,Curwensville Area SD,Clearfield,"$295,799,898","$162,542,648","1,230.421","$240,405",0.7527,"$132,103",0.7180,0.7388
20232024,106172003,DuBois Area SD,Clearfield,"$1,629,435,759","$773,565,307","4,208.549","$387,172",0.6017,"$183,808",0.6075,0.6040
20232024,110173003,Glendale SD,Clearfield,"$188,447,798","$98,851,934",832.894,"$226,256",0.7672,"$118,684",0.7466,0.7589
20232024,110173504,Harmony Area SD,Clearfield,"$97,198,923","$42,296,879",300.175,"$323,807",0.6669,"$140,907",0.6992,0.6797
20232024,110175003,Moshannon Valley SD,Clearfield,"$251,881,751","$135,799,101",992.117,"$253,883",0.7388,"$136,878",0.7078,0.7263
20232024,110177003,Philipsburg-Osceola Area SD,Clearfield,"$575,359,869","$289,273,274","1,980.000","$290,585",0.7011,"$146,097",0.6881,0.6958
20232024,110179003,West Branch Area SD,Clearfield,"$312,850,940","$162,101,605","1,123.888","$278,364",0.7136,"$144,232",0.6921,0.7049
20232024,110183602,Keystone Central SD,Clinton,"$2,083,038,786","$811,324,670","4,886.652","$426,271",0.5614,"$166,028",0.6455,0.5950
20232024,116191004,Benton Area SD,Columbia,"$382,309,008","$134,025,224",790.845,"$483,418",0.5026,"$169,470",0.6382,0.5567
20232024,116191103,Berwick Area SD,Columbia,"$1,328,450,382","$487,287,398","3,454.656","$384,539",0.6044,"$141,052",0.6988,0.6421
20232024,116191203,Bloomsburg Area SD,Columbia,"$1,055,372,575","$371,969,505","1,988.087","$530,848",0.4538,"$187,099",0.6005,0.5124
20232024,116191503,Central Columbia SD,Columbia,"$1,167,470,015","$476,782,690","2,277.764","$512,550",0.4727,"$209,320",0.5531,0.5048
20232024,116195004,Millville Area SD,Columbia,"$366,803,575","$135,546,353",728.997,"$503,161",0.4823,"$185,935",0.6030,0.5305
20232024,116197503,Southern Columbia Area SD,Columbia,"$732,212,813","$305,662,711","1,576.270","$464,522",0.5221,"$193,915",0.5860,0.5476
20232024,105201033,Conneaut SD,Crawford,"$994,190,890","$376,722,067","2,283.668","$435,348",0.5521,"$164,963",0.6478,0.5903
20232024,105201352,Crawford Central SD,Crawford,"$1,272,482,399","$652,472,356","4,048.462","$314,312",0.6766,"$161,165",0.6559,0.6682
20232024,105204703,Penncrest SD,Crawford,"$1,015,925,250","$504,233,497","3,191.343","$318,337",0.6725,"$158,000",0.6627,0.6685
20232024,115210503,Big Spring SD,Cumberland,"$1,689,800,758","$599,787,918","3,004.702","$562,385",0.4214,"$199,616",0.5738,0.4823
20232024,115211003,Camp Hill SD,Cumberland,"$747,321,169","$605,180,656","1,452.644","$514,455",0.4707,"$416,606",0.1104,0.3265
20232024,115211103,Carlisle Area SD,Cumberland,"$2,976,433,493","$1,066,728,611","6,110.131","$487,130",0.4988,"$174,583",0.6272,0.5500
20232024,115211603,Cumberland Valley SD,Cumberland,"$7,588,320,207","$3,817,613,216","11,561.747","$656,329",0.3247,"$330,193",0.2950,0.3128
20232024,115212503,East Pennsboro Area SD,Cumberland,"$1,666,381,410","$702,967,117","3,159.884","$527,355",0.4574,"$222,466",0.5250,0.4844
20232024,115216503,Mechanicsburg Area SD,Cumberland,"$2,702,862,741","$1,295,783,746","5,293.874","$510,564",0.4747,"$244,770",0.4774,0.4757
20232024,115218003,Shippensburg Area SD,Cumberland,"$1,956,045,936","$675,674,195","4,291.125","$455,835",0.5310,"$157,458",0.6638,0.5841
20232024,115218303,South Middleton SD,Cumberland,"$1,754,143,807","$556,171,009","2,590.734","$677,083",0.3034,"$214,677",0.5416,0.3986
20232024,115221402,Central Dauphin SD,Dauphin,"$8,159,000,330","$3,379,746,315","15,601.094","$522,976",0.4619,"$216,635",0.5374,0.4920
20232024,115221753,Derry Township SD,Dauphin,"$2,978,046,312","$1,300,739,994","4,032.007","$738,601",0.2401,"$322,603",0.3112,0.2684
20232024,115222504,Halifax Area SD,Dauphin,"$477,265,182","$220,497,949","1,145.127","$416,779",0.5712,"$192,553",0.5889,0.5782
20232024,115222752,Harrisburg City SD,Dauphin,"$2,204,516,696","$748,931,954","9,378.072","$235,071",0.7582,"$79,859",0.8295,0.7867
