Fiscal Year,AUN,LEA Name,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20172018,103026343,Moon Area SD,Allegheny,"$2,098,660,697","$998,329,999","4,486.626","$467,759",0.4370,"$222,512",0.3690,0.4098
20172018,103026402,Mt Lebanon SD,Allegheny,"$2,537,403,198","$1,760,682,004","6,151.862","$412,461",0.5036,"$286,203",0.1883,0.3774
20172018,103026852,North Allegheny SD,Allegheny,"$4,802,356,100","$2,760,825,874","9,510.732","$504,940",0.3923,"$290,285",0.1768,0.3060
20172018,103026902,North Hills SD,Allegheny,"$2,490,966,377","$1,174,457,299","5,067.762","$491,531",0.4084,"$231,750",0.3428,0.3821
20172018,103026873,Northgate SD,Allegheny,"$410,091,078","$286,393,848","1,420.641","$288,666",0.6526,"$201,594",0.4283,0.5628
20172018,103027352,Penn Hills SD,Allegheny,"$1,447,407,259","$769,906,775","5,383.411","$268,864",0.6764,"$143,014",0.5944,0.6435
20172018,103021003,Pine-Richland SD,Allegheny,"$2,412,076,453","$1,538,378,914","5,348.117","$451,014",0.4572,"$287,648",0.1842,0.3479
20172018,102027451,Pittsburgh SD,Allegheny,"$16,558,211,354","$8,102,770,819","31,538.193","$525,020",0.3681,"$256,919",0.2714,0.3293
20172018,103027503,Plum Borough SD,Allegheny,"$1,354,754,417","$782,112,370","4,655.039","$291,029",0.6497,"$168,014",0.5235,0.5992
20172018,103027753,Quaker Valley SD,Allegheny,"$1,692,345,861","$1,097,410,910","2,145.986","$788,609",0.1000,"$511,378",0.1000,0.1500
20172018,103028203,Riverview SD,Allegheny,"$567,376,397","$300,143,247","1,159.579","$489,295",0.4111,"$258,838",0.2659,0.3529
20172018,103028302,Shaler Area SD,Allegheny,"$1,849,620,693","$1,045,676,663","5,373.648","$344,202",0.5857,"$194,593",0.4482,0.5306
20172018,103028653,South Allegheny SD,Allegheny,"$301,566,767","$193,408,028","1,837.129","$164,151",0.8025,"$105,277",0.7015,0.7621
20172018,103028703,South Fayette Township SD,Allegheny,"$1,131,318,682","$643,411,237","3,420.633","$330,733",0.6020,"$188,097",0.4666,0.5478
20172018,103028753,South Park SD,Allegheny,"$640,839,433","$397,408,451","2,228.578","$287,555",0.6539,"$178,323",0.4943,0.5900
20172018,103028833,Steel Valley SD,Allegheny,"$678,319,146","$294,983,333","2,059.677","$329,332",0.6036,"$143,218",0.5939,0.5996
20172018,103028853,Sto-Rox SD,Allegheny,"$305,514,726","$158,354,673","1,998.930","$152,839",0.8161,"$79,219",0.7754,0.7997
20172018,103029203,Upper Saint Clair SD,Allegheny,"$1,866,166,934","$1,297,967,563","4,769.077","$391,305",0.5290,"$272,163",0.2282,0.4086
20172018,103029403,West Allegheny SD,Allegheny,"$1,813,181,500","$712,283,516","3,960.301","$457,839",0.4490,"$179,855",0.4900,0.4654
20172018,103029553,West Jefferson Hills SD,Allegheny,"$1,282,888,409","$682,850,558","3,316.189","$386,856",0.5344,"$205,914",0.4160,0.4870
20172018,103029603,West Mifflin Area SD,Allegheny,"$901,911,382","$426,399,603","3,129.565","$288,190",0.6532,"$136,248",0.6136,0.6373
20172018,103029803,Wilkinsburg Borough SD,Allegheny,"$384,953,948","$267,701,688","1,301.571","$295,761",0.6440,"$205,675",0.4167,0.5530
20172018,103029902,Woodland Hills SD,Allegheny,"$1,773,828,832","$1,055,592,970","5,780.022","$306,889",0.6307,"$182,627",0.4821,0.5712
20172018,128030603,Apollo-Ridge SD,Armstrong,"$321,907,355","$170,401,880","1,613.027","$199,567",0.7598,"$105,641",0.7004,0.7359
20172018,128030852,Armstrong SD,Armstrong,"$1,705,283,881","$807,180,114","6,280.470","$271,521",0.6732,"$128,522",0.6355,0.6581
20172018,128033053,Freeport Area SD,Armstrong,"$746,009,423","$365,005,462","2,229.282","$334,641",0.5972,"$163,732",0.5357,0.5725
20172018,128034503,Leechburg Area SD,Armstrong,"$216,659,824","$115,735,454",911.165,"$237,783",0.7138,"$127,019",0.6398,0.6841
20172018,127040503,Aliquippa SD,Beaver,"$235,996,010","$120,441,123","1,447.758","$163,007",0.8038,"$83,191",0.7641,0.7878
20172018,127040703,Ambridge Area SD,Beaver,"$979,790,563","$555,817,923","3,392.840","$288,781",0.6524,"$163,820",0.5354,0.6055
20172018,127041203,Beaver Area SD,Beaver,"$843,727,690","$442,022,139","2,403.921","$350,979",0.5776,"$183,875",0.4786,0.5379
20172018,127041503,Big Beaver Falls Area SD,Beaver,"$341,148,204","$190,770,104","2,049.822","$166,428",0.7997,"$93,066",0.7361,0.7742
20172018,127041603,Blackhawk SD,Beaver,"$965,182,452","$458,968,984","2,963.682","$325,670",0.6080,"$154,864",0.5608,0.5891
20172018,127042003,Central Valley SD,Beaver,"$1,114,836,217","$467,854,058","2,772.041","$402,171",0.5160,"$168,776",0.5214,0.5181
20172018,127042853,Freedom Area SD,Beaver,"$534,374,933","$242,764,412","1,742.856","$306,608",0.6310,"$139,291",0.6050,0.6206
20172018,127044103,Hopewell Area SD,Beaver,"$864,139,324","$455,383,458","2,578.173","$335,175",0.5966,"$176,630",0.4991,0.5575
20172018,127045303,Midland Borough SD,Beaver,"$70,634,366","$36,673,735",486.279,"$145,254",0.8252,"$75,417",0.7862,0.8095
20172018,127045653,New Brighton Area SD,Beaver,"$296,207,167","$181,855,934","1,768.772","$167,464",0.7985,"$102,814",0.7085,0.7625
20172018,127045853,Riverside Beaver County SD,Beaver,"$527,439,860","$243,622,570","1,792.995","$294,166",0.6460,"$135,874",0.6147,0.6334
20172018,127046903,Rochester Area SD,Beaver,"$201,127,593","$113,949,388",927.469,"$216,856",0.7390,"$122,860",0.6516,0.7040
20172018,127047404,South Side Area SD,Beaver,"$490,597,189","$176,842,939","1,319.357","$371,845",0.5525,"$134,037",0.6199,0.5794
20172018,127049303,Western Beaver County SD,Beaver,"$240,010,829","$114,482,337",907.339,"$264,521",0.6816,"$126,173",0.6422,0.6657
20172018,108051003,Bedford Area SD,Bedford,"$1,067,361,592","$320,436,859","2,458.740","$434,109",0.4775,"$130,325",0.6304,0.5386
20172018,108051503,Chestnut Ridge SD,Bedford,"$583,770,824","$186,949,288","1,802.621","$323,845",0.6102,"$103,709",0.7059,0.6484
20172018,108053003,Everett Area SD,Bedford,"$536,518,330","$165,490,722","1,612.886","$332,644",0.5997,"$102,605",0.7090,0.6434
20172018,108056004,Northern Bedford County SD,Bedford,"$338,165,432","$125,340,714","1,117.896","$302,501",0.6359,"$112,121",0.6821,0.6543
20172018,108058003,Tussey Mountain SD,Bedford,"$343,710,409","$101,806,985","1,174.439","$292,659",0.6478,"$86,685",0.7542,0.6902
20172018,114060503,Antietam SD,Berks,"$322,880,924","$150,857,178","1,230.123","$262,478",0.6841,"$122,635",0.6522,0.6712
20172018,114060753,Boyertown Area SD,Berks,"$3,597,100,288","$1,505,086,695","8,159.901","$440,826",0.4694,"$184,449",0.4769,0.4723
20172018,114060853,Brandywine Heights Area SD,Berks,"$857,114,781","$355,023,120","1,772.758","$483,492",0.4181,"$200,265",0.4321,0.4236
20172018,114061103,Conrad Weiser Area SD,Berks,"$1,266,422,276","$511,481,060","3,142.746","$402,966",0.5150,"$162,749",0.5385,0.5244
20172018,114061503,Daniel Boone Area SD,Berks,"$1,357,896,289","$693,425,941","4,078.403","$332,948",0.5993,"$170,023",0.5178,0.5666
20172018,114062003,Exeter Township SD,Berks,"$1,790,681,675","$814,695,584","4,860.764","$368,395",0.5566,"$167,606",0.5247,0.5437
20172018,114062503,Fleetwood Area SD,Berks,"$1,089,303,027","$455,866,466","3,073.762","$354,387",0.5735,"$148,308",0.5794,0.5758
20172018,114063003,Governor Mifflin SD,Berks,"$2,022,776,164","$989,605,589","4,834.198","$418,430",0.4964,"$204,709",0.4195,0.4656
20172018,114063503,Hamburg Area SD,Berks,"$1,079,985,908","$437,355,068","2,664.635","$405,303",0.5122,"$164,133",0.5345,0.5211
20172018,114064003,Kutztown Area SD,Berks,"$991,312,657","$346,381,643","1,632.825","$607,115",0.2693,"$212,136",0.3984,0.3208
20172018,114065503,Muhlenberg SD,Berks,"$1,570,991,595","$535,261,529","4,373.166","$359,234",0.5676,"$122,396",0.6529,0.6016
20172018,114066503,Oley Valley SD,Berks,"$976,429,343","$419,597,335","2,022.510","$482,780",0.4189,"$207,463",0.4117,0.4159
20172018,114067002,Reading SD,Berks,"$1,550,309,873","$890,635,312","20,887.231","$74,222",0.9107,"$42,640",0.8791,0.8980
20172018,114067503,Schuylkill Valley SD,Berks,"$1,147,319,575","$427,230,563","2,402.630","$477,526",0.4253,"$177,817",0.4957,0.4533
20172018,114068003,Tulpehocken Area SD,Berks,"$835,582,577","$315,692,370","1,699.718","$491,600",0.4083,"$185,732",0.4733,0.4342
20172018,114068103,Twin Valley SD,Berks,"$2,005,366,208","$716,476,463","4,081.518","$491,328",0.4086,"$175,541",0.5022,0.4459
20172018,114069103,Wilson  SD,Berks,"$3,250,044,172","$1,323,176,272","7,167.003","$453,473",0.4542,"$184,620",0.4764,0.4630
20172018,114069353,Wyomissing Area SD,Berks,"$970,806,262","$636,130,847","2,328.651","$416,896",0.4982,"$273,175",0.2253,0.3890
20172018,108070502,Altoona Area SD,Blair,"$2,134,227,037","$996,153,818","9,267.422","$230,293",0.7228,"$107,489",0.6952,0.7116
20172018,108071003,Bellwood-Antis SD,Blair,"$399,405,991","$197,248,108","1,468.185","$272,040",0.6726,"$134,348",0.6190,0.6511
20172018,108071504,Claysburg-Kimmel SD,Blair,"$223,532,702","$90,190,541","1,018.953","$219,374",0.7360,"$88,512",0.7490,0.7412
20172018,108073503,Hollidaysburg Area SD,Blair,"$1,597,063,207","$790,592,604","4,090.015","$390,478",0.5300,"$193,298",0.4518,0.4987
20172018,108077503,Spring Cove SD,Blair,"$737,005,319","$288,916,805","2,226.515","$331,012",0.6016,"$129,761",0.6320,0.6137
20172018,108078003,Tyrone Area SD,Blair,"$624,621,056","$246,611,379","2,112.965","$295,613",0.6442,"$116,713",0.6690,0.6541
20172018,108079004,Williamsburg Community SD,Blair,"$128,050,048","$64,040,467",578.553,"$221,328",0.7336,"$110,690",0.6861,0.7145
20172018,117080503,Athens Area SD,Bradford,"$742,236,981","$254,969,978","2,503.120","$296,524",0.6431,"$101,860",0.7112,0.6702
20172018,117081003,Canton Area SD,Bradford,"$294,473,006","$106,599,619","1,069.693","$275,287",0.6687,"$99,654",0.7174,0.6881
20172018,117083004,Northeast Bradford SD,Bradford,"$301,883,894","$94,954,515",998.842,"$302,233",0.6363,"$95,064",0.7304,0.6738
20172018,117086003,Sayre Area SD,Bradford,"$348,038,897","$130,797,423","1,197.664","$290,598",0.6503,"$109,210",0.6903,0.6662
20172018,117086503,Towanda Area SD,Bradford,"$637,864,244","$225,789,299","1,820.658","$350,348",0.5783,"$124,015",0.6483,0.6062
20172018,117086653,Troy Area SD,Bradford,"$597,739,549","$183,408,694","1,720.361","$347,450",0.5818,"$106,610",0.6977,0.6280
20172018,117089003,Wyalusing Area SD,Bradford,"$538,923,875","$211,608,056","1,551.277","$347,406",0.5819,"$136,408",0.6132,0.5943
20172018,122091002,Bensalem Township SD,Bucks,"$5,441,060,794","$1,554,317,010","8,864.510","$613,802",0.2612,"$175,341",0.5028,0.3578
20172018,122091303,Bristol Borough SD,Bucks,"$573,099,380","$187,841,627","1,610.784","$355,789",0.5718,"$116,615",0.6693,0.6107
20172018,122091352,Bristol Township SD,Bucks,"$3,373,861,460","$1,103,876,449","8,415.150","$400,927",0.5175,"$131,177",0.6280,0.5617
20172018,122092002,Centennial SD,Bucks,"$4,657,778,798","$1,425,285,163","6,462.273","$720,764",0.1325,"$220,554",0.3745,0.2293
20172018,122092102,Central Bucks SD,Bucks,"$15,187,267,524","$5,935,104,472","21,952.365","$691,828",0.1673,"$270,362",0.2333,0.1936
20172018,122092353,Council Rock SD,Bucks,"$10,689,964,645","$4,542,241,920","12,819.083","$833,910",0.1000,"$354,334",0.1000,0.1500
20172018,122097203,Morrisville Borough SD,Bucks,"$501,430,232","$193,038,020","1,095.092","$457,888",0.4489,"$176,275",0.5001,0.4693
20172018,122097502,Neshaminy SD,Bucks,"$6,864,787,035","$2,295,057,612","10,646.299","$644,805",0.2239,"$215,573",0.3887,0.2897
20172018,122097604,New Hope-Solebury SD,Bucks,"$2,545,358,524","$1,161,888,785","1,767.132","$1,440,389",0.1000,"$657,499",0.1000,0.1500
20172018,122098003,Palisades SD,Bucks,"$2,456,752,419","$589,969,491","1,974.729","$1,244,095",0.1000,"$298,759",0.1527,0.1500
20172018,122098103,Pennridge SD,Bucks,"$5,164,228,173","$1,732,109,536","8,635.886","$597,996",0.2803,"$200,571",0.4312,0.3405
20172018,122098202,Pennsbury SD,Bucks,"$7,768,576,982","$2,952,534,087","13,047.507","$595,406",0.2834,"$226,291",0.3583,0.3133
20172018,122098403,Quakertown Community SD,Bucks,"$3,404,137,461","$1,051,208,899","6,288.947","$541,288",0.3485,"$167,151",0.5260,0.4195
20172018,104101252,Butler Area SD,Butler,"$3,098,405,584","$1,211,109,092","8,179.896","$378,783",0.5441,"$148,059",0.5801,0.5584
20172018,104103603,Karns City Area SD,Butler,"$457,359,115","$198,757,506","1,825.591","$250,526",0.6985,"$108,872",0.6913,0.6956
20172018,104105003,Mars Area SD,Butler,"$2,107,921,620","$1,126,607,883","3,827.980","$550,661",0.3372,"$294,308",0.1653,0.2684
20172018,104105353,Moniteau SD,Butler,"$444,598,795","$185,416,839","1,566.489","$283,818",0.6584,"$118,364",0.6644,0.6607
20172018,104107903,Seneca Valley SD,Butler,"$4,404,642,705","$2,054,010,938","8,419.341","$523,157",0.3703,"$243,963",0.3081,0.3453
20172018,104107503,Slippery Rock Area SD,Butler,"$992,637,453","$404,148,110","2,565.305","$386,947",0.5343,"$157,543",0.5532,0.5417
20172018,104107803,South Butler County SD,Butler,"$1,230,173,360","$534,165,500","2,916.355","$421,818",0.4923,"$183,162",0.4806,0.4875
20172018,108110603,Blacklick Valley SD,Cambria,"$130,166,146","$76,136,995",773.934,"$168,187",0.7976,"$98,376",0.7210,0.7669
20172018,108111203,Cambria Heights SD,Cambria,"$340,474,082","$189,175,094","1,672.684","$203,549",0.7550,"$113,096",0.6793,0.7247
20172018,108111303,Central Cambria SD,Cambria,"$670,043,169","$282,513,330","1,997.437","$335,451",0.5963,"$141,437",0.5989,0.5972
20172018,108111403,Conemaugh Valley SD,Cambria,"$180,468,487","$108,263,922",950.243,"$189,918",0.7714,"$113,932",0.6769,0.7335
20172018,108112003,Ferndale Area SD,Cambria,"$97,759,183","$67,786,549",812.009,"$120,391",0.8551,"$83,480",0.7633,0.8183
20172018,108112203,Forest Hills SD,Cambria,"$479,139,920","$270,635,750","2,204.525","$217,343",0.7384,"$122,763",0.6519,0.7037
20172018,108112502,Greater Johnstown SD,Cambria,"$640,878,620","$288,196,023","3,586.149","$178,709",0.7849,"$80,363",0.7721,0.7797
20172018,108114503,Northern Cambria SD,Cambria,"$216,164,269","$139,820,496","1,267.433","$170,552",0.7948,"$110,317",0.6872,0.7516
20172018,108116003,Penn Cambria SD,Cambria,"$480,760,124","$258,918,435","1,978.595","$242,980",0.7076,"$130,859",0.6289,0.6760
20172018,108116303,Portage Area SD,Cambria,"$179,865,862","$106,035,691","1,048.810","$171,495",0.7936,"$101,100",0.7133,0.7614
20172018,108116503,Richland SD,Cambria,"$939,593,786","$341,633,137","1,901.999","$494,003",0.4054,"$179,617",0.4906,0.4394
20172018,108118503,Westmont Hilltop SD,Cambria,"$570,640,141","$374,089,905","1,760.177","$324,194",0.6098,"$212,529",0.3973,0.5247
20172018,109122703,Cameron County SD,Cameron,"$219,841,237","$82,883,408",712.933,"$308,361",0.6289,"$116,256",0.6703,0.6454
20172018,121135003,Jim Thorpe Area SD,Carbon,"$1,538,564,584","$282,496,575","2,553.150","$602,614",0.2747,"$110,646",0.6862,0.4392
20172018,121135503,Lehighton Area SD,Carbon,"$951,903,888","$375,297,152","2,926.207","$325,302",0.6085,"$128,253",0.6363,0.6196
20172018,121136503,Palmerton Area SD,Carbon,"$777,392,028","$297,294,772","2,242.560","$346,653",0.5828,"$132,569",0.6241,0.5992
20172018,121136603,Panther Valley SD,Carbon,"$349,253,825","$183,237,609","2,032.027","$171,874",0.7932,"$90,174",0.7443,0.7736
20172018,121139004,Weatherly Area SD,Carbon,"$320,744,603","$95,626,648",774.146,"$414,320",0.5013,"$123,525",0.6497,0.5605
20172018,110141003,Bald Eagle Area SD,Centre,"$694,485,697","$267,558,806","2,016.541","$344,394",0.5855,"$132,682",0.6237,0.6007
20172018,110141103,Bellefonte Area SD,Centre,"$1,440,116,100","$556,245,556","3,274.771","$439,760",0.4707,"$169,857",0.5183,0.4897
20172018,110147003,Penns Valley Area SD,Centre,"$837,568,871","$272,418,288","1,764.779","$474,602",0.4288,"$154,363",0.5623,0.4821
20172018,110148002,State College Area SD,Centre,"$6,692,476,020","$2,058,409,569","8,397.339","$796,975",0.1000,"$245,126",0.3048,0.1819
20172018,124150503,Avon Grove SD,Chester,"$2,727,625,683","$893,581,871","6,743.292","$404,494",0.5132,"$132,514",0.6242,0.5575
20172018,124151902,Coatesville Area SD,Chester,"$4,162,959,282","$1,665,834,233","10,187.313","$408,641",0.5082,"$163,520",0.5363,0.5194
20172018,124152003,Downingtown Area SD,Chester,"$7,784,393,500","$3,574,242,723","15,126.964","$514,603",0.3806,"$236,282",0.3299,0.3602
20172018,124153503,Great Valley SD,Chester,"$5,381,647,892","$2,241,372,272","4,700.488","$1,144,912",0.1000,"$476,838",0.1000,0.1500
20172018,124154003,Kennett Consolidated SD,Chester,"$2,887,769,813","$968,091,475","5,176.748","$557,834",0.3286,"$187,007",0.4697,0.3849
20172018,124156503,Octorara Area SD,Chester,"$1,337,020,047","$556,087,936","3,072.483","$435,159",0.4763,"$180,989",0.4867,0.4803
20172018,124156603,Owen J Roberts SD,Chester,"$3,248,262,831","$1,711,444,693","6,260.910","$518,816",0.3756,"$273,353",0.2248,0.3152
20172018,124156703,Oxford Area SD,Chester,"$1,702,394,389","$543,214,702","5,137.268","$331,381",0.6012,"$105,739",0.7002,0.6407
20172018,124157203,Phoenixville Area SD,Chester,"$3,150,119,302","$1,520,575,491","4,805.555","$655,516",0.2110,"$316,420",0.1026,0.1676
20172018,124157802,Tredyffrin-Easttown SD,Chester,"$8,152,508,719","$3,497,879,590","7,681.195","$1,061,359",0.1000,"$455,382",0.1000,0.1500
20172018,124158503,Unionville-Chadds Ford SD,Chester,"$3,592,236,038","$1,462,867,387","4,695.078","$765,106",0.1000,"$311,574",0.1164,0.1500
20172018,124159002,West Chester Area SD,Chester,"$12,891,822,543","$5,035,785,968","14,149.556","$911,111",0.1000,"$355,897",0.1000,0.1500
20172018,106160303,Allegheny-Clarion Valley SD,Clarion,"$296,460,298","$105,998,435",836.681,"$354,328",0.5736,"$126,689",0.6407,0.6003
20172018,106161203,Clarion Area SD,Clarion,"$372,849,194","$154,357,801",925.800,"$402,731",0.5153,"$166,729",0.5272,0.5199
20172018,106161703,Clarion-Limestone Area SD,Clarion,"$302,642,895","$127,502,897","1,088.666","$277,994",0.6654,"$117,118",0.6679,0.6663
20172018,106166503,Keystone  SD,Clarion,"$308,543,587","$141,222,407","1,270.565","$242,839",0.7077,"$111,149",0.6848,0.6985
20172018,106167504,North Clarion County SD,Clarion,"$267,923,730","$94,568,378",685.032,"$391,111",0.5293,"$138,049",0.6085,0.5609
20172018,106168003,Redbank Valley SD,Clarion,"$310,539,284","$143,343,550","1,327.183","$233,983",0.7184,"$108,005",0.6937,0.7084
20172018,106169003,Union SD,Clarion,"$120,869,646","$64,334,389",686.581,"$176,045",0.7881,"$93,702",0.7343,0.7665
20172018,110171003,Clearfield Area SD,Clearfield,"$774,749,303","$327,158,881","2,760.908","$280,613",0.6623,"$118,496",0.6640,0.6629
20172018,110171803,Curwensville Area SD,Clearfield,"$253,344,258","$126,301,700","1,220.935","$207,500",0.7503,"$103,446",0.7067,0.7327
20172018,106172003,Dubois Area SD,Clearfield,"$1,357,441,109","$635,370,512","4,538.721","$299,080",0.6401,"$139,988",0.6030,0.6252
20172018,110173003,Glendale SD,Clearfield,"$165,643,698","$82,191,772",957.397,"$173,014",0.7918,"$85,849",0.7566,0.7776
20172018,110173504,Harmony Area SD,Clearfield,"$75,712,382","$36,653,386",365.093,"$207,378",0.7504,"$100,394",0.7153,0.7363
20172018,110175003,Moshannon Valley SD,Clearfield,"$214,387,710","$110,220,061","1,069.992","$200,363",0.7589,"$103,010",0.7079,0.7384
20172018,110177003,Philipsburg-Osceola Area SD,Clearfield,"$560,183,619","$243,472,118","2,101.435","$266,571",0.6792,"$115,859",0.6715,0.6761
20172018,110179003,West Branch Area SD,Clearfield,"$254,581,945","$127,115,745","1,264.394","$201,347",0.7577,"$100,534",0.7149,0.7405
20172018,110183602,Keystone Central SD,Clinton,"$1,792,555,665","$648,301,892","5,215.923","$343,669",0.5864,"$124,292",0.6475,0.6108
20172018,116191004,Benton Area SD,Columbia,"$346,386,940","$103,190,821",852.013,"$406,551",0.5107,"$121,114",0.6566,0.5690
20172018,116191103,Berwick Area SD,Columbia,"$1,125,411,489","$421,751,716","3,616.132","$311,219",0.6254,"$116,630",0.6693,0.6429
20172018,116191203,Bloomsburg Area SD,Columbia,"$922,423,042","$289,468,830","1,987.652","$464,076",0.4414,"$145,633",0.5870,0.4996
20172018,116191503,Central Columbia SD,Columbia,"$983,871,136","$388,503,001","2,230.893","$441,021",0.4692,"$174,146",0.5061,0.4839
20172018,116195004,Millville Area SD,Columbia,"$349,851,037","$108,798,543",877.369,"$398,750",0.5201,"$124,005",0.6484,0.5713
20172018,116197503,Southern Columbia Area SD,Columbia,"$654,202,453","$267,429,638","1,732.711","$377,560",0.5456,"$154,341",0.5623,0.5522
20172018,105201033,Conneaut SD,Crawford,"$895,723,938","$329,541,497","2,580.044","$347,173",0.5822,"$127,727",0.6378,0.6044
20172018,105201352,Crawford Central SD,Crawford,"$1,162,387,150","$583,871,710","4,553.117","$255,294",0.6928,"$128,235",0.6364,0.6701
20172018,105204703,Penncrest SD,Crawford,"$907,357,785","$430,470,421","3,610.788","$251,290",0.6976,"$119,217",0.6619,0.6832
20172018,115210503,Big Spring SD,Cumberland,"$1,349,739,658","$487,213,215","3,152.095","$428,203",0.4846,"$154,568",0.5617,0.5153
20172018,115211003,Camp Hill SD,Cumberland,"$661,085,377","$297,727,604","1,507.938","$438,403",0.4724,"$197,440",0.4401,0.4594
20172018,115211103,Carlisle Area SD,Cumberland,"$2,557,571,782","$859,180,627","5,948.683","$429,939",0.4825,"$144,432",0.5904,0.5256
20172018,115211603,Cumberland Valley SD,Cumberland,"$5,977,614,550","$2,291,859,974","9,873.448","$605,423",0.2713,"$232,123",0.3417,0.2993
20172018,115212503,East Pennsboro Area SD,Cumberland,"$1,509,247,791","$569,722,911","3,275.525","$460,765",0.4454,"$173,933",0.5067,0.4698
20172018,115216503,Mechanicsburg Area SD,Cumberland,"$2,196,585,454","$1,134,730,971","4,605.160","$476,983",0.4259,"$246,404",0.3012,0.3759
20172018,115218003,Shippensburg Area SD,Cumberland,"$1,622,099,680","$522,699,921","4,028.308","$402,675",0.5154,"$129,756",0.6320,0.5620
20172018,115218303,South Middleton SD,Cumberland,"$1,559,478,902","$424,760,244","2,540.287","$613,898",0.2611,"$167,209",0.5258,0.3669
20172018,115221402,Central Dauphin SD,Dauphin,"$6,933,030,625","$2,714,655,965","13,754.609","$504,051",0.3933,"$197,363",0.4403,0.4120
20172018,115221753,Derry Township SD,Dauphin,"$2,532,056,721","$1,050,493,500","4,042.831","$626,307",0.2462,"$259,841",0.2631,0.2529
20172018,115222504,Halifax Area SD,Dauphin,"$435,987,565","$183,040,326","1,264.337","$344,834",0.5850,"$144,771",0.5895,0.5868
