Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20212022,103024603,Hampton Township SD,Allegheny,"$1,662,115,753","$966,729,511","3,250.243","$511,381",0.4377,"$297,432",0.2718,0.3713
20212022,103024753,Highlands SD,Allegheny,"$734,344,386","$423,735,508","2,868.969","$255,961",0.7186,"$147,696",0.6384,0.6864
20212022,103025002,Keystone Oaks SD,Allegheny,"$1,251,082,037","$654,611,493","2,317.014","$539,954",0.4063,"$282,523",0.3083,0.3670
20212022,103026002,McKeesport Area SD,Allegheny,"$797,590,652","$481,567,919","4,456.739","$178,962",0.8033,"$108,053",0.7355,0.7761
20212022,103026303,Montour SD,Allegheny,"$2,627,965,457","$1,131,057,833","3,571.893","$735,734",0.1910,"$316,655",0.2247,0.2044
20212022,103026343,Moon Area SD,Allegheny,"$2,349,737,403","$1,239,568,134","4,752.947","$494,374",0.4564,"$260,799",0.3615,0.4184
20212022,103026402,Mt Lebanon SD,Allegheny,"$2,720,333,941","$2,102,596,014","6,347.314","$428,580",0.5288,"$331,257",0.1890,0.3928
20212022,103026852,North Allegheny SD,Allegheny,"$5,787,088,939","$3,222,719,351","9,928.706","$582,864",0.3591,"$324,586",0.2053,0.2975
20212022,103026902,North Hills SD,Allegheny,"$2,749,253,859","$1,395,222,261","5,318.903","$516,883",0.4317,"$262,313",0.3578,0.4021
20212022,103026873,Northgate SD,Allegheny,"$447,023,874","$334,517,693","1,304.957","$342,558",0.6234,"$256,343",0.3724,0.5229
20212022,103027352,Penn Hills SD,Allegheny,"$1,476,486,172","$841,609,002","4,915.697","$300,361",0.6698,"$171,208",0.5808,0.6341
20212022,103021003,Pine-Richland SD,Allegheny,"$2,916,134,003","$1,897,126,494","5,267.287","$553,631",0.3912,"$360,171",0.1182,0.2819
20212022,102027451,Pittsburgh SD,Allegheny,"$19,798,050,863","$9,106,200,063","29,812.982","$664,074",0.2698,"$305,444",0.2522,0.2626
20212022,103027503,Plum Borough SD,Allegheny,"$1,475,180,046","$873,364,315","4,239.954","$347,923",0.6175,"$205,984",0.4957,0.5687
20212022,103027753,Quaker Valley SD,Allegheny,"$1,844,661,868","$1,296,638,828","2,270.515","$812,442",0.1066,"$571,076",0.1000,0.1500
20212022,103028203,Riverview SD,Allegheny,"$641,759,478","$375,513,634","1,225.879","$523,509",0.4244,"$306,321",0.2500,0.3546
20212022,103028302,Shaler Area SD,Allegheny,"$2,052,313,878","$1,179,310,919","4,950.869","$414,536",0.5442,"$238,202",0.4168,0.4932
20212022,103028653,South Allegheny SD,Allegheny,"$315,177,954","$216,269,372","1,894.334","$166,379",0.8171,"$114,166",0.7205,0.7784
20212022,103028703,South Fayette Township SD,Allegheny,"$1,374,591,931","$800,333,349","3,993.379","$344,217",0.6215,"$200,415",0.5093,0.5766
20212022,103028753,South Park SD,Allegheny,"$716,058,677","$453,698,858","2,149.485","$333,130",0.6337,"$211,073",0.4832,0.5734
20212022,103028833,Steel Valley SD,Allegheny,"$663,165,525","$336,454,172","1,951.778","$339,775",0.6264,"$172,383",0.5780,0.6070
20212022,103028853,Sto-Rox SD,Allegheny,"$310,021,828","$166,634,883","2,079.271","$149,101",0.8361,"$80,141",0.8038,0.8231
20212022,103029203,Upper Saint Clair SD,Allegheny,"$2,136,011,581","$1,547,668,317","4,761.710","$448,580",0.5068,"$325,023",0.2042,0.3856
20212022,103029403,West Allegheny SD,Allegheny,"$2,279,701,350","$850,783,525","3,963.902","$575,115",0.3676,"$214,632",0.4745,0.4103
20212022,103029553,West Jefferson Hills SD,Allegheny,"$1,435,197,690","$769,349,746","3,711.134","$386,727",0.5748,"$207,308",0.4925,0.5418
20212022,103029603,West Mifflin Area SD,Allegheny,"$934,140,849","$469,433,007","2,983.249","$313,128",0.6557,"$157,356",0.6148,0.6393
20212022,103029803,Wilkinsburg Borough SD,Allegheny,"$405,432,924","$318,868,049","1,300.729","$311,696",0.6573,"$245,145",0.3998,0.5542
20212022,103029902,Woodland Hills SD,Allegheny,"$1,840,503,486","$1,152,132,173","5,302.750","$347,084",0.6184,"$217,270",0.4681,0.5582
20212022,128030603,Apollo-Ridge SD,Armstrong,"$311,939,067","$189,457,929","1,451.299","$214,937",0.7637,"$130,543",0.6804,0.7303
20212022,128030852,Armstrong SD,Armstrong,"$1,729,414,979","$920,295,798","6,309.716","$274,087",0.6987,"$145,853",0.6429,0.6763
20212022,128033053,Freeport Area SD,Armstrong,"$845,388,952","$432,231,604","2,264.783","$373,275",0.5896,"$190,849",0.5328,0.5668
20212022,128034503,Leechburg Area SD,Armstrong,"$220,855,949","$130,872,158",865.595,"$255,149",0.7195,"$151,193",0.6299,0.6836
20212022,127040503,Aliquippa SD,Beaver,"$260,507,950","$141,930,491","1,370.820","$190,038",0.7911,"$103,536",0.7465,0.7732
20212022,127040703,Ambridge Area SD,Beaver,"$1,076,302,930","$621,138,106","3,213.149","$334,968",0.6317,"$193,311",0.5267,0.5896
20212022,127041203,Beaver Area SD,Beaver,"$950,580,443","$499,785,045","2,482.154","$382,965",0.5789,"$201,351",0.5070,0.5501
20212022,127041503,Big Beaver Falls Area SD,Beaver,"$359,704,355","$219,579,178","2,115.018","$170,071",0.8130,"$103,819",0.7459,0.7861
20212022,127041603,Blackhawk SD,Beaver,"$1,059,748,049","$526,629,178","2,831.152","$374,316",0.5884,"$186,012",0.5446,0.5708
20212022,127042003,Central Valley SD,Beaver,"$1,233,844,010","$530,149,873","2,769.685","$445,481",0.5102,"$191,411",0.5314,0.5186
20212022,127042853,Freedom Area SD,Beaver,"$590,854,795","$268,744,674","1,604.296","$368,295",0.5951,"$167,515",0.5899,0.5929
20212022,127044103,Hopewell Area SD,Beaver,"$941,876,213","$528,573,874","2,619.535","$359,558",0.6047,"$201,781",0.5060,0.5652
20212022,127045303,Midland Borough SD,Beaver,"$68,226,295","$43,279,685",442.448,"$154,201",0.8305,"$97,818",0.7605,0.8025
20212022,127045653,New Brighton Area SD,Beaver,"$336,465,337","$200,972,390","1,668.420","$201,667",0.7783,"$120,456",0.7051,0.7489
20212022,127045853,Riverside Beaver County SD,Beaver,"$591,864,503","$301,898,069","1,697.522","$348,663",0.6166,"$177,846",0.5646,0.5957
20212022,127046903,Rochester Area SD,Beaver,"$208,381,080","$136,120,571",916.910,"$227,264",0.7501,"$148,455",0.6366,0.7046
20212022,127047404,South Side Area SD,Beaver,"$542,387,823","$202,131,308","1,215.776","$446,124",0.5095,"$166,257",0.5930,0.5429
20212022,127049303,Western Beaver County SD,Beaver,"$260,718,713","$133,145,438",857.469,"$304,056",0.6657,"$155,277",0.6199,0.6473
20212022,108051003,Bedford Area SD,Bedford,"$1,156,720,162","$382,030,263","2,272.613","$508,982",0.4403,"$168,101",0.5885,0.4995
20212022,108051503,Chestnut Ridge SD,Bedford,"$631,038,230","$211,295,188","1,567.041","$402,694",0.5572,"$134,837",0.6699,0.6022
20212022,108053003,Everett Area SD,Bedford,"$586,676,962","$178,464,951","1,445.141","$405,965",0.5536,"$123,493",0.6977,0.6111
20212022,108056004,Northern Bedford County SD,Bedford,"$374,291,091","$144,512,408","1,025.458","$364,998",0.5987,"$140,924",0.6550,0.6212
20212022,108058003,Tussey Mountain SD,Bedford,"$370,674,776","$120,874,139","1,084.782","$341,704",0.6243,"$111,427",0.7272,0.6653
20212022,114060503,Antietam SD,Berks,"$322,965,057","$167,495,078","1,325.610","$243,635",0.7321,"$126,353",0.6907,0.7154
20212022,114060753,Boyertown Area SD,Berks,"$3,855,303,487","$1,781,811,866","8,118.225","$474,894",0.4778,"$219,482",0.4627,0.4716
20212022,114060853,Brandywine Heights Area SD,Berks,"$872,540,893","$380,455,732","1,714.207","$509,005",0.4403,"$221,942",0.4566,0.4467
20212022,114061103,Conrad Weiser Area SD,Berks,"$1,343,863,851","$554,035,066","3,012.294","$446,126",0.5095,"$183,924",0.5497,0.5255
20212022,114061503,Daniel Boone Area SD,Berks,"$1,447,121,039","$771,563,271","3,878.520","$373,111",0.5898,"$198,932",0.5130,0.5590
20212022,114062003,Exeter Township SD,Berks,"$1,792,288,843","$870,620,574","4,648.101","$385,595",0.5760,"$187,306",0.5414,0.5621
20212022,114062503,Fleetwood Area SD,Berks,"$1,139,371,778","$508,250,986","2,914.865","$390,883",0.5702,"$174,365",0.5731,0.5713
20212022,114063003,Governor Mifflin SD,Berks,"$2,076,950,351","$1,071,269,367","5,135.800","$404,406",0.5553,"$208,588",0.4893,0.5288
20212022,114063503,Hamburg Area SD,Berks,"$1,206,134,965","$491,496,886","2,581.909","$467,148",0.4864,"$190,361",0.5340,0.5054
20212022,114064003,Kutztown Area SD,Berks,"$1,028,013,695","$410,123,456","1,658.696","$619,772",0.3185,"$247,256",0.3946,0.3489
20212022,114065503,Muhlenberg SD,Berks,"$1,638,699,833","$607,358,318","4,869.624","$336,514",0.6300,"$124,723",0.6947,0.6558
20212022,114066503,Oley Valley SD,Berks,"$1,030,241,982","$467,594,582","1,941.193","$530,726",0.4164,"$240,880",0.4103,0.4139
20212022,114067002,Reading SD,Berks,"$1,630,391,404","$1,161,543,292","21,428.695","$76,084",0.9164,"$54,205",0.8673,0.8967
20212022,114067503,Schuylkill Valley SD,Berks,"$1,277,475,472","$488,487,040","2,497.313","$511,539",0.4375,"$195,605",0.5211,0.4709
20212022,114068003,Tulpehocken Area SD,Berks,"$1,050,323,183","$350,319,767","1,693.201","$620,318",0.3179,"$206,897",0.4935,0.3881
20212022,114068103,Twin Valley SD,Berks,"$2,090,137,917","$836,963,543","3,850.734","$542,789",0.4032,"$217,351",0.4679,0.4290
20212022,114069103,Wilson SD,Berks,"$3,654,372,999","$1,431,976,326","7,392.948","$494,305",0.4565,"$193,694",0.5258,0.4842
20212022,114069353,Wyomissing Area SD,Berks,"$1,027,298,169","$705,164,920","2,297.585","$447,120",0.5084,"$306,915",0.2486,0.4044
20212022,108070502,Altoona Area SD,Blair,"$2,408,804,768","$1,109,624,459","8,913.196","$270,251",0.7029,"$124,492",0.6952,0.6997
20212022,108071003,Bellwood-Antis SD,Blair,"$450,134,410","$206,708,731","1,467.966","$306,638",0.6629,"$140,813",0.6553,0.6598
20212022,108071504,Claysburg-Kimmel SD,Blair,"$253,977,683","$160,614,593",976.328,"$260,135",0.7140,"$164,508",0.5973,0.6673
20212022,108073503,Hollidaysburg Area SD,Blair,"$1,776,105,972","$911,374,312","3,995.741","$444,499",0.5113,"$228,086",0.4416,0.4833
20212022,108077503,Spring Cove SD,Blair,"$797,321,891","$309,350,904","2,087.297","$381,987",0.5800,"$148,206",0.6372,0.6028
20212022,108078003,Tyrone Area SD,Blair,"$699,166,834","$281,319,784","2,129.822","$328,274",0.6391,"$132,086",0.6766,0.6540
20212022,108079004,Williamsburg Community SD,Blair,"$148,350,702","$66,382,764",600.794,"$246,924",0.7285,"$110,491",0.7295,0.7289
20212022,117080503,Athens Area SD,Bradford,"$760,947,422","$286,583,974","2,483.405","$306,412",0.6631,"$115,399",0.7175,0.6848
20212022,117081003,Canton Area SD,Bradford,"$300,240,302","$128,465,008","1,081.363","$277,649",0.6947,"$118,799",0.7092,0.7004
20212022,117083004,Northeast Bradford SD,Bradford,"$317,788,114","$106,344,017",902.240,"$352,221",0.6127,"$117,866",0.7115,0.6522
20212022,117086003,Sayre Area SD,Bradford,"$369,583,719","$147,676,910","1,235.703","$299,087",0.6712,"$119,508",0.7074,0.6856
20212022,117086503,Towanda Area SD,Bradford,"$713,682,182","$228,145,288","1,777.291","$401,556",0.5585,"$128,366",0.6857,0.6093
20212022,117086653,Troy Area SD,Bradford,"$613,336,169","$198,966,577","1,749.468","$350,584",0.6145,"$113,729",0.7216,0.6573
20212022,117089003,Wyalusing Area SD,Bradford,"$555,161,158","$261,676,288","1,577.067","$352,021",0.6129,"$165,925",0.5938,0.6052
20212022,122091002,Bensalem Township SD,Bucks,"$5,555,084,526","$1,933,264,413","9,256.971","$600,097",0.3402,"$208,844",0.4887,0.3995
20212022,122091303,Bristol Borough SD,Bucks,"$572,088,100","$223,282,484","1,627.320","$351,552",0.6135,"$137,208",0.6641,0.6337
20212022,122091352,Bristol Township SD,Bucks,"$3,417,211,470","$1,275,167,609","8,531.661","$400,532",0.5596,"$149,462",0.6341,0.5893
20212022,122092002,Centennial SD,Bucks,"$4,712,200,217","$1,628,347,771","6,599.622","$714,010",0.2149,"$246,733",0.3959,0.2872
20212022,122092102,Central Bucks SD,Bucks,"$16,354,867,261","$6,782,700,810","21,222.270","$770,646",0.1526,"$319,602",0.2175,0.1785
20212022,122092353,Council Rock SD,Bucks,"$11,324,553,853","$5,318,853,753","12,556.577","$901,882",0.1000,"$423,591",0.1000,0.1500
20212022,122097203,Morrisville Borough SD,Bucks,"$499,776,054","$287,665,593","1,181.151","$423,126",0.5348,"$243,546",0.4037,0.4822
20212022,122097502,Neshaminy SD,Bucks,"$7,086,665,835","$2,581,221,249","11,270.591","$628,774",0.3086,"$229,022",0.4393,0.3608
20212022,122097604,New Hope-Solebury SD,Bucks,"$2,744,250,091","$1,279,855,524","1,635.903","$1,677,513",0.1000,"$782,354",0.1000,0.1500
20212022,122098003,Palisades SD,Bucks,"$2,500,293,242","$659,884,441","1,875.851","$1,332,884",0.1000,"$351,778",0.1387,0.1500
20212022,122098103,Pennridge SD,Bucks,"$5,461,231,656","$2,051,335,704","8,308.311","$657,321",0.2772,"$246,901",0.3955,0.3245
20212022,122098202,Pennsbury SD,Bucks,"$8,179,010,259","$3,341,181,570","12,428.260","$658,097",0.2764,"$268,837",0.3418,0.3025
20212022,122098403,Quakertown Community SD,Bucks,"$3,619,710,310","$1,197,255,004","6,100.766","$593,320",0.3476,"$196,246",0.5195,0.4163
20212022,104101252,Butler Area SD,Butler,"$3,420,165,330","$1,363,398,965","7,751.370","$441,233",0.5148,"$175,891",0.5694,0.5365
20212022,104103603,Karns City Area SD,Butler,"$491,480,485","$220,510,377","1,629.128","$301,683",0.6683,"$135,354",0.6686,0.6683
20212022,104105003,Mars Area SD,Butler,"$2,673,339,370","$1,367,138,950","3,953.537","$676,189",0.2565,"$345,801",0.1534,0.2152
20212022,104105353,Moniteau SD,Butler,"$526,222,371","$204,356,373","1,471.833","$357,528",0.6069,"$138,844",0.6601,0.6281
20212022,104107903,Seneca Valley SD,Butler,"$5,593,709,204","$2,409,714,496","8,479.659","$659,662",0.2747,"$284,175",0.3043,0.2865
20212022,104107503,Slippery Rock Area SD,Butler,"$1,174,779,237","$424,730,294","2,378.041","$494,011",0.4568,"$178,605",0.5627,0.4990
20212022,104107803,South Butler County SD,Butler,"$1,420,481,693","$613,053,787","2,600.718","$546,188",0.3994,"$235,724",0.4229,0.4087
20212022,108110603,Blacklick Valley SD,Cambria,"$144,770,552","$84,072,378",786.090,"$184,165",0.7975,"$106,950",0.7382,0.7737
20212022,108111203,Cambria Heights SD,Cambria,"$375,987,113","$211,911,528","1,601.246","$234,809",0.7418,"$132,341",0.6760,0.7154
20212022,108111303,Central Cambria SD,Cambria,"$755,555,122","$312,862,045","1,820.952","$414,923",0.5438,"$171,812",0.5794,0.5579
20212022,108111403,Conemaugh Valley SD,Cambria,"$190,767,682","$121,991,045",830.249,"$229,771",0.7474,"$146,933",0.6403,0.7045
20212022,108112003,Ferndale Area SD,Cambria,"$94,055,236","$70,696,330",750.701,"$125,289",0.8623,"$94,173",0.7695,0.8251
20212022,108112203,Forest Hills SD,Cambria,"$544,713,978","$289,092,504","2,089.109","$260,739",0.7133,"$138,380",0.6612,0.6923
20212022,108112502,Greater Johnstown SD,Cambria,"$682,346,696","$286,560,525","3,464.501","$196,953",0.7835,"$82,713",0.7975,0.7891
20212022,108114503,Northern Cambria SD,Cambria,"$234,180,234","$152,907,338","1,228.375","$190,642",0.7904,"$124,479",0.6953,0.7523
20212022,108116003,Penn Cambria SD,Cambria,"$546,041,089","$283,460,310","1,927.579","$283,278",0.6885,"$147,055",0.6400,0.6691
20212022,108116303,Portage Area SD,Cambria,"$202,099,652","$116,608,867","1,013.298","$199,447",0.7807,"$115,078",0.7183,0.7557
20212022,108116503,Richland SD,Cambria,"$1,003,281,296","$368,848,048","1,819.465","$551,415",0.3937,"$202,723",0.5037,0.4376
20212022,108118503,Westmont Hilltop SD,Cambria,"$559,545,531","$384,981,146","1,828.584","$305,999",0.6636,"$210,535",0.4846,0.5919
20212022,109122703,Cameron County SD,Cameron,"$197,252,813","$78,251,043",638.220,"$309,067",0.6602,"$122,608",0.6998,0.6760
20212022,121135003,Jim Thorpe Area SD,Carbon,"$1,495,947,651","$349,635,290","2,672.607","$559,733",0.3845,"$130,821",0.6797,0.5025
20212022,121135503,Lehighton Area SD,Carbon,"$954,011,586","$407,219,727","2,884.441","$330,744",0.6363,"$141,178",0.6544,0.6434
20212022,121136503,Palmerton Area SD,Carbon,"$785,209,746","$358,652,137","2,206.735","$355,824",0.6088,"$162,526",0.6021,0.6060
20212022,121136603,Panther Valley SD,Carbon,"$339,535,154","$206,876,325","2,174.542","$156,140",0.8284,"$95,135",0.7671,0.8038
20212022,121139004,Weatherly Area SD,Carbon,"$321,297,004","$107,109,584",781.373,"$411,195",0.5479,"$137,078",0.6644,0.5944
20212022,110141003,Bald Eagle Area SD,Centre,"$700,723,526","$296,842,348","1,860.982","$376,534",0.5860,"$159,508",0.6095,0.5954
20212022,110141103,Bellefonte Area SD,Centre,"$1,570,515,430","$637,299,964","3,327.732","$471,947",0.4811,"$191,511",0.5311,0.5010
20212022,110147003,Penns Valley Area SD,Centre,"$881,295,683","$299,158,128","1,763.433","$499,761",0.4505,"$169,645",0.5847,0.5041
20212022,110148002,State College Area SD,Centre,"$7,493,880,003","$2,430,828,437","8,379.107","$894,353",0.1000,"$290,105",0.2897,0.1758
20212022,124150503,Avon Grove SD,Chester,"$2,822,012,783","$1,031,332,901","6,863.669","$411,152",0.5479,"$150,259",0.6321,0.5815
20212022,124151902,Coatesville Area SD,Chester,"$4,440,906,403","$1,788,898,128","10,273.279","$432,277",0.5247,"$174,131",0.5737,0.5442
20212022,124152003,Downingtown Area SD,Chester,"$8,730,821,292","$4,107,300,895","15,828.057","$551,604",0.3935,"$259,494",0.3647,0.3819
20212022,124153503,Great Valley SD,Chester,"$6,557,281,997","$2,535,841,652","5,310.251","$1,234,834",0.1000,"$477,537",0.1000,0.1500
20212022,124154003,Kennett Consolidated SD,Chester,"$3,138,030,453","$1,050,640,465","5,125.248","$612,268",0.3268,"$204,993",0.4981,0.3952
20212022,124156503,Octorara Area SD,Chester,"$1,365,302,547","$616,267,692","2,871.481","$475,469",0.4772,"$214,616",0.4746,0.4761
20212022,124156603,Owen J Roberts SD,Chester,"$3,587,372,629","$1,870,887,308","6,531.652","$549,228",0.3961,"$286,434",0.2987,0.3570
20212022,124156703,Oxford Area SD,Chester,"$1,780,366,184","$636,657,016","4,895.531","$363,671",0.6001,"$130,048",0.6816,0.6326
20212022,124157203,Phoenixville Area SD,Chester,"$3,413,214,183","$1,803,108,764","5,211.003","$655,001",0.2798,"$346,019",0.1528,0.2289
20212022,124157802,Tredyffrin-Easttown SD,Chester,"$9,058,087,615","$3,997,578,392","8,413.547","$1,076,607",0.1000,"$475,135",0.1000,0.1500
20212022,124158503,Unionville-Chadds Ford SD,Chester,"$3,878,553,865","$1,749,351,698","4,642.032","$835,529",0.1000,"$376,850",0.1000,0.1500
20212022,124159002,West Chester Area SD,Chester,"$14,366,083,784","$5,616,886,135","14,901.815","$964,049",0.1000,"$376,926",0.1000,0.1500
20212022,106160303,Allegheny-Clarion Valley SD,Clarion,"$297,855,454","$116,656,013",764.600,"$389,557",0.5717,"$152,571",0.6265,0.5936
20212022,106161203,Clarion Area SD,Clarion,"$380,968,231","$158,097,506",896.108,"$425,136",0.5325,"$176,426",0.5681,0.5467
20212022,106161703,Clarion-Limestone Area SD,Clarion,"$311,288,465","$135,571,234",976.655,"$318,729",0.6496,"$138,811",0.6602,0.6537
20212022,106166503,Keystone SD,Clarion,"$299,595,723","$153,519,238","1,124.677","$266,383",0.7071,"$136,500",0.6658,0.6905
20212022,106167504,North Clarion County SD,Clarion,"$263,943,816","$105,160,266",699.048,"$377,576",0.5848,"$150,433",0.6317,0.6034
20212022,106168003,Redbank Valley SD,Clarion,"$313,510,126","$159,637,907","1,333.036","$235,185",0.7414,"$119,755",0.7068,0.7275
20212022,106169003,Union SD,Clarion,"$115,212,703","$68,858,671",692.628,"$166,341",0.8171,"$99,416",0.7566,0.7928
20212022,110171003,Clearfield Area SD,Clearfield,"$881,254,225","$363,914,666","2,580.693","$341,479",0.6245,"$141,014",0.6548,0.6366
20212022,110171803,Curwensville Area SD,Clearfield,"$282,352,266","$146,829,492","1,235.054","$228,615",0.7487,"$118,885",0.7090,0.7328
20212022,106172003,DuBois Area SD,Clearfield,"$1,566,450,700","$696,408,459","4,315.306","$362,998",0.6009,"$161,381",0.6049,0.6024
20212022,110173003,Glendale SD,Clearfield,"$187,629,664","$95,089,240",873.319,"$214,846",0.7638,"$108,882",0.7335,0.7516
20212022,110173504,Harmony Area SD,Clearfield,"$91,229,537","$39,202,863",298.860,"$305,258",0.6644,"$131,174",0.6789,0.6701
20212022,110175003,Moshannon Valley SD,Clearfield,"$237,500,313","$127,616,324","1,018.106","$233,276",0.7435,"$125,346",0.6931,0.7233
20212022,110177003,Philipsburg-Osceola Area SD,Clearfield,"$570,176,378","$283,865,941","2,000.411","$285,029",0.6866,"$141,903",0.6526,0.6729
20212022,110179003,West Branch Area SD,Clearfield,"$294,792,861","$149,169,081","1,144.462","$257,582",0.7168,"$130,339",0.6809,0.7023
20212022,110183602,Keystone Central SD,Clinton,"$1,980,975,106","$743,889,050","4,983.489","$397,507",0.5629,"$149,270",0.6346,0.5915
20212022,116191004,Benton Area SD,Columbia,"$368,241,404","$124,177,168",837.679,"$439,597",0.5166,"$148,239",0.6371,0.5647
20212022,116191103,Berwick Area SD,Columbia,"$1,241,919,442","$463,417,931","3,512.910","$353,530",0.6113,"$131,918",0.6771,0.6375
20212022,116191203,Bloomsburg Area SD,Columbia,"$1,014,806,102","$334,845,062","1,978.656","$512,876",0.4361,"$169,228",0.5857,0.4958
20212022,116191503,Central Columbia SD,Columbia,"$1,103,069,143","$425,591,125","2,315.269","$476,432",0.4761,"$183,819",0.5500,0.5056
20212022,116195004,Millville Area SD,Columbia,"$356,097,240","$119,247,737",823.812,"$432,255",0.5247,"$144,751",0.6456,0.5730
20212022,116197503,Southern Columbia Area SD,Columbia,"$706,539,262","$288,010,807","1,584.862","$445,804",0.5098,"$181,726",0.5551,0.5278
20212022,105201033,Conneaut SD,Crawford,"$962,636,517","$321,322,944","2,317.276","$415,417",0.5432,"$138,664",0.6605,0.5901
20212022,105201352,Crawford Central SD,Crawford,"$1,245,566,947","$633,948,172","4,222.868","$294,957",0.6757,"$150,122",0.6325,0.6584
20212022,105204703,Penncrest SD,Crawford,"$986,475,993","$479,050,116","3,225.084","$305,876",0.6637,"$148,538",0.6364,0.6527
20212022,115210503,Big Spring SD,Cumberland,"$1,511,387,582","$538,018,932","3,063.730","$493,316",0.4576,"$175,609",0.5701,0.5025
20212022,115211003,Camp Hill SD,Cumberland,"$711,040,334","$452,411,623","1,542.950","$460,831",0.4933,"$293,212",0.2821,0.4087
20212022,115211103,Carlisle Area SD,Cumberland,"$2,859,637,206","$975,890,227","6,223.471","$459,492",0.4948,"$156,808",0.6161,0.5432
20212022,115211603,Cumberland Valley SD,Cumberland,"$7,068,431,710","$2,678,560,205","11,032.788","$640,675",0.2955,"$242,781",0.4056,0.3395
20212022,115212503,East Pennsboro Area SD,Cumberland,"$1,604,777,623","$592,678,556","3,205.768","$500,590",0.4496,"$184,878",0.5474,0.4886
20212022,115216503,Mechanicsburg Area SD,Cumberland,"$2,501,923,922","$1,105,669,888","5,285.103","$473,391",0.4795,"$209,204",0.4878,0.4828
20212022,115218003,Shippensburg Area SD,Cumberland,"$1,800,237,849","$631,117,207","4,213.588","$427,245",0.5302,"$149,781",0.6333,0.5714
20212022,115218303,South Middleton SD,Cumberland,"$1,674,116,853","$488,598,636","2,560.223","$653,894",0.2810,"$190,842",0.5328,0.3817
20212022,115221402,Central Dauphin SD,Dauphin,"$7,638,225,287","$2,941,828,070","15,081.456","$506,464",0.4431,"$195,062",0.5224,0.4747
20212022,115221753,Derry Township SD,Dauphin,"$2,799,266,916","$1,200,852,024","4,279.881","$654,052",0.2808,"$280,580",0.3131,0.2936
20212022,115222504,Halifax Area SD,Dauphin,"$458,618,183","$202,389,041","1,185.807","$386,756",0.5748,"$170,676",0.5822,0.5776
