county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,127044103,Hopewell Area SD,0675,Hopewell SHS,196,154,78.57%,141,71.94%,156,79.59%,2,1.02%,13,6.63%
,127045653,New Brighton Area SD,0695,New Brighton Area HS,105,76,72.38%,69,65.71%,77,73.33%,1,0.95%,7,6.67%
,127045853,Riverside Beaver County SD,0700,Riverside HS,104,86,82.69%,81,77.88%,86,82.69%,0,0.00%,5,4.81%
,127046903,Rochester Area SD,8000,Rochester High School,33,24,72.73%,21,63.64%,24,72.73%,0,0.00%,3,9.09%
,127047404,South Side Area SD,0714,South Side HS,82,67,81.71%,67,81.71%,67,81.71%,0,0.00%,0,0.00%
,127049303,Western Beaver County SD,0719,Western Beaver Co JSHS,60,40,66.67%,36,60.00%,42,70.00%,2,3.33%,4,6.67%
Bedford,108051003,Bedford Area SD,0726,Bedford SHS,165,101,61.21%,98,59.39%,103,62.42%,2,1.21%,3,1.82%
,108051503,Chestnut Ridge SD,0732,Chestnut Ridge SHS,116,65,56.03%,52,44.83%,69,59.48%,4,3.45%,13,11.21%
,108053003,Everett Area SD,7897,Everett Area HS,121,65,53.72%,65,53.72%,69,57.02%,4,3.31%,0,0.00%
,108056004,Northern Bedford County SD,0747,Northern Bedford Co MS/SHS,85,38,44.71%,33,38.82%,44,51.76%,6,7.06%,5,5.88%
,108057079,HOPE for Hyndman CS,8154,HOPE for Hyndman CS,27,18,66.67%,18,66.67%,19,70.37%,1,3.70%,0,0.00%
,108058003,Tussey Mountain SD,0753,Tussey Mountain HS,68,32,47.06%,25,36.76%,35,51.47%,3,4.41%,7,10.29%
Berks,114060392,I-LEAD Charter School,8155,I-LEAD Charter School,127,95,74.80%,87,68.50%,99,77.95%,4,3.15%,8,6.30%
,114060503,Antietam SD,0820,Antietam MS/HS,59,45,76.27%,41,69.49%,45,76.27%,0,0.00%,4,6.78%
,114060753,Boyertown Area SD,6306,Boyertown Area SHS,487,347,71.25%,337,69.20%,360,73.92%,13,2.67%,10,2.05%
,114060853,Brandywine Heights Area SD,6308,Brandywine Heights HS,150,105,70.00%,100,66.67%,106,70.67%,1,0.67%,5,3.33%
,114061103,Conrad Weiser Area SD,0777,Conrad Weiser HS,225,165,73.33%,157,69.78%,171,76.00%,6,2.67%,8,3.56%
,114061503,Daniel Boone Area SD,4810,Daniel Boone Area HS,252,198,78.57%,198,78.57%,198,78.57%,0,0.00%,0,0.00%
,114062003,Exeter Township SD,0788,Exeter Twp SHS,342,256,74.85%,254,74.27%,270,78.95%,14,4.09%,2,0.58%
,114062503,Fleetwood Area SD,5023,Fleetwood SHS,229,159,69.43%,153,66.81%,160,69.87%,1,0.44%,6,2.62%
,114063003,Governor Mifflin SD,0802,Governor Mifflin SHS,296,186,62.84%,176,59.46%,187,63.18%,1,0.34%,10,3.38%
,114063503,Hamburg Area SD,0808,Hamburg Area HS,154,111,72.08%,103,66.88%,112,72.73%,1,0.65%,8,5.19%
,114064003,Kutztown Area SD,0816,Kutztown Area SHS,105,76,72.38%,74,70.48%,76,72.38%,0,0.00%,2,1.90%
,114065503,Muhlenberg SD,6610,Muhlenberg HS,293,227,77.47%,215,73.38%,228,77.82%,1,0.34%,12,4.10%
,114066503,Oley Valley SD,6318,Oley Valley SHS,113,88,77.88%,87,76.99%,90,79.65%,2,1.77%,1,0.88%
,114067002,Reading SD,8116,Reading SHS,779,405,51.99%,404,51.86%,423,54.30%,18,2.31%,1,0.13%
,114067503,Schuylkill Valley SD,0864,Schuylkill Valley HS,147,108,73.47%,104,70.75%,114,77.55%,6,4.08%,4,2.72%
,114068003,Tulpehocken Area SD,4670,Tulpehocken JSHS,100,55,55.00%,55,55.00%,63,63.00%,8,8.00%,0,0.00%
,114068103,Twin Valley SD,0873,Twin Valley HS,217,171,78.80%,157,72.35%,171,78.80%,0,0.00%,14,6.45%
,114069103,Wilson  SD,6980,Wilson HS,453,362,79.91%,356,78.59%,374,82.56%,12,2.65%,6,1.32%
,114069353,Wyomissing Area SD,0887,Wyomissing Area JSHS,143,127,88.81%,124,86.71%,129,90.21%,2,1.40%,3,2.10%
Blair,108070001,Central PA Digital Learning Foundation C,7720,Central PA Digital Lrng Foundation CS,20,5,25.00%,5,25.00%,5,25.00%,0,0.00%,0,0.00%
,108070502,Altoona Area SD,0913,Altoona Area HS,521,323,62.00%,321,61.61%,344,66.03%,21,4.03%,2,0.38%
,,,7425,Kimmel Alternative School,6,0,0.00%,0,0.00%,1,16.67%,1,16.67%,0,0.00%
,108071003,Bellwood-Antis SD,0917,Bellwood-Antis HS,86,52,60.47%,52,60.47%,54,62.79%,2,2.33%,0,0.00%
,108071504,Claysburg-Kimmel SD,0921,Claysburg-Kimmel HS,60,26,43.33%,26,43.33%,32,53.33%,6,10.00%,0,0.00%
,108073503,Hollidaysburg Area SD,5207,Hollidaysburg Area SHS,264,176,66.67%,169,64.02%,191,72.35%,15,5.68%,7,2.65%
,108077503,Spring Cove SD,0941,Central HS,101,55,54.46%,51,50.50%,56,55.45%,1,0.99%,4,3.96%
,108078003,Tyrone Area SD,0949,Tyrone Area HS,127,74,58.27%,70,55.12%,79,62.20%,5,3.94%,4,3.15%
,108079004,Williamsburg Community SD,0951,Williamsburg Community JSHS,29,12,41.38%,10,34.48%,14,48.28%,2,6.90%,2,6.90%
Bradford,117080503,Athens Area SD,0958,Athens Area HS,169,88,52.07%,87,51.48%,93,55.03%,5,2.96%,1,0.59%
,117081003,Canton Area SD,0988,Canton JSHS,65,35,53.85%,31,47.69%,41,63.08%,6,9.23%,4,6.15%
,117083004,Northeast Bradford SD,0964,Northeast Bradford JSHS,52,37,71.15%,35,67.31%,37,71.15%,0,0.00%,2,3.85%
,117086003,Sayre Area SD,0965,Sayre Area HS,64,42,65.63%,42,65.63%,46,71.88%,4,6.25%,0,0.00%
,117086503,Towanda Area SD,5208,Towanda Area JSHS,101,53,52.48%,51,50.50%,55,54.46%,2,1.98%,2,1.98%
,117086653,Troy Area SD,1000,Troy Area JSHS,103,54,52.43%,54,52.43%,58,56.31%,4,3.88%,0,0.00%
,117089003,Wyalusing Area SD,1005,Wyalusing Valley JSHS,87,55,63.22%,55,63.22%,56,64.37%,1,1.15%,0,0.00%
Bucks,122090001,Center for Student Learning CS at Pennsb,7726,Center for Student Lrng CS Pennsbury,23,11,47.83%,11,47.83%,12,52.17%,1,4.35%,0,0.00%
,122091002,Bensalem Township SD,5116,Bensalem Twp HS,451,370,82.04%,366,81.15%,378,83.81%,8,1.77%,4,0.89%
,122091303,Bristol Borough SD,1014,Bristol HS,75,46,61.33%,46,61.33%,53,70.67%,7,9.33%,0,0.00%
,122091352,Bristol Township SD,1029,Truman SHS,318,237,74.53%,221,69.50%,246,77.36%,9,2.83%,16,5.03%
,122091457,Bucks County Technical High School,1030,Bucks County Technical High School,369,236,63.96%,223,60.43%,237,64.23%,1,0.27%,13,3.52%
,122092002,Centennial SD,1040,William Tennent HS,402,321,79.85%,320,79.60%,336,83.58%,15,3.73%,1,0.25%
,122092102,Central Bucks SD,1043,Central Bucks HS-West,476,416,87.39%,415,87.18%,416,87.39%,0,0.00%,1,0.21%
,,,5133,Central Bucks HS-East,557,530,95.15%,530,95.15%,533,95.69%,3,0.54%,0,0.00%
,,,7790,Central Bucks HS-South,593,538,90.73%,535,90.22%,544,91.74%,6,1.01%,3,0.51%
,122092353,Council Rock SD,5096,Council Rock HS North,425,394,92.71%,393,92.47%,396,93.18%,2,0.47%,1,0.24%
,,,7749,Council Rock HS South,540,485,89.81%,485,89.81%,490,90.74%,5,0.93%,0,0.00%
,122097203,Morrisville Borough SD,8114,Morrisville HS,46,30,65.22%,29,63.04%,31,67.39%,1,2.17%,1,2.17%
,122097502,Neshaminy SD,6455,Neshaminy HS,622,541,86.98%,541,86.98%,563,90.51%,22,3.54%,0,0.00%
,122097604,New Hope-Solebury SD,1084,New Hope-Solebury HS,110,105,95.45%,105,95.45%,105,95.45%,0,0.00%,0,0.00%
,122098003,Palisades SD,1094,Palisades HS,121,91,75.21%,89,73.55%,94,77.69%,3,2.48%,2,1.65%
,122098103,Pennridge SD,1100,Pennridge HS,541,440,81.33%,436,80.59%,444,82.07%,4,0.74%,4,0.74%
,122098202,Pennsbury SD,4682,Pennsbury HS,790,667,84.43%,664,84.05%,682,86.33%,15,1.90%,3,0.38%
,122098403,Quakertown Community SD,1128,Quakertown Community HS,370,304,82.16%,304,82.16%,308,83.24%,4,1.08%,0,0.00%
Butler,104101252,Butler Area SD,8344,Butler Area Senior HS,499,394,78.96%,385,77.15%,412,82.57%,18,3.61%,9,1.80%
,104103603,Karns City Area SD,1154,Karns City HS,120,75,62.50%,70,58.33%,86,71.67%,11,9.17%,5,4.17%
,104105003,Mars Area SD,1159,Mars Area SHS,247,211,85.43%,210,85.02%,212,85.83%,1,0.40%,1,0.40%
,104105353,Moniteau SD,1164,Moniteau JSHS,92,59,64.13%,52,56.52%,59,64.13%,0,0.00%,7,7.61%
,104107503,Slippery Rock Area SD,1172,Slippery Rock Area HS,148,70,47.30%,68,45.95%,70,47.30%,0,0.00%,2,1.35%
,104107803,South Butler County SD,1177,Knoch HS,249,192,77.11%,191,76.71%,196,78.71%,4,1.61%,1,0.40%
,104107903,Seneca Valley SD,8318,Seneca Valley HS,548,472,86.13%,472,86.13%,473,86.31%,1,0.18%,0,0.00%
Cambria,108110603,Blacklick Valley SD,5135,Blacklick Valley JSHS,49,28,57.14%,23,46.94%,30,61.22%,2,4.08%,5,10.20%
,108111203,Cambria Heights SD,5212,Cambria Heights SHS,115,72,62.61%,68,59.13%,73,63.48%,1,0.87%,4,3.48%
,108111303,Central Cambria SD,1208,Central Cambria HS,144,94,65.28%,89,61.81%,97,67.36%,3,2.08%,5,3.47%
,108111403,Conemaugh Valley SD,5136,Conemaugh Valley JSHS,56,29,51.79%,28,50.00%,35,62.50%,6,10.71%,1,1.79%
,108112003,Ferndale Area SD,1225,Ferndale Area JSHS,50,27,54.00%,27,54.00%,29,58.00%,2,4.00%,0,0.00%
,108112203,Forest Hills SD,1191,Forest Hills HS,145,95,65.52%,91,62.76%,100,68.97%,5,3.45%,4,2.76%
,108112502,Greater Johnstown SD,1251,Greater Johnstown SHS,177,102,57.63%,92,51.98%,102,57.63%,0,0.00%,10,5.65%
,,,8314,Greater Johnstown School District's Cybe,8,3,37.50%,2,25.00%,3,37.50%,0,0.00%,1,12.50%
,108114503,Northern Cambria SD,6201,Northern Cambria HS,84,57,67.86%,54,64.29%,58,69.05%,1,1.19%,3,3.57%
,108116003,Penn Cambria SD,0000,Penn Cambria SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,1213,Penn Cambria HS,113,88,77.88%,88,77.88%,94,83.19%,6,5.31%,0,0.00%
,108116303,Portage Area SD,1270,Portage Area JSHS,61,36,59.02%,28,45.90%,42,68.85%,6,9.84%,8,13.11%
,108116503,Richland SD,7941,Richland HS,117,89,76.07%,87,74.36%,91,77.78%,2,1.71%,2,1.71%
,108118503,Westmont Hilltop SD,1293,Westmont Hilltop HS,138,109,78.99%,103,74.64%,109,78.99%,0,0.00%,6,4.35%
Cameron,109122703,Cameron County SD,1299,Cameron County JSHS,39,22,56.41%,20,51.28%,22,56.41%,0,0.00%,2,5.13%
Carbon,121131507,Carbon Career & Technical Institute,4870,Carbon Career & Technical Institute,88,45,51.14%,42,47.73%,45,51.14%,0,0.00%,3,3.41%
,121135003,Jim Thorpe Area SD,1307,Jim Thorpe Area HS,119,100,84.03%,98,82.35%,103,86.55%,3,2.52%,2,1.68%
,121135503,Lehighton Area SD,1315,Lehighton Area HS,164,128,78.05%,127,77.44%,128,78.05%,0,0.00%,1,0.61%
,121136503,Palmerton Area SD,4734,Palmerton Area HS,111,90,81.08%,87,78.38%,98,88.29%,8,7.21%,3,2.70%
,121136603,Panther Valley SD,8348,Panther Valley JSHS,84,49,58.33%,46,54.76%,49,58.33%,0,0.00%,3,3.57%
,121139004,Weatherly Area SD,1327,Weatherly Area SHS,57,47,82.46%,47,82.46%,47,82.46%,0,0.00%,0,0.00%
Centre,110141003,Bald Eagle Area SD,1335,Bald Eagle Area JSHS,135,64,47.41%,55,40.74%,72,53.33%,8,5.93%,9,6.67%
,110141103,Bellefonte Area SD,1343,Bellefonte Area HS,183,123,67.21%,123,67.21%,125,68.31%,2,1.09%,0,0.00%
,110147003,Penns Valley Area SD,6231,Penns Valley Area JSHS,84,55,65.48%,51,60.71%,57,67.86%,2,2.38%,4,4.76%
,110148002,State College Area SD,1364,State College Area HS,541,440,81.33%,432,79.85%,441,81.52%,1,0.18%,8,1.48%
Chester,124150002,21st Century Cyber CS,7691,21st Century Cyber CS,127,65,51.18%,65,51.18%,67,52.76%,2,1.57%,0,0.00%
,124150003,Avon Grove CS,7721,Avon Grove CS,68,55,80.88%,55,80.88%,58,85.29%,3,4.41%,0,0.00%
,124150004,Pennsylvania Leadership Charter School,7819,Pennsylvania Leadership CS,294,203,69.05%,200,68.03%,227,77.21%,24,8.16%,3,1.02%
,124150503,Avon Grove SD,1367,Avon Grove HS,419,352,84.01%,351,83.77%,369,88.07%,17,4.06%,1,0.24%
,124151902,Coatesville Area SD,5012,Coatesville Area SHS,427,300,70.26%,282,66.04%,303,70.96%,3,0.70%,18,4.22%
,124152003,Downingtown Area SD,1387,Downingtown HS West Campus,364,306,84.07%,306,84.07%,325,89.29%,19,5.22%,0,0.00%
,,,7759,Downingtown HS East Campus,381,347,91.08%,347,91.08%,361,94.75%,14,3.67%,0,0.00%
,,,8174,Downingtown STEM Academy,189,187,98.94%,187,98.94%,187,98.94%,0,0.00%,0,0.00%
,124153320,Collegium CS,7628,Collegium CS,63,57,90.48%,57,90.48%,58,92.06%,1,1.59%,0,0.00%
,124153350,Renaissance Academy CS,7636,Renaissance Academy CS,62,57,91.94%,56,90.32%,58,93.55%,1,1.61%,1,1.61%
,124153503,Great Valley SD,1424,Great Valley HS,278,261,93.88%,261,93.88%,262,94.24%,1,0.36%,0,0.00%
,124154003,Kennett Consolidated SD,0000,Kennett Consolidated SD,10,1,10.00%,1,10.00%,2,20.00%,1,10.00%,0,0.00%
,,,6482,Kennett HS,287,225,78.40%,224,78.05%,231,80.49%,6,2.09%,1,0.35%
,124156503,Octorara Area SD,1414,Octorara Area JSHS,149,119,79.87%,101,67.79%,122,81.88%,3,2.01%,18,12.08%
,124156603,Owen J Roberts SD,1406,Owen J Roberts HS,375,326,86.93%,326,86.93%,327,87.20%,1,0.27%,0,0.00%
,124156703,Oxford Area SD,1420,Oxford Area HS,286,203,70.98%,198,69.23%,214,74.83%,11,3.85%,5,1.75%
,124157203,Phoenixville Area SD,1426,Phoenixville Area HS,235,203,86.38%,203,86.38%,209,88.94%,6,2.55%,0,0.00%
,124157802,Tredyffrin-Easttown SD,1423,Conestoga SHS,493,484,98.17%,482,97.77%,485,98.38%,1,0.20%,2,0.41%
,124158503,Unionville-Chadds Ford SD,1443,Unionville HS,306,295,96.41%,295,96.41%,301,98.37%,6,1.96%,0,0.00%
,124159002,West Chester Area SD,1453,West Chester Henderson HS,312,281,90.06%,281,90.06%,289,92.63%,8,2.56%,0,0.00%
,,,6734,West Chester East HS,305,277,90.82%,277,90.82%,287,94.10%,10,3.28%,0,0.00%
,,,7894,West Chester Bayard Rustin HS,307,286,93.16%,286,93.16%,292,95.11%,6,1.95%,0,0.00%
,125230001,Achievement House CS,7824,Achievement House CS,113,50,44.25%,48,42.48%,61,53.98%,11,9.73%,2,1.77%
,126510020,Agora Cyber CS,7858,Agora Cyber CS,873,399,45.70%,375,42.96%,445,50.97%,46,5.27%,24,2.75%
Clarion,106160303,Allegheny-Clarion Valley SD,4664,Allegheny-Clarion Valley HS,55,30,54.55%,27,49.09%,32,58.18%,2,3.64%,3,5.45%
,106161203,Clarion Area SD,1475,Clarion Area JSHS,70,54,77.14%,49,70.00%,59,84.29%,5,7.14%,5,7.14%
,106161703,Clarion-Limestone Area SD,1480,Clarion-Limestone Area JSHS,58,41,70.69%,39,67.24%,43,74.14%,2,3.45%,2,3.45%
,106166503,Keystone  SD,1486,Keystone JSHS,78,45,57.69%,44,56.41%,52,66.67%,7,8.97%,1,1.28%
,106167504,North Clarion County SD,1489,North Clarion Co JSHS,45,27,60.00%,27,60.00%,28,62.22%,1,2.22%,0,0.00%
,106168003,Redbank Valley SD,1495,Redbank Valley HS,80,53,66.25%,51,63.75%,53,66.25%,0,0.00%,2,2.50%
,106169003,Union SD,1501,Union HS,48,30,62.50%,28,58.33%,34,70.83%,4,8.33%,2,4.17%
Clearfield,106172003,Dubois Area SD,6156,Dubois Area SHS,246,143,58.13%,130,52.85%,151,61.38%,8,3.25%,13,5.28%
