county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,,,9999,Coatesville Area SD,16,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Coatesville Area SD,,,458,244,53.28%,244,53.28%,286,62.45%,42,9.17%,0,0.00%
,124152003,Downingtown Area SD,1387,Downingtown HS West Campus,451,377,83.59%,377,83.59%,383,84.92%,6,1.33%,0,0.00%
,,,7759,Downingtown HS East Campus,409,370,90.46%,369,90.22%,370,90.46%,0,0.00%,1,0.24%
,,,8174,Downingtown STEM Academy,198,197,99.49%,197,99.49%,198,100.00%,1,0.51%,0,0.00%
,,,9999,Downingtown Area SD,10,1,10.00%,1,10.00%,4,40.00%,3,30.00%,0,0.00%
,,Downingtown Area SD,,,"1,068",945,88.48%,944,88.39%,955,89.42%,10,0.94%,1,0.09%
,124152637,Insight PA Cyber CS,8394,Insight PA Cyber CS,316,143,45.25%,104,32.91%,163,51.58%,20,6.33%,39,12.34%
,,Insight PA Cyber CS,,,316,143,45.25%,104,32.91%,163,51.58%,20,6.33%,39,12.34%
,124153320,Collegium CS,7628,Collegium CS,115,93,80.87%,84,73.04%,98,85.22%,5,4.35%,9,7.83%
,,,9999,Collegium CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Collegium CS,,,117,93,79.49%,84,71.79%,98,83.76%,5,4.27%,9,7.69%
,124153350,Renaissance Academy CS,7636,Renaissance Academy CS,76,69,90.79%,69,90.79%,69,90.79%,0,0.00%,0,0.00%
,,,9999,Renaissance Academy CS,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Renaissance Academy CS,,,79,69,87.34%,69,87.34%,69,87.34%,0,0.00%,0,0.00%
,124153503,Great Valley SD,1424,Great Valley HS,327,293,89.60%,291,88.99%,296,90.52%,3,0.92%,2,0.61%
,,,9999,Great Valley SD,20,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Great Valley SD,,,347,293,84.44%,291,83.86%,296,85.30%,3,0.86%,2,0.58%
,124154003,Kennett Consolidated SD,6482,Kennett HS,324,219,67.59%,217,66.98%,224,69.14%,5,1.54%,2,0.62%
,,Kennett Consolidated SD,,,324,219,67.59%,217,66.98%,224,69.14%,5,1.54%,2,0.62%
,124156503,Octorara Area SD,1414,Octorara Area JSHS,175,116,66.29%,97,55.43%,118,67.43%,2,1.14%,19,10.86%
,,,9999,Octorara Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Octorara Area SD,,,177,116,65.54%,97,54.80%,118,66.67%,2,1.13%,19,10.73%
,124156603,Owen J Roberts SD,1406,Owen J Roberts HS,405,332,81.98%,325,80.25%,332,81.98%,0,0.00%,7,1.73%
,,,9999,Owen J Roberts SD,13,0,0.00%,0,0.00%,2,15.38%,2,15.38%,0,0.00%
,,Owen J Roberts SD,,,418,332,79.43%,325,77.75%,334,79.90%,2,0.48%,7,1.67%
,124156703,Oxford Area SD,1420,Oxford Area HS,306,197,64.38%,183,59.80%,199,65.03%,2,0.65%,14,4.58%
,,,9999,Oxford Area SD,9,1,11.11%,1,11.11%,1,11.11%,0,0.00%,0,0.00%
,,Oxford Area SD,,,315,198,62.86%,184,58.41%,200,63.49%,2,0.63%,14,4.44%
,124157203,Phoenixville Area SD,1426,Phoenixville Area HS,288,217,75.35%,217,75.35%,226,78.47%,9,3.13%,0,0.00%
,,,9999,Phoenixville Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Phoenixville Area SD,,,294,217,73.81%,217,73.81%,226,76.87%,9,3.06%,0,0.00%
,124157802,Tredyffrin-Easttown SD,1423,Conestoga SHS,533,518,97.19%,518,97.19%,518,97.19%,0,0.00%,0,0.00%
,,,9999,Tredyffrin-Easttown SD,27,2,7.41%,2,7.41%,2,7.41%,0,0.00%,0,0.00%
,,Tredyffrin-Easttown SD,,,560,520,92.86%,520,92.86%,520,92.86%,0,0.00%,0,0.00%
,124158503,Unionville-Chadds Ford SD,1443,Unionville HS,324,299,92.28%,299,92.28%,301,92.90%,2,0.62%,0,0.00%
,,,9999,Unionville-Chadds Ford SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Unionville-Chadds Ford SD,,,327,299,91.44%,299,91.44%,301,92.05%,2,0.61%,0,0.00%
,124159002,West Chester Area SD,1453,West Chester Henderson HS,338,278,82.25%,271,80.18%,282,83.43%,4,1.18%,7,2.07%
,,,6734,West Chester East HS,297,257,86.53%,251,84.51%,258,86.87%,1,0.34%,6,2.02%
,,,7894,West Chester Bayard Rustin HS,314,280,89.17%,271,86.31%,283,90.13%,3,0.96%,9,2.87%
,,,9999,West Chester Area SD,25,1,4.00%,0,0.00%,2,8.00%,1,4.00%,1,4.00%
,,West Chester Area SD,,,974,816,83.78%,793,81.42%,825,84.70%,9,0.92%,23,2.36%
,125230001,Achievement House CS,7824,Achievement House CS,221,75,33.94%,70,31.67%,91,41.18%,16,7.24%,5,2.26%
,,Achievement House CS,,,221,75,33.94%,70,31.67%,91,41.18%,16,7.24%,5,2.26%
Chester,,,,,"7,166","5,397",75.31%,"5,253",73.30%,"5,576",77.81%,179,2.50%,144,2.01%
Clarion,106160303,Allegheny-Clarion Valley SD,4664,Allegheny-Clarion Valley HS,33,20,60.61%,19,57.58%,21,63.64%,1,3.03%,1,3.03%
,,,9999,Allegheny-Clarion Valley SD,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
,,Allegheny-Clarion Valley SD,,,34,20,58.82%,19,55.88%,22,64.71%,2,5.88%,1,2.94%
,106161203,Clarion Area SD,1475,Clarion Area JSHS,36,20,55.56%,20,55.56%,22,61.11%,2,5.56%,0,0.00%
,,Clarion Area SD,,,36,20,55.56%,20,55.56%,22,61.11%,2,5.56%,0,0.00%
,106161703,Clarion-Limestone Area SD,1480,Clarion-Limestone Area JSHS,45,45,100.00%,45,100.00%,45,100.00%,0,0.00%,0,0.00%
,,,9999,Clarion-Limestone Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Clarion-Limestone Area SD,,,46,45,97.83%,45,97.83%,45,97.83%,0,0.00%,0,0.00%
,106166503,Keystone SD,1486,Keystone JSHS,71,40,56.34%,39,54.93%,44,61.97%,4,5.63%,1,1.41%
,,Keystone SD,,,71,40,56.34%,39,54.93%,44,61.97%,4,5.63%,1,1.41%
,106167504,North Clarion County SD,1489,North Clarion Co JSHS,42,31,73.81%,30,71.43%,31,73.81%,0,0.00%,1,2.38%
,,North Clarion County SD,,,42,31,73.81%,30,71.43%,31,73.81%,0,0.00%,1,2.38%
,106168003,Redbank Valley SD,1495,Redbank Valley HS,68,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Redbank Valley SD,,,68,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106169003,Union SD,1501,Union HS,35,14,40.00%,13,37.14%,16,45.71%,2,5.71%,1,2.86%
,,,9999,Union SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Union SD,,,36,14,38.89%,13,36.11%,16,44.44%,2,5.56%,1,2.78%
Clarion,,,,,333,170,51.05%,166,49.85%,180,54.05%,10,3.00%,4,1.20%
Clearfield,106172003,DuBois Area SD,6156,DuBois Area SHS,251,115,45.82%,113,45.02%,138,54.98%,23,9.16%,2,0.80%
,,,9999,DuBois Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,DuBois Area SD,,,253,115,45.45%,113,44.66%,138,54.55%,23,9.09%,2,0.79%
,110171003,Clearfield Area SD,6236,Clearfield Area JSHS,149,72,48.32%,68,45.64%,75,50.34%,3,2.01%,4,2.68%
,,Clearfield Area SD,,,149,72,48.32%,68,45.64%,75,50.34%,3,2.01%,4,2.68%
,110171803,Curwensville Area SD,1529,Curwensville Area JSHS,77,43,55.84%,42,54.55%,45,58.44%,2,2.60%,1,1.30%
,,Curwensville Area SD,,,77,43,55.84%,42,54.55%,45,58.44%,2,2.60%,1,1.30%
,110173003,Glendale SD,5219,Glendale JSHS,53,25,47.17%,24,45.28%,25,47.17%,0,0.00%,1,1.89%
,,,9999,Glendale SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Glendale SD,,,55,25,45.45%,24,43.64%,25,45.45%,0,0.00%,1,1.82%
,110173504,Harmony Area SD,8316,Harmony Area JSHS,28,9,32.14%,9,32.14%,10,35.71%,1,3.57%,0,0.00%
,,Harmony Area SD,,,28,9,32.14%,9,32.14%,10,35.71%,1,3.57%,0,0.00%
,110175003,Moshannon Valley SD,1550,Moshannon Valley JSHS,68,27,39.71%,24,35.29%,30,44.12%,3,4.41%,3,4.41%
,,,9999,Moshannon Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Moshannon Valley SD,,,69,27,39.13%,24,34.78%,30,43.48%,3,4.35%,3,4.35%
,110177003,Philipsburg-Osceola Area SD,1560,Philipsburg-Osceola Area HS,106,49,46.23%,46,43.40%,49,46.23%,0,0.00%,3,2.83%
,,,9999,Philipsburg-Osceola Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Philipsburg-Osceola Area SD,,,107,49,45.79%,46,42.99%,49,45.79%,0,0.00%,3,2.80%
,110179003,West Branch Area SD,1566,West Branch Area HS,52,30,57.69%,26,50.00%,30,57.69%,0,0.00%,4,7.69%
,,West Branch Area SD,,,52,30,57.69%,26,50.00%,30,57.69%,0,0.00%,4,7.69%
Clearfield,,,,,790,370,46.84%,352,44.56%,402,50.89%,32,4.05%,18,2.28%
Clinton,101833400,Sugar Valley Rural CS,7635,Sugar Valley Rural CS,34,11,32.35%,10,29.41%,17,50.00%,6,17.65%,1,2.94%
,,Sugar Valley Rural CS,,,34,11,32.35%,10,29.41%,17,50.00%,6,17.65%,1,2.94%
,110183602,Keystone Central SD,6241,Bucktail HS,23,16,69.57%,16,69.57%,17,73.91%,1,4.35%,0,0.00%
,,,7589,Central Mountain HS,234,108,46.15%,101,43.16%,129,55.13%,21,8.97%,7,2.99%
,,Keystone Central SD,,,257,124,48.25%,117,45.53%,146,56.81%,22,8.56%,7,2.72%
Clinton,,,,,291,135,46.39%,127,43.64%,163,56.01%,28,9.62%,8,2.75%
Columbia,116191004,Benton Area SD,8434,Benton Area HS,39,26,66.67%,25,64.10%,26,66.67%,0,0.00%,1,2.56%
,,,9999,Benton Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Benton Area SD,,,41,26,63.41%,25,60.98%,26,63.41%,0,0.00%,1,2.44%
,116191103,Berwick Area SD,1605,Berwick Area HS,192,97,50.52%,97,50.52%,99,51.56%,2,1.04%,0,0.00%
,,Berwick Area SD,,,192,97,50.52%,97,50.52%,99,51.56%,2,1.04%,0,0.00%
,116191203,Bloomsburg Area SD,1612,Bloomsburg Area HS,107,80,74.77%,78,72.90%,80,74.77%,0,0.00%,2,1.87%
,,,9999,Bloomsburg Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bloomsburg Area SD,,,113,80,70.80%,78,69.03%,80,70.80%,0,0.00%,2,1.77%
,116191503,Central Columbia SD,1619,Central Columbia SHS,146,99,67.81%,97,66.44%,102,69.86%,3,2.05%,2,1.37%
,,,9999,Central Columbia SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central Columbia SD,,,154,99,64.29%,97,62.99%,102,66.23%,3,1.95%,2,1.30%
,116191757,Columbia-Montour AVTS,5178,Columbia-Montour AVTS,132,31,23.48%,29,21.97%,31,23.48%,0,0.00%,2,1.52%
,,Columbia-Montour AVTS,,,132,31,23.48%,29,21.97%,31,23.48%,0,0.00%,2,1.52%
,116195004,Millville Area SD,1623,Millville Area JSHS,41,27,65.85%,26,63.41%,32,78.05%,5,12.20%,1,2.44%
,,,9999,Millville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Millville Area SD,,,42,27,64.29%,26,61.90%,32,76.19%,5,11.90%,1,2.38%
,116197503,Southern Columbia Area SD,1627,Southern Columbia HS,89,55,61.80%,55,61.80%,55,61.80%,0,0.00%,0,0.00%
,,Southern Columbia Area SD,,,89,55,61.80%,55,61.80%,55,61.80%,0,0.00%,0,0.00%
Columbia,,,,,763,415,54.39%,407,53.34%,425,55.70%,10,1.31%,8,1.05%
Crawford,105201033,Conneaut SD,8224,Conneaut Area Senior High,148,62,41.89%,62,41.89%,62,41.89%,0,0.00%,0,0.00%
,,Conneaut SD,,,148,62,41.89%,62,41.89%,62,41.89%,0,0.00%,0,0.00%
,105201352,Crawford Central SD,1632,Cochranton JSHS,52,29,55.77%,29,55.77%,29,55.77%,0,0.00%,0,0.00%
,,,1654,Meadville Area SHS,153,81,52.94%,77,50.33%,83,54.25%,2,1.31%,4,2.61%
,,Crawford Central SD,,,205,110,53.66%,106,51.71%,112,54.63%,2,0.98%,4,1.95%
,105204703,Penncrest SD,1629,Cambridge Springs JSHS,60,29,48.33%,29,48.33%,31,51.67%,2,3.33%,0,0.00%
,,,6136,Saegertown JSHS,80,36,45.00%,33,41.25%,37,46.25%,1,1.25%,3,3.75%
,,,6942,Maplewood JSHS,69,32,46.38%,32,46.38%,34,49.28%,2,2.90%,0,0.00%
,,,9999,Penncrest SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Penncrest SD,,,213,97,45.54%,94,44.13%,102,47.89%,5,2.35%,3,1.41%
Crawford,,,,,566,269,47.53%,262,46.29%,276,48.76%,7,1.24%,7,1.24%
Cumberland,115210503,Big Spring SD,1677,Big Spring HS,165,95,57.58%,90,54.55%,96,58.18%,1,0.61%,5,3.03%
,,,9999,Big Spring SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Big Spring SD,,,167,95,56.89%,90,53.89%,96,57.49%,1,0.60%,5,2.99%
,115211003,Camp Hill SD,1682,Camp Hill SHS,98,77,78.57%,77,78.57%,80,81.63%,3,3.06%,0,0.00%
,,Camp Hill SD,,,98,77,78.57%,77,78.57%,80,81.63%,3,3.06%,0,0.00%
,115211103,Carlisle Area SD,1694,Carlisle Area HS,340,236,69.41%,236,69.41%,236,69.41%,0,0.00%,0,0.00%
,,,9999,Carlisle Area SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Carlisle Area SD,,,349,236,67.62%,236,67.62%,236,67.62%,0,0.00%,0,0.00%
,115211603,Cumberland Valley SD,1701,Cumberland Valley HS,713,512,71.81%,508,71.25%,517,72.51%,5,0.70%,4,0.56%
,,,9999,Cumberland Valley SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Cumberland Valley SD,,,719,512,71.21%,508,70.65%,517,71.91%,5,0.70%,4,0.56%
,115212503,East Pennsboro Area SD,1707,East Pennsboro Area SHS,169,102,60.36%,101,59.76%,104,61.54%,2,1.18%,1,0.59%
,,,9999,East Pennsboro Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,East Pennsboro Area SD,,,171,102,59.65%,101,59.06%,104,60.82%,2,1.17%,1,0.58%
,115216503,Mechanicsburg Area SD,5098,Mechanicsburg Area SHS,314,214,68.15%,206,65.61%,218,69.43%,4,1.27%,8,2.55%
,,,9999,Mechanicsburg Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mechanicsburg Area SD,,,318,214,67.30%,206,64.78%,218,68.55%,4,1.26%,8,2.52%
,115218003,Shippensburg Area SD,5221,Shippensburg Area SHS,265,155,58.49%,153,57.74%,160,60.38%,5,1.89%,2,0.75%
,,,9999,Shippensburg Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shippensburg Area SD,,,269,155,57.62%,153,56.88%,160,59.48%,5,1.86%,2,0.74%
,115218303,South Middleton SD,6328,Boiling Springs HS,181,110,60.77%,110,60.77%,113,62.43%,3,1.66%,0,0.00%
,,,9999,South Middleton SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,South Middleton SD,,,182,110,60.44%,110,60.44%,113,62.09%,3,1.65%,0,0.00%
Cumberland,,,,,"2,273","1,501",66.04%,"1,481",65.16%,"1,524",67.05%,23,1.01%,20,0.88%
Dauphin,115220002,Commonwealth Charter Academy CS,7774,Commonwealth Charter Academy CS,"1,970",768,38.98%,732,37.16%,856,43.45%,88,4.47%,36,1.83%
,,,9999,Commonwealth Charter Academy CS,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
,,Commonwealth Charter Academy CS,,,"1,971",768,38.96%,732,37.14%,857,43.48%,89,4.52%,36,1.83%
,115221402,Central Dauphin SD,1745,Central Dauphin SHS,442,341,77.15%,333,75.34%,361,81.67%,20,4.52%,8,1.81%
,,,1746,Central Dauphin East SHS,335,144,42.99%,144,42.99%,145,43.28%,1,0.30%,0,0.00%
,,,9999,Central Dauphin SD,15,1,6.67%,1,6.67%,1,6.67%,0,0.00%,0,0.00%
,,Central Dauphin SD,,,792,486,61.36%,478,60.35%,507,64.02%,21,2.65%,8,1.01%
,115221607,Dauphin County Technical School,5278,Dauphin County Technical School,227,100,44.05%,100,44.05%,103,45.37%,3,1.32%,0,0.00%
,,Dauphin County Technical School,,,227,100,44.05%,100,44.05%,103,45.37%,3,1.32%,0,0.00%
,115221753,Derry Township SD,4801,Hershey HS,264,204,77.27%,204,77.27%,206,78.03%,2,0.76%,0,0.00%
,,,9999,Derry Township SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Derry Township SD,,,267,204,76.40%,204,76.40%,206,77.15%,2,0.75%,0,0.00%
,115222504,Halifax Area SD,6330,Halifax Area HS,50,32,64.00%,31,62.00%,32,64.00%,0,0.00%,1,2.00%
,,Halifax Area SD,,,50,32,64.00%,31,62.00%,32,64.00%,0,0.00%,1,2.00%
,115222752,Harrisburg City SD,6333,Harrisburg HS,189,110,58.20%,105,55.56%,110,58.20%,0,0.00%,5,2.65%
,,,7902,Harrisburg HS - SciTech Cmp,86,78,90.70%,78,90.70%,78,90.70%,0,0.00%,0,0.00%
,,,8376,Cougar Academy,26,15,57.69%,15,57.69%,17,65.38%,2,7.69%,0,0.00%
,,,9999,Harrisburg City SD,22,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Harrisburg City SD,,,323,203,62.85%,198,61.30%,205,63.47%,2,0.62%,5,1.55%
,115224003,Lower Dauphin SD,1776,Lower Dauphin HS,263,2,0.76%,2,0.76%,2,0.76%,0,0.00%,0,0.00%
,,,7844,Price,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Lower Dauphin SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lower Dauphin SD,,,273,2,0.73%,2,0.73%,2,0.73%,0,0.00%,0,0.00%
,115226003,Middletown Area SD,1790,Middletown Area HS,150,68,45.33%,46,30.67%,74,49.33%,6,4.00%,22,14.67%
,,Middletown Area SD,,,150,68,45.33%,46,30.67%,74,49.33%,6,4.00%,22,14.67%
,115226103,Millersburg Area SD,1794,Millersburg Area SHS,45,32,71.11%,32,71.11%,32,71.11%,0,0.00%,0,0.00%
,,Millersburg Area SD,,,45,32,71.11%,32,71.11%,32,71.11%,0,0.00%,0,0.00%
,115227010,Capital Area School for the Arts CS,8278,Capital Area School for the Arts CS,55,1,1.82%,1,1.82%,1,1.82%,0,0.00%,0,0.00%
,,Capital Area School for the Arts CS,,,55,1,1.82%,1,1.82%,1,1.82%,0,0.00%,0,0.00%
,115227871,Reach Cyber CS,8366,Reach Cyber CS,836,4,0.48%,4,0.48%,5,0.60%,1,0.12%,0,0.00%
,,Reach Cyber CS,,,836,4,0.48%,4,0.48%,5,0.60%,1,0.12%,0,0.00%
,115228003,Steelton-Highspire SD,1801,Steelton-Highspire HS,72,41,56.94%,41,56.94%,43,59.72%,2,2.78%,0,0.00%
,,,9999,Steelton-Highspire SD,13,4,30.77%,4,30.77%,4,30.77%,0,0.00%,0,0.00%
,,Steelton-Highspire SD,,,85,45,52.94%,45,52.94%,47,55.29%,2,2.35%,0,0.00%
,115228303,Susquehanna Township SD,1806,Susquehanna Twp HS,167,94,56.29%,94,56.29%,100,59.88%,6,3.59%,0,0.00%
,,,9999,Susquehanna Township SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Susquehanna Township SD,,,174,94,54.02%,94,54.02%,100,57.47%,6,3.45%,0,0.00%
,115229003,Upper Dauphin Area SD,6340,Upper Dauphin Area HS,84,48,57.14%,33,39.29%,63,75.00%,15,17.86%,15,17.86%
,,,9999,Upper Dauphin Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Dauphin Area SD,,,85,48,56.47%,33,38.82%,63,74.12%,15,17.65%,15,17.65%
Dauphin,,,,,"5,333","2,087",39.13%,"2,000",37.50%,"2,234",41.89%,147,2.76%,87,1.63%
Delaware,125231232,Chester-Upland SD,6492,Chester HS,195,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8303,STEM at Showalter,99,69,69.70%,69,69.70%,75,75.76%,6,6.06%,0,0.00%
,,,9999,Chester-Upland SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Chester-Upland SD,,,300,69,23.00%,69,23.00%,75,25.00%,6,2.00%,0,0.00%
,125231303,Chichester SD,1849,Chichester SHS,202,119,58.91%,113,55.94%,128,63.37%,9,4.46%,6,2.97%
,,,9999,Chichester SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Chichester SD,,,209,119,56.94%,113,54.07%,128,61.24%,9,4.31%,6,2.87%
,125234103,Garnet Valley SD,1869,Garnet Valley HS,387,358,92.51%,358,92.51%,360,93.02%,2,0.52%,0,0.00%
,,,9999,Garnet Valley SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Garnet Valley SD,,,391,358,91.56%,358,91.56%,360,92.07%,2,0.51%,0,0.00%
,125234502,Haverford Township SD,1879,Haverford SHS,504,444,88.10%,433,85.91%,450,89.29%,6,1.19%,11,2.18%
,,Haverford Township SD,,,504,444,88.10%,433,85.91%,450,89.29%,6,1.19%,11,2.18%
,125235103,Interboro SD,1885,Interboro SHS,245,158,64.49%,155,63.27%,165,67.35%,7,2.86%,3,1.22%
,,,9999,Interboro SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Interboro SD,,,247,158,63.97%,155,62.75%,165,66.80%,7,2.83%,3,1.21%
,125235502,Marple Newtown SD,1902,Marple Newtown SHS,253,219,86.56%,214,84.58%,224,88.54%,5,1.98%,5,1.98%
,,,9999,Marple Newtown SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Marple Newtown SD,,,256,219,85.55%,214,83.59%,224,87.50%,5,1.95%,5,1.95%
,125236827,Chester Charter Scholars Academy CS,8258,Chester Charter Scholars Academy CS,51,43,84.31%,42,82.35%,44,86.27%,1,1.96%,1,1.96%
,,,9999,Chester Charter Scholars Academy CS,1,1,100.00%,0,0.00%,1,100.00%,0,0.00%,1,100.00%
,,Chester Charter Scholars Academy CS,,,52,44,84.62%,42,80.77%,45,86.54%,1,1.92%,2,3.85%
,125236903,Penn-Delco SD,1915,Sun Valley HS,261,186,71.26%,186,71.26%,194,74.33%,8,3.07%,0,0.00%
,,,9999,Penn-Delco SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Penn-Delco SD,,,267,186,69.66%,186,69.66%,194,72.66%,8,3.00%,0,0.00%
,125237603,Radnor Township SD,1921,Radnor SHS,253,230,90.91%,230,90.91%,231,91.30%,1,0.40%,0,0.00%
,,,9999,Radnor Township SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Radnor Township SD,,,258,230,89.15%,230,89.15%,231,89.53%,1,0.39%,0,0.00%
,125237702,Ridley SD,1934,Ridley HS,433,319,73.67%,286,66.05%,330,76.21%,11,2.54%,33,7.62%
,,,9999,Ridley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ridley SD,,,435,319,73.33%,286,65.75%,330,75.86%,11,2.53%,33,7.59%
,125237903,Rose Tree Media SD,1942,Penncrest HS,296,253,85.47%,253,85.47%,253,85.47%,0,0.00%,0,0.00%
,,,9999,Rose Tree Media SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Rose Tree Media SD,,,300,253,84.33%,253,84.33%,253,84.33%,0,0.00%,0,0.00%
,125238402,Southeast Delco SD,6516,Academy Park HS,251,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Southeast Delco SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southeast Delco SD,,,252,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125238502,Springfield SD,1950,Springfield HS,347,291,83.86%,291,83.86%,296,85.30%,5,1.44%,0,0.00%
,,,9999,Springfield SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Springfield SD,,,351,291,82.91%,291,82.91%,296,84.33%,5,1.42%,0,0.00%
,125239452,Upper Darby SD,1972,Upper Darby SHS,965,624,64.66%,624,64.66%,628,65.08%,4,0.41%,0,0.00%
,,,9999,Upper Darby SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Darby SD,,,976,624,63.93%,624,63.93%,628,64.34%,4,0.41%,0,0.00%
,125239603,Wallingford-Swarthmore SD,5287,Strath Haven HS,274,245,89.42%,245,89.42%,250,91.24%,5,1.82%,0,0.00%
,,Wallingford-Swarthmore SD,,,274,245,89.42%,245,89.42%,250,91.24%,5,1.82%,0,0.00%
,125239652,William Penn SD,8231,Penn Wood HS,358,179,50.00%,178,49.72%,180,50.28%,1,0.28%,1,0.28%
,,,9999,William Penn SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,William Penn SD,,,365,179,49.04%,178,48.77%,180,49.32%,1,0.27%,1,0.27%
Delaware,,,,,"5,437","3,738",68.75%,"3,677",67.63%,"3,809",70.06%,71,1.31%,61,1.12%
Elk,109243503,Johnsonburg Area SD,6218,Johnsonburg Area HS,50,35,70.00%,29,58.00%,36,72.00%,1,2.00%,6,12.00%
,,,9999,Johnsonburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Johnsonburg Area SD,,,51,35,68.63%,29,56.86%,36,70.59%,1,1.96%,6,11.76%
,109246003,Ridgway Area SD,1989,Ridgway Area HS,42,18,42.86%,18,42.86%,20,47.62%,2,4.76%,0,0.00%
,,Ridgway Area SD,,,42,18,42.86%,18,42.86%,20,47.62%,2,4.76%,0,0.00%
,109248003,Saint Marys Area SD,5169,St Marys Area SHS,153,88,57.52%,76,49.67%,93,60.78%,5,3.27%,12,7.84%
,,Saint Marys Area SD,,,153,88,57.52%,76,49.67%,93,60.78%,5,3.27%,12,7.84%
