county,AUN,LEA,LEA Type,School Number,School,Total Graduates,Total College-Bound,Total College-Bound %,2- or 4-Year College or University,2- or 4-Year College or University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree-Granting Institution,Specialized Associate Degree-Granting Institution %
Allegheny,102027451,Pittsburgh SD,SD,8105,Pittsburgh Obama 6-12,107,52,48.60,35,32.71,52,48.60,0,0.00,17,15.89
Allegheny,102027451,Pittsburgh SD,SD,8106,Pittsburgh CAPA 6-12,117,61,52.14,46,39.32,61,52.14,0,0.00,15,12.82
Allegheny,102027451,Pittsburgh SD,SD,8107,Pittsburgh Science and Technology Academ,88,48,54.55,37,42.05,48,54.55,0,0.00,11,12.50
Allegheny,102027451,Pittsburgh SD,SD,8110,Pittsburgh Milliones 6-12,91,49,53.85,39,42.86,49,53.85,0,0.00,10,10.99
Allegheny,102027451,Pittsburgh SD,SD,8203,Acadamy at Westinghouse,73,35,47.95,26,35.62,35,47.95,0,0.00,9,12.33
Allegheny,102027451,Pittsburgh SD,SD,8300,Pittsburgh Online Academy,9,5,55.56,2,22.22,5,55.56,0,0.00,3,33.33
Allegheny,102027451,Pittsburgh SD,SD,9999,Pittsburgh SD,28,11,39.29,9,32.14,11,39.29,0,0.00,2,7.14
Allegheny,103020002,Propel CS-Homestead,CS,7772,Propel CS-Homestead,44,33,75.00,33,75.00,33,75.00,0,0.00,0,0.00
Allegheny,103020603,Allegheny Valley SD,SD,0029,Springdale JSHS,68,59,86.76,52,76.47,61,89.71,2,2.94,7,10.29
Allegheny,103020603,Allegheny Valley SD,SD,9999,Allegheny Valley SD,4,2,50.00,2,50.00,2,50.00,0,0.00,0,0.00
Allegheny,103020753,Avonworth SD,SD,5199,Avonworth HS,107,95,88.79,94,87.85,96,89.72,1,0.93,1,0.93
Allegheny,103020753,Avonworth SD,SD,9999,Avonworth SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103021003,Pine-Richland SD,SD,0315,Pine-Richland HS,373,331,88.74,331,88.74,331,88.74,0,0.00,0,0.00
Allegheny,103021003,Pine-Richland SD,SD,9999,Pine-Richland SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,376,309,82.18,297,78.99,314,83.51,5,1.33,12,3.19
Allegheny,103021102,Baldwin-Whitehall SD,SD,9999,Baldwin-Whitehall SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103021252,Bethel Park SD,SD,0062,Bethel Park HS,420,367,87.38,363,86.43,367,87.38,0,0.00,4,0.95
Allegheny,103021252,Bethel Park SD,SD,9999,Bethel Park SD,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,80,68,85.00,68,85.00,69,86.25,1,1.25,0,0.00
Allegheny,103021603,Carlynton SD,SD,0079,Carlynton JSHS,100,73,73.00,62,62.00,73,73.00,0,0.00,11,11.00
Allegheny,103021603,Carlynton SD,SD,9999,Carlynton SD,5,1,20.00,0,0.00,1,20.00,0,0.00,1,20.00
Allegheny,103021752,Chartiers Valley SD,SD,6706,Chartiers Valley HS,277,229,82.67,229,82.67,233,84.12,4,1.44,0,0.00
Allegheny,103021903,Clairton City SD,SD,8094,Clairton MS/HS,44,29,65.91,29,65.91,30,68.18,1,2.27,0,0.00
Allegheny,103021903,Clairton City SD,SD,9999,Clairton City SD,7,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103022103,Cornell SD,SD,8087,Cornell HS,42,30,71.43,24,57.14,30,71.43,0,0.00,6,14.29
Allegheny,103022253,Deer Lakes SD,SD,0513,Deer Lakes HS,139,111,79.86,111,79.86,119,85.61,8,5.76,0,0.00
Allegheny,103022253,Deer Lakes SD,SD,9999,Deer Lakes SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103022803,East Allegheny SD,SD,5193,East Allegheny HS,115,81,70.43,74,64.35,84,73.04,3,2.61,7,6.09
Allegheny,103022803,East Allegheny SD,SD,9999,East Allegheny SD,7,2,28.57,1,14.29,2,28.57,0,0.00,1,14.29
Allegheny,103023153,Elizabeth Forward SD,SD,0144,Elizabeth Forward SHS,214,140,65.42,133,62.15,149,69.63,9,4.21,7,3.27
Allegheny,103023410,Spectrum CS,CS,7648,Spectrum CS,8,2,25.00,2,25.00,2,25.00,0,0.00,0,0.00
Allegheny,103023912,Fox Chapel Area SD,SD,0156,Fox Chapel Area HS,325,273,84.00,272,83.69,286,88.00,13,4.00,1,0.31
Allegheny,103023912,Fox Chapel Area SD,SD,9999,Fox Chapel Area SD,4,1,25.00,1,25.00,1,25.00,0,0.00,0,0.00
Allegheny,103024102,Gateway SD,SD,0170,Gateway SHS,333,270,81.08,266,79.88,270,81.08,0,0.00,4,1.20
Allegheny,103024102,Gateway SD,SD,9999,Gateway SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103024603,Hampton Township SD,SD,5190,Hampton HS,287,259,90.24,256,89.20,260,90.59,1,0.35,3,1.05
Allegheny,103024603,Hampton Township SD,SD,9999,Hampton Township SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103024753,Highlands SD,SD,5153,Highlands SHS,168,112,66.67,112,66.67,129,76.79,17,10.12,0,0.00
Allegheny,103025002,Keystone Oaks SD,SD,5112,Keystone Oaks HS,172,131,76.16,127,73.84,137,79.65,6,3.49,4,2.33
Allegheny,103025002,Keystone Oaks SD,SD,9999,Keystone Oaks SD,5,5,100.00,5,100.00,5,100.00,0,0.00,0,0.00
Allegheny,103026002,McKeesport Area SD,SD,6105,McKeesport Area SHS,218,107,49.08,103,47.25,118,54.13,11,5.05,4,1.83
Allegheny,103026303,Montour SD,SD,5017,Montour HS,255,230,90.20,230,90.20,230,90.20,0,0.00,0,0.00
Allegheny,103026303,Montour SD,SD,9999,Montour SD,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103026343,Moon Area SD,SD,4951,Moon SHS,232,205,88.36,197,84.91,205,88.36,0,0.00,8,3.45
Allegheny,103026343,Moon Area SD,SD,9999,Moon Area SD,5,1,20.00,1,20.00,1,20.00,0,0.00,0,0.00
Allegheny,103026402,Mt Lebanon SD,SD,0254,Mt Lebanon SHS,417,389,93.29,389,93.29,393,94.24,4,0.96,0,0.00
Allegheny,103026402,Mt Lebanon SD,SD,9999,Mt Lebanon SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103026852,North Allegheny SD,SD,8305,North Allegheny HS,618,578,93.53,570,92.23,578,93.53,0,0.00,8,1.29
Allegheny,103026852,North Allegheny SD,SD,9999,North Allegheny SD,10,1,10.00,1,10.00,1,10.00,0,0.00,0,0.00
Allegheny,103026873,Northgate SD,SD,0053,Northgate MSHS,80,68,85.00,63,78.75,68,85.00,0,0.00,5,6.25
Allegheny,103026873,Northgate SD,SD,9999,Northgate SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103026902,North Hills SD,SD,7101,North Hills SHS,317,268,84.54,268,84.54,274,86.44,6,1.89,0,0.00
Allegheny,103027352,Penn Hills SD,SD,0309,Penn Hills SHS,304,212,69.74,202,66.45,227,74.67,15,4.93,10,3.29
Allegheny,103027352,Penn Hills SD,SD,9999,Penn Hills SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103027503,Plum Borough SD,SD,0435,Plum SHS,341,283,82.99,277,81.23,292,85.63,9,2.64,6,1.76
Allegheny,103027503,Plum Borough SD,SD,9999,Plum Borough SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103027753,Quaker Valley SD,SD,0448,Quaker Valley HS,173,139,80.35,139,80.35,148,85.55,9,5.20,0,0.00
Allegheny,103027753,Quaker Valley SD,SD,9999,Quaker Valley SD,9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103028203,Riverview SD,SD,6928,Riverview HS,89,74,83.15,74,83.15,76,85.39,2,2.25,0,0.00
Allegheny,103028302,Shaler Area SD,SD,0460,Shaler Area HS,376,302,80.32,301,80.05,321,85.37,19,5.05,1,0.27
Allegheny,103028302,Shaler Area SD,SD,9999,Shaler Area SD,7,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103028653,South Allegheny SD,SD,0440,South Allegheny MS/HS,137,115,83.94,100,72.99,115,83.94,0,0.00,15,10.95
Allegheny,103028703,South Fayette Township SD,SD,0470,South Fayette Twp HS,180,166,92.22,157,87.22,168,93.33,2,1.11,9,5.00
Allegheny,103028703,South Fayette Township SD,SD,9999,South Fayette Township SD,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103028753,South Park SD,SD,0467,South Park SHS,162,133,82.10,133,82.10,134,82.72,1,0.62,0,0.00
Allegheny,103028753,South Park SD,SD,9999,South Park SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103028833,Steel Valley SD,SD,0196,Steel Valley SHS,124,88,70.97,82,66.13,92,74.19,4,3.23,6,4.84
Allegheny,103028833,Steel Valley SD,SD,9999,Steel Valley SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103028853,Sto-Rox SD,SD,0477,Sto-Rox HS,76,43,56.58,41,53.95,43,56.58,0,0.00,2,2.63
Allegheny,103028853,Sto-Rox SD,SD,9999,Sto-Rox SD,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103029203,Upper Saint Clair SD,SD,0492,Upper Saint Clair HS,353,329,93.20,328,92.92,331,93.77,2,0.57,1,0.28
Allegheny,103029403,West Allegheny SD,SD,0509,West Allegheny SHS,270,196,72.59,196,72.59,211,78.15,15,5.56,0,0.00
Allegheny,103029553,West Jefferson Hills SD,SD,0523,Thomas Jefferson HS,223,200,89.69,195,87.44,200,89.69,0,0.00,5,2.24
Allegheny,103029553,West Jefferson Hills SD,SD,9999,West Jefferson Hills SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103029603,West Mifflin Area SD,SD,0536,West Mifflin Area HS,291,206,70.79,193,66.32,210,72.16,4,1.37,13,4.47
Allegheny,103029603,West Mifflin Area SD,SD,9999,West Mifflin Area SD,11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,103029803,Wilkinsburg Borough SD,SD,0555,Wilkinsburg SHS,29,4,13.79,3,10.34,4,13.79,0,0.00,1,3.45
Allegheny,103029902,Woodland Hills SD,SD,0107,Woodland Hills SHS,266,208,78.20,201,75.56,218,81.95,10,3.76,7,2.63
Allegheny,103029902,Woodland Hills SD,SD,9999,Woodland Hills SD,10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Allegheny,115220003,Pennsylvania Distance Learning CS,CS,7821,Pennsylvania Distance Learning CS,33,11,33.33,11,33.33,11,33.33,0,0.00,0,0.00
Allegheny,160028259,Propel CS-Braddock Hills,CS,8129,Propel CS-Braddock Hills,61,40,65.57,40,65.57,44,72.13,4,6.56,0,0.00
Armstrong,128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,75,49,65.33,43,57.33,52,69.33,3,4.00,6,8.00
Armstrong,128030852,Armstrong SD,SD,0596,Kittanning SHS,101,71,70.30,70,69.31,75,74.26,4,3.96,1,0.99
Armstrong,128030852,Armstrong SD,SD,6575,Ford City JSHS,100,66,66.00,59,59.00,68,68.00,2,2.00,7,7.00
Armstrong,128030852,Armstrong SD,SD,7640,West Shamokin JSHS,86,57,66.28,52,60.47,60,69.77,3,3.49,5,5.81
Armstrong,128030852,Armstrong SD,SD,9999,Armstrong SD,54,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Armstrong,128033053,Freeport Area SD,SD,0594,Freeport Area SHS,143,119,83.22,114,79.72,130,90.91,11,7.69,5,3.50
Armstrong,128034503,Leechburg Area SD,SD,7923,Leechburg Area HS,45,39,86.67,34,75.56,39,86.67,0,0.00,5,11.11
Armstrong,128034607,Lenape Tech,CTC,4807,Lenape Tech,181,80,44.20,66,36.46,94,51.93,14,7.73,14,7.73
Beaver,127040001,Beaver Area Academic CS,CS,7847,Beaver Area Academic CS,22,11,50.00,11,50.00,17,77.27,6,27.27,0,0.00
Beaver,127040002,Lincoln Park Performing Arts CS,CS,7859,Lincoln Park Performing Arts CS,120,99,82.50,99,82.50,103,85.83,4,3.33,0,0.00
Beaver,127040503,Aliquippa SD,SD,8086,Aliquippa JSHS,62,38,61.29,38,61.29,38,61.29,0,0.00,0,0.00
Beaver,127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,183,122,66.67,122,66.67,122,66.67,0,0.00,0,0.00
Beaver,127041203,Beaver Area SD,SD,0640,Beaver Area SHS,154,120,77.92,120,77.92,123,79.87,3,1.95,0,0.00
Beaver,127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,111,63,56.76,56,50.45,65,58.56,2,1.80,7,6.31
Beaver,127041603,Blackhawk SD,SD,6707,Blackhawk HS,218,189,86.70,175,80.28,190,87.16,1,0.46,14,6.42
Beaver,127041603,Blackhawk SD,SD,9999,Blackhawk SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Beaver,127042003,Central Valley SD,SD,8044,Central Valley HS,167,133,79.64,131,78.44,138,82.63,5,2.99,2,1.20
Beaver,127042853,Freedom Area SD,SD,6563,Freedom Area SHS,113,81,71.68,81,71.68,81,71.68,0,0.00,0,0.00
Beaver,127042853,Freedom Area SD,SD,9999,Freedom Area SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Beaver,127043430,Pennsylvania Cyber CS,CS,7650,Pennsylvania Cyber CS,1628,1021,62.71,936,57.49,1058,64.99,37,2.27,85,5.22
Beaver,127044103,Hopewell Area SD,SD,0675,Hopewell SHS,190,156,82.11,154,81.05,156,82.11,0,0.00,2,1.05
Beaver,127044103,Hopewell Area SD,SD,9999,Hopewell Area SD,5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Beaver,127045653,New Brighton Area SD,SD,0695,New Brighton Area HS,128,92,71.88,76,59.38,98,76.56,6,4.69,16,12.50
Beaver,127045653,New Brighton Area SD,SD,9999,New Brighton Area SD,4,2,50.00,1,25.00,2,50.00,0,0.00,1,25.00
Beaver,127045853,Riverside Beaver County SD,SD,0700,Riverside HS,128,85,66.41,85,66.41,99,77.34,14,10.94,0,0.00
Beaver,127046903,Rochester Area SD,SD,8000,Rochester High School,61,38,62.30,37,60.66,42,68.85,4,6.56,1,1.64
Beaver,127047404,South Side Area SD,SD,0714,South Side HS,92,77,83.70,73,79.35,77,83.70,0,0.00,4,4.35
Beaver,127047404,South Side Area SD,SD,9999,South Side Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Beaver,127049303,Western Beaver County SD,SD,0719,Western Beaver Co JSHS,70,47,67.14,37,52.86,47,67.14,0,0.00,10,14.29
Bedford,108051003,Bedford Area SD,SD,0726,Bedford SHS,149,72,48.32,71,47.65,80,53.69,8,5.37,1,0.67
Bedford,108051003,Bedford Area SD,SD,9999,Bedford Area SD,2,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bedford,108051503,Chestnut Ridge SD,SD,0732,Chestnut Ridge SHS,106,61,57.55,51,48.11,63,59.43,2,1.89,10,9.43
Bedford,108051503,Chestnut Ridge SD,SD,9999,Chestnut Ridge SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bedford,108053003,Everett Area SD,SD,7897,Everett Area HS,115,59,51.30,59,51.30,61,53.04,2,1.74,0,0.00
Bedford,108056004,Northern Bedford County SD,SD,0747,Northern Bedford Co MS/SHS,75,45,60.00,41,54.67,47,62.67,2,2.67,4,5.33
Bedford,108057079,HOPE for Hyndman CS,CS,8154,HOPE for Hyndman CS,33,19,57.58,17,51.52,22,66.67,3,9.09,2,6.06
Bedford,108058003,Tussey Mountain SD,SD,0753,Tussey Mountain HS,83,46,55.42,38,45.78,54,65.06,8,9.64,8,9.64
Berks,114060392,I-LEAD Charter School,CS,8155,I-LEAD Charter School,87,59,67.82,58,66.67,63,72.41,4,4.60,1,1.15
Berks,114060503,Antietam SD,SD,0820,Antietam MS/HS,57,48,84.21,46,80.70,52,91.23,4,7.02,2,3.51
Berks,114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,542,414,76.38,360,66.42,447,82.47,33,6.09,54,9.96
Berks,114060753,Boyertown Area SD,SD,9999,Boyertown Area SD,11,2,18.18,2,18.18,2,18.18,0,0.00,0,0.00
Berks,114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,136,97,71.32,93,68.38,102,75.00,5,3.68,4,2.94
Berks,114060853,Brandywine Heights Area SD,SD,9999,Brandywine Heights Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114061103,Conrad Weiser Area SD,SD,0777,Conrad Weiser HS,191,153,80.10,140,73.30,155,81.15,2,1.05,13,6.81
Berks,114061103,Conrad Weiser Area SD,SD,9999,Conrad Weiser Area SD,5,0,0.00,0,0.00,1,20.00,1,20.00,0,0.00
Berks,114061503,Daniel Boone Area SD,SD,4810,Daniel Boone Area HS,253,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114061503,Daniel Boone Area SD,SD,9999,Daniel Boone Area SD,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114062003,Exeter Township SD,SD,0788,Exeter Twp SHS,311,255,81.99,244,78.46,268,86.17,13,4.18,11,3.54
Berks,114062003,Exeter Township SD,SD,9999,Exeter Township SD,3,1,33.33,1,33.33,1,33.33,0,0.00,0,0.00
Berks,114062503,Fleetwood Area SD,SD,5023,Fleetwood SHS,199,157,78.89,155,77.89,163,81.91,6,3.02,2,1.01
Berks,114063003,Governor Mifflin SD,SD,0802,Governor Mifflin SHS,271,188,69.37,174,64.21,194,71.59,6,2.21,14,5.17
Berks,114063003,Governor Mifflin SD,SD,9999,Governor Mifflin SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114063503,Hamburg Area SD,SD,0808,Hamburg Area HS,171,137,80.12,125,73.10,138,80.70,1,0.58,12,7.02
Berks,114063503,Hamburg Area SD,SD,9999,Hamburg Area SD,4,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114064003,Kutztown Area SD,SD,0816,Kutztown Area SHS,130,90,69.23,84,64.62,92,70.77,2,1.54,6,4.62
Berks,114065503,Muhlenberg SD,SD,6610,Muhlenberg HS,259,195,75.29,189,72.97,207,79.92,12,4.63,6,2.32
Berks,114066503,Oley Valley SD,SD,6318,Oley Valley SHS,121,88,72.73,88,72.73,96,79.34,8,6.61,0,0.00
Berks,114066503,Oley Valley SD,SD,9999,Oley Valley SD,11,1,9.09,1,9.09,1,9.09,0,0.00,0,0.00
Berks,114067002,Reading SD,SD,8116,Reading SHS,816,505,61.89,503,61.64,579,70.96,74,9.07,2,0.25
Berks,114067002,Reading SD,SD,9999,Reading SD,35,7,20.00,7,20.00,8,22.86,1,2.86,0,0.00
Berks,114067503,Schuylkill Valley SD,SD,0864,Schuylkill Valley HS,150,115,76.67,106,70.67,117,78.00,2,1.33,9,6.00
Berks,114067503,Schuylkill Valley SD,SD,9999,Schuylkill Valley SD,3,1,33.33,1,33.33,1,33.33,0,0.00,0,0.00
Berks,114068003,Tulpehocken Area SD,SD,4670,Tulpehocken JSHS,115,73,63.48,73,63.48,79,68.70,6,5.22,0,0.00
Berks,114068103,Twin Valley SD,SD,0873,Twin Valley HS,244,191,78.28,179,73.36,191,78.28,0,0.00,12,4.92
Berks,114069103,Wilson  SD,SD,6980,Wilson HS,454,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114069103,Wilson  SD,SD,9999,Wilson  SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Berks,114069353,Wyomissing Area SD,SD,0887,Wyomissing Area JSHS,135,111,82.22,111,82.22,120,88.89,9,6.67,0,0.00
Berks,114069353,Wyomissing Area SD,SD,9999,Wyomissing Area SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Blair,108070001,Central PA Digital Learning Foundation C,CS,7720,Central PA Digital Lrng Foundation CS,12,9,75.00,8,66.67,9,75.00,0,0.00,1,8.33
Blair,108070502,Altoona Area SD,SD,0913,Altoona Area HS,484,311,64.26,297,61.36,324,66.94,13,2.69,14,2.89
Blair,108070502,Altoona Area SD,SD,7425,Kimmel Alternative School,7,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Blair,108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,84,70,83.33,70,83.33,70,83.33,0,0.00,0,0.00
Blair,108071504,Claysburg-Kimmel SD,SD,0921,Claysburg-Kimmel HS,77,51,66.23,44,57.14,53,68.83,2,2.60,7,9.09
Blair,108073503,Hollidaysburg Area SD,SD,5207,Hollidaysburg Area SHS,275,174,63.27,168,61.09,190,69.09,16,5.82,6,2.18
Blair,108077503,Spring Cove SD,SD,0941,Central HS,132,76,57.58,76,57.58,89,67.42,13,9.85,0,0.00
Blair,108078003,Tyrone Area SD,SD,0949,Tyrone Area HS,109,80,73.39,61,55.96,84,77.06,4,3.67,19,17.43
Blair,108079004,Williamsburg Community SD,SD,0951,Williamsburg Community JSHS,44,25,56.82,20,45.45,28,63.64,3,6.82,5,11.36
Bradford,117080503,Athens Area SD,SD,0958,Athens Area HS,138,97,70.29,96,69.57,103,74.64,6,4.35,1,0.72
Bradford,117081003,Canton Area SD,SD,0988,Canton JSHS,87,41,47.13,37,42.53,41,47.13,0,0.00,4,4.60
Bradford,117083004,Northeast Bradford SD,SD,0964,Northeast Bradford JSHS,45,28,62.22,28,62.22,33,73.33,5,11.11,0,0.00
Bradford,117086003,Sayre Area SD,SD,0965,Sayre Area HS,72,48,66.67,48,66.67,49,68.06,1,1.39,0,0.00
Bradford,117086503,Towanda Area SD,SD,5208,Towanda Area JSHS,130,62,47.69,60,46.15,77,59.23,15,11.54,2,1.54
Bradford,117086653,Troy Area SD,SD,1000,Troy Area JSHS,112,67,59.82,65,58.04,73,65.18,6,5.36,2,1.79
Bradford,117089003,Wyalusing Area SD,SD,1005,Wyalusing Valley JSHS,100,56,56.00,56,56.00,61,61.00,5,5.00,0,0.00
Bucks,122090001,Center for Student Learning CS at Pennsb,CS,7726,Center for Student Lrng CS Pennsbury,25,12,48.00,12,48.00,15,60.00,3,12.00,0,0.00
Bucks,122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,417,342,82.01,339,81.29,352,84.41,10,2.40,3,0.72
Bucks,122091002,Bensalem Township SD,SD,9999,Bensalem Township SD,24,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bucks,122091303,Bristol Borough SD,SD,1014,Bristol HS,68,51,75.00,51,75.00,54,79.41,3,4.41,0,0.00
Bucks,122091303,Bristol Borough SD,SD,9999,Bristol Borough SD,6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bucks,122091352,Bristol Township SD,SD,1029,Truman SHS,318,251,78.93,233,73.27,258,81.13,7,2.20,18,5.66
Bucks,122091352,Bristol Township SD,SD,9999,Bristol Township SD,145,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bucks,122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,308,162,52.60,153,49.68,163,52.92,1,0.32,9,2.92
Bucks,122092002,Centennial SD,SD,1040,William Tennent HS,468,377,80.56,376,80.34,393,83.97,16,3.42,1,0.21
Bucks,122092002,Centennial SD,SD,9999,Centennial SD,1,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bucks,122092102,Central Bucks SD,SD,1043,Central Bucks HS-West,495,440,88.89,439,88.69,442,89.29,2,0.40,1,0.20
Bucks,122092102,Central Bucks SD,SD,5133,Central Bucks HS-East,561,524,93.40,524,93.40,524,93.40,0,0.00,0,0.00
Bucks,122092102,Central Bucks SD,SD,7790,Central Bucks HS-South,632,565,89.40,565,89.40,570,90.19,5,0.79,0,0.00
Bucks,122092102,Central Bucks SD,SD,9999,Central Bucks SD,14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Bucks,122092353,Council Rock SD,SD,5096,Council Rock HS North,505,482,95.45,478,94.65,485,96.04,3,0.59,4,0.79
Bucks,122092353,Council Rock SD,SD,7749,Council Rock HS South,537,511,95.16,509,94.79,514,95.72,3,0.56,2,0.37
