DistrictName,AUN,2 or More Races,American Indian/Alaskan Native ,Asian ,Black/African American ,Career and Technical Center Name,Career and Technical Center Website,Charter School Enrollment,District Address (City),District Address (State),District Address (Street),District Enrollment,District Name,District Zip Code,Economically Disadvantaged,English Learner,Enrollment in Partnering Career and Technical Center(s),Female,Foster Care,Geographic Size of District (Square Miles),Grades Offered,Hispanic ,Homeless,Intermediate Unit Name,Intermediate Unit Website,Male,Military Connected,Native Hawaiian or other Pacific Islander ,Number of Schools,Percent of Gifted Students,Special Education,Telephone Number,Website,White 
Ringgold SD,101637002,7.77,0.11,0.19,6.79,Mon Valley CTC,http://www.monvalleyctc.org,118,New Eagle,PA,400 Main St,2638,Ringgold SD,15067,49.39,0.42,159,47.8,0.76,55.29,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.37,1.1,Intermediate Unit 1,http://www.iu1.org,52.2,0.3,0.04,4,2.69,17.36,724-258-9329,http://www.ringgold.org,81.73
Riverside Beaver County SD,127045853,1.91,0.07,0.07,0.5,Beaver County CTC,http://www.bcctc.org,25,Ellwood City,PA,318 Country Club Dr,1411,Riverside Beaver County SD,16117,47.41,0.28,49,47.98,0.85,49.41,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.35,0.99,Beaver Valley IU 27,http://www.bviu.org,52.02,0.35,0,3,1.98,20.62,724-758-7512,http://www.riverside.k12.pa.us,96.1
Riverside SD,119357003,4.06,0.26,2.58,5.29,CTC of Lackawanna County,http://www.ctclc.edu,45,Taylor,PA,601 S Main St,1551,Riverside SD,18517,61.06,5.42,46,47.2,0.32,11.73,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17.28,0.64,Northeastern Educational IU 19,http://www.iu19.org,52.8,0,0.06,3,1.87,19.21,570-562-2121,http://www.riversidesd.com,70.47
Riverview SD,103028203,7.17,0.11,0.74,5.69,Forbes Road CTC,http://www.forbesroad.com,23,Oakmont,PA,701 10th St,949,Riverview SD,15139,19.28,0.32,29,48.26,0.95,2.37,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.05,1.48,Allegheny IU 3,http://www.aiu3.net,51.74,0,0.21,3,5.48,16.65,412-828-1800,http://www.rsd.k12.pa.us,85.04
Rochester Area SD,127046903,11.43,0.28,0.55,19.01,Beaver County CTC,http://www.bcctc.org,84,Rochester,PA,540 Reno St,726,Rochester Area SD,15074,66.12,1.65,39,47.66,0.55,5.14,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.58,2.2,Beaver Valley IU 27,http://www.bviu.org,52.34,0.96,0.28,3,1.93,27.96,724-775-7500,http://www.rasd.org,64.88
Rockwood Area SD,108566303,0.16,0.16,0.32,1.58,Somerset County Technology Center,http://www.sctc.net,39,Rockwood,PA,439 Somerset Ave,634,Rockwood Area SD,15557,45.27,0,75,45.27,0.63,146.38,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.42,0.63,Appalachia IU 8,http://www.iu08.org,54.73,0.16,0,2,3.31,13.72,814-926-4913,http://www.rockwoodschools.org,96.37
Rose Tree Media SD,125237903,7.56,0.1,7.47,4.76,Delaware County Technical High School,https://www.dciu.org/domain/185,41,Media,PA,308 N Olive St,4164,Rose Tree Media SD,19063,16.52,1.92,50,48.56,0.02,29.77,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.71,0.91,Delaware County IU 25,http://www.dciu.org,51.44,0.05,0,6,5.74,14.19,610-627-6000,http://www.rtmsd.org,77.4
Saint Clair Area SD,129546803,0.94,0.19,0.94,5.64,Schuylkill Technology Centers,http://www.stcenters.org,57,Saint Clair,PA,227 S Mill St,532,Saint Clair Area SD,17970,67.11,0.94,11,47.93,0.94,47.48,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",11.65,4.32,Schuylkill IU 29,http://www.iu29.org,52.07,0,0,1,0.38,23.31,570-429-2716,http://www.saintclairsd.org/,80.64
Saint Marys Area SD,109248003,1.93,0.16,0.54,0.27,Not Available,Not Available,39,Saint Marys,PA,977 S Saint Marys Rd,1866,Saint Marys Area SD,15857,43.52,0,17,46.09,0.54,341.83,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.66,2.04,Seneca Highlands IU 9,http://www.iu9.org,53.91,0.96,0.05,5,2.3,21.17,814-834-7831,http://www.smasd.org,95.39
Salisbury Township SD,121395603,11.95,0.34,1.88,4.5,Lehigh Career & Technical Institute,http://www.lcti.org,112,Allentown,PA,1140 Salisbury Rd,1490,Salisbury Township SD,18103,43.36,5.5,109,47.72,0.13,11.27,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",24.36,1.34,Carbon-Lehigh IU 21,http://www.cliu.org,52.28,0.4,0.07,3,3.76,23.62,610-797-2062,http://www.salisburysd.org,56.91
Salisbury-Elk Lick SD,108567004,2.05,0,1.23,0.41,Not Available,Not Available,16,Salisbury,PA,196 Smith Avenue,244,Salisbury-Elk Lick SD,15558,40.98,0.41,11,50,0.41,58.04,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0,2.46,Appalachia IU 8,http://www.iu08.org,50,0.41,0,2,0.82,15.16,814-662-2733,http://www.selsd.com,96.31
Saucon Valley SD,120486003,5.99,0,2.79,1.27,Bethlehem AVTS,http://www.bethlehemavts.org,151,Hellertown,PA,2097 Polk Valley Rd,1969,Saucon Valley SD,18055,27.32,2.29,117,49.21,0.25,25.85,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",12.09,0.41,Colonial IU 20,http://www.ciu20.org,50.79,0.66,0,3,3.66,15.49,610-838-7026,http://www.svpanthers.org,77.86
Sayre Area SD,117086003,1.85,0,1.96,2.51,Northern Tier Career Center,http://www.ntccschool.org,32,Sayre,PA,333 West Lockhart Street,918,Sayre Area SD,18840,55.77,1.09,32,49.02,0.11,33.32,"PreKH, K4H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.61,1.31,BLaST IU 17,http://www.iu17.org,50.98,0,0,2,0.54,18.3,570-888-7615,http://www.sayresd.org,91.07
Schuylkill Haven Area SD,129547303,2,0.09,0.26,0.96,Schuylkill Technology Centers,http://www.stcenters.org,50,Schuylkill Haven,PA,501 East Main Street,1148,Schuylkill Haven Area SD,17972,49.3,0.96,23,47.47,0.44,23.93,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",8.1,0.87,Schuylkill IU 29,http://www.iu29.org,52.53,0,0,3,1.92,23.17,570-385-6705,http://www.shasd.org,88.59
Schuylkill Valley SD,114067503,0.57,0.05,1.53,3.06,Berks CTC,http://www.berkscareer.com,61,Leesport,PA,929 Lakeshore Drive,2094,Schuylkill Valley SD,19533,31.71,2.1,108,48.62,0.33,51.98,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",12.37,0.72,Berks County IU 14,http://www.berksiu.org,51.38,0.19,0.72,3,3.2,22.83,610-916-0957,http://www.schuylkillvalley.org,81.71
Scranton SD,119357402,7.12,0.16,5.29,14.36,CTC of Lackawanna County,http://www.ctclc.edu,809,Scranton,PA,425 N Washington Ave,9262,Scranton SD,18503,76.1,10.29,272,48.02,0.53,25.54,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",38.48,2.45,Northeastern Educational IU 19,http://www.iu19.org,51.98,0.15,0.33,15,0.67,22.03,570-348-3474,http://www.scrsd.org/,34.26
Selinsgrove Area SD,116557103,3.15,0.04,0.96,1.89,SUN Area Technical Institute,http://www.sun-tech.org,109,Selinsgrove,PA,329 Seals Avenue,2384,Selinsgrove Area SD,17870,41.28,1.09,55,46.48,0.04,104.84,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",4.82,0.96,Central Susquehanna IU 16,http://www.csiu.org,53.52,0,0,4,3.52,12.71,570-374-1144,http://www.seal-pa.org,89.14
Seneca Valley SD,104107903,4.52,0.04,3.14,2.21,Butler County AVTS,http://www.butlertec.us,108,Harmony,PA,124 Seneca School Rd,7410,Seneca Valley SD,16037,19.69,2.35,166,48.31,0.23,95.35,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.79,1.43,Midwestern IU 4,http://www.miu4.org,51.69,0.85,0.01,8,10.07,18.77,724-452-6040,http://www.svsd.net/,86.28
Shade-Central City SD,108567204,1.52,0,0,0.61,Somerset County Technology Center,http://www.sctc.net,14,Cairnbrook,PA,203 McGregor Avenue,330,Shade-Central City SD,15924,96.36,0,60,51.52,0.3,69.3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.3,0,Appalachia IU 8,http://www.iu08.org,48.48,0,0,2,0,20.3,814-754-4648,http://www.shade.k12.pa.us,97.58
Shaler Area SD,103028302,4.94,0.03,1.12,1.93,A W Beattie Career Center,http://www.beattietech.com,87,Glenshaw,PA,1800 Mount Royal Blvd,3843,Shaler Area SD,15116,40.36,1.17,131,49.36,0.47,14.7,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.78,2.19,Allegheny IU 3,http://www.aiu3.net,50.64,0.18,0,7,6.27,19.41,412-492-1200,http://www.sasd.k12.pa.us,89.2
Shamokin Area SD,116496503,3.16,0.27,0.45,4.84,Northumberland County CTC,http://www.ncavts.org,159,Coal Township,PA,2000 W State St,2213,Shamokin Area SD,17866,64.12,1.58,147,48.12,1.04,70.57,"PreKH, PreKF, K4H, K4F, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",13.19,2.08,Central Susquehanna IU 16,http://www.csiu.org,51.88,0,0.05,4,0.18,22.32,570-648-5752,http://www.indians.k12.pa.us,78.04
Shanksville-Stonycreek SD,108567404,1.79,0,0,0.36,Somerset County Technology Center,http://www.sctc.net,8,Shanksville,PA,1325 Corner Stone Road,280,Shanksville-Stonycreek SD,15560,41.79,0,23,47.5,0.71,66.18,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.36,0,Appalachia IU 8,http://www.iu08.org,52.5,0,0,3,1.79,22.14,814-267-4649,http://www.sssd.com/,97.5
Sharon City SD,104435603,13.11,0.05,0.32,27.76,Not Available,Not Available,160,Sharon,PA,215 Forker Blvd,1877,Sharon City SD,16146,68.67,0.64,31,47.74,0.91,3.77,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.81,3.25,Midwestern IU 4,http://www.miu4.org,52.26,0,0,5,0.05,30.58,724-983-4000,http://www.sharonsd.org,56.95
Sharpsville Area SD,104435703,5.41,0,0.88,2.85,Mercer County Career Center,http://www.mercerccc.org,30,Sharpsville,PA,1 Blue Devil Way,1017,Sharpsville Area SD,16150,44.64,0.29,39,47.89,0.39,26.59,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.65,0.29,Midwestern IU 4,http://www.miu4.org,52.11,0.59,0,3,1.47,17.8,724-962-8300,http://www.sharpsville.k12.pa.us,88.2
Shenandoah Valley SD,129547203,1.74,0.17,0.17,2.4,Schuylkill Technology Centers,http://www.stcenters.org,66,Shenandoah,PA,805 West Centre Street,1209,Shenandoah Valley SD,17976,68.65,15.38,24,48.64,0.25,12,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",60.3,3.47,Schuylkill IU 29,http://www.iu29.org,51.36,0,0,2,0.74,15.38,570-462-1936,http://www.svbluedevils.org/,35.24
Shenango Area SD,104376203,4.71,0.1,0.5,0.9,Lawrence County CTC,http://www.lcvt.tec.pa.us,25,New Castle,PA,2501 Old Pittsburgh Rd,998,Shenango Area SD,16101,41.98,0.2,40,50.7,0.3,24.78,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.1,0.8,Midwestern IU 4,http://www.miu4.org,49.3,0.2,0,2,1.9,17.03,724-658-7287,http://www.shenango.k12.pa.us,92.69
Shikellamy SD,116496603,6.99,0.14,0.21,4,SUN Area Technical Institute,http://www.sun-tech.org,136,Sunbury,PA,200 Island Blvd,2847,Shikellamy SD,17801,51.28,4.29,65,48.54,0.84,77.67,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",15.6,2.77,Central Susquehanna IU 16,http://www.csiu.org,51.46,0.18,0,5,1.19,18.9,570-286-3721,http://www.shikbraves.org/,73.06
Shippensburg Area SD,115218003,3.66,0.2,4.76,5.55,Franklin County CTC,http://www.franklinctc.com,166,Shippensburg,PA,317 N Morris St,3529,Shippensburg Area SD,17257,51.71,2.81,67,50.81,0.37,122.44,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",8.64,3.23,Capital Area IU 15,http://www.caiu.org,49.19,0,0.34,6,1.9,19.24,717-530-2700,http://www.shipk12.org,76.85
Slippery Rock Area SD,104107503,2.05,0.26,1.16,1.37,Butler County AVTS,http://www.butlertec.us,67,Slippery Rock,PA,201 Kiester Rd,1898,Slippery Rock Area SD,16057,42.2,0.47,82,48.68,0.53,139.66,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.42,0.9,Midwestern IU 4,http://www.miu4.org,51.32,2.32,0,4,5.48,22.13,724-794-2960,http://www.slipperyrock.k12.pa.us,93.73
Smethport Area SD,109427503,0,0,0,1.45,Seneca Highlands Career and Technical Center,http://www.iu9.org,22,Smethport,PA,414 S Mechanic St,758,Smethport Area SD,16749,52.24,0,69,45.65,0.92,339.85,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.13,3.17,Seneca Highlands IU 9,http://www.iu9.org,54.35,0,0,2,1.85,16.36,814-887-5543,http://www.smethportschools.com,98.42
Solanco SD,113367003,3.12,0.06,0.55,1.77,Lancaster County CTC,http://www.lancasterctc.edu,98,Quarryville,PA,121 S Hess St,3106,Solanco SD,17566,43.59,2.35,105,48.42,0.39,188.31,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",9.59,1.93,Lancaster-Lebanon IU 13,http://www.iu13.org,51.58,0.52,0.13,7,5.38,20.8,717-786-8401,http://www.solancosd.org/,84.77
Somerset Area SD,108567703,3.34,0.05,0.59,0.98,Somerset County Technology Center,http://www.sctc.net,53,Somerset,PA,645 S Columbia Ave Ste 110,2038,Somerset Area SD,15501,53.04,0.44,140,48.68,1.08,134.63,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.43,1.03,Appalachia IU 8,http://www.iu08.org,51.32,0.79,0,3,1.77,17.57,814-445-9714,http://www.sasd.us,91.61
Souderton Area SD,123467103,1.23,0.24,6.82,4.93,North Montco Tech Career Center,http://www.nmtcc.org,245,Souderton,PA,760 Lower Road,6170,Souderton Area SD,18964,25.62,5.9,148,48.23,0.26,49.41,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",11.07,0.78,Montgomery County IU 23,http://www.mciu.org,51.77,0,0.1,9,6.63,19.64,215-723-6061,http://www.soudertonsd.org,75.61
South Allegheny SD,103028653,9.76,0.07,0.14,8.83,Steel Center for Career and Technical Education,http://www.steelcentertech.com,115,Mc Keesport,PA,2743 Washington Blvd,1393,South Allegheny SD,15133,64.47,0.86,79,48.67,0.93,9.46,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.73,2.66,Allegheny IU 3,http://www.aiu3.net,51.33,0.5,0,3,2.8,22.18,412-675-3070,http://www.southallegheny.org/,77.46
South Butler County SD,104107803,1.28,0.1,0.25,0.49,Butler County AVTS,http://www.butlertec.us,63,Saxonburg,PA,328 Knoch Rd,2027,Knoch SD,16056,31.87,0,133,48.15,0.59,95.79,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.13,2.52,Midwestern IU 4,http://www.miu4.org,51.85,0,0.1,4,2.91,16.67,724-352-1700,https://www.knochsd.org/,96.65
South Eastern SD,112676203,2.97,0.45,0.89,2.72,York Co School of Technology,http://www.ytech.edu,65,Fawn Grove,PA,377 Main St,2461,South Eastern SD,17321,32.47,0.85,95,47.66,0.28,108.78,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.09,2.52,Lincoln IU 12,http://www.iu12.org,52.34,1.75,0.12,6,3.78,14.55,717-382-4843,http://www.sesdweb.net,89.76
South Fayette Township SD,103028703,5.14,0.14,22.17,1.93,Parkway West CTC,http://www.parkwaywest.org,42,McDonald,PA,3680 Old Oakdale Rd,3464,South Fayette Township SD,15057,13.83,2.31,89,49.05,0.17,20.39,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.99,0.72,Allegheny IU 3,http://www.aiu3.net,50.95,0.84,0.09,4,0.72,10.65,412-221-4542,http://www.southfayette.org,68.53
South Middleton SD,115218303,5.13,0.18,7.28,1.65,Cumberland Perry Area Career & Technical Center,http://www.cpavts.org,80,Boiling Springs,PA,"Administration Office, Suite 100",2185,South Middleton SD,17007,31.26,3.48,75,48.83,0.32,49.09,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.11,2.29,Capital Area IU 15,http://www.caiu.org,51.17,2.29,0.18,4,3.71,17.48,717-258-6484,http://www.smsd.us,83.48
South Park SD,103028753,1.46,0.06,4.82,6.95,Steel Center for Career and Technical Education,http://www.steelcentertech.com,36,South Park,PA,2005 Eagle Ridge Rd,1785,South Park SD,15129,30.87,2.86,70,49.92,0.73,9.27,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.96,0.34,Allegheny IU 3,http://www.aiu3.net,50.08,0.17,0.11,3,3.03,15.07,412-655-3111,http://www.sparksd.org,84.65
South Side Area SD,127047404,3.31,0.32,0,0.11,Beaver County CTC,http://www.bcctc.org,37,Hookstown,PA,4949 State Route 151,937,South Side Area SD,15050,28.39,0.32,62,46.42,0.32,75.58,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.75,1.49,Beaver Valley IU 27,http://www.bviu.org,53.58,0,0,3,3.31,16.86,724-573-9581,http://www.sssd.k12.pa.us,95.52
South Western SD,112676403,3.94,0.09,1.42,4.66,York Co School of Technology,http://www.ytech.edu,149,Hanover,PA,225 Bowman Rd,4442,South Western SD,17331,34.02,1.4,104,48.6,0.45,55.71,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",6.24,1.64,Lincoln IU 12,http://www.iu12.org,51.4,0.45,0.18,6,2.97,14.23,717-632-2500,http://www.swsd.k12.pa.us,83.48
South Williamsport Area SD,117416103,4.06,0,0.93,2.54,Not Available,Not Available,45,South Williamsport,PA,515 W Central Ave,1181,South Williamsport Area SD,17702,48.09,0.17,,48.94,0.08,35.53,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.37,1.27,BLaST IU 17,http://www.iu17.org,51.06,9.82,0.08,3,0.76,13.63,570-327-1581,http://www.mounties.k12.pa.us,90.01
Southeast Delco SD,125238402,4.36,0.15,1.67,77.68,Delaware County Technical High School,https://www.dciu.org/domain/185,600,Folcroft,PA,1560 Delmar Drive,4127,Southeast Delco SD,19032,74.65,3.1,77,45.6,0.65,4.49,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",5.06,0.87,Delaware County IU 25,http://www.dciu.org,54.4,0,0.02,6,0.29,11.12,610-522-4300,http://www.sedelco.org/,11.05
Southeastern Greene SD,101306503,0.17,0,0,1.38,Greene County CTC,http://www.greenectc.org,26,Greensboro,PA,1000 Mapletown Rd,580,Southeastern Greene SD,15338,48.97,0,48,45.17,2.07,68.51,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0,0.52,Intermediate Unit 1,http://www.iu1.org,54.83,0,0,2,1.21,19.83,724-943-3630,http://www.segsd.org/,98.45
Southern Columbia Area SD,116197503,2.27,0.16,0.49,0.97,Columbia-Montour AVTS,http://www.cmvt.us,27,Catawissa,PA,800 Southern Drive,1235,Southern Columbia Area SD,17820,30.12,0.08,71,47.21,0.32,109.99,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.27,0.4,Central Susquehanna IU 16,http://www.csiu.org,52.79,0.65,0,3,3.72,17.09,570-356-2331,http://www.scasd.us,93.85
Southern Fulton SD,111297504,1.85,0.43,0.71,0.71,Fulton County Center for Career and Technology,http://www.fcavts.org,25,Warfordsburg,PA,3072 Great Cove Rd,701,Southern Fulton SD,17267,44.22,0.57,27,45.79,0.71,210.54,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.14,1.57,Tuscarora IU 11,https://www.tiu11.org/,54.21,0,0.29,2,0.86,21.11,717-294-2203,http://www.sfsd.k12.pa.us,93.87
Southern Huntingdon County SD,111317503,0.94,0,0,0.85,Huntingdon County CTC,http://www.hcctc.org,47,Three Springs,PA,10339 Pogue Road,1060,Southern Huntingdon County SD,17264,52.26,0,87,49.62,0.38,221.4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.45,0.57,Tuscarora IU 11,https://www.tiu11.org/,50.38,0,0,4,1.6,23.77,814-447-5529,http://shcsd.org,95.75
Southern Lehigh SD,121395703,2.01,0.23,6.81,1.56,Lehigh Career & Technical Institute,http://www.lcti.org,115,Center Valley,PA,5775 Main St,3084,Southern Lehigh SD,18034,14.98,1.56,144,48.96,0.55,45.27,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",6.91,0.26,Carbon-Lehigh IU 21,http://www.cliu.org,51.04,0,0.29,5,4.99,10.8,610-282-3121,http://www.slsd.org,82.2
Southern Tioga SD,117597003,1.47,0.18,0.29,1,Not Available,Not Available,80,Blossburg,PA,310 Morris Street,1702,Southern Tioga SD,16912,55.7,0.59,,48.12,1.12,488.05,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",2.35,0.65,BLaST IU 17,http://www.iu17.org,51.88,0.76,0,5,0.88,22.5,570-638-2183,http://www.southerntioga.org,94.71
Southern York County SD,112676503,2.24,0.28,0.91,4.34,York Co School of Technology,http://www.ytech.edu,71,Glen Rock,PA,3280 Fissels Church Rd,2859,Southern York County SD,17327,25.92,0.87,70,47.85,0.28,67.85,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",4.16,0.63,Lincoln IU 12,http://www.iu12.org,52.15,0.14,0.1,5,4.2,17.21,717-235-4811,http://www.sycsd.org,87.97
Southmoreland SD,107657503,3.53,0.05,0.33,0.92,Central Westmoreland CTC,http://www.cwctc.org,96,Scottdale,PA,200 Scottie Way,1840,Southmoreland SD,15683,56.14,0.11,90,49.13,0.82,42.13,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.03,0.82,Westmoreland IU 7,http://www.wiu7.org,50.87,0.98,0,4,1.9,18.64,724-887-2005,http://www.southmoreland.net/,94.13
Spring Cove SD,108077503,3.56,0.06,0.18,0.66,Greater Altoona CTC,http://www.gactc.edu,46,Roaring Spring,PA,1100 E Main Street,1658,Spring Cove SD,16673,49.03,0.72,85,47.23,0.36,98.14,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.87,3.02,Appalachia IU 8,http://www.iu08.org,52.77,0.9,0,4,2.11,17.19,814-224-5124,http://www.springcovesd.org,93.67
Spring Grove Area SD,112676703,4.23,0.05,0.61,4.89,York Co School of Technology,http://www.ytech.edu,150,Spring Grove,PA,100 E College Ave,3946,Spring Grove Area SD,17362,35.33,1.57,124,47.16,0.51,92.85,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",7.55,1.5,Lincoln IU 12,http://www.iu12.org,52.84,0.63,0.13,6,2.61,14.32,717-225-4731,http://www.sgasd.org,82.54
Spring-Ford Area SD,123467303,6.28,0.14,12.8,4.42,Western Montgomery CTC,http://www.westerncenter.org,227,Royersford,PA,857 South Lewis Road,7958,Spring-Ford Area SD,19468,20.92,2.53,266,48.52,0.26,42.52,"K4H, K4F, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",6.71,0.85,Montgomery County IU 23,http://www.mciu.org,51.48,0.04,0,11,6.28,18.43,610-705-6000,http://www.spring-ford.net,69.64
Springfield SD,125238502,3.55,0.02,7.97,6.1,Delaware County Technical High School,https://www.dciu.org/domain/185,29,Springfield,PA,200 S Rolling Road,4390,Springfield SD,19064,22.23,2.26,98,49.48,0.14,6.7,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.71,0.34,Delaware County IU 25,http://www.dciu.org,50.52,0.34,0.05,5,4.01,16.67,610-938-6000,http://www.ssdcougars.org,78.59
Springfield Township SD,123467203,5.72,0.12,3.45,9.36,Eastern Center for Arts & Technology,http://www.eastech.org,26,Oreland,PA,1901 E Paper Mill Rd,2554,Springfield Township SD,19075,22.67,2.27,70,47.73,0.12,6.79,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",8.03,0.43,Montgomery County IU 23,http://www.mciu.org,52.27,0,0.04,4,3.72,21.22,215-233-6000,http://www.sdst.org,73.3
State College Area SD,110148002,7.2,0.18,8.6,2.74,Not Available,Not Available,288,State College,PA,240 Villa Crest Dr,6781,State College Area SD,16801,19.11,3.1,10,48.92,0.25,151.13,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",4.51,1.53,Central IU 10,http://www.ciu10.org,51.08,0.01,0.1,11,7,12.67,814-231-1016,http://www.scasd.org,76.67
Steel Valley SD,103028833,8.71,0.14,1.36,38.19,Steel Center for Career and Technical Education,http://www.steelcentertech.com,256,Munhall,PA,220 E Oliver Rd,1401,Steel Valley SD,15120,73.02,1,49,47.11,1.14,4.04,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.93,4.35,Allegheny IU 3,http://www.aiu3.net,52.89,0,0,4,4,27.19,412-464-3600,http://www.Steelvalleysd.org,49.68
Steelton-Highspire SD,115228003,9.51,0.15,0.15,52.47,Not Available,Not Available,226,Steelton,PA,250 Reynders St,1378,Steelton-Highspire SD,17113,63.57,7.18,24,48.33,0.58,2.64,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",27.43,9.36,Capital Area IU 15,http://www.caiu.org,51.67,1.16,0,2,0,19.96,717-704-3800,http://www.shsd.k12.pa.us/Page/1592,10.3
Sto-Rox SD,103028853,16.45,0,0,59.39,Parkway West CTC,http://www.parkwaywest.org,619,McKees Rocks,PA,298 Ewing Rd,1076,Sto-Rox SD,15136,95.17,1.49,39,48.33,2.79,3.42,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",3.53,4.37,Allegheny IU 3,http://www.aiu3.net,51.67,0,0,3,0.28,27.51,412-771-3213,http://www.srsd.k12.pa.us,20.63
Stroudsburg Area SD,120456003,3.02,0.15,3.39,19.87,Monroe Career & Tech Inst,http://www.monroecti.org,310,Stroudsburg,PA,123 Linden St,4540,Stroudsburg Area SD,18360,47,4.41,189,47.91,0.59,73.63,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",25.18,2,Colonial IU 20,http://www.ciu20.org,52.09,0,0.15,7,2.86,18.39,570-421-1990,http://www.sburg.org,48.24
